Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,0,Cardigan (Video Mix),,,,https://www.tiktok.com/music/null,,"May 21, 2020",40,444K,1.3M,1,"Jun 25, 2022",4,0.00,USAT22003388
2,3,Man of my Word,S2139,"Lil Baby, Lil Durk",/track?id=47125654,https://www.tiktok.com/music/original-sound-7086935754085092139,Quality Control Music/Alamo Records/Motown Records,"Jun 1, 2021",65,397K,684K,2,"Jul 2, 2022",10,0.43,USUG12101603
3,0,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"May 11, 2022",26,372K,2.3M,2,"Jun 11, 2022",46,0.00,USA3D0700101
4,-2,Running Up That Hill (A Deal With God),S1712,Kate Bush,/track?id=12662506,https://www.tiktok.com/music/Running-Up-That-Hill-A-Deal-With-God-235918692176371712,Parlophone UK,"Aug 20, 2019",23,355K,2.4M,1,"Jun 11, 2022",16,-0.29,GBCNR8500002
5,New,Conceited,S6337,Flo Milli,/track?id=83761227,https://www.tiktok.com/music/Conceited-7110062725560846337,'94 Sounds/RCA Records,"Jun 12, 2022",103,344K,353K,1,"Jul 9, 2022",14,,USRC12201167
6,New,Cool Kids,S1042,Echosmith,/track?id=16027097,https://www.tiktok.com/music/Cool-Kids-6711299716161751042,Warner Bros.,"Aug 19, 2019",92,329K,420K,6,"Jul 2, 2022",2,,USWB11301764
7,-1,Aesthetic,S7346,"Tollan Kim, Kudasaibeats",/track?id=75979639,https://www.tiktok.com/music/Aesthetic-7072513628145977346,Tollan Kim,"Mar 7, 2022",48,325K,1.1M,5,"Jul 9, 2022",48,-0.14,SGB502208576
8,-4,Booty (feat. Latto),,,,https://www.tiktok.com/music/null,,"May 25, 2022",63,260K,720K,4,"Jun 25, 2022",3,-0.57,USRC12202102
9,2,Sunroof,S6594,"Nicky Youre, dazy",/track?id=67502648,https://www.tiktok.com/music/Sunroof-7030869625311086594,Thirty Knots,"Nov 14, 2021",5,250K,5.1M,3,"May 14, 2022",63,0.29,QM24S2107064
10,15,Top Off,S4741,Gunna,/track?id=18348210,https://www.tiktok.com/music/Top-Off-5000000001457014741,300 Entertainment,"Dec 11, 2020",97,244K,376K,10,"Jul 2, 2022",10,2.14,QZ5FA1752048
11,-3,So Silly! (G-Mix),S1217,"YungManny, Koto.",/track?id=82435183,https://www.tiktok.com/music/So-Silly-GMix-7095919748038281217,3666217 Records DK2,"May 9, 2022",25,242K,2.3M,8,"May 28, 2022",15,-0.43,QZHN92252505
12,0,Sweetest Pie,S5713,"Megan Thee Stallion, Dua Lipa",/track?id=75856195,https://www.tiktok.com/music/Sweetest-Pie-7072864389069555713,300 Entertainment,"Mar 7, 2022",49,202K,1.1M,12,"Jun 25, 2022",17,0.00,QMCE32200232
13,180,Vulture Island,S3201,Rob49,/track?id=68294300,https://www.tiktok.com/music/Vulture-Island-7034163018074163201,Rob49,"Nov 23, 2021",117,198K,263K,7,"Jul 16, 2022",11,25.71,USLD91735711
14,-7,Jiggle Jiggle,S0294,"Duke & Jones, Louis Theroux",/track?id=82257926,https://www.tiktok.com/music/Jiggle-Jiggle-7075729123557100294,Robots & Humans,"May 11, 2022",17,197K,2.6M,4,"May 28, 2022",18,-1.00,GBARL2201151
15,-1,Call Out My Name,S3730,The Weeknd,/track?id=18897447,https://www.tiktok.com/music/Call-Out-My-Name-6791241138889033730,The Weeknd,"Sep 2, 2019",81,196K,510K,14,"Jun 25, 2022",9,-0.14,USUG11800560
16,-7,Hug Me,S1326,"Pharrell Williams, Trey Parker",/track?id=15611409,https://www.tiktok.com/music/Hug-Me-7101540683290561326,i am OTHER/Columbia,"Aug 16, 2019",30,182K,2M,4,"Jun 18, 2022",20,-1.00,USQ4E1702974
17,141,Forever,S1617,Labrinth,/track?id=25531325,https://www.tiktok.com/music/Forever-6740248251825391617,Masterworks,"Sep 23, 2019",9,170K,3.1M,3,"Feb 26, 2022",17,,USQX91902499
18,-5,About Damn Time,S1762,Lizzo,/track?id=79572011,https://www.tiktok.com/music/About-Damn-Time-7086201843973621762,Nice Life/Atlantic,"Apr 12, 2022",6,156K,4.8M,1,"May 14, 2022",18,-0.71,USAT22202139
19,3,Glimpse of Us,S5938,Joji,/track?id=83623088,https://www.tiktok.com/music/Glimpse-of-Us-7104202666711975938,88rising Music/Warner Records,"Jun 7, 2022",95,155K,379K,19,"Jul 2, 2022",10,0.43,USWB12201789
20,New,Rich Minion,S1617,Yeat,/track?id=84058108,https://www.tiktok.com/music/Rich-Minion-7109284473828591617,Back Lot Music,"Jun 14, 2022",157,152K,167K,1,"Jul 16, 2022",8,,USQ4E2200763
21,New,Shootout,S0770,"Izzamuzzic, Julien Marchal",/track?id=84141337,https://www.tiktok.com/music/Shootout-Sped-Up-7115194668035360770,Izzamuzzic,"Jun 29, 2022",164,151K,151K,3,"Jul 9, 2022",6,,US3DF2266823
22,-12,Dream Cycle,,,,https://www.tiktok.com/music/null,,"May 28, 2022",35,151K,1.6M,3,"Jun 11, 2022",9,-1.71,QZ8252214947
23,42,I Love You,S4593,Young Slo-Be,/track?id=56847819,https://www.tiktok.com/music/I-Love-You-6992833971742574593,KoldGreedy Entertainment / Thizzler On The Roof,"Aug 4, 2021",54,128K,1M,23,"Jul 2, 2022",14,6.00,QZK6H2102871
24,16,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",S3394,"Sofía Reyes, Jason Derulo, De La Ghetto",/track?id=18457074,https://www.tiktok.com/music/1-2-3-feat-Jason-Derulo-De-La-Ghetto-7093791030025243394,WEA Latina,"Aug 22, 2019",134,128K,228K,24,"Jul 2, 2022",6,2.29,USWL11700238
25,-9,Gogo Dance,S1557,"El Alfa, Chael Produciendo",/track?id=79457193,https://www.tiktok.com/music/Gogo-Dance-7087744357444471557,EL JEFE RECORDS,"Apr 4, 2022",24,122K,2.3M,3,"May 21, 2022",14,-1.29,QM4TX2261587
