Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,0,Pretty Boy Swag,,Soulja Boy,/track?id=15917135,https://www.tiktok.com/music/null,Mr. Collipark,"Sep 7, 2019",21,597K,2.1M,1,"Oct 15, 2022",11,0.00,USUM71015226
2,0,Tomorrow 2,S8241,"GloRilla, Cardi B",/track?id=92609122,https://www.tiktok.com/music/Tomorrow-2-7146615152094218241,CMG/Interscope Records,"Sep 19, 2022",36,325K,1.4M,2,"Oct 15, 2022",20,0.00,USUM72217666
3,4,L$d,S4433,Luclover,/track?id=80001990,https://www.tiktok.com/music/Ld-7085791307943954433,independent,"Apr 11, 2022",2,321K,12M,1,"Jul 23, 2022",39,0.57,QZHN42243265
4,0,Salma Ya Salama,,,,https://www.tiktok.com/music/null,,"Sep 27, 2022",44,252K,1.1M,4,"Oct 8, 2022",5,0.00,QZNWZ2278379
5,3,just wanna rock (Lil Uzi Vert) [Sped Up Version],S5786,sped up nightcore,/track?id=93908893,https://www.tiktok.com/music/just-wanna-rock-Lil-Uzi-Vert-7146446566713215786,P2022,"Oct 6, 2022",85,251K,614K,5,"Oct 22, 2022",15,0.43,USAT22219206
6,-1,when i think,,,,https://www.tiktok.com/music/null,,"Sep 24, 2022",22,248K,2M,1,"Oct 1, 2022",4,-0.14,QZNWZ2236616
7,-1,"Dashie (When I See You, I Go Go Nuts)",,Dj GhettoYouth,/track?id=93945407,https://www.tiktok.com/music/null,3991857 Records DK,"Sep 27, 2022",45,247K,1M,6,"Oct 8, 2022",3,-0.14,QZNWZ2285957
8,5,BILLIE EILISH.,S3345,Armani White,/track?id=82976157,https://www.tiktok.com/music/Billie-Eilish-7096439256658233345,"Legendbound, LLC / Def Jam Recordings","May 10, 2022",19,242K,2.4M,8,"Oct 22, 2022",37,0.71,SGB502248062
9,1,Them Changes (Sped Up),,,,https://www.tiktok.com/music/null,,"Oct 4, 2022",71,220K,726K,9,"Oct 22, 2022",7,0.14,GBCFB2200778
10,-1,Bad Habit,S0450,Steve Lacy,/track?id=84088250,https://www.tiktok.com/music/Bad-Habit-7152997794909800450,L-M Records/RCA Records,"Jun 26, 2022",7,200K,5.3M,2,"Aug 6, 2022",31,-0.14,USRC12201440
11,-8,TIESY,,,,https://www.tiktok.com/music/null,,"Oct 10, 2022",58,199K,879K,3,"Oct 15, 2022",2,-1.14,QZRP42247368
12,New,Kesia,,,,https://www.tiktok.com/music/null,,"Oct 14, 2022",100,187K,415K,12,"Oct 22, 2022",1,,QZRP52242253
13,17,S.I.M.P (Squirrels In My Pants) [From 'Phineas And Ferb'],S6225,Geek Music,/track?id=69860378,https://www.tiktok.com/music/SIMP-Squirrels-In-My-Pants-7033436299269556225,Geek Music,"Nov 21, 2021",74,180K,701K,13,"Oct 22, 2022",10,2.43,GBWUL2189449
