Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,2,F.N.F. (Let's Go),S0619,"Hitkidd, GloRilla",/track?id=81041293,https://www.tiktok.com/music/FNF-Let's-Go-7089140456671480619,Blac Noize!,"May 2, 2022",10,643K,3.6M,1,"Sep 24, 2022",35,0.29,QZRD92201643
2,-1,Super Freaky Girl,S4635,Nicki Minaj,/track?id=88308091,https://www.tiktok.com/music/Super-Freaky-Girl-7119683959641934635,Republic Records,"Aug 4, 2022",16,485K,2.4M,1,"Sep 17, 2022",16,-0.14,USUM72215262
3,-1,L$d,S4433,Luclover,/track?id=80001990,https://www.tiktok.com/music/Ld-7085791307943954433,independent,"Apr 11, 2022",4,473K,10M,1,"Jul 23, 2022",39,-0.14,QZHN42243265
4,New,F.N.F (Let's Go) - Remix,S0066,"Hitkidd, GloRilla, Latto, JT",/track?id=91396053,https://www.tiktok.com/music/FNF-Let's-Go-7107130405228120066,Blac Noize!,"Sep 6, 2022",83,463K,466K,4,"Sep 24, 2022",11,,QZRD92202055
5,7,Roll it All,,,,https://www.tiktok.com/music/null,,"Sep 12, 2022",54,430K,709K,5,"Sep 24, 2022",3,1.00,QZNWW2292587
6,New,Sweater Weather (inside this place is warm),S9110,The Neighbourhood,/track?id=15790443,https://www.tiktok.com/music/Sweater-Weather-Sped-Up-7086537183875599110,the [r]evolve group,"Mar 2, 2022",92,382K,389K,4,"Oct 1, 2022",6,,USSM11300080
7,123,GRAY,,,,https://www.tiktok.com/music/null,,"Sep 12, 2022",31,258K,1.1M,7,"Sep 24, 2022",2,17.57,QZNWW2297894
8,15,DLOW's Bop Challenge,S8672,DLOW,/track?id=84221380,https://www.tiktok.com/music/Dlows-Bop-Challenge-211791633963548672,Integrity Talent Management Group,"May 26, 2022",79,247K,481K,8,"Sep 24, 2022",11,2.14,QZNB82230773
9,10,Super Freaky Girl - Roman Remix,S0450,Nicki Minaj,/track?id=89063931,https://www.tiktok.com/music/Super-Freaky-Girl-Roman-Remix-7133075295069800450,Republic Records,"Aug 17, 2022",58,246K,666K,9,"Sep 24, 2022",8,1.43,USUM72216101
10,14,A Gangster's Wife,S7157,Ms. Krazie,/track?id=15607680,https://www.tiktok.com/music/A-Gangster's-Wife-6945614298400017157,Ms Krazie,"Aug 19, 2019",77,243K,490K,10,"Sep 24, 2022",10,2.00,USPRZ0810066
11,-5,Harder,,,,https://www.tiktok.com/music/null,,"Sep 7, 2022",64,224K,576K,6,"Sep 17, 2022",8,-0.71,ARQIW2206427
12,9,Bad Habit,S0450,Steve Lacy,/track?id=84088250,https://www.tiktok.com/music/Bad-Habit-7152997794909800450,L-M Records/RCA Records,"Jun 26, 2022",8,220K,4.3M,2,"Aug 6, 2022",31,1.29,USRC12201440
13,-4,Backpack (Dora The Explorer),S7697,Treydahardway,/track?id=92365859,https://www.tiktok.com/music/Backpack-Dora-The-Explorer-7106326390860957697,TreysMoney,"Jun 6, 2022",41,219K,861K,9,"Sep 10, 2022",4,-0.57,QZK6P2293729
14,111,I Ain't Worried,S3394,OneRepublic,/track?id=82207258,https://www.tiktok.com/music/I-Ain't-Worried-7095856865434683394,Interscope Records,"May 19, 2022",103,218K,334K,14,"Sep 24, 2022",3,15.86,USUM72206227
15,New,Tu Weo Weo Weo,,,,https://www.tiktok.com/music/null,,"Sep 18, 2022",125,216K,216K,15,"Sep 24, 2022",2,,QZNWY2214067
16,-12,Romantic Homicide,S7950,d4vd,/track?id=84999635,https://www.tiktok.com/music/Romantic-Homicide-7121830491954907950,Darkroom/Interscope Records,"Aug 23, 2022",49,213K,753K,4,"Sep 17, 2022",14,-1.71,QZMEM2232831
17,30,Lean Chronicles,S7089,"Rio Da Yung Og, leewayy",/track?id=64045297,https://www.tiktok.com/music/Lean-Chronicles-7013253436711897089,#boyz/ rpg,"Sep 28, 2021",100,207K,358K,17,"Sep 24, 2022",5,4.29,TCAFU2132362
18,-8,414bigfrank (Backpack),S1265,414bigfrank,/track?id=81696290,https://www.tiktok.com/music/E-Way-7212631292133771265,1693942 Records DK,"Apr 22, 2022",34,205K,1M,7,"Sep 10, 2022",10,-1.14,QZHN62247387
19,-8,Backpack clean,S4402,414bigfrank,/track?id=92360603,https://www.tiktok.com/music/Backpack-clean-7141211438005094402,1693942 Records DK,"Sep 8, 2022",76,204K,494K,11,"Sep 17, 2022",8,-1.14,QZNWW2206787
20,130,Music silence,,,,https://www.tiktok.com/music/null,,"Aug 25, 2022",105,202K,320K,20,"Sep 24, 2022",5,18.57,QZNWT2222415
21,1,BILLIE EILISH.,S3345,Armani White,/track?id=82976157,https://www.tiktok.com/music/Billie-Eilish-7096439256658233345,"Legendbound, LLC / Def Jam Recordings","May 10, 2022",24,198K,1.5M,8,"Oct 22, 2022",37,0.14,SGB502248062
22,-2,Awkward,S0786,SZA,/track?id=83610381,https://www.tiktok.com/music/Awkward-7106619917994870786,Top Dawg Entertainment/RCA Records,"Jun 6, 2022",35,189K,998K,13,"Sep 10, 2022",17,-0.29,USRC12202150
23,-10,hit you with the blick,S3906,K.comedy,/track?id=89754526,https://www.tiktok.com/music/hit-you-with-the-blick-7137342465408763906,The System,"Aug 21, 2022",21,188K,2M,3,"Aug 27, 2022",13,-1.43,US3DF2297352
24,88,Umshini,,,,https://www.tiktok.com/music/null,,"Sep 12, 2022",118,183K,240K,24,"Sep 24, 2022",4,12.57,FRX762255539
25,New,ICE CREAM,S4577,$ugarHill Keem,/track?id=92273838,https://www.tiktok.com/music/Ice-Cream-Truck-7175295325006104577,EXPLOSIVE ENT,"Sep 11, 2022",132,176K,197K,15,"Oct 1, 2022",10,,QZNWW2262242
26,-11,Evergreen (You Didn’t Deserve Me At All),S0622,Omar Apollo,/track?id=79459861,https://www.tiktok.com/music/Evergreen-You-Didn’t-Deserve-Me-At-All-7131079217692920622,Warner Records,"Apr 4, 2022",68,175K,553K,15,"Sep 17, 2022",12,-1.57,USWB12200423
27,7,Cool Kids (our sped up version),,,,https://www.tiktok.com/music/null,,"Aug 25, 2022",69,169K,551K,23,"Oct 1, 2022",32,1.00,SGB502250421
28,-20,Bound 2,S4273,Kanye West,/track?id=15927278,https://www.tiktok.com/music/Bound-2-6928634453870774273,Rock The World/IDJ/Kanye/LP6,"Sep 2, 2019",25,167K,1.4M,4,"Sep 10, 2022",15,-2.86,USUM71307523
29,53,"Luna, amore e no",S4881,Piero Piccioni,/track?id=19111325,https://www.tiktok.com/music/Luna-amore-e-no-6829869215093114881,Universal Music Publishing Ricordi srl,"May 22, 2020",114,167K,253K,29,"Sep 24, 2022",3,7.57,ITF730701311
30,New,Broken,,,,https://www.tiktok.com/music/null,,"Sep 15, 2022",139,164K,165K,30,"Sep 24, 2022",6,,QZNWX2254133
31,New,NOSTYLIST,S5182,Destroy Lonely,/track?id=88283470,https://www.tiktok.com/music/NOSTYLIST-7135980374261435182,Opium,"Aug 2, 2022",134,158K,185K,11,"Oct 1, 2022",6,,USLD91740130
32,109,The Motion Perfect Girl - The Retrowave Remix,,"Szv, The Retrowave",/track?id=92892920,https://www.tiktok.com/music/null,Vizavi Music,"Sep 4, 2022",133,156K,196K,32,"Sep 24, 2022",3,15.57,FRX762221860
33,-17,oh honey,,,,https://www.tiktok.com/music/null,,"Sep 7, 2022",89,156K,417K,16,"Sep 17, 2022",6,-2.43,QZNWV2295056
34,17,Sensual Seduction,S7093,Snoop Dogg,/track?id=15907897,https://www.tiktok.com/music/Sensual-Seduction-6839765025881017093,Geffen Records and Snoopadelic Records LLC,"Sep 3, 2019",93,149K,384K,34,"Sep 24, 2022",4,2.43,USUM70760174
35,-3,Beat Automotivo Tan Tan Tan Viral,S4978,WZ Beat,/track?id=83331455,https://www.tiktok.com/music/Beat-AutomotivoTan-Tan-Tan-7155425673559934978,WZ Beat,"May 25, 2022",11,141K,3.5M,2,"Jul 16, 2022",40,-0.43,BXWEH2200054
36,-6,Tum Ham Ko,,,,https://www.tiktok.com/music/null,,"Sep 6, 2022",106,140K,306K,30,"Sep 17, 2022",3,-0.86,QZN882273752
37,15,Aesthetic,S7346,"Tollan Kim, Kudasaibeats",/track?id=75979639,https://www.tiktok.com/music/Aesthetic-7072513628145977346,Tollan Kim,"Mar 7, 2022",13,136K,3.2M,5,"Jul 9, 2022",48,2.14,SGB502208576
38,New,Hotel,S5678,Montell Fish,/track?id=92058089,https://www.tiktok.com/music/Hotel-7120248043060005678,"Lord’s Child, LLC","Sep 11, 2022",152,133K,133K,38,"Sep 24, 2022",3,,QZVBE2200009
39,5,Super Freaky Girl,S4635,Nicki Minaj,/track?id=88308091,https://www.tiktok.com/music/Super-Freaky-Girl-7119683959641934635,Republic Records,"Aug 18, 2022",62,129K,585K,39,"Sep 24, 2022",6,0.71,USUM72215262
40,6,Super Freaky Girl,S4635,Nicki Minaj,/track?id=88308091,https://www.tiktok.com/music/Super-Freaky-Girl-7119683959641934635,Republic Records,"Aug 27, 2022",86,128K,460K,40,"Sep 24, 2022",8,0.86,USUM72215262
41,66,SO FLY ! Drill,S2449,jalenrekt,/track?id=91107954,https://www.tiktok.com/music/SO-FLY-Drill-7138183491685992449,J Bull,"Aug 30, 2022",128,128K,206K,18,"Oct 22, 2022",11,9.43,QZNWU2224148
42,73,SO FLY ! (Extended) - Drill Remix,S1649,jalenrekt,/track?id=91355007,https://www.tiktok.com/music/SO-FLY-Extended-7140252674703771649,Rekt Raiders,"Sep 5, 2022",138,127K,180K,42,"Sep 24, 2022",6,10.43,QZNWV2236466
43,65,Fly-day Chinatown,S0097,泰葉,/track?id=83208196,https://www.tiktok.com/music/Fly-day-Chinatown-7098874901506820097,Universal Music LLC,"May 17, 2022",115,126K,253K,43,"Sep 24, 2022",6,9.29,JPPO08100570
44,13,Sunroof,S6594,"Nicky Youre, dazy",/track?id=67502648,https://www.tiktok.com/music/Sunroof-7030869625311086594,Thirty Knots,"Nov 14, 2021",5,126K,6.8M,3,"May 14, 2022",63,1.86,QM24S2107064
45,0,Fallen down - Slowed,S4977,Mikael Resende,/track?id=81778525,https://www.tiktok.com/music/Undertale-7095557949220734977,Incorrect,"Jun 28, 2022",32,124K,1M,8,"Sep 10, 2022",10,0.00,QZHZ52280570
46,31,CUFF IT,S4642,Beyoncé,/track?id=86017834,https://www.tiktok.com/music/CUFF-IT-7125869564990064642,Parkwood Entertainment/Columbia,"Jul 27, 2022",112,122K,264K,31,"Oct 8, 2022",19,4.43,USSM12206232
47,-10,It's Corn,S0017,"Tariq, The Gregory Brothers, Recess Therapy",/track?id=90302736,https://www.tiktok.com/music/Its-Corn-7136961075471190017,Gregory Residence,"Aug 27, 2022",48,122K,769K,15,"Sep 10, 2022",13,-1.43,US92U1907018
48,-15,eyes - vip mix,,skaiwater,/track?id=87245083,https://www.tiktok.com/music/null,Cinematic Music Group,"Jul 24, 2022",14,121K,3M,4,"Aug 6, 2022",16,-2.14,QMKSC2200082
49,-6,Straight Fire,S7969,Certified Trapper,/track?id=84052455,https://www.tiktok.com/music/Straight-Fire-7107775218550867969,Stretch Gang Entertainment,"Jun 10, 2022",87,120K,453K,43,"Sep 17, 2022",8,-0.86,QZK6N2292529
50,-23,"1 man, 2 man, 3 man",,,,https://www.tiktok.com/music/null,,"Sep 8, 2022",109,118K,286K,27,"Sep 17, 2022",7,-3.29,QZNWW2209265
51,-12,Left Cheek (Doo Doo Blick),S2862,Lay Bankz,/track?id=89920312,https://www.tiktok.com/music/Left-Cheek-Doo-Doo-Blick-7130766958479362862,Artist Partner Group,"Aug 23, 2022",57,117K,682K,28,"Sep 3, 2022",12,-1.71,QZVFR2200133
52,-2,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"May 11, 2022",7,116K,4.8M,2,"Jun 11, 2022",46,-0.29,USA3D0700101
53,New,Country Girl (Shake It For Me),S7520,Luke Bryan,/track?id=15197239,https://www.tiktok.com/music/Country-Girl-Shake-It-For-Me-222332901902827520,Capitol Nashville,"Sep 2, 2019",136,116K,184K,38,"Oct 1, 2022",6,,USCN11100078
54,New,Been Ready,,"DJ DeuceDroppa, Sugarhill Keem",/track?id=91988168,https://www.tiktok.com/music/null,4176816 Records DK,"Sep 12, 2022",161,116K,116K,54,"Sep 24, 2022",1,,QZNWW2295575
55,-19,No Hands (feat. Roscoe Dash & Wale),S5446,"Waka Flocka Flame, Roscoe Dash, Wale",/track?id=16025031,https://www.tiktok.com/music/No-Hands-feat-Roscoe-Dash-Wale-6696236204234525446,Asylum/Warner Bros.,"Aug 19, 2019",6,114K,6.3M,12,"Sep 3, 2022",21,-2.71,USWB11002103
56,6,Under The Influence,S6369,Chris Brown,/track?id=25526180,https://www.tiktok.com/music/Under-The-Influence-6742896151436986369,Chris Brown Entertainment/RCA Records,"Sep 30, 2019",33,109K,1M,4,"Jan 7, 2023",30,0.86,USRC11902743
57,2,Put It On Me,S8817,YoungBoy Never Broke Again,/track?id=91350382,https://www.tiktok.com/music/Put-It-On-Me-7140696319504418817,"Never Broke Again, LLC","Sep 6, 2022",123,109K,222K,12,"Nov 5, 2022",16,0.29,USAT22214618
58,-32,Luxurious,,Gwen Stefani,/track?id=27479819,https://www.tiktok.com/music/null,Interscope,"Nov 14, 2019",26,108K,1.4M,4,"Sep 3, 2022",8,-4.57,USUM71923371
59,-4,Walk and Step,,,,https://www.tiktok.com/music/null,,"Sep 5, 2022",124,105K,221K,55,"Sep 17, 2022",7,-0.57,QZNWV2256238
