Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,New,حزن,,,,https://www.tiktok.com/music/null,,"Dec 11, 2022",51,908K,914K,1,"Dec 17, 2022",2,,NLRD52212301
2,New,可愛くてごめん (feat. かぴ),S1473,"HoneyWorks, Capi",/track?id=90207100,https://www.tiktok.com/music/Kawaikute-Gomen-7168292207852521473,HoneyWorks,"Aug 3, 2022",52,882K,901K,2,"Dec 17, 2022",11,,TCJPS2265902
3,New,Wild Love,,,,https://www.tiktok.com/music/null,,"Nov 7, 2022",56,754K,830K,3,"Dec 17, 2022",2,,ARQIW2208154
4,New,たぶん,S3729,YOASOBI,/track?id=30271478,https://www.tiktok.com/music/たぶん-6902462723754313729,YOASOBI,"Jun 29, 2020",64,724K,769K,1,"Dec 24, 2022",17,,JPP302000323
5,New,Kill Bill,S3089,SZA,/track?id=97071914,https://www.tiktok.com/music/Kill-Bill-7175026307095513089,Top Dawg Entertainment/RCA Records,"Dec 5, 2022",75,592K,612K,5,"Dec 17, 2022",17,,USRC12204584
6,New,Players,S4510,Coi Leray,/track?id=96615074,https://www.tiktok.com/music/Players-DJ-Smallz-732-Jersey-Club-Remix-7171695298610334510,Uptown / Republic Records,"Nov 22, 2022",79,565K,566K,6,"Dec 17, 2022",13,,USUM72222387
7,New,Players - DJ Smallz 732 - Jersey Club Remix,,Coi Leray,/track?id=97422645,https://www.tiktok.com/music/null,Uptown / Republic Records,"Dec 7, 2022",62,547K,789K,2,"Dec 31, 2022",4,,USUM72223184
8,New,Players - DJ Smallz 732 - Jersey Club Remix,,Coi Leray,/track?id=97477880,https://www.tiktok.com/music/null,Uptown / Republic Records,"Dec 8, 2022",63,546K,787K,6,"Dec 24, 2022",3,,USUM72223182
9,-8,Disco Edit - Extended Mix,,,,https://www.tiktok.com/music/null,,"Nov 22, 2022",25,430K,1.6M,1,"Dec 3, 2022",13,-1.14,QZTB22288276
10,-4,Baby Got Back,S4401,Sir Mix-A-Lot,/track?id=15815307,https://www.tiktok.com/music/Baby-Got-Back-7029297802328934401,American Recordings,"Sep 2, 2019",3,274K,9.6M,1,"Sep 4, 2021",44,-0.57,USSM19100221
11,-4,Bloody Mary,S3857,Lady Gaga,/track?id=15920218,https://www.tiktok.com/music/Bloody-Mary-6936362922234873857,Universal Music LLC,"Jun 17, 2021",58,246K,805K,7,"Dec 10, 2022",19,-0.57,USUM71106449
12,-7,Tubarão Te Amo,S8562,"Dj LK da Escócia, Tchakabum, MC Ryan SP, mc jhenny, Mc RF",/track?id=93681306,https://www.tiktok.com/music/Tubarão-Te-Amo-7149226021210818562,Nas Nuvens Catalog,"Sep 29, 2022",59,238K,803K,5,"Dec 10, 2022",10,-1.00,BC91N2200001
13,47,Limbo,S2385,Freddie Dredd,/track?id=88158661,https://www.tiktok.com/music/Limbo-7129677951544592385,Doomshop Records/RCA Records,"Aug 8, 2022",102,235K,379K,13,"Dec 17, 2022",7,6.71,USRC12201645
14,12,Futsal Shuffle 2020,S8161,Lil Uzi Vert,/track?id=27662235,https://www.tiktok.com/music/Futsal-Shuffle-2020-6784493804020828161,Generation Now/Atlantic,"Dec 12, 2019",78,233K,581K,14,"Dec 17, 2022",6,1.71,USAT21907135
15,14,Futsal Shuffle 2020 (Bonus Track),S5218,Lil Uzi Vert,/track?id=28685104,https://www.tiktok.com/music/Futsal-Shuffle-2020-Bonus-Track-6801205370623625218,Generation Now/Atlantic,"Mar 5, 2020",101,230K,387K,15,"Dec 17, 2022",6,2.00,USAT22001370
16,-7,L$d,S4433,Luclover,/track?id=80001990,https://www.tiktok.com/music/Ld-7085791307943954433,independent,"Apr 11, 2022",1,219K,14M,1,"Jul 23, 2022",39,-1.00,QZHN42243265
17,7,Una mujercita,S0834,Elfiscaloficial,/track?id=97610449,https://www.tiktok.com/music/Una-mujercita-7172687371681400834,3665661 Records DK,"Dec 1, 2022",104,212K,360K,17,"Dec 17, 2022",5,1.00,QZTB52219693
18,New,I Will Pass,,,,https://www.tiktok.com/music/null,,"Dec 6, 2022",123,211K,212K,18,"Dec 17, 2022",3,,QZTB52295730
19,-4,All I Want for Christmas Is You,S3553,Mariah Carey,/track?id=15816657,https://www.tiktok.com/music/All-I-Want-For-Christmas-Is-You-6741350408557463553,Columbia,"Aug 17, 2019",6,202K,7.3M,2,"Dec 25, 2021",19,-0.57,USSM19400325
20,-3,Boy's a liar,,,,https://www.tiktok.com/music/null,,"Nov 23, 2022",81,199K,533K,17,"Dec 10, 2022",12,-0.43,GBAYE2202585
21,-13,6000 Degrees (AH HA),S6187,$hyfromdatre,/track?id=94305158,https://www.tiktok.com/music/6000-degrees-x-Shyfromdatre-7143416796954086187,$hyfromdatre,"Oct 18, 2022",12,190K,3.4M,1,"Nov 12, 2022",16,-1.86,QZNMX2254862
22,New,Si te sabes el TikTok baila,,,,https://www.tiktok.com/music/null,,"Dec 11, 2022",127,176K,176K,22,"Dec 17, 2022",2,,DGA082222794
23,-12,Rich Flex,S0610,"Drake, 21 Savage",/track?id=95124968,https://www.tiktok.com/music/Rich-Flex-7162017080122820610,OVO / Republic Records,"Nov 3, 2022",26,159K,1.6M,7,"Dec 3, 2022",12,-1.71,USUG12208598
24,15,Escapism.,S5457,"RAYE, 070 Shake",/track?id=94059971,https://www.tiktok.com/music/Escapism-7146071473319315457,Human Re Sources,"Sep 21, 2022",103,156K,361K,24,"Dec 17, 2022",10,2.14,QMDA62217995
25,-4,Shabooya,S6222,"Hitkidd, Gloss Up, K Carbon, Slimeroni, Aleza",/track?id=93155275,https://www.tiktok.com/music/shabooya-7149732836692626222,Blac Noize!,"Sep 22, 2022",38,153K,1.3M,18,"Nov 12, 2022",13,-0.57,QZRD92202065
26,4,BILLIE EILISH.,S3345,Armani White,/track?id=82976157,https://www.tiktok.com/music/Billie-Eilish-7096439256658233345,"Legendbound, LLC / Def Jam Recordings","May 10, 2022",11,145K,3.9M,8,"Oct 22, 2022",37,0.57,SGB502248062
27,-17,Mr. Wrong,S7280,"Mary J. Blige, Drake",/track?id=15921744,https://www.tiktok.com/music/Mr-Wrong-feat-Drake-252879394409697280,GEFFEN,"Sep 12, 2019",97,144K,408K,10,"Dec 10, 2022",4,-2.43,USUM71116429
28,-14,Rich Flex,,"Drake, 21 Savage",/track?id=95127815,https://www.tiktok.com/music/null,OVO/Republic,"Nov 3, 2022",43,140K,1.2M,9,"Dec 3, 2022",12,-2.00,USUG12208614
29,-9,Bad Habit,S0450,Steve Lacy,/track?id=84088250,https://www.tiktok.com/music/Bad-Habit-7152997794909800450,L-M Records/RCA Records,"Jun 26, 2022",5,140K,7.6M,2,"Aug 6, 2022",31,-1.29,USRC12201440
30,-14,Here With Me,S3233,d4vd,/track?id=85215303,https://www.tiktok.com/music/Here-With-Me-7138509752509663233,3519830 Records DK,"Sep 22, 2022",22,138K,1.7M,4,"Nov 26, 2022",25,-2.00,QZMEM2209263
31,9,Ugly,,,,https://www.tiktok.com/music/null,,"Dec 4, 2022",111,137K,256K,31,"Dec 17, 2022",14,1.29,DGA072295374
32,-20,Beat it,S1722,"Brock, 2rare, Bril, JMoney",/track?id=91000883,https://www.tiktok.com/music/Beat-it-7144098326881831722,1xentertainment,"Aug 27, 2022",31,131K,1.4M,5,"Dec 3, 2022",10,-2.86,QZNWT2253480
33,-20,Beat it,S1722,"Brock, 2rare, Bril, JMoney",/track?id=91000883,https://www.tiktok.com/music/Beat-it-7144098326881831722,1xentertainment,"Aug 28, 2022",36,130K,1.3M,4,"Dec 3, 2022",9,-2.86,QZNWT2253480
34,New,The Hills,S5570,The Weeknd,/track?id=15895450,https://www.tiktok.com/music/The-Weeknd-–-Often-Kygo-Remix-6891709181477325570,Universal Music Ltd.,"Sep 2, 2019",66,129K,720K,33,"Dec 24, 2022",7,,USUG11500737
35,-12,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"May 11, 2022",7,128K,6.6M,2,"Jun 11, 2022",46,-1.71,USA3D0700101
36,New,If You Love Her (Forest Blakk) [Sped Up Version],,"sped up nightcore, Forest Blakk",/track?id=96821358,https://www.tiktok.com/music/null,P2022,"Nov 30, 2022",142,124K,134K,31,"Dec 24, 2022",5,,USAT22221882
37,New,Party Monster,S7121,The Weeknd,/track?id=15896212,https://www.tiktok.com/music/Party-Monster-6928589406572677121,Digital Distribution Trinidad and Tobago,"Sep 2, 2019",144,123K,130K,37,"Dec 17, 2022",2,,USUG11600997
38,-11,Just Dance,S0401,"Lady Gaga, Colby O'Donis",/track?id=15908989,https://www.tiktok.com/music/Just-Dance-6917743207947110401,Interscope,"Sep 2, 2019",16,123K,2.3M,13,"Nov 19, 2022",25,-1.57,USUM70807646
39,57,F.N.F. (Let's Go),S0619,"Hitkidd, GloRilla",/track?id=81041293,https://www.tiktok.com/music/FNF-Let's-Go-7089140456671480619,Blac Noize!,"May 2, 2022",9,120K,5M,1,"Sep 24, 2022",35,8.14,QZRD92201643
40,-7,Stay,,,,https://www.tiktok.com/music/null,,"Nov 7, 2022",48,115K,948K,14,"Nov 19, 2022",6,-1.00,ARQIW2208156
41,-6,known,,,,https://www.tiktok.com/music/null,,"Nov 16, 2022",60,113K,796K,11,"Nov 26, 2022",17,-0.86,DGA062294578
42,New,الأصفر,,,,https://www.tiktok.com/music/null,,"Dec 11, 2022",147,112K,122K,25,"Dec 24, 2022",4,,NLRD52212303
43,-25,More M’s,S9090,"Drake, 21 Savage",/track?id=95124773,https://www.tiktok.com/music/More-M’s-7162017081238489090,OVO / Republic Records,"Nov 3, 2022",67,111K,709K,15,"Dec 3, 2022",8,-3.57,USUG12208611
44,-25,More M’s,,"Drake, 21 Savage",/track?id=95136258,https://www.tiktok.com/music/null,OVO/Republic,"Nov 3, 2022",68,111K,706K,16,"Dec 3, 2022",8,-3.57,USUG12208627
45,-23,TON1GHT - Jersey Club,S7483,KilSoSouth,/track?id=95714161,https://www.tiktok.com/music/TON1GHT-jersey-club-7163102205384477483,Independent Artist,"Nov 10, 2022",42,110K,1.2M,8,"Nov 19, 2022",8,-3.29,QZTAY2236253
46,-42,Bloody mary,S1074,Hopez99,/track?id=96948970,https://www.tiktok.com/music/Bloody-mary-7172048993097091074,4629680 Records DK,"Nov 30, 2022",91,110K,499K,4,"Dec 10, 2022",11,-6.00,QZTB42279342
47,New,Sturdy footwork dance,S1409,Hopez99,/track?id=97886912,https://www.tiktok.com/music/Sturdy-footwork-dance-7175537287348881409,4629680 Records DK,"Dec 9, 2022",155,107K,109K,47,"Dec 17, 2022",3,,QZTB62287538
48,15,Tomorrow 2,S8241,"GloRilla, Cardi B",/track?id=92609122,https://www.tiktok.com/music/Tomorrow-2-7146615152094218241,CMG/Interscope Records,"Sep 19, 2022",15,106K,2.4M,2,"Oct 15, 2022",20,2.14,USUM72217666
49,16,What I Want,,,,https://www.tiktok.com/music/null,,"Nov 7, 2022",71,101K,653K,25,"Nov 19, 2022",5,2.29,ARQIW2208152
50,-8,Si Te Sabes El TikTok Baila 3 - Remix,,VRL SOUNDS,/track?id=97298438,https://www.tiktok.com/music/null,Verdun Remix,"Nov 28, 2022",110,99K,309K,42,"Dec 10, 2022",10,-1.14,ARIXB2208446
51,36,Overdose,S6306,Finesse2tymes,/track?id=96681044,https://www.tiktok.com/music/Overdose-7171129877783906306,Mob Ties / Bread Gang / Atlantic Records,"Nov 27, 2022",133,96K,155K,51,"Dec 17, 2022",5,5.14,USAT22220893
52,-49,كي تقرر,,,,https://www.tiktok.com/music/null,,"Dec 2, 2022",85,95K,520K,3,"Dec 10, 2022",3,-7.00,NLRD52212286
53,-51,Avenge,,,,https://www.tiktok.com/music/null,,"Dec 4, 2022",80,95K,537K,2,"Dec 10, 2022",3,-7.29,DGA072295435
54,-2,Oscar Club,,,,https://www.tiktok.com/music/null,,"Nov 30, 2022",125,95K,194K,52,"Dec 10, 2022",5,-0.29,QZTB42275914
55,-17,Don't Play With It,S6750,"Lola Brooke, Billy B",/track?id=41911090,https://www.tiktok.com/music/Don't-Play-With-It-feat-Billy-B-7145868265821096750,ReefaMusic/Team Eighty,"May 6, 2021",39,95K,1.3M,16,"Oct 22, 2022",22,-2.43,QZHN52186854
56,-20,Promise,S9873,Ciara,/track?id=15484129,https://www.tiktok.com/music/Promise-I-know-I-dont-want-nobody-else-but-you-6696415049310799873,LaFace Records,"Aug 16, 2019",65,95K,766K,17,"Dec 3, 2022",7,-2.86,USLF20600562
57,-11,Cool Kids (our sped up version),,,,https://www.tiktok.com/music/null,,"Aug 25, 2022",17,93K,2M,23,"Oct 1, 2022",32,-1.57,SGB502250421
58,New,FNF - REMIX,,NMGQuebaby,/track?id=98052647,https://www.tiktok.com/music/null,NoMercyGang3872 LLC,"Jul 27, 2022",151,92K,113K,58,"Dec 17, 2022",1,,QZMEP2210099
59,19,Winner,,,,https://www.tiktok.com/music/null,,"Sep 23, 2022",108,92K,315K,59,"Dec 17, 2022",4,2.71,QZNWZ2220236
60,-16,My Happy Song,S1765,Super Simple Songs,/track?id=31421396,https://www.tiktok.com/music/My-Happy-Song-7159248233885141765,Super Simple Songs - Arts Music,"Sep 14, 2020",70,91K,655K,23,"Nov 26, 2022",8,-2.29,USWB12001604
61,New,Si te sabes el TikTok baila,,,,https://www.tiktok.com/music/null,,"Dec 6, 2022",154,91K,112K,61,"Dec 17, 2022",4,,DGA082205403
62,-4,Out thë way,S1505,Yeat,/track?id=91401732,https://www.tiktok.com/music/Out-thë-way-7140344331507861505,Field Trip Recordings/Geffen Records,"Sep 5, 2022",95,90K,444K,58,"Dec 10, 2022",10,-0.57,USUM72217063
63,-35,Tokei no Uta,S8481,ののちゃん(村方乃々佳),/track?id=69398679,https://www.tiktok.com/music/Tokei-no-Uta-7040608212294388481,KINGRECORDS,"Dec 15, 2021",82,90K,532K,28,"Dec 10, 2022",7,-5.00,JPKI02118106
64,New,Big weenie,S2545,Hopez99,/track?id=97510980,https://www.tiktok.com/music/Big-weenie-7174579164068972545,4629680 Records DK,"Dec 7, 2022",160,89K,93K,64,"Dec 17, 2022",5,,QZTB62213110
65,-33,Tap Tap (Lil Uzi Vert),S4875,sped up nightcore,/track?id=96098201,https://www.tiktok.com/music/Tap-Tap-Lil-Uzi-Vert-7155202727323224875,P2022,"Nov 20, 2022",89,88K,511K,29,"Dec 3, 2022",7,-4.71,USAT22221438
66,-4,Sure Thing,S4577,Miguel,/track?id=15447187,https://www.tiktok.com/music/Sure-Thing-249781186229784577,Jive,"Aug 16, 2019",30,85K,1.4M,2,"Jan 14, 2023",18,-0.57,USJI10800160
67,37,Collide (Sped Up Remix),,"Justine Skye, Tyga",/track?id=79923545,https://www.tiktok.com/music/null,Nynetineth LLC,"Apr 18, 2022",117,84K,237K,67,"Dec 17, 2022",2,5.29,QM24S2201724
68,-14,It's Beginning to Look a Lot like Christmas,,Michael Bublé,/track?id=26838018,https://www.tiktok.com/music/null,Reprise,"Oct 28, 2019",40,84K,1.2M,43,"Dec 3, 2022",13,-2.00,USRE11300223
69,-8,Beat Automotivo Tan Tan Tan Viral,S4978,WZ Beat,/track?id=83331455,https://www.tiktok.com/music/Beat-AutomotivoTan-Tan-Tan-7155425673559934978,WZ Beat,"May 25, 2022",8,83K,5M,2,"Jul 16, 2022",40,-1.14,BXWEH2200054
