Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/kamillatasty,https://www.tiktok.com/kamillatasty/video/7008098059041312002,Нет уже есть,,,https://www.tiktok.com/music/Нет-уже-есть-7005766811673987074,26.4M,0,113.9K,759,1,"Sep 16, 2021",,6,
2,New,https://www.tiktok.com/olivertree,https://www.tiktok.com/olivertree/video/7008267926780382470,Life Goes On,Oliver Tree,/track?id=45611515,https://www.tiktok.com/music/Life-Goes-On-6967187297502660609,16.6M,0,3M,59.8K,2,"Sep 16, 2021",,46,USAT22007153
3,New,https://www.tiktok.com/choctiv,https://www.tiktok.com/choctiv/video/7008282551651536133,Whats the move,Choctiv,/track?id=58849740,https://www.tiktok.com/music/Whats-the-move-7000941285531977730,10.5M,0,958.1K,35.8K,3,"Sep 16, 2021",,5,QZMEM2172700
4,New,https://www.tiktok.com/corbin_maxey,https://www.tiktok.com/corbin_maxey/video/7008284578028735750,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",/track?id=58853135,https://www.tiktok.com/music/Way-2-Sexy-7003584637469460482,10M,0,731.8K,7.6K,2,"Sep 17, 2021",,47,USUG12104403
5,New,https://www.tiktok.com/tiktokcreators_id,https://www.tiktok.com/tiktokcreators_id/video/7008108028805319938,Similar Sensation,BLVKSHP,/track?id=65375439,https://www.tiktok.com/music/Similar-Sensation-Instrumental-6776496785708812290,8.3M,0,50K,239,5,"Sep 16, 2021",,2,QZAKB2134941
6,New,https://www.tiktok.com/mianalauren,https://www.tiktok.com/mianalauren/video/7008170036078611718,Love of beauty,,,https://www.tiktok.com/music/Love-of-beauty-7006348858884261890,7.9M,0,62K,553,6,"Sep 16, 2021",,6,
7,New,https://www.tiktok.com/odalysanddafnne,https://www.tiktok.com/odalysanddafnne/video/7008320142916488454,Culón Culito,Cartel De Santa,/track?id=13413270,https://www.tiktok.com/music/Culón-Culito-6994859804208433926,7.3M,0,903.2K,3.3K,7,"Sep 16, 2021",,60,MX3601600032
8,-6,https://www.tiktok.com/olivertree,https://www.tiktok.com/olivertree/video/7006356304319089926,Life Goes On,Oliver Tree,/track?id=45611515,https://www.tiktok.com/music/Life-Goes-On-6967187297502660609,35.9M,0,4M,24.3K,2,"Sep 15, 2021",,28,USAT22007153
9,New,https://www.tiktok.com/annaxsitar,https://www.tiktok.com/annaxsitar/video/7008281306610158854,Better,Khalid,/track?id=20559255,https://www.tiktok.com/music/Better-6922535401856961285,8M,0,1.6M,5.1K,9,"Sep 16, 2021",,16,USRC11803179
10,7,https://www.tiktok.com/ckay_yo,https://www.tiktok.com/ckay_yo/video/7003396217501797638,love nwantiti (ah ah ah),CKay,/track?id=25088483,https://www.tiktok.com/music/love-nwantiti-feat-ElGrande-Toto-6862274651582629890,12.1M,0,516.5K,2.2K,3,"Sep 22, 2021",,31,QMEU31910213
11,New,https://www.tiktok.com/itsbennyblanco,https://www.tiktok.com/itsbennyblanco/video/7008249166031883525,Hot N Cold,Katy Perry,/track?id=15167562,https://www.tiktok.com/music/Hot-N-Cold-6994930495524031234,9.2M,0,1.6M,8.3K,11,"Sep 16, 2021",,19,USCA20802544
12,New,https://www.tiktok.com/chrisrenaudd,https://www.tiktok.com/chrisrenaudd/video/7008317348797009157,You Are Enough,Sleeping At Last,/track?id=15359446,https://www.tiktok.com/music/You-Are-Enough-6779450671369291777,5.9M,0,890.6K,8.1K,12,"Sep 16, 2021",,2,USGES1480007
13,New,https://www.tiktok.com/antonino_bucolo,https://www.tiktok.com/antonino_bucolo/video/7008226922706570501,Bla Bla Bla,Gigi D'Agostino,/track?id=11270431,https://www.tiktok.com/music/Bla-Bla-Bla-Gigi-Dag-Radio-Mix-6827007918102022145,5.9M,0,623.9K,3.1K,13,"Sep 16, 2021",,6,DEA319908479
14,New,https://www.tiktok.com/domelipa,https://www.tiktok.com/domelipa/video/7008282728034471173,Besalo,"El Alfa, Rauw Alejandro",/track?id=29431991,https://www.tiktok.com/music/Besalo-6989703998378871558,7.3M,0,1.4M,15K,14,"Sep 16, 2021",,10,USDY42003201
15,New,https://www.tiktok.com/matiasochoa022,https://www.tiktok.com/matiasochoa022/video/7008325097194786053,Matatan,"Kaleb Di Masi, Alan Gomez",/track?id=47209181,https://www.tiktok.com/music/Matatan-6968857200007137282,5.3M,0,446.9K,10K,15,"Sep 16, 2021",,3,US3DF2156588
16,New,https://www.tiktok.com/rakell.flix,https://www.tiktok.com/rakell.flix/video/7008321195007282438,Curiosity,,,https://www.tiktok.com/music/Curiosity-6777270753340426241,5.2M,0,540.5K,3K,16,"Sep 16, 2021",,1,
17,New,https://www.tiktok.com/justinbieber,https://www.tiktok.com/justinbieber/video/7008297676869602565,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",/track?id=52404165,https://www.tiktok.com/music/STAY-6981869640796342274,5.5M,0,979.6K,8.7K,17,"Sep 16, 2021",,18,USSM12103949
18,165,https://www.tiktok.com/belenn.official,https://www.tiktok.com/belenn.official/video/7007884616568769797,P O L T E R G E I S T,VRAYD,/track?id=72908614,https://www.tiktok.com/music/P-O-L-T-E-R-G-E-I-S-T-6856185364344735745,6.1M,0,573.6K,6.5K,18,"Sep 16, 2021",,3,QZ5FN1976939
19,140,https://www.tiktok.com/kkoroba,https://www.tiktok.com/kkoroba/video/7007417425549331714,"Livin' In The Sunlight, Lovin' In The Moon Light",Tiny Tim,/track?id=15688384,https://www.tiktok.com/music/Livinin-the-Sunlight-Lovinin-the-Moon-Light-6730688035807152902,16.9M,0,3.6M,22.8K,6,"Sep 14, 2021",,18,USRE10401706
20,-15,https://www.tiktok.com/vanessaguedert,https://www.tiktok.com/vanessaguedert/video/7006803485735849221,A Thousand Years,Christina Perri,/track?id=15085781,https://www.tiktok.com/music/a-thousand-years-lullaby-6705101172908230658,33.6M,0,6.6M,76.6K,5,"Sep 15, 2021",,60,USAT21102141
21,15,https://www.tiktok.com/shundel_sasha,https://www.tiktok.com/shundel_sasha/video/7007721742865042689,Ты со мной,"LINA LEE, Ваня Дмитриенко",/track?id=58821194,https://www.tiktok.com/music/Ты-со-мной-7000095351923312641,12.5M,0,1.4M,25.5K,21,"Sep 16, 2021",,7,RUB422102627
22,New,https://www.tiktok.com/yarelyly,https://www.tiktok.com/yarelyly/video/7008216156750318853,Better Off Alone - Mark van Dale with Enrico RMX,"Alice Deejay, Mark Van Dale With Enrico",/track?id=17506916,https://www.tiktok.com/music/Better-Off-Alone-6822418978208483329,5.5M,0,795.1K,2.9K,22,"Sep 16, 2021",,7,NLC529811125
23,New,https://www.tiktok.com/iben_ma,https://www.tiktok.com/iben_ma/video/7008179135155604762,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,6.2M,0,254.1K,2.5K,23,"Sep 16, 2021",,5,USUAN1400011
24,New,https://www.tiktok.com/ruivinhademarte,https://www.tiktok.com/ruivinhademarte/video/7008189634085801221,Não Te Quero Mais,Ruivinha de Marte,/track?id=52534646,https://www.tiktok.com/music/Não-Te-Quero-Mais-6976727279153973249,9.4M,0,704K,2.8K,24,"Sep 16, 2021",,7,BXKG22100511
25,New,https://www.tiktok.com/lalalandkindcafe,https://www.tiktok.com/lalalandkindcafe/video/7008284755317869830,Imagine,Jack Johnson,/track?id=12938861,https://www.tiktok.com/music/Imagine-6704950261300856833,4.1M,0,737.1K,3.8K,25,"Sep 16, 2021",,11,GBLLZ0600009
26,41,https://www.tiktok.com/calebrownn,https://www.tiktok.com/calebrownn/video/7007595735306882309,U Can't Touch This,MC Hammer,/track?id=15173947,https://www.tiktok.com/music/U-Can't-Touch-This-243497651600756736,9.4M,0,1.3M,6.7K,26,"Sep 16, 2021",,36,USCA29000294
27,New,https://www.tiktok.com/theshaynetopp,https://www.tiktok.com/theshaynetopp/video/7008330477094358278,"The Avengers Main Theme (From ""Marvel's The Avengers"")",Cinematic Legacy,/track?id=28383332,https://www.tiktok.com/music/The-Avengers-Main-Theme-From-Marvel's-the-Avengers-6806632528716285954,3.8M,0,652.5K,5K,19,"Sep 17, 2021",,27,ITLQR1901902
28,383,https://www.tiktok.com/changed_from_domarinooo,https://www.tiktok.com/changed_from_domarinooo/video/7005746948552592645,Funny Song,Cavendish Music,/track?id=34784021,https://www.tiktok.com/music/Funny-Song-6739920723390793729,32.7M,0,1.9M,17.4K,10,"Sep 10, 2021",,28,GBBGY1743613
29,New,https://www.tiktok.com/happykelli,https://www.tiktok.com/happykelli/video/7008196441944493317,edamame (feat. Rich Brian),"bbno$, Rich Brian",/track?id=54097040,https://www.tiktok.com/music/edamame-6990787596158765058,4.8M,0,643.2K,1.3K,29,"Sep 16, 2021",,6,QMUY42100151
30,61,https://www.tiktok.com/orhan_can.amed,https://www.tiktok.com/orhan_can.amed/video/7007688204258249985,Rrak Tak Tak (feat. Landi Roko) [Remix],"Eri Qerimi, Landi Roko, Albert Sula",/track?id=49074647,https://www.tiktok.com/music/RRAK-TAK-TAK-Remix-6958567000507828993,6.7M,0,56.7K,223,29,"Sep 17, 2021",,5,TRBPU2100526
31,-19,https://www.tiktok.com/olivertree,https://www.tiktok.com/olivertree/video/7007527342021053702,Life Goes On,Oliver Tree,/track?id=45611515,https://www.tiktok.com/music/Life-Goes-On-6967187297502660609,30.7M,0,3.4M,13.5K,1,"Sep 14, 2021",,14,USAT22007153
32,53,https://www.tiktok.com/hanbity,https://www.tiktok.com/hanbity/video/7007563768972446981,AE Jeans,,,https://www.tiktok.com/music/AE-Jeans-7006014436326508545,5.8M,0,136.2K,148,32,"Sep 16, 2021",,3,
33,New,https://www.tiktok.com/fernanfloo,https://www.tiktok.com/fernanfloo/video/7008041960460078342,Buscate Otro,"Jc La Nevula, Atomic Otro Way",/track?id=11976374,https://www.tiktok.com/music/Búscate-Otro-6992205413051747078,9.6M,0,1.6M,23.3K,33,"Sep 16, 2021",,41,ES71G1719116
34,61,https://www.tiktok.com/lalalandkindcafe,https://www.tiktok.com/lalalandkindcafe/video/7005690170410274054,The Reason,Hoobastank,/track?id=15418942,https://www.tiktok.com/music/The-Reason-6785617000635976454,30.8M,0,6.7M,32.7K,3,"Sep 9, 2021",-4.43,31,USIR20300704
35,-19,https://www.tiktok.com/zzfakez,https://www.tiktok.com/zzfakez/video/7007624963070921989,Ley Seca,"Jhay Cortez, Anuel AA",/track?id=58825800,https://www.tiktok.com/music/Ley-Seca-7003267617557809154,11.9M,0,455K,3.1K,16,"Sep 15, 2021",,52,USUM72113444
36,New,https://www.tiktok.com/bltr.n,https://www.tiktok.com/bltr.n/video/7008333526550498566,Champagne Poetry,Drake,/track?id=58855024,https://www.tiktok.com/music/Champagne-Poetry-7003584641286277121,3.3M,0,725.8K,1.1K,36,"Sep 16, 2021",,4,USUG12104397
37,20,https://www.tiktok.com/domelipa,https://www.tiktok.com/domelipa/video/7006484672100224262,Pineapple,KAROL G,/track?id=18613245,https://www.tiktok.com/music/Pineapple-7000883714515307269,28.9M,0,4.3M,26.8K,37,"Sep 16, 2021",,46,USUM71802222
38,New,https://www.tiktok.com/_apocalyps,https://www.tiktok.com/_apocalyps/video/7007460043784244485,Erika - Remix,Ben Heilmann,/track?id=54731240,https://www.tiktok.com/music/Erika-Remix-6984895565309937666,7M,0,1M,14.6K,38,"Sep 16, 2021",,1,QZK6M2146067
