Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,101,L$d,S4433,Luclover,/track?id=80001990,https://www.tiktok.com/music/Ld-7085791307943954433,independent,"Apr 11, 2022",41,1.3M,1.4M,1,"Jul 23, 2022",39,14.43,QZHN42243265
2,-1,Rich Minion,S1617,Yeat,/track?id=84058108,https://www.tiktok.com/music/Rich-Minion-7109284473828591617,Back Lot Music,"Jun 14, 2022",30,654K,2M,1,"Jul 16, 2022",8,-0.14,USQ4E2200763
3,-1,Beat Automotivo Tan Tan Tan Viral,S4978,WZ Beat,/track?id=83331455,https://www.tiktok.com/music/Beat-AutomotivoTan-Tan-Tan-7155425673559934978,WZ Beat,"May 25, 2022",47,614K,1.3M,2,"Jul 16, 2022",40,-0.14,BXWEH2200054
4,7,Bad Habit,S0450,Steve Lacy,/track?id=84088250,https://www.tiktok.com/music/Bad-Habit-7152997794909800450,L-M Records/RCA Records,"Jun 26, 2022",69,383K,725K,2,"Aug 6, 2022",31,1.00,USRC12201440
5,-2,Betty (Get Money),S5201,Yung Gravy,/track?id=83613205,https://www.tiktok.com/music/Betty-Get-Money-7115090671437875201,Republic Records,"Jun 2, 2022",50,333K,1.2M,3,"Jul 16, 2022",14,-0.29,USUM72210379
6,New,Carrying Your Love,S5793,David Morris,/track?id=83423457,https://www.tiktok.com/music/Carrying-Your-Love-7099193160047265793,"Grey Area / Dreamtown, USA","May 17, 2022",116,327K,343K,6,"Jul 23, 2022",8,,QZEQU2246860
7,-3,Conceited,S6337,Flo Milli,/track?id=83761227,https://www.tiktok.com/music/Conceited-7110062725560846337,'94 Sounds/RCA Records,"Jun 12, 2022",38,248K,1.5M,1,"Jul 9, 2022",14,-0.43,USRC12201167
8,-1,Vulture Island,S3201,Rob49,/track?id=68294300,https://www.tiktok.com/music/Vulture-Island-7034163018074163201,Rob49,"Nov 23, 2021",52,223K,1.1M,7,"Jul 16, 2022",11,-0.14,USLD91735711
9,65,Long Way 2 Go,S4866,Cassie,/track?id=15117679,https://www.tiktok.com/music/Long-Way-2-Go-6705069718887204866,Bad Boy Records,"Aug 20, 2019",96,199K,414K,9,"Jul 23, 2022",6,9.29,USBB40610297
10,-1,Cumbia Buena,S4705,Grupo la Cumbia,/track?id=28931480,https://www.tiktok.com/music/Cumbia-Buena-6802349518965704705,DDMW,"Mar 8, 2020",65,199K,839K,9,"Jul 16, 2022",8,-0.14,QZGLM2048244
11,1,Running Up That Hill (A Deal With God),S1712,Kate Bush,/track?id=12662506,https://www.tiktok.com/music/Running-Up-That-Hill-A-Deal-With-God-235918692176371712,Parlophone UK,"Aug 20, 2019",11,198K,3.1M,1,"Jun 11, 2022",16,0.14,GBCNR8500002
12,-2,Cardigan (Video Mix),,,,https://www.tiktok.com/music/null,,"Jul 6, 2022",82,180K,589K,10,"Jul 16, 2022",10,-0.29,USAT22208876
