Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,0,https://www.tiktok.com/khaby.lame12112,https://www.tiktok.com/khaby.lame12112/video/6974852183925755142,MONTERO (Call Me By Your Name),Lil Nas X,/track?id=33735279,https://www.tiktok.com/music/MONTERO-Call-Me-By-Your-Name-6942551356402042881,107.6M,0,10.2M,33.2K,1,"Jun 23, 2021",,23,USSM12100531
2,9,https://www.tiktok.com/pat_rish_a,https://www.tiktok.com/pat_rish_a/video/6976367110503107845,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,31.7M,0,3.5M,34.8K,2,"Jun 24, 2021",,88,USUAN1400011
3,New,https://www.tiktok.com/officialburtsbees,https://www.tiktok.com/officialburtsbees/video/6976707846146755846,BETTER.EVERY.DAY,,,https://www.tiktok.com/music/BETTEREVERYDAY-6774445743248771074,21M,0,118.7K,432,3,"Jun 24, 2021",,5,
4,New,https://www.tiktok.com/kiraida.da,https://www.tiktok.com/kiraida.da/video/6977031106155646209,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6914530565300226049,9.9M,0,328.3K,758,4,"Jun 24, 2021",,1,AUFXV1900105
5,New,https://www.tiktok.com/herdianz05,https://www.tiktok.com/herdianz05/video/6977303285615103234,Mama Aku Ingin Pulang,Nike Ardilla,/track?id=13446902,https://www.tiktok.com/music/Mama-Aku-Ingin-Pulang-6792407552521930753,8.4M,0,740.9K,17.6K,5,"Jun 24, 2021",,6,MYIS10800913
6,2237,https://www.tiktok.com/latinaexplorer,https://www.tiktok.com/latinaexplorer/video/6975571188856687878,Contact High,,,https://www.tiktok.com/music/Contact-High-6971211176264894466,8.7M,0,153.4K,0,6,"Jun 24, 2021",,6,
7,New,https://www.tiktok.com/immdermaone,https://www.tiktok.com/immdermaone/video/6976645116006092034,Walking in the Wind,One Direction,/track?id=12814026,https://www.tiktok.com/music/Walking-in-the-Wind-6715667606944090114,18.8M,0,1.6M,15.5K,7,"Jun 24, 2021",,20,GBHMU1500116
8,New,https://www.tiktok.com/satisfying_howstuffworks,https://www.tiktok.com/satisfying_howstuffworks/video/6976548519599508741,Cigarette Duet,Princess Chelsea,/track?id=13710188,https://www.tiktok.com/music/Cigarette-Duet-6709395943285852161,10.4M,0,1.7M,4.7K,8,"Jun 24, 2021",,8,NZLC01100011
9,68,https://www.tiktok.com/jef.frey,https://www.tiktok.com/jef.frey/video/6976860038824480006,The Loser,Verzache,/track?id=13765781,https://www.tiktok.com/music/The-Loser-6875877181344466945,9.1M,0,1.8M,12.8K,9,"Jun 24, 2021",,69,QM2PV1667140
10,New,https://www.tiktok.com/mercuri_88,https://www.tiktok.com/mercuri_88/video/6976944200889797893,Bongo Cha Cha Cha,Caterina Valente,/track?id=22930135,https://www.tiktok.com/music/Bongo-cha-cha-cha-Remastered-6927076140512135170,12.5M,0,892.1K,5.7K,10,"Jun 24, 2021",,19,ITAA11003059
11,New,https://www.tiktok.com/monkesoul,https://www.tiktok.com/monkesoul/video/6977017523833163014,Website Scam,Teejayx6,/track?id=25699889,https://www.tiktok.com/music/Website-Scam-6754296602518669313,9.5M,0,1.8M,16.2K,11,"Jun 24, 2021",,6,USUYG1275360
12,304,https://www.tiktok.com/ditakerang41,https://www.tiktok.com/ditakerang41/video/6976839122128309505,Runaway,AURORA,/track?id=13076462,https://www.tiktok.com/music/Runaway-6604064037363780357,20.2M,0,1.8M,32.1K,12,"Jun 24, 2021",,2,GBUM71500527
13,New,https://www.tiktok.com/joshhelfgott,https://www.tiktok.com/joshhelfgott/video/6977130494513138950,Only,Eric Gilmour,/track?id=22590459,https://www.tiktok.com/music/Only-6780927104872630273,5.5M,0,1.1M,7.4K,13,"Jun 24, 2021",,8,TCAEA1987007
14,-11,https://www.tiktok.com/vikabren.art,https://www.tiktok.com/vikabren.art/video/6975852205454740737,Into The Thick Of It!,The Backyardigans,/track?id=17111653,https://www.tiktok.com/music/Into-The-Thick-Of-It-6964101918863969030,75.3M,0,7.7M,57.5K,2,"Jun 21, 2021",,99,USA820500103
15,New,https://www.tiktok.com/den_bagus04,https://www.tiktok.com/den_bagus04/video/6977205759218158849,Ku Tak Akan Bersuara,Nike Ardilla,/track?id=26413007,https://www.tiktok.com/music/Aku-Tak-Akan-Bersuara-6792407553499219970,5.2M,0,377.7K,1.8K,15,"Jun 24, 2021",,5,GBLPF0242905
16,New,https://www.tiktok.com/garigatobh,https://www.tiktok.com/garigatobh/video/6977116966783896838,It Must Have Been Love,,,https://www.tiktok.com/music/It-Must-Have-Been-Love-6709406024605894658,5.3M,0,490.6K,15.5K,16,"Jun 24, 2021",,74,
17,New,https://www.tiktok.com/ramen.guy_,https://www.tiktok.com/ramen.guy_/video/6977036713482849537,Arcade,Duncan Laurence,/track?id=22553580,https://www.tiktok.com/music/Arcade-6898747316191102977,5M,0,1.2M,18.1K,17,"Jun 24, 2021",,6,NL1TK1900001
18,5763,https://www.tiktok.com/edsheeran,https://www.tiktok.com/edsheeran/video/6976649278508780806,Bad Habits,Ed Sheeran,/track?id=50621806,https://www.tiktok.com/music/Bad-Habits-6974011130414893058,5.2M,0,184.5K,7.2K,18,"Jun 24, 2021",,2,GBAHS2100318
19,3474,https://www.tiktok.com/edsheeran,https://www.tiktok.com/edsheeran/video/6976717218964950278,Bad Habits,Ed Sheeran,/track?id=50621806,https://www.tiktok.com/music/Bad-Habits-6974011130414893058,5.1M,0,152.2K,9.7K,19,"Jun 24, 2021",,3,GBAHS2100318
20,New,https://www.tiktok.com/larrayeeee,https://www.tiktok.com/larrayeeee/video/6977109420769578245,Nobody,Mitski,/track?id=20069941,https://www.tiktok.com/music/Nobody-6961593637331323653,6.4M,0,2.1M,24.7K,20,"Jun 24, 2021",,20,USJ5G1815009
21,New,https://www.tiktok.com/rickylemon99,https://www.tiktok.com/rickylemon99/video/6977128224706907398,Goodnight Sweet Possums,John Powell,/track?id=14592039,https://www.tiktok.com/music/Goodnight-Sweet-Possums-From-Ice-Age-The-Meltdown-212990718532030464,5.3M,0,1.4M,5.3K,21,"Jun 24, 2021",,21,US3M50672515
22,New,https://www.tiktok.com/akkamist,https://www.tiktok.com/akkamist/video/6977043354697682181,Laxed – Siren Beat,Jawsh 685,/track?id=29203381,https://www.tiktok.com/music/Laxed-6822029875927353345,6.1M,0,315.9K,935,20,"Jun 25, 2021",,32,NZAM02001128
23,New,https://www.tiktok.com/dimehectorg,https://www.tiktok.com/dimehectorg/video/6977167307537698054,Desperado Slowed - Remix,"Eduardo Luzquiños, RH Music",/track?id=32076781,https://www.tiktok.com/music/Desperado-Slowed-Remix-6898923172200974337,4.6M,0,636.3K,3.5K,23,"Jun 24, 2021",,9,ART0G2004144
24,New,https://www.tiktok.com/dixiedamelio,https://www.tiktok.com/dixiedamelio/video/6977141020010073349,What You Know Bout Love,Pop Smoke,/track?id=29992521,https://www.tiktok.com/music/What-You-Know-Bout-Love-6847647314127932166,4.7M,0,1.1M,14.9K,24,"Jun 24, 2021",,17,USUM72013339
25,New,https://www.tiktok.com/mileycyrus,https://www.tiktok.com/mileycyrus/video/6976776027544620293,We Can't Stop,Miley Cyrus,/track?id=15675515,https://www.tiktok.com/music/We-Can't-Stop-6714732314259097601,8.9M,0,932.9K,6.6K,25,"Jun 24, 2021",,8,USRC11300686
26,870,https://www.tiktok.com/amazingfinds4u,https://www.tiktok.com/amazingfinds4u/video/6976987430909988097,Red Light,King Staccz,/track?id=32612500,https://www.tiktok.com/music/Red-Light-6918141172963608578,5.3M,0,264.3K,972,26,"Jun 24, 2021",,6,USRC12100050
27,New,https://www.tiktok.com/alex.goa,https://www.tiktok.com/alex.goa/video/6976980779582672129,Bamboleo,"Gipsy Kings, J. Chico Bouchinkhi, N. Reyes, N. Reyes and S. Diaz, Nicolas Reyes, Ritchie Valens, Simón Díaz, T. Baliardo, Tonino Baliardo",/track?id=15566572,https://www.tiktok.com/music/Bamboleo-6911688776167312134,7.3M,0,172.3K,513,27,"Jun 24, 2021",,15,USN018884501
28,-24,https://www.tiktok.com/amandaaadimeo,https://www.tiktok.com/amandaaadimeo/video/6976752436979502342,Thot Shit,Megan Thee Stallion,/track?id=48801534,https://www.tiktok.com/music/Thot-Shit-6972655154873796610,18.1M,0,3.4M,74.3K,4,"Jun 23, 2021",,72,QMCE32100339
29,1598,https://www.tiktok.com/stevensfam,https://www.tiktok.com/stevensfam/video/6963780292100279558,Here Comes the Sun,Boyce Avenue,/track?id=29765139,https://www.tiktok.com/music/Here-Comes-the-Sun-6829771175707543554,24.7M,0,5.4M,62.7K,29,"Jun 24, 2021",1217.86,50,USM952000013
30,3293,https://www.tiktok.com/randynarine,https://www.tiktok.com/randynarine/video/6976813957684186374,Spartans!!!!,Risko Funk,/track?id=33521761,https://www.tiktok.com/music/Spartans-6738203963167885314,4.4M,0,458.3K,5.8K,30,"Jun 24, 2021",,18,QZHN51924110
31,2526,https://www.tiktok.com/ayesebastien,https://www.tiktok.com/ayesebastien/video/6971577167163428102,happier,Olivia Rodrigo,/track?id=43465703,https://www.tiktok.com/music/happier-6964415219083053058,55.7M,0,8.1M,61.8K,1,"Jun 9, 2021",257.43,77,USUG12101247
32,New,https://www.tiktok.com/_.footballtv._,https://www.tiktok.com/_.footballtv._/video/6975926488872799494,LifeAin'tfair,Shae OT,/track?id=48742771,https://www.tiktok.com/music/Super-Smash-Bros-Brawl-Drill-Remix-6959609238054374150,17.2M,0,2.5M,12.3K,31,"Jun 25, 2021",,68,TCAFP2107328
33,2978,https://www.tiktok.com/maiconsantini,https://www.tiktok.com/maiconsantini/video/6976752942917356806,Colors,Black Pumas,/track?id=22853122,https://www.tiktok.com/music/Colors-Colors-6975124029783721985,4.3M,0,65.9K,1.7K,31,"Jun 27, 2021",,4,USATO1900023
34,New,https://www.tiktok.com/maycabrasil,https://www.tiktok.com/maycabrasil/video/6977033617398598917,Galega,"Zé Felipe, DJ Ivis",/track?id=48803765,https://www.tiktok.com/music/Galega-6970264406198355970,7.6M,0,483.4K,8.8K,34,"Jun 24, 2021",,22,BRTLW2100005
35,New,https://www.tiktok.com/den_bagus04,https://www.tiktok.com/den_bagus04/video/6976953542728764673,Ku Tak Akan Bersuara,Nike Ardilla,/track?id=26413007,https://www.tiktok.com/music/Aku-Tak-Akan-Bersuara-6792407553499219970,5.5M,0,426.9K,4.9K,35,"Jun 24, 2021",,7,GBLPF0242905
