Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/markcannatarofilms,https://www.tiktok.com/markcannatarofilms/video/6995217305856740614,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",/track?id=52404165,https://www.tiktok.com/music/STAY-6981869640796342274,45.8M,0,10.9M,90.4K,1,"Aug 12, 2021",,118,USSM12103949
2,1,https://www.tiktok.com/jerrythedogo,https://www.tiktok.com/jerrythedogo/video/6992297369912085765,"Theme from Twilight (Bella's Lullaby) - From ""Twilight""",Movie Sounds Unlimited,/track?id=13950561,https://www.tiktok.com/music/Theme-from-Twilight-Bella's-Lullaby-227596209518166016,59M,0,11.6M,362.9K,2,"Aug 12, 2021",,77,QMVRR1530257
3,1,https://www.tiktok.com/totouchanemu,https://www.tiktok.com/totouchanemu/video/6990181852803894533,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",/track?id=52404165,https://www.tiktok.com/music/STAY-6981869640796342274,157M,0,28.9M,178.9K,2,"Aug 5, 2021",-0.14,139,USSM12103949
4,New,https://www.tiktok.com/jakecohen,https://www.tiktok.com/jakecohen/video/6995221479319244038,Storybook,,,https://www.tiktok.com/music/Storybook-6950328685798885377,14.4M,0,1.5M,11K,4,"Aug 12, 2021",,1,
5,New,https://www.tiktok.com/foodwithzen,https://www.tiktok.com/foodwithzen/video/6995195480514776325,Vacation,Dirty Heads,/track?id=15241811,https://www.tiktok.com/music/Vacation-y-Vacaciones-feat-Jon-Z-6984453088664897538,14.3M,0,924K,12.1K,5,"Aug 12, 2021",,41,USDPK1700118
6,New,https://www.tiktok.com/ibaillanos,https://www.tiktok.com/ibaillanos/video/6995286955571350790,París,Ingratax,/track?id=52447750,https://www.tiktok.com/music/París-6980541252840359938,14M,0,2.3M,9.2K,6,"Aug 12, 2021",,35,MXB952100097
7,New,https://www.tiktok.com/sarahs.exoticss,https://www.tiktok.com/sarahs.exoticss/video/6995254307775941894,Steven Universe,L.Dre,/track?id=28637630,https://www.tiktok.com/music/Steven-Universe-6795585271782967298,11.4M,0,1.8M,8.2K,7,"Aug 12, 2021",,52,QZFZ32084911
8,New,https://www.tiktok.com/aastorynew,https://www.tiktok.com/aastorynew/video/6995134702684294426,Luluh,Khai Bahar,/track?id=13447641,https://www.tiktok.com/music/Luluh-6628424875574823681,19M,0,795.2K,16.5K,8,"Aug 12, 2021",,15,MYNR11700654
9,New,https://www.tiktok.com/rudy_willingham,https://www.tiktok.com/rudy_willingham/video/6995279838978362629,Folsom Prison Blues - Live,Johnny Cash,/track?id=15806192,https://www.tiktok.com/music/Folsom-Prison-Blues-6717136588616239106,10.7M,0,848K,2.9K,9,"Aug 12, 2021",,53,USSM16801298
10,0,https://www.tiktok.com/therealtiktokdoc,https://www.tiktok.com/therealtiktokdoc/video/6994156196559097093,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",/track?id=52404165,https://www.tiktok.com/music/STAY-6981869640796342274,16.8M,0,829.6K,17.5K,10,"Aug 11, 2021",,5,USSM12103949
11,New,https://www.tiktok.com/emilyjaneopenshaw,https://www.tiktok.com/emilyjaneopenshaw/video/6995045947105414401,"Oh no, oh no, oh no, no no",,,https://www.tiktok.com/music/Oh-no-oh-no-oh-no-no-no-6971887909804722177,14.5M,0,1.7M,21K,11,"Aug 12, 2021",,6,
12,1361,https://www.tiktok.com/ivyvibing,https://www.tiktok.com/ivyvibing/video/6994961307669728517,edamame (feat. Rich Brian),"bbno$, Rich Brian",/track?id=54097040,https://www.tiktok.com/music/edamame-6990787596158765058,8.6M,0,777.8K,19.2K,4,"Aug 13, 2021",,60,QMUY42100151
13,-11,https://www.tiktok.com/drpimplepopper,https://www.tiktok.com/drpimplepopper/video/6994953014175911174,Big And Chunky,will.i.am,/track?id=15911308,https://www.tiktok.com/music/Big-And-Chunky-6753951289215813634,24.8M,0,1.8M,43.1K,2,"Aug 11, 2021",,24,USUM70840966
14,New,https://www.tiktok.com/thatcleaningladymeg,https://www.tiktok.com/thatcleaningladymeg/video/6995291967223631110,Opportunity,Quvenzhané Wallis,/track?id=14614964,https://www.tiktok.com/music/Opportunity-242638364112424960,8M,0,861.5K,8.1K,14,"Aug 12, 2021",,40,US4DG1400216
15,New,https://www.tiktok.com/khaby.lame,https://www.tiktok.com/khaby.lame/video/6995186830366739718,Bruh,Hovey Benjamin,/track?id=15971304,https://www.tiktok.com/music/Bruh-6727057748833419269,17.7M,0,2.8M,131.5K,15,"Aug 12, 2021",,66,USUYG1144431
16,New,https://www.tiktok.com/fresajapomex,https://www.tiktok.com/fresajapomex/video/6995264656789097733,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",/track?id=52404165,https://www.tiktok.com/music/STAY-6981869640796342274,9.1M,0,870.9K,4.9K,16,"Aug 12, 2021",,2,USSM12103949
17,New,https://www.tiktok.com/haeddalgii,https://www.tiktok.com/haeddalgii/video/6995103953314712834,"We're Gonna Find It (From ""Barbie and the Diamond Castle')",Barbie,/track?id=30194051,https://www.tiktok.com/music/We're-Gonna-Find-It-From-Barbie-and-the-Diamond-Castle'-6847230179887024129,8.2M,0,2M,85.2K,17,"Aug 12, 2021",,24,USZ5H0811021
18,New,https://www.tiktok.com/mamalindy,https://www.tiktok.com/mamalindy/video/6994980736935791878,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",/track?id=54095966,https://www.tiktok.com/music/INDUSTRY-BABY-6987050676949878786,14.9M,0,2.5M,3.3K,18,"Aug 12, 2021",,45,USSM12104539
19,-13,https://www.tiktok.com/747love8,https://www.tiktok.com/747love8/video/6993885988493806854,The Magic Bomb,Hoàng Read,/track?id=46912439,https://www.tiktok.com/music/The-Magic-Bomb-Questions-I-Get-Asked-6939813781522369282,113.3M,0,8.9M,49.8K,1,"Aug 10, 2021",,78,NLZ542100934
20,New,https://www.tiktok.com/jeroyoshi,https://www.tiktok.com/jeroyoshi/video/6995331160171695365,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,6.1M,0,446.8K,1.3K,20,"Aug 12, 2021",,3,USUAN1400011
