Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,0,when i think,,,,https://www.tiktok.com/music/null,,"Sep 24, 2022",25,555K,1.3M,1,"Oct 1, 2022",4,0.00,QZNWZ2236616
2,New,Pretty Boy Swag,,Soulja Boy,/track?id=15917135,https://www.tiktok.com/music/null,Mr. Collipark,"Sep 7, 2019",73,513K,551K,1,"Oct 15, 2022",11,,USUM71015226
3,-1,L$d,S4433,Luclover,/track?id=80001990,https://www.tiktok.com/music/Ld-7085791307943954433,independent,"Apr 11, 2022",3,468K,11M,1,"Jul 23, 2022",39,-0.14,QZHN42243265
4,New,Salma Ya Salama,,,,https://www.tiktok.com/music/null,,"Sep 27, 2022",86,418K,443K,4,"Oct 8, 2022",5,,QZNWZ2278379
5,8,Tomorrow 2,S8241,"GloRilla, Cardi B",/track?id=92609122,https://www.tiktok.com/music/Tomorrow-2-7146615152094218241,CMG/Interscope Records,"Sep 19, 2022",63,414K,643K,2,"Oct 15, 2022",20,1.14,USUM72217666
6,New,"Dashie (When I See You, I Go Go Nuts)",,Dj GhettoYouth,/track?id=93945407,https://www.tiktok.com/music/null,3991857 Records DK,"Sep 27, 2022",90,411K,425K,6,"Oct 8, 2022",3,,QZNWZ2285957
7,14,Wap Wap,S7202,"Super Throwed Dave, AStar Baby",/track?id=79515191,https://www.tiktok.com/music/Wap-Wap-7079900955805747202,3805075 Records DK,"Mar 26, 2022",66,409K,596K,7,"Oct 8, 2022",6,2.00,QZES82252412
8,2,DLOW's Bop Challenge,S8672,DLOW,/track?id=84221380,https://www.tiktok.com/music/Dlows-Bop-Challenge-211791633963548672,Integrity Talent Management Group,"May 26, 2022",35,315K,1.1M,8,"Sep 24, 2022",11,0.29,QZNB82230773
9,-3,Law,S5425,"Yo Gotti, E-40",/track?id=15797687,https://www.tiktok.com/music/Law-6716154648643815425,Epic/CMG,"Aug 17, 2019",53,261K,811K,6,"Oct 1, 2022",6,-0.43,USSM11600401
10,New,Sweater Weather (Sped Up),,,,https://www.tiktok.com/music/null,,"Sep 28, 2022",115,256K,256K,10,"Oct 8, 2022",13,,USSM12209549
11,New,Trisha's Lullaby,S2578,Warsaw Philharmonic Orchestra & Choir,/track?id=82402957,https://www.tiktok.com/music/Trisha's-Lullaby-7090428512141592578,Aniplex Inc.,"Apr 24, 2022",116,255K,255K,11,"Oct 8, 2022",1,,JPE300901858
12,2,BILLIE EILISH.,S3345,Armani White,/track?id=82976157,https://www.tiktok.com/music/Billie-Eilish-7096439256658233345,"Legendbound, LLC / Def Jam Recordings","May 10, 2022",21,242K,1.9M,8,"Oct 22, 2022",37,0.29,SGB502248062
13,-8,F.N.F. (Let's Go),S0619,"Hitkidd, GloRilla",/track?id=81041293,https://www.tiktok.com/music/FNF-Let's-Go-7089140456671480619,Blac Noize!,"May 2, 2022",10,241K,4.2M,1,"Sep 24, 2022",35,-1.14,QZRD92201643
