Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
15,New,6000 Degrees (AH HA),S6187,$hyfromdatre,/track?id=94305158,https://www.tiktok.com/music/6000-degrees-x-Shyfromdatre-7143416796954086187,$hyfromdatre,"Oct 18, 2022",117,202K,206K,1,"Nov 12, 2022",16,,QZNMX2254862
16,New,OOGA BOOGA!,,,,https://www.tiktok.com/music/null,,"Oct 20, 2022",124,186K,186K,16,"Oct 29, 2022",5,,USUM72220720
17,-13,Salma Ya Salama,,,,https://www.tiktok.com/music/null,,"Sep 27, 2022",33,184K,1.3M,4,"Oct 8, 2022",5,-1.86,QZNWZ2278379
18,20,Just Dance,S0401,"Lady Gaga, Colby O'Donis",/track?id=15908989,https://www.tiktok.com/music/Just-Dance-6917743207947110401,Interscope,"Sep 2, 2019",48,179K,941K,13,"Nov 19, 2022",25,2.86,USUM70807646
19,-10,Them Changes (Sped Up),,,,https://www.tiktok.com/music/null,,"Oct 4, 2022",52,176K,903K,9,"Oct 22, 2022",7,-1.43,GBCFB2200778
20,-5,Sweater Weather (Sped Up),,,,https://www.tiktok.com/music/null,,"Sep 28, 2022",64,149K,793K,10,"Oct 8, 2022",13,-0.71,USSM12209549
21,72,Pretty Boy Swag,,Soulja Boy,/track?id=15917135,https://www.tiktok.com/music/null,Mr. Collipark,"Sep 2, 2019",19,148K,1.9M,21,"Oct 29, 2022",6,10.29,USUM71015226
22,-9,S.I.M.P (Squirrels In My Pants) [From 'Phineas And Ferb'],S6225,Geek Music,/track?id=69860378,https://www.tiktok.com/music/SIMP-Squirrels-In-My-Pants-7033436299269556225,Geek Music,"Nov 21, 2021",58,145K,846K,13,"Oct 22, 2022",10,-1.29,GBWUL2189449
23,35,Pretty Boy Swag,,Soulja Boy,/track?id=15917135,https://www.tiktok.com/music/null,Mr. Collipark,"Sep 2, 2019",66,143K,774K,14,"Oct 15, 2022",7,5.00,USUM71015226
24,-10,DLOW's Bop Challenge,S8672,DLOW,/track?id=84221380,https://www.tiktok.com/music/Dlows-Bop-Challenge-211791633963548672,Integrity Talent Management Group,"May 26, 2022",23,137K,1.6M,8,"Sep 24, 2022",11,-1.43,QZNB82230773
25,New,Remember - Acoustic / Sped Up,,"Becky Hill, Speed Radio",/track?id=94320842,https://www.tiktok.com/music/null,Polydor Records,"Oct 19, 2022",146,131K,131K,25,"Oct 29, 2022",5,,GBUM72207211
26,4,Unholy,,,,https://www.tiktok.com/music/null,,"Sep 19, 2022",71,130K,662K,23,"Nov 5, 2022",16,0.57,GBUM72206302
27,-7,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"May 11, 2022",6,129K,5.6M,2,"Jun 11, 2022",46,-1.00,USA3D0700101
28,-12,Don't Play With It,S6750,"Lola Brooke, Billy B",/track?id=41911090,https://www.tiktok.com/music/Don't-Play-With-It-feat-Billy-B-7145868265821096750,ReefaMusic/Team Eighty,"May 6, 2021",94,127K,391K,16,"Oct 22, 2022",22,-1.71,QZHN52186854
29,8,Cool Kids (our sped up version),,,,https://www.tiktok.com/music/null,,"Aug 25, 2022",32,125K,1.3M,23,"Oct 1, 2022",32,1.14,SGB502250421
30,New,Fool Me,,,,https://www.tiktok.com/music/null,,"Oct 18, 2022",149,124K,125K,16,"Nov 5, 2022",2,,UKXN22257493
31,-4,The World,,,,https://www.tiktok.com/music/null,,"Oct 9, 2022",107,120K,265K,27,"Oct 22, 2022",7,-0.57,ARQIW2207252
32,New,Gilded Lily,S9457,Cults,/track?id=17089345,https://www.tiktok.com/music/Gilded-Lily-6779643805101459457,Sinderlyn,"Jan 7, 2020",135,120K,149K,32,"Oct 29, 2022",12,,QM8QH1700573
33,63,Put It On Me,S8817,YoungBoy Never Broke Again,/track?id=91350382,https://www.tiktok.com/music/Put-It-On-Me-7140696319504418817,"Never Broke Again, LLC","Sep 6, 2022",75,118K,626K,12,"Nov 5, 2022",16,9.00,USAT22214618
34,-15,Tomorrow 2,,"GloRilla, Cardi B",/track?id=92626506,https://www.tiktok.com/music/null,CMG/Interscope Records,"Sep 19, 2022",67,118K,751K,19,"Oct 22, 2022",7,-2.14,USUM72217667
35,1,For my girl,,"Lil Fl4w, AyoSherm",/track?id=82623337,https://www.tiktok.com/music/null,Save the world,"May 13, 2022",81,116K,528K,32,"Nov 5, 2022",10,0.14,QZHNA2260626
36,New,Anti-Hero,S8758,Taylor Swift,/track?id=94282783,https://www.tiktok.com/music/Anti-Hero-7156650213355178758,Taylor Swift,"Oct 20, 2022",138,113K,141K,36,"Oct 29, 2022",4,,USUG12205736
37,-20,THIS HURRICANE BLEW ME AWAY,,,,https://www.tiktok.com/music/null,,"Oct 12, 2022",106,111K,270K,17,"Oct 22, 2022",7,-2.86,QZRP42296047
38,-13,Sleep,,T-Speed & 5upamanHOE,/track?id=93992585,https://www.tiktok.com/music/null,T-speed & 5upamanHoe,"Jan 13, 2021",51,111K,911K,14,"Oct 8, 2022",9,-1.86,QZNN22158179
39,-11,Sleep,S7586,T-Speed & 5upamanHOE,/track?id=15968821,https://www.tiktok.com/music/Sleep-6917007392727107586,"Dirty Water Production, LLC","Nov 5, 2019",92,109K,412K,28,"Oct 22, 2022",7,-1.57,USUYG1121641
40,-11,Sleep,,T-Speed & 5upamanHOE,/track?id=20923630,https://www.tiktok.com/music/null,"Dirty Water Production, LLC","Nov 5, 2019",62,108K,812K,16,"Oct 8, 2022",9,-1.57,USUYG1127436
41,New,Sturdy Beat,S8129,sleepycallz,/track?id=95013204,https://www.tiktok.com/music/Sturdy-Beat-7174899141162928129,4343047 Records DK,"Oct 19, 2022",155,108K,111K,26,"Nov 19, 2022",6,,QZTAS2254844
42,-3,Aesthetic,S7346,"Tollan Kim, Kudasaibeats",/track?id=75979639,https://www.tiktok.com/music/Aesthetic-7072513628145977346,Tollan Kim,"Mar 7, 2022",11,106K,3.8M,5,"Jul 9, 2022",48,-0.43,SGB502208576
43,New,Made You Look,S0650,Meghan Trainor,/track?id=94279263,https://www.tiktok.com/music/Made-You-Look-7153075272433060650,Epic,"Oct 12, 2022",147,106K,131K,16,"Nov 19, 2022",14,,USSM12204574
44,New,If I Will Be,,,,https://www.tiktok.com/music/null,,"Oct 21, 2022",157,105K,107K,13,"Nov 5, 2022",6,,SGB502271416
45,9,Under The Influence,,Chris Brown,/track?id=25536300,https://www.tiktok.com/music/null,Chris Brown Entertainment/RCA Records,"Sep 30, 2019",31,98K,1.4M,45,"Oct 8, 2022",19,1.29,USRC11902744
46,-4,CUFF IT,S4642,Beyoncé,/track?id=86017834,https://www.tiktok.com/music/CUFF-IT-7125869564990064642,Parkwood Entertainment/Columbia,"Jul 27, 2022",53,97K,882K,31,"Oct 8, 2022",19,-0.57,USSM12206232
47,-25,2016,,6silky,/track?id=34237406,https://www.tiktok.com/music/null,6Silky & Basedtj,"Nov 8, 2019",63,97K,798K,22,"Oct 22, 2022",7,-3.57,QZ85M1991576
48,-25,On The News,S2034,Bi$hop,/track?id=64548470,https://www.tiktok.com/music/On-The-News-6902488568623532034,2601726 Records DK,"Dec 3, 2020",87,96K,481K,23,"Oct 22, 2022",7,-3.57,QZNWW2037377
49,-9,F.N.F. (Let's Go),S0619,"Hitkidd, GloRilla",/track?id=81041293,https://www.tiktok.com/music/FNF-Let's-Go-7089140456671480619,Blac Noize!,"May 2, 2022",8,91K,4.6M,1,"Sep 24, 2022",35,-1.29,QZRD92201643
50,-1,Sunroof,S6594,"Nicky Youre, dazy",/track?id=67502648,https://www.tiktok.com/music/Sunroof-7030869625311086594,Thirty Knots,"Nov 14, 2021",4,88K,7.3M,3,"May 14, 2022",63,-0.14,QM24S2107064
51,New,Bejeweled,S2274,Taylor Swift,/track?id=94285919,https://www.tiktok.com/music/Bejeweled-7156822420408502274,Taylor Swift,"Oct 20, 2022",162,87K,95K,51,"Oct 29, 2022",4,,USUG12205715
52,-5,Under The Influence,S6369,Chris Brown,/track?id=25526180,https://www.tiktok.com/music/Under-The-Influence-6742896151436986369,Chris Brown Entertainment/RCA Records,"Sep 30, 2019",24,87K,1.6M,4,"Jan 7, 2023",30,-0.71,USRC11902743
53,141,Goat,S8577,Maphex Deck,/track?id=93889818,https://www.tiktok.com/music/Goat-7149184802019608577,DWMG,"Sep 29, 2022",125,83K,185K,53,"Oct 29, 2022",3,,FRX872241222
54,118,Here With Me,S3233,d4vd,/track?id=85215303,https://www.tiktok.com/music/Here-With-Me-7138509752509663233,3519830 Records DK,"Sep 22, 2022",145,78K,132K,4,"Nov 26, 2022",25,16.86,QZMEM2209263
55,-23,Evergreen (You Didn’t Deserve Me At All),S0622,Omar Apollo,/track?id=79459861,https://www.tiktok.com/music/Evergreen-You-Didn’t-Deserve-Me-At-All-7131079217692920622,Warner Records,"Apr 4, 2022",35,77K,1.2M,15,"Sep 17, 2022",12,-3.29,USWB12200423
56,-3,Thinking,,,,https://www.tiktok.com/music/null,,"Oct 16, 2022",132,75K,161K,53,"Oct 22, 2022",4,-0.43,DGA052224596
57,New,Phantom of the Opera X Monkeys Spinning Monkeys,,,,https://www.tiktok.com/music/null,,"Sep 27, 2022",163,73K,93K,57,"Oct 29, 2022",1,,SGB502260723
58,-13,ICE CREAM,S4577,$ugarHill Keem,/track?id=92273838,https://www.tiktok.com/music/Ice-Cream-Truck-7175295325006104577,EXPLOSIVE ENT,"Sep 11, 2022",54,72K,872K,15,"Oct 1, 2022",10,-1.86,QZNWW2262242
59,-11,Ice Cream Truck,,"SugarHill Keem, MOVE LOOK",/track?id=92485391,https://www.tiktok.com/music/null,4235279 Records DK,"Sep 18, 2022",69,72K,709K,19,"Oct 1, 2022",8,-1.57,QZNWY2215565
60,12,This Is a Work of Art (Sketchy),S3745,Dubskie,/track?id=84001509,https://www.tiktok.com/music/This-Is-a-Work-of-Art-Sketchy-7103996508323743745,Dubskie,"May 30, 2022",68,72K,728K,18,"Oct 1, 2022",10,1.71,SGB502248442
61,New,High Infidelity,S7041,Taylor Swift,/track?id=94305398,https://www.tiktok.com/music/High-Infidelity-7156867622766807041,Taylor Swift,"Oct 20, 2022",168,71K,72K,61,"Oct 29, 2022",1,,USUG12207554
62,6,PUNTO 40,S8406,"Rauw Alejandro, Baby Rasta",/track?id=92636006,https://www.tiktok.com/music/PUNTO-40-7146709505731398406,Sony Music Latin/Duars Entertainment,"Sep 19, 2022",114,71K,230K,62,"Oct 29, 2022",8,0.86,USSD12200965
63,46,Halloween ・ cute horror song,,,,https://www.tiktok.com/music/null,,"Apr 17, 2020",86,71K,487K,63,"Oct 29, 2022",6,6.57,
64,New,High Infidelity,S7041,Taylor Swift,/track?id=94305398,https://www.tiktok.com/music/High-Infidelity-7156867622766807041,Taylor Swift,"Oct 20, 2022",169,70K,71K,64,"Oct 29, 2022",1,,USUG12207554
65,43,The Loneliest Time,S0529,"Carly Rae Jepsen, Rufus Wainwright",/track?id=93848151,https://www.tiktok.com/music/The-Loneliest-Time-7151210348707350529,Silent Records IGA,"Oct 5, 2022",150,70K,122K,65,"Oct 29, 2022",2,6.14,USUM72212679
66,-15,Super Freaky Girl,S4635,Nicki Minaj,/track?id=88308091,https://www.tiktok.com/music/Super-Freaky-Girl-7119683959641934635,Republic Records,"Aug 4, 2022",13,70K,3.2M,1,"Sep 17, 2022",16,-2.14,USUM72215262
67,53,ahhh,,,,https://www.tiktok.com/music/null,,"Aug 11, 2022",102,69K,300K,67,"Oct 29, 2022",4,7.57,QZNWQ2251525
68,-22,Wap Wap,S7202,"Super Throwed Dave, AStar Baby",/track?id=79515191,https://www.tiktok.com/music/Wap-Wap-7079900955805747202,3805075 Records DK,"Mar 26, 2022",47,69K,941K,7,"Oct 8, 2022",6,-3.14,QZES82252412
69,57,Until I Found You - Em Beihold Version,S3393,"Stephen Sanchez, Em Beihold",/track?id=79885986,https://www.tiktok.com/music/Until-I-Found-You-Em-Beihold-Version-7087357618617403393,Republic Records,"Apr 14, 2022",131,68K,162K,34,"Mar 18, 2023",11,8.14,USUG12202266
70,New,Come Here Come Here Com Here,,,,https://www.tiktok.com/music/null,,"Aug 25, 2022",160,67K,97K,70,"Oct 29, 2022",4,,SGB502250438
71,-11,Baby Joint,,Dj Wizkel,/track?id=93828184,https://www.tiktok.com/music/null,DJ WIZKEL,"Aug 28, 2022",136,67K,147K,60,"Oct 22, 2022",3,-1.57,TCAGK2293583
72,New,Barricade (Radio Edit),S4514,Axwell,/track?id=12845494,https://www.tiktok.com/music/Barricade-Radio-Edit-7173741004627904514,Axtone Records,"Aug 16, 2019",171,67K,69K,72,"Oct 29, 2022",2,,GBKCF1600442
73,-55,SO FLY ! Drill,S2449,jalenrekt,/track?id=91107954,https://www.tiktok.com/music/SO-FLY-Drill-7138183491685992449,J Bull,"Aug 30, 2022",56,66K,871K,18,"Oct 22, 2022",11,-7.86,QZNWU2224148
74,-31,TV,S9745,Billie Eilish,/track?id=85082541,https://www.tiktok.com/music/TV-7122873411075999745,Darkroom/Interscope Records,"Jul 20, 2022",88,66K,439K,25,"Nov 12, 2022",16,-4.43,USUM72213724
75,-4,Speak Up,S1694,Is0kenny,/track?id=93783915,https://www.tiktok.com/music/Speak-Up-7146691693914491694,1076225 Records DK2,"Sep 30, 2022",140,66K,139K,42,"Mar 4, 2023",15,-0.57,QZNWZ2254277
76,19,Solo,S2370,Future,/track?id=15799350,https://www.tiktok.com/music/Solo-Sped-Up-Version-We-gonput-it-on-the-hood-ayy-before-we-put-it-on-God-7156749045669562370,Epic/Freebandz/A1,"Aug 17, 2019",108,66K,257K,75,"Oct 15, 2022",8,2.71,USSM11701733
77,1,Monkeys Spinning Monkeys,S9249,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,642414 Records DK2,"Oct 11, 2019",2,66K,12M,10,"Jun 26, 2021",104,0.14,USUAN1400011
78,New,Game Time,S1538,"Bril, Jmoney",/track?id=94696873,https://www.tiktok.com/music/Game-Time-7156712960046401538,GMGT,"Oct 19, 2022",167,66K,75K,78,"Oct 29, 2022",2,,QM24S2205725
79,-35,Romantic Homicide,S7950,d4vd,/track?id=84999635,https://www.tiktok.com/music/Romantic-Homicide-7121830491954907950,Darkroom/Interscope Records,"Aug 23, 2022",30,66K,1.4M,4,"Sep 17, 2022",14,-5.00,QZMEM2232831
80,New,Besame Mucho,,,,https://www.tiktok.com/music/null,,"Oct 19, 2022",170,66K,70K,80,"Oct 29, 2022",3,,SGB502271402
81,-22,hit you with the blick,S3906,K.comedy,/track?id=89754526,https://www.tiktok.com/music/hit-you-with-the-blick-7137342465408763906,The System,"Aug 21, 2022",17,66K,2.5M,3,"Aug 27, 2022",13,-3.14,US3DF2297352
82,New,Kute & Neat,S7189,Sasique,/track?id=48002992,https://www.tiktok.com/music/Kute-Neat-7137405763920317189,Payday Records,"May 27, 2020",161,64K,96K,82,"Oct 29, 2022",1,,JMA271907486
83,New,Walk em Like a Dog,,"Philly Goat Dice, Fakebitcheshero",/track?id=93409158,https://www.tiktok.com/music/null,Stack or Starve Records,"Sep 28, 2022",174,63K,65K,83,"Oct 29, 2022",2,,QM24S2205115
84,New,Count,,,,https://www.tiktok.com/music/null,,"Oct 23, 2022",176,63K,63K,84,"Oct 29, 2022",3,,SGB502269507
85,64,Miss You (Sped Up Version),,,,https://www.tiktok.com/music/null,,"Oct 20, 2022",159,62K,100K,85,"Oct 29, 2022",3,9.14,
86,-53,Miss You (Sped Up Version),,,,https://www.tiktok.com/music/null,,"Oct 14, 2022",122,61K,196K,33,"Oct 22, 2022",3,-7.57,USAT22219736
87,0,No Se Va - En Vivo,S3297,Grupo Frontera,/track?id=80700252,https://www.tiktok.com/music/No-Se-Va-7172253450044983297,Grupo Frontera,"Apr 26, 2022",89,58K,426K,87,"Oct 22, 2022",9,0.00,QZHN72212529
88,-25,F.N.F (Let's Go) - Remix,S0066,"Hitkidd, GloRilla, Latto, JT",/track?id=91396053,https://www.tiktok.com/music/FNF-Let's-Go-7107130405228120066,Blac Noize!,"Sep 6, 2022",34,58K,1.2M,4,"Sep 24, 2022",11,-3.57,QZRD92202055
89,106,rises the moon,S5329,Liana Flores,/track?id=23432320,https://www.tiktok.com/music/rises-the-moon-6732310655564515329,liana flores,"Sep 2, 2019",73,57K,648K,89,"Oct 29, 2022",6,,QZDA61986777
90,-6,Lamix,,Maphex Deck,/track?id=94223318,https://www.tiktok.com/music/null,DWMG,"Oct 14, 2022",152,55K,119K,84,"Oct 22, 2022",4,-0.86,DGA052217696
91,-22,A Gangster's Wife,S7157,Ms. Krazie,/track?id=15607680,https://www.tiktok.com/music/A-Gangster's-Wife-6945614298400017157,Ms Krazie,"Aug 19, 2019",40,55K,1M,10,"Sep 24, 2022",10,-3.14,USPRZ0810066
92,New,Conceited,S6337,Flo Milli,/track?id=83761227,https://www.tiktok.com/music/Conceited-7110062725560846337,'94 Sounds/RCA Records,"Jul 27, 2022",173,55K,68K,92,"Oct 29, 2022",2,,USRC12201167
93,New,KARMA - Jersey Club,S2043,KilSoSouth,/track?id=94315308,https://www.tiktok.com/music/karma-jersey-club-7152651167280352043,Independent Artist,"Oct 17, 2022",177,55K,56K,93,"Oct 29, 2022",2,,QZRP52292197
94,-29,Jumine Angle,,,,https://www.tiktok.com/music/null,,"Oct 9, 2022",127,54K,178K,65,"Oct 22, 2022",7,-4.14,SGB502265540
95,-29,It's Corn,S0017,"Tariq, The Gregory Brothers, Recess Therapy",/track?id=90302736,https://www.tiktok.com/music/Its-Corn-7136961075471190017,Gregory Residence,"Aug 27, 2022",36,54K,1.2M,15,"Sep 10, 2022",13,-4.14,US92U1907018
96,New,That's the Way I Like,,,,https://www.tiktok.com/music/null,,"Oct 14, 2022",178,53K,55K,93,"Nov 5, 2022",2,,SGB502268271
97,-6,The One That Got Away,S5827,Katy Perry,/track?id=15168977,https://www.tiktok.com/music/The-One-That-Got-Away-155035827,Capitol Records,"Sep 2, 2019",101,53K,312K,70,"Oct 8, 2022",8,-0.86,USCA21001266
98,76,LOVE.,,"Kendrick Lamar, Zacari",/track?id=15940463,https://www.tiktok.com/music/null,Top Dawg Entertainment/Aftermath Records/ Interscope Records,"Sep 2, 2019",25,52K,1.6M,19,"Dec 25, 2021",13,10.86,USUM71703153
99,-9,BIG MAD,S1730,Ktlyn,/track?id=87285357,https://www.tiktok.com/music/BIG-MAD-7124480138586441730,DIEMON,"Jul 25, 2022",39,52K,1.1M,38,"Aug 20, 2022",18,-1.29,QZS7J2273734
100,New,As Time Goes By,,,,https://www.tiktok.com/music/null,,"Oct 19, 2022",179,51K,53K,100,"Oct 29, 2022",6,,SGB502271368
101,35,"Spooky, Scary Skeletons",S0933,Andrew Gold,/track?id=15100527,https://www.tiktok.com/music/Spooky-Scary-Skeletons-6602666381370460933,MFLP,"Oct 10, 2019",10,51K,4M,20,"Oct 30, 2021",12,5.00,USB440453203
102,New,Spaceships on Bankhead,S2464,Jeezy,/track?id=14574318,https://www.tiktok.com/music/Spaceships-on-Bankhead-249868728106942464,Corporate Thugs (BCD Music Group),"Aug 23, 2019",143,51K,134K,76,"Nov 5, 2022",5,,US38L0702699
103,-47,Risky,S6146,Lil Durk,/track?id=83954198,https://www.tiktok.com/music/Risky-7112458343175686146,Alamo,"Jun 22, 2022",141,49K,137K,56,"Oct 22, 2022",3,-6.71,USQX92202999
104,-42,Wings (feat. sped up nightcore) [Sped Up Version],,"Birdy, sped up nightcore",/track?id=94117872,https://www.tiktok.com/music/null,P2022,"Oct 12, 2022",148,49K,126K,62,"Oct 22, 2022",3,-6.00,GBAHS2201297
105,New,Cheese Dak,,,,https://www.tiktok.com/music/null,,"Oct 17, 2022",180,49K,52K,105,"Oct 29, 2022",1,,NLRD52212194
106,-29,Awkward,S0786,SZA,/track?id=83610381,https://www.tiktok.com/music/Awkward-7106619917994870786,Top Dawg Entertainment/RCA Records,"Jun 6, 2022",29,48K,1.5M,13,"Sep 10, 2022",17,-4.14,USRC12202150
107,-18,eyes - vip mix,,skaiwater,/track?id=87245083,https://www.tiktok.com/music/null,Cinematic Music Group,"Jul 24, 2022",12,48K,3.4M,4,"Aug 6, 2022",16,-2.57,QMKSC2200082
108,-44,Law (feat. E-40),S5425,"Yo Gotti, E-40",/track?id=15797687,https://www.tiktok.com/music/Law-6716154648643815425,Epic/CMG,"Aug 17, 2019",38,48K,1.1M,6,"Oct 1, 2022",6,-6.29,USSM11600401
109,New,Night on Bald Mountain,S0322,"Modest Mussorgsky, Leonard Bernstein, New York Philharmonic",/track?id=15804490,https://www.tiktok.com/music/Night-on-Bald-Mountain-6908555113044920322,Sony Classical,"Aug 16, 2019",185,48K,48K,109,"Oct 29, 2022",1,,USSM16500340
110,-28,Broken,,,,https://www.tiktok.com/music/null,,"Sep 15, 2022",74,47K,637K,30,"Sep 24, 2022",6,-4.00,QZNWX2254133
111,7,Them Changes - Sped Up,S2561,Thundercat,/track?id=93886879,https://www.tiktok.com/music/Them-Changes-Sped-Up-7151529834869442561,Brainfeeder,"Oct 5, 2022",137,47K,146K,111,"Oct 29, 2022",4,1.00,GBCFB2200780
112,New,Anti-Hero,S8758,Taylor Swift,/track?id=94282783,https://www.tiktok.com/music/Anti-Hero-7156650213355178758,Taylor Swift,"Oct 20, 2022",181,47K,51K,112,"Oct 29, 2022",1,,USUG12205736
113,-56,Forever,S9250,"Lil Baby, Fridayy",/track?id=94106930,https://www.tiktok.com/music/Forever-7152632034614069250,Quality Control Music/Motown Records,"Oct 7, 2022",142,47K,136K,50,"Nov 5, 2022",4,-8.00,USUG12207233
114,New,"Solo (Sped Up Version - We gon' put it on the hood, ayy, before we put it on God)",,,,https://www.tiktok.com/music/null,,"Oct 20, 2022",186,46K,47K,114,"Oct 29, 2022",3,,USSM12210166
115,-41,Agony Tik Tok Song,S8801,Dj GhettoYouth,/track?id=93855967,https://www.tiktok.com/music/Agony-Tik-Tok-Song-7150669418099148801,3991857 Records DK,"Oct 3, 2022",103,46K,294K,57,"Oct 15, 2022",4,-5.86,QZPLS2220814
116,New,Foode,,,,https://www.tiktok.com/music/null,,"Oct 16, 2022",172,46K,69K,82,"Dec 3, 2022",8,,DGA052224556
117,-41,All Your'n (Sped Up),,,,https://www.tiktok.com/music/null,,"Aug 30, 2022",129,46K,169K,76,"Oct 22, 2022",2,-5.86,USRC12203321
118,1,Just Wanna Rock,,Lil Uzi Vert,/track?id=94211178,https://www.tiktok.com/music/null,Generation Now/Atlantic,"Oct 14, 2022",164,46K,91K,118,"Oct 29, 2022",3,0.14,USAT22219268
119,-8,Miss You (Sped Up Version),,southstar,/track?id=94084419,https://www.tiktok.com/music/null,Columbia/B1 Recordings,"Oct 11, 2022",158,45K,100K,111,"Oct 15, 2022",2,,DEE862201949
120,New,Point Let,,,,https://www.tiktok.com/music/null,,"Oct 17, 2022",184,45K,48K,26,"Feb 11, 2023",8,,NLRD52212196
121,-41,414bigfrank (Backpack),S1265,414bigfrank,/track?id=81696290,https://www.tiktok.com/music/E-Way-7212631292133771265,1693942 Records DK,"Apr 22, 2022",27,45K,1.5M,7,"Sep 10, 2022",10,-5.86,QZHN62247387
122,New,"Solo (Sped Up Version - Take my advice, ayy, live a better life)",,,,https://www.tiktok.com/music/null,,"Oct 20, 2022",188,45K,45K,122,"Oct 29, 2022",2,,USSM12210198
123,-40,Backpack clean,S4402,414bigfrank,/track?id=92360603,https://www.tiktok.com/music/Backpack-clean-7141211438005094402,1693942 Records DK,"Sep 8, 2022",49,45K,940K,11,"Sep 17, 2022",8,-5.71,QZNWW2206787
124,-39,swatted,,katana,/track?id=94201481,https://www.tiktok.com/music/null,3530622 Records DK,"Sep 30, 2022",105,44K,276K,54,"Oct 8, 2022",5,-5.57,QZPLR2270805
125,New,LOVE.,,"Kendrick Lamar, Zacari",/track?id=15940463,https://www.tiktok.com/music/null,Top Dawg Entertainment/Aftermath Records/ Interscope Records,"Sep 2, 2019",151,44K,121K,125,"Oct 29, 2022",1,,USUM71703153
