Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/wren.eleanor,https://www.tiktok.com/wren.eleanor/video/6984918125187714310,Where'd All the Time Go?,Dr. Dog,/track?id=15287526,https://www.tiktok.com/music/Whered-All-the-Time-Go-Where'd-All-the-Time-Go?-6891832244730596101,26.6M,0,5.7M,138.5K,1,"Jul 15, 2021",,7,USEP40937005
2,New,https://www.tiktok.com/mimles,https://www.tiktok.com/mimles/video/6984780962580237573,Fire for You,Cannons,/track?id=30571690,https://www.tiktok.com/music/Fire-for-You-6828706494419044354,38.9M,0,3.3M,53.4K,2,"Jul 15, 2021",,38,USSM12004811
3,10,https://www.tiktok.com/viicher,https://www.tiktok.com/viicher/video/6984079421493792001,Superstar,Beatrich,/track?id=12453700,https://www.tiktok.com/music/Superstar-6704994620880717826,27.2M,0,4M,36K,3,"Jul 15, 2021",,83,GBAHT1700493
4,-1,https://www.tiktok.com/lorengray,https://www.tiktok.com/lorengray/video/6984504936398671110,Dead Silence,Alx Beats,/track?id=39370356,https://www.tiktok.com/music/Dead-Silence-6709400108603049986,33.6M,0,3.1M,17.8K,3,"Jul 14, 2021",,23,FR96X1656173
5,New,https://www.tiktok.com/mamasoboliha,https://www.tiktok.com/mamasoboliha/video/6984778359049932034,Paris,Else,/track?id=22945038,https://www.tiktok.com/music/Paris-6766128122128500738,15M,0,628.6K,1.7K,5,"Jul 15, 2021",,55,FR7JK1600001
6,New,https://www.tiktok.com/peter_vigilante,https://www.tiktok.com/peter_vigilante/video/6984901116752416006,Beggin',Måneskin,/track?id=17856511,https://www.tiktok.com/music/Beggin'-5000000001320781379,12.7M,0,2.4M,5.6K,6,"Jul 15, 2021",,9,ITB001700846
7,New,https://www.tiktok.com/drfurkansengoz,https://www.tiktok.com/drfurkansengoz/video/6984699607213231362,drivers license,Olivia Rodrigo,/track?id=32507149,https://www.tiktok.com/music/drivers-license-6914711053674760193,13.3M,0,1.1M,23.9K,7,"Jul 15, 2021",,19,USUG12004749
8,New,https://www.tiktok.com/stunnin._.hoooman,https://www.tiktok.com/stunnin._.hoooman/video/6984633753532517658,Dead Silence,Alx Beats,/track?id=39370356,https://www.tiktok.com/music/Dead-Silence-6709400108603049986,17.4M,0,1.3M,14.6K,8,"Jul 15, 2021",,5,FR96X1656173
9,-5,https://www.tiktok.com/thepetcollective,https://www.tiktok.com/thepetcollective/video/6984535549075918085,Love Toy,"Gloria Estefan, Miami Sound Machine",/track?id=15757727,https://www.tiktok.com/music/Conga-236888971706953728,26M,0,4.2M,43K,4,"Jul 14, 2021",,29,USSM10011985
10,New,https://www.tiktok.com/yasinald8,https://www.tiktok.com/yasinald8/video/6984708415163583749,Обійми (Ремікс),,,https://www.tiktok.com/music/Обійми-Ремікс-6934887651409397761,10.9M,0,260.9K,957,10,"Jul 15, 2021",,17,
11,New,https://www.tiktok.com/kkoroba,https://www.tiktok.com/kkoroba/video/6984790904884268289,Fed Up,Ghostemane,/track?id=31742617,https://www.tiktok.com/music/Fed-Up-6884926322238294017,16.2M,0,3.6M,30.7K,11,"Jul 15, 2021",,66,ZZOPM2003235
