Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,0,https://www.tiktok.com/mfjolee,https://www.tiktok.com/mfjolee/video/6963759353115479301,San Andreas - Radio Edit,Groove Delight,/track?id=11975372,https://www.tiktok.com/music/San-Andreas-Radio-Edit-6735757810719541250,72.1M,0,11.9M,520.2K,1,"May 19, 2021",,103,ES71G1633735
2,New,https://www.tiktok.com/crix_cci,https://www.tiktok.com/crix_cci/video/6964054055370902790,seaside_demo,SEB,/track?id=42774071,https://www.tiktok.com/music/Seasidedemo-by-SEB-6928843639946775301,37.5M,0,4.6M,12.7K,2,"May 20, 2021",,56,QZ93L2115464
3,New,https://www.tiktok.com/amandaaadimeo,https://www.tiktok.com/amandaaadimeo/video/6964095436965596422,Castaways,The Backyardigans,/track?id=15021368,https://www.tiktok.com/music/Castaways-655741,16.9M,0,3.6M,22.2K,3,"May 20, 2021",,36,USA820500093
4,New,https://www.tiktok.com/marcelloandryan,https://www.tiktok.com/marcelloandryan/video/6964043872032836866,Jaga Hatimu Di Sana,Mitty Zasia,/track?id=34094927,https://www.tiktok.com/music/Jaga-Mata-Jaga-Hati-6958639818393798657,19M,0,1.2M,45.6K,4,"May 20, 2021",,25,USCGJ2171729
5,-3,https://www.tiktok.com/mackenziesol,https://www.tiktok.com/mackenziesol/video/6963692819991006470,Roses - Imanbek Remix,"SAINt JHN, Imanbek",/track?id=28795304,https://www.tiktok.com/music/Roses-Imanbek-Remix-6738439639826287365,63.3M,0,9.4M,132.3K,2,"May 19, 2021",,84,DEE862000025
6,New,https://www.tiktok.com/vspink,https://www.tiktok.com/vspink/video/6963339200640961798,Make Your Move,Pink Panda,/track?id=12795923,https://www.tiktok.com/music/Make-Your-Move-6957014190260013058,67.6M,0,302.8K,0,6,"May 20, 2021",,1,GBHAD1500287
7,-4,https://www.tiktok.com/ilya_borzov,https://www.tiktok.com/ilya_borzov/video/6963698602585754882,Falling,Trevor Daniel,/track?id=20659476,https://www.tiktok.com/music/Falling-6757175376029435905,50M,0,3.8M,16K,3,"May 19, 2021",,58,USUYG1221109
8,New,https://www.tiktok.com/mieayamthebstt,https://www.tiktok.com/mieayamthebstt/video/6964342416849538305,Chubby Cheeks Check,,,https://www.tiktok.com/music/Chubby-Cheeks-Check-6750388573658254086,18.4M,0,2.8M,31.3K,8,"May 20, 2021",,41,
9,New,https://www.tiktok.com/briandadeyanara,https://www.tiktok.com/briandadeyanara/video/6964150802944429317,Si Me Llamas,Bella Dose,/track?id=32888226,https://www.tiktok.com/music/Si-Me-Llamas-6927177136172353538,9.9M,0,1.9M,31.4K,9,"May 20, 2021",,7,USUYG1354788
10,New,https://www.tiktok.com/therealhammytv,https://www.tiktok.com/therealhammytv/video/6964126793087356166,Bundles (feat. Taylor Girlz),"Kayla Nicole, Taylor Girlz",/track?id=38515405,https://www.tiktok.com/music/Bundles-feat-Taylor-Girlz-6880017165911640838,9.9M,0,698.1K,4.4K,10,"May 20, 2021",,7,QMCE32100317
