Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,60,Just a Cloud Away,S2577,Pharrell Williams,/track?id=15610750,https://www.tiktok.com/music/Just-a-Cloud-Away-6795407744489752577,Back Lot Music,"Feb 19, 2020",60,786K,871K,1,"Mar 26, 2022",12,8.57,USQ4E1300685
2,0,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"Aug 23, 2019",9,713K,3.7M,1,"Feb 26, 2022",15,0.00,USA3D0700101
3,14,Cool for the Summer,S3664,Demi Lovato,/track?id=15393958,https://www.tiktok.com/music/Cool-for-the-Summer-252516769129713664,Universal Music,"Sep 3, 2019",51,541K,1.1M,3,"Mar 26, 2022",15,2.00,USHR11536621
4,-3,Cash App,S6129,Louie Ray,/track?id=51874909,https://www.tiktok.com/music/Cash-App-6979505394108336129,Still Grinding Entertainment,"Jun 29, 2021",14,513K,2.4M,1,"Mar 19, 2022",11,-0.43,QZK6P2117585
5,165,Rackz got më,S8658,"Yeat, Gunna",/track?id=73613628,https://www.tiktok.com/music/Rackz-got-më-7063659154514118658,Field Trip Recordings/Geffen Records,"Feb 11, 2022",102,404K,462K,5,"Mar 26, 2022",8,23.57,USUM72202185
6,175,Rackz got më,S7281,"Yeat, Gunna",/track?id=75299626,https://www.tiktok.com/music/Rackz-got-më-7080677547440097281,Field Trip Recordings/Geffen Records,"Mar 2, 2022",104,401K,439K,6,"Mar 26, 2022",3,25.00,USUM72203361
7,New,Cash App,,Louie Ray,/track?id=77589043,https://www.tiktok.com/music/null,Still Grinding,"Mar 19, 2022",108,344K,344K,7,"Mar 26, 2022",7,,QM4TX2233969
8,1,Blood Sweat & Tears,S8945,BTS,/track?id=13397048,https://www.tiktok.com/music/Blood-Sweat-Tears-Japanese-ver-6976098489184978945,Bighit Entertainment,"Aug 19, 2019",72,343K,708K,8,"Mar 26, 2022",7,0.14,KRA381601892
9,-5,Sleazy Flow,S4434,SleazyWorld Go,/track?id=64252920,https://www.tiktok.com/music/Sleazy-Flow-7019727257337874434,Island Records,"Oct 15, 2021",52,305K,1.1M,4,"Mar 19, 2022",8,-0.71,QZNWT2199125
10,-7,Godzilla,S3217,"Eminem, Juice WRLD",/track?id=28213841,https://www.tiktok.com/music/Godzilla-6785597983233673217,Shady/Aftermath/Interscope Records,"Jan 29, 2020",42,274K,1.4M,3,"Mar 19, 2022",6,-1.00,USUM72000788
11,-6,Lupa Daratan,,,,https://www.tiktok.com/music/null,,"Mar 4, 2022",27,267K,1.9M,1,"Mar 12, 2022",17,-0.86,QZDA82253223
12,0,Bestie,S7169,"DaBaby, YoungBoy Never Broke Again",/track?id=75292748,https://www.tiktok.com/music/Bestie-7070866752007047169,South Coast Music Group / Interscope Records / Atlantic Records,"Mar 2, 2022",61,266K,856K,10,"Mar 12, 2022",20,0.00,USUM72202750
13,-6,La Monica,,,,https://www.tiktok.com/music/null,,"Mar 11, 2022",74,255K,672K,7,"Mar 19, 2022",7,-0.86,AUMEV2227664
14,-8,Thinking with My Dick (feat. Juicy J),S8288,"Kevin Gates, Juicy J",/track?id=15087427,https://www.tiktok.com/music/Thinking-With-My-Dick-feat-Juicy-J-224448124348428288,Bread Winners Association/Atlantic,"Aug 21, 2019",57,255K,973K,6,"Mar 19, 2022",7,-1.14,USAT21301783
15,1,Bestie,,"DaBaby, YoungBoy Never Broke Again",/track?id=75334246,https://www.tiktok.com/music/null,South Coast Music Group / Interscope Records / Atlantic Records,"Mar 2, 2022",68,238K,751K,14,"Mar 12, 2022",14,0.14,USUM72202751
16,New,Drama (feat. Drake),S4178,"Roy Woods, Drake",/track?id=16029129,https://www.tiktok.com/music/Drama-feat-Drake-6704931389600434178,OVO Sound/Warner Bros.,"Aug 19, 2019",29,236K,1.7M,16,"Mar 26, 2022",6,,USWB11508706
17,New,Bubble Gum,S3810,Dann,/track?id=86077952,https://www.tiktok.com/music/Bubble-Gum-7075127180404983810,Basspimp,"Mar 14, 2022",119,230K,262K,17,"Mar 26, 2022",7,,QZ5FN2295376
18,New,Quos Daino,,,,https://www.tiktok.com/music/null,,"Mar 20, 2022",129,229K,229K,18,"Mar 26, 2022",3,,SGB502210691
19,-11,Rocking A Cardigan in Atlanta,S7746,lil Shordie Scott,/track?id=73011588,https://www.tiktok.com/music/Rocking-A-Cardigan-in-Atlanta-7058463948324767746,Social Currency Enterprises,"Jan 28, 2022",35,224K,1.4M,6,"Mar 12, 2022",16,-1.57,USUYG1411494
20,-7,Forever,S1617,Labrinth,/track?id=25531325,https://www.tiktok.com/music/Forever-6740248251825391617,Masterworks,"Sep 23, 2019",16,221K,2.4M,3,"Feb 26, 2022",17,-1.00,USQX91902499
21,37,"Nobody Like U - From ""Turning Red""/Chorus",,,,https://www.tiktok.com/music/null,,"Feb 10, 2022",112,214K,318K,21,"Mar 26, 2022",13,5.29,USWD12213873
22,-3,Old Town Road (feat. Billy Ray Cyrus) (Remix),S3830,"Lil Nas X, Billy Ray Cyrus",/track?id=22782681,https://www.tiktok.com/music/Old-Town-Road-feat-Billy-Ray-Cyrus-Remix-6676524241946413830,Columbia,"Aug 16, 2019",101,205K,470K,19,"Mar 19, 2022",10,-0.43,USSM11902498
23,-5,Who's That Chick? (feat. Rihanna),S2688,Rihanna,/track?id=12334199,https://www.tiktok.com/music/Whos-That-Chick-feat-Rihanna-Who's-That-Chick?-(feat.-Rihanna)-249756172461682688,Parlophone France,"Aug 21, 2019",62,172K,854K,12,"Mar 12, 2022",16,-0.71,FRZID1000700
24,-9,So What - Album Version (Explicit),,"Field Mob, Ciara",/track?id=15901887,https://www.tiktok.com/music/null,Geffen,"Sep 2, 2019",44,166K,1.3M,15,"Mar 19, 2022",16,-1.29,USUM70601012
25,19,Wait a Minute!,S0946,WILLOW,/track?id=13904490,https://www.tiktok.com/music/Wait-a-Minute-6740534003704530946,Roc Nation W Smith P&D,"Sep 2, 2019",59,163K,883K,24,"May 14, 2022",22,2.71,QMJMT1500801
26,42,Until The End Of Time (with Beyoncé),S6258,"Justin Timberlake, Beyoncé",/track?id=15447081,https://www.tiktok.com/music/Until-The-End-Of-Time-with-Beyoncé-7008604549921376258,Jive,"Sep 15, 2021",124,161K,241K,19,"Apr 2, 2022",7,6.00,USJI10700679
27,7,Sunroof,S6594,"Nicky Youre, dazy",/track?id=67502648,https://www.tiktok.com/music/Sunroof-7030869625311086594,Thirty Knots,"Nov 14, 2021",65,155K,808K,3,"May 14, 2022",63,1.00,QM24S2107064
28,-18,We Not Humping,S3873,Monaleo,/track?id=68078777,https://www.tiktok.com/music/We-Not-Humping-7027210731057743873,Stomp Down,"Nov 4, 2021",75,155K,665K,10,"Mar 19, 2022",6,-2.57,QMDA72136655
29,-2,Cmonnn (Hit It One Time),S3521,"5Star, Lay Bankz",/track?id=76006957,https://www.tiktok.com/music/Cmonnn-Hit-It-One-Time-7081095000565483521,Motown Records,"Mar 10, 2022",110,155K,329K,27,"Mar 19, 2022",8,-0.29,USUM72204009
30,75,Until The End Of Time (with Beyoncé),S6258,"Justin Timberlake, Beyoncé",/track?id=15447081,https://www.tiktok.com/music/Until-The-End-Of-Time-with-Beyoncé-7008604549921376258,Jive,"Aug 16, 2019",133,154K,218K,30,"Mar 26, 2022",6,10.71,USJI10700679
