Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,4,Conceited,S6337,Flo Milli,/track?id=83761227,https://www.tiktok.com/music/Conceited-7110062725560846337,'94 Sounds/RCA Records,"Jun 12, 2022",55,545K,898K,1,"Jul 9, 2022",14,0.57,USRC12201167
2,18,Rich Minion,S1617,Yeat,/track?id=84058108,https://www.tiktok.com/music/Rich-Minion-7109284473828591617,Back Lot Music,"Jun 14, 2022",71,448K,615K,1,"Jul 16, 2022",8,2.57,USQ4E2200763
3,18,Shootout,S0770,"Izzamuzzic, Julien Marchal",/track?id=84141337,https://www.tiktok.com/music/Shootout-Sped-Up-7115194668035360770,Izzamuzzic,"Jun 29, 2022",72,420K,571K,3,"Jul 9, 2022",6,2.57,US3DF2266823
4,-1,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"May 11, 2022",18,389K,2.7M,2,"Jun 11, 2022",46,-0.14,USA3D0700101
5,2,Aesthetic,S7346,"Tollan Kim, Kudasaibeats",/track?id=75979639,https://www.tiktok.com/music/Aesthetic-7072513628145977346,Tollan Kim,"Mar 7, 2022",39,373K,1.5M,5,"Jul 9, 2022",48,0.29,SGB502208576
6,152,Betty (Get Money),S5201,Yung Gravy,/track?id=83613205,https://www.tiktok.com/music/Betty-Get-Money-7115090671437875201,Republic Records,"Jun 2, 2022",94,351K,387K,3,"Jul 16, 2022",14,21.71,USUM72210379
7,-1,Cool Kids,S1042,Echosmith,/track?id=16027097,https://www.tiktok.com/music/Cool-Kids-6711299716161751042,Warner Bros.,"Aug 19, 2019",62,325K,745K,6,"Jul 2, 2022",2,-0.14,USWB11301764
8,5,Vulture Island,S3201,Rob49,/track?id=68294300,https://www.tiktok.com/music/Vulture-Island-7034163018074163201,Rob49,"Nov 23, 2021",73,307K,570K,7,"Jul 16, 2022",11,0.71,USLD91735711
9,-7,Man of my Word,S2139,"Lil Baby, Lil Durk",/track?id=47125654,https://www.tiktok.com/music/original-sound-7086935754085092139,Quality Control Music/Alamo Records/Motown Records,"Jun 1, 2021",52,289K,973K,2,"Jul 2, 2022",10,-1.00,USUG12101603
10,-6,Running Up That Hill (A Deal With God),S1712,Kate Bush,/track?id=12662506,https://www.tiktok.com/music/Running-Up-That-Hill-A-Deal-With-God-235918692176371712,Parlophone UK,"Aug 20, 2019",19,283K,2.7M,1,"Jun 11, 2022",16,-0.86,GBCNR8500002
11,65,Cumbia Buena,S4705,Grupo la Cumbia,/track?id=28931480,https://www.tiktok.com/music/Cumbia-Buena-6802349518965704705,DDMW,"Mar 8, 2020",99,266K,367K,9,"Jul 16, 2022",8,9.29,QZGLM2048244
12,-2,Top Off,S4741,Gunna,/track?id=18348210,https://www.tiktok.com/music/Top-Off-5000000001457014741,300 Entertainment,"Dec 11, 2020",69,263K,639K,10,"Jul 2, 2022",10,-0.29,QZ5FA1752048
13,13,Lady Marmalade - Single Edit,S2034,"Christina Aguilera, Lil' Kim, Mýa, P!nk",/track?id=83265300,https://www.tiktok.com/music/Lady-Marmalade-146012034,Interscope,"May 12, 2022",97,240K,380K,13,"Jul 9, 2022",6,1.86,USUM72206801
14,36,Stargirl Interlude,S2321,"The Weeknd, Lana Del Rey",/track?id=15896217,https://www.tiktok.com/music/Stargirl-Interlude-6751005932647352321,Universal Republic Records,"Sep 2, 2019",88,221K,420K,14,"Jul 9, 2022",8,5.14,USUG11601002
