Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,14,https://www.tiktok.com/1jode,https://www.tiktok.com/1jode/video/7011895561280343297,Butter,BTS,/track?id=43532726,https://www.tiktok.com/music/Butter-6988019431607633922,22.4M,0,37.8K,1.6K,1,"Sep 30, 2021",,3,QM6MZ2156864
2,New,https://www.tiktok.com/saifshawaf,https://www.tiktok.com/saifshawaf/video/7013432917212941573,Squid Game,,,https://www.tiktok.com/music/Squid-Game-7012032012362745857,17.2M,0,2.4M,10.1K,2,"Sep 30, 2021",,3,
3,-2,https://www.tiktok.com/twiniboo,https://www.tiktok.com/twiniboo/video/7013145735747079429,Chopin Nocturne No. 2 Piano Mono,,,https://www.tiktok.com/music/Chopin-Nocturne-No-2-Piano-Mono-6817665487665629186,35.4M,0,8.2M,158.4K,1,"Sep 29, 2021",,132,
4,New,https://www.tiktok.com/matargaye105,https://www.tiktok.com/matargaye105/video/7013403589569711365,Duhan,Serhat Durmus,/track?id=13345459,https://www.tiktok.com/music/Dermus-Zerren-Remix-Club-Version-6933296243036669954,12.1M,0,600.6K,3.2K,4,"Sep 30, 2021",,3,ITXDW1700034
5,New,https://www.tiktok.com/joealbanese,https://www.tiktok.com/joealbanese/video/7013221068974443781,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,20.5M,0,1.9M,8.5K,5,"Sep 30, 2021",,1,USUAN1400011
6,New,https://www.tiktok.com/kimberly.loaiza,https://www.tiktok.com/kimberly.loaiza/video/7013434295419276550,Matatan,"Kaleb Di Masi, Alan Gomez",/track?id=47209181,https://www.tiktok.com/music/Matatan-6968857200007137282,14.6M,0,2.4M,31.4K,6,"Sep 30, 2021",,24,US3DF2156588
7,New,https://www.tiktok.com/yulked,https://www.tiktok.com/yulked/video/7013532344355163398,Stir Fry,Migos,/track?id=17903693,https://www.tiktok.com/music/Stir-Fry-6750951837064513538,8.5M,0,870K,17.7K,7,"Sep 30, 2021",,25,USUM71714081
8,New,https://www.tiktok.com/holdpinching,https://www.tiktok.com/holdpinching/video/7013612764463762690,LALISA,LISA,/track?id=59708113,https://www.tiktok.com/music/LALISA-7005888396321097729,8M,0,417.8K,5.3K,8,"Sep 30, 2021",,33,KRA402100098
9,-5,https://www.tiktok.com/iammrmoney,https://www.tiktok.com/iammrmoney/video/7002895498260532486,Not Afraid,Eminem,/track?id=15916643,https://www.tiktok.com/music/Not-Afraid-6841875237454252033,28.5M,0,787.8K,9.2K,4,"Sep 29, 2021",,30,USUM71011769
10,10,https://www.tiktok.com/besttoks,https://www.tiktok.com/besttoks/video/7010730278226300166,La Botella,,,https://www.tiktok.com/music/La-Botella-6996925645464848385,21.4M,0,724.6K,1.1K,6,"Oct 1, 2021",3.00,13,
11,New,https://www.tiktok.com/its.michhh,https://www.tiktok.com/its.michhh/video/7013491608427482373,Azul,J Balvin,/track?id=28792829,https://www.tiktok.com/music/Azul-6806083515436779522,7M,0,1.2M,6.8K,11,"Sep 30, 2021",,15,USUM72001731
12,New,https://www.tiktok.com/samkaxttrrip,https://www.tiktok.com/samkaxttrrip/video/7013458582846934273,LIPSI HA,INSTASAMKA,/track?id=59687185,https://www.tiktok.com/music/LIPSI-HA-7002992205623199746,5.9M,0,401.4K,1.2K,12,"Sep 30, 2021",,1,FRX452167127
13,New,https://www.tiktok.com/doctoryoun,https://www.tiktok.com/doctoryoun/video/7013448142859275525,Survivor,"2WEI, Edda Hayes",/track?id=18258071,https://www.tiktok.com/music/Survivor-6806633015976921090,5.9M,0,775.5K,19.2K,13,"Sep 30, 2021",,12,US43C1608185
14,-7,https://www.tiktok.com/tom_ismyname,https://www.tiktok.com/tom_ismyname/video/7013009766175853826,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,14.9M,0,809.8K,832,7,"Sep 29, 2021",,2,USUAN1400011
15,-12,https://www.tiktok.com/pinkshirtcouple,https://www.tiktok.com/pinkshirtcouple/video/7012709960945650950,Girls Want Girls (with Lil Baby),"Drake, Lil Baby",/track?id=58853591,https://www.tiktok.com/music/Girls-Want-Girls-7003584634105628674,28.8M,0,5.8M,31.4K,3,"Sep 29, 2021",,40,USUG12104399
16,New,https://www.tiktok.com/anxietycouple,https://www.tiktok.com/anxietycouple/video/7013510418920475910,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,5.1M,0,487.3K,1.3K,16,"Sep 30, 2021",,2,USUAN1400011
17,New,https://www.tiktok.com/larissaflor_,https://www.tiktok.com/larissaflor_/video/7013467998493101317,Sem Sentimento,"DG e Batidão Stronda, Felipe Amorim, Mc Danny",/track?id=54173178,https://www.tiktok.com/music/Sem-Sentimento-6981999783728646145,4.8M,0,441.5K,1.2K,17,"Sep 30, 2021",,23,BXG6R2100521
18,1,https://www.tiktok.com/valeriyabearwolf,https://www.tiktok.com/valeriyabearwolf/video/7013069423275773185,In Da Getto,"J Balvin, Skrillex",/track?id=51828056,https://www.tiktok.com/music/In-Da-Getto-6977562309870749697,10.7M,0,840.2K,2.4K,18,"Sep 30, 2021",,4,QZM5U2100095
19,-8,https://www.tiktok.com/salt_hank,https://www.tiktok.com/salt_hank/video/7012995380799409414,水に流して,Édith Piaf,/track?id=18649553,https://www.tiktok.com/music/水に流して-6850502927358887937,14.9M,0,1.4M,8.3K,11,"Sep 29, 2021",,48,GB8XC1025295
20,New,https://www.tiktok.com/mamalindy,https://www.tiktok.com/mamalindy/video/7013153731344731398,TWINNEM,Coi Leray,/track?id=60930880,https://www.tiktok.com/music/TWINNEM-7010057968234268674,15.3M,0,1.5M,6.3K,20,"Sep 30, 2021",,4,USUM72115284
21,New,https://www.tiktok.com/movies_recomm,https://www.tiktok.com/movies_recomm/video/7013474041172446470,Summertime Sadness,Summertime Sadness,/track?id=11597014,https://www.tiktok.com/music/Summertime-Sadness-6874249947533805581,4.5M,0,793.8K,4.5K,21,"Sep 30, 2021",,15,DEHT41101937
22,-13,https://www.tiktok.com/queenmiao_,https://www.tiktok.com/queenmiao_/video/7012973194927721730,MONEY,LISA,/track?id=59708272,https://www.tiktok.com/music/MONEY-7005888397580208130,13.9M,0,2.7M,10.1K,9,"Sep 29, 2021",,30,KRA402100099
23,-21,https://www.tiktok.com/caelike,https://www.tiktok.com/caelike/video/7013093918954818821,Linda,,,https://www.tiktok.com/music/Linda-7006415372777786117,19.5M,0,2.4M,16.5K,2,"Sep 29, 2021",,35,
24,New,https://www.tiktok.com/valentinolazaroh_,https://www.tiktok.com/valentinolazaroh_/video/7013465443746843909,Linda,,,https://www.tiktok.com/music/Linda-7006415372777786117,4.9M,0,425.2K,1.4K,24,"Sep 30, 2021",,1,
25,New,https://www.tiktok.com/mokshabybee,https://www.tiktok.com/mokshabybee/video/7013357418973367557,Ghostbusters,WALK THE MOON,/track?id=15678211,https://www.tiktok.com/music/Ghostbusters-6716348599585736705,5.5M,0,249.2K,2K,25,"Sep 30, 2021",,40,USRC11601201
26,New,https://www.tiktok.com/valentinolazaroh_,https://www.tiktok.com/valentinolazaroh_/video/7013483305844690181,Might Be - Remix,"DJ Luke Nasty, PnB Rock",/track?id=15964980,https://www.tiktok.com/music/Might-Be-Remix-6962756925507390213,4.3M,0,336.7K,2.1K,26,"Sep 30, 2021",,1,USUYG1100038
27,New,https://www.tiktok.com/rxthism,https://www.tiktok.com/rxthism/video/7013496256416812293,"Kingdom Dance - From ""Tangled""/Score",,,https://www.tiktok.com/music/Kingdom-Dance-From-TangledScore-7001137287748766469,3.9M,0,338.1K,351,27,"Sep 30, 2021",,17,
28,New,https://www.tiktok.com/katherinewants,https://www.tiktok.com/katherinewants/video/7013473520818736390,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,4.3M,0,405.4K,3.4K,28,"Sep 30, 2021",,6,USUAN1400011
