Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,New,Strange Place,,,,https://www.tiktok.com/music/null,,"Apr 27, 2022",59,784K,802K,1,"May 7, 2022",3,,USLZJ2275318
2,2,Shes Buff,,"Beatdemons, Ssj9k",/track?id=80559385,https://www.tiktok.com/music/null,Beatdemons LLC & Beatstars Publishing by SonyPub,"Apr 23, 2022",44,643K,1.1M,2,"May 7, 2022",13,0.29,QZHN62253854
3,-2,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"Aug 23, 2019",3,474K,7M,1,"Feb 26, 2022",15,-0.29,USA3D0700101
4,179,About Damn Time,S1762,Lizzo,/track?id=79572011,https://www.tiktok.com/music/About-Damn-Time-7086201843973621762,Nice Life/Atlantic,"Apr 12, 2022",84,449K,485K,1,"May 14, 2022",18,25.57,USAT22202139
5,1,Sunroof,S6594,"Nicky Youre, dazy",/track?id=67502648,https://www.tiktok.com/music/Sunroof-7030869625311086594,Thirty Knots,"Nov 14, 2021",14,377K,2.7M,3,"May 14, 2022",63,0.14,QM24S2107064
6,New,С O L D,,Enderboybeats,/track?id=82255515,https://www.tiktok.com/music/null,7Fox Ent.,"May 1, 2022",109,328K,328K,6,"May 7, 2022",2,,QZHN82215341
7,-4,Love in This Club (feat. Young Jeezy),S9322,"Usher, Jeezy",/track?id=15484175,https://www.tiktok.com/music/Love-in-This-Club-feat-Jeezy-Young-Jeezy-59322,EMI TV,"Aug 16, 2019",23,327K,2M,1,"Apr 23, 2022",14,-0.57,USLF20800001
8,1,Yoko Tsuno,,,,https://www.tiktok.com/music/null,,"Apr 24, 2022",76,295K,591K,8,"May 7, 2022",2,0.14,SGB502216389
9,37,so silly !,S6562,Koto.,/track?id=75486459,https://www.tiktok.com/music/so-silly-7072080951102146562,1168634 Records DK,"Mar 5, 2022",100,248K,362K,5,"May 14, 2022",13,5.29,QZDA82260364
10,-3,I Like,S3985,Guy,/track?id=15535958,https://www.tiktok.com/music/I-Like-6917464269244073985,Universal Music Division Barclay,"Sep 2, 2019",13,245K,2.7M,2,"Apr 16, 2022",15,-0.43,USMC18825792
11,64,Over,S5121,Lucky Daye,/track?id=61321186,https://www.tiktok.com/music/Over-7010846497831045121,Keep Cool/RCA Records,"Sep 21, 2021",51,237K,957K,11,"May 7, 2022",15,9.14,USRC12102179
12,0,First Class,S0642,Jack Harlow,/track?id=79456616,https://www.tiktok.com/music/First-Class-7084006982138480642,Generation Now/Atlantic,"Apr 6, 2022",40,232K,1.2M,11,"Apr 16, 2022",16,0.00,USAT22203024
13,-5,Roll It All Dump,,,,https://www.tiktok.com/music/null,,"Apr 14, 2022",66,224K,720K,8,"Apr 30, 2022",6,-0.71,QZ8252210707
14,-4,As It Was,S5374,Harry Styles,/track?id=79012900,https://www.tiktok.com/music/As-It-Was-7081406189908675374,Columbia,"Mar 30, 2022",22,209K,2M,4,"Apr 9, 2022",19,-0.57,USSM12200612
15,-13,what if i took it off for you?,,,,https://www.tiktok.com/music/null,,"Jun 6, 2021",38,208K,1.3M,2,"Apr 30, 2022",4,-1.86,GBAKX2100054
16,10,Tell Me Something,S1634,ran1200,/track?id=80729896,https://www.tiktok.com/music/Tell-Me-Something-7059082410318661634,ran1200,"Jan 29, 2022",108,187K,329K,16,"May 7, 2022",2,1.43,BXY5K2297393
17,-6,Bestie,S7169,"DaBaby, YoungBoy Never Broke Again",/track?id=75292748,https://www.tiktok.com/music/Bestie-7070866752007047169,South Coast Music Group / Interscope Records / Atlantic Records,"Mar 2, 2022",18,170K,2.3M,10,"Mar 12, 2022",20,-0.86,USUM72202750
18,-3,Vegas (I Wanna Ride),S8305,Joseline Hernandez,/track?id=69596777,https://www.tiktok.com/music/Vegas-I-Wanna-Ride-7042544889816418305,GS Entertainment Inc,"Dec 16, 2021",74,165K,598K,15,"Apr 30, 2022",11,-0.43,QMVHD2100009
19,New,Heaven Can Wait,S1729,Michael Jackson,/track?id=15766907,https://www.tiktok.com/music/Heaven-Can-Wait-If-the-angels-came-for-me-I'd-tell-them-no-7104790222528841729,Legacy Recordings,"Aug 16, 2019",153,160K,164K,19,"May 7, 2022",9,,USSM10110421
20,New,Bananza x Again,,,,https://www.tiktok.com/music/null,,"May 1, 2022",124,152K,262K,20,"May 7, 2022",1,,QZ8252212405
21,1,Enemy - from the series Arcane League of Legends,S1954,"Imagine Dragons, JID, Arcane, League of Legends",/track?id=65244227,https://www.tiktok.com/music/Enemy-from-the-series-Arcane-League-of-Legends-7023061500537341954,KIDinaKORNER/Interscope Records,"Oct 22, 2021",61,152K,786K,21,"May 7, 2022",15,0.14,USUM72119916
22,11,subway trend speed,,,,https://www.tiktok.com/music/null,,"Apr 9, 2022",64,149K,763K,12,"Apr 16, 2022",4,1.57,QZHN42210363
23,-7,Lita Maso Ruwina Banchi,,,,https://www.tiktok.com/music/null,,"Apr 18, 2022",104,143K,348K,16,"Apr 30, 2022",6,-1.00,QZ8252211119
24,New,Sway,S4069,Michael Bublé,/track?id=15687304,https://www.tiktok.com/music/Sway-Sped-Up-Version-7038982678271544069,143/Reprise,"Aug 20, 2019",155,142K,157K,24,"May 7, 2022",2,,USRE10201551
25,0,Wait a Minute!,S0946,WILLOW,/track?id=13904490,https://www.tiktok.com/music/Wait-a-Minute-6740534003704530946,Roc Nation W Smith P&D,"Sep 2, 2019",28,138K,1.7M,24,"May 14, 2022",22,0.00,QMJMT1500801
26,New,Swërved It,S7234,Yeat,/track?id=59697688,https://www.tiktok.com/music/Swërved-It-7002409507103967234,TwizzyRich,"Aug 30, 2021",147,138K,171K,26,"May 7, 2022",4,,USLD91734266
27,-22,Going Slow,,,,https://www.tiktok.com/music/null,,"Apr 24, 2022",81,137K,516K,5,"Apr 30, 2022",2,-3.14,QZ8252211791
28,-14,Boogie Woogie Wu,S4022,Insane Clown Posse,/track?id=15420357,https://www.tiktok.com/music/Boogie-Woogie-Wu-5000000001365084022,Island Records,"Sep 5, 2019",89,131K,441K,14,"Apr 30, 2022",5,-2.00,USIR29700347
29,2,Lavel Up,,,,https://www.tiktok.com/music/null,,"Apr 16, 2022",112,130K,314K,29,"May 7, 2022",7,0.29,QZ8252210926
30,-13,Gito Nachi Ei Paro,,,,https://www.tiktok.com/music/null,,"Apr 17, 2022",78,129K,569K,10,"Apr 23, 2022",7,-1.86,QZ8252210994
31,-18,Boogie Woogie Wu,S4022,Insane Clown Posse,/track?id=15420357,https://www.tiktok.com/music/Boogie-Woogie-Wu-5000000001365084022,Island Records,"Sep 2, 2019",88,127K,444K,13,"Apr 30, 2022",3,-2.57,USIR29700347
32,-2,Faso de Lona,,,,https://www.tiktok.com/music/null,,"Apr 10, 2022",83,126K,499K,30,"Apr 30, 2022",5,-0.29,QZ8252210278
33,-15,Boogie Woogie Wu,S4022,Insane Clown Posse,/track?id=15420357,https://www.tiktok.com/music/Boogie-Woogie-Wu-5000000001365084022,Island Records,"Sep 2, 2019",91,122K,414K,18,"Apr 30, 2022",3,-2.14,USIR29700347
