Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/lefamily_show,https://www.tiktok.com/lefamily_show/video/7039349098444623106,I Love You Daddy,The Kiboomers,/track?id=24070914,https://www.tiktok.com/music/I-Love-You-Daddy-6730323879689979906,24.7M,0,1.1M,6.9K,1,"Dec 9, 2021",,75,QM6MZ1956925
2,New,https://www.tiktok.com/alysonstoner,https://www.tiktok.com/alysonstoner/video/7039412058122636591,Water Under the Bridge,Adele,/track?id=12570433,https://www.tiktok.com/music/Water-Under-the-Bridge-6905103975419217922,16.9M,0,2.7M,9.7K,2,"Dec 9, 2021",,28,GBBKS1500219
3,New,https://www.tiktok.com/mackenzieziegler,https://www.tiktok.com/mackenzieziegler/video/7039387323682786606,You're A Jerk,New Boyz,/track?id=15262824,https://www.tiktok.com/music/You're-a-Jerk-261370013662752768,15.4M,0,3.3M,9K,3,"Dec 9, 2021",,31,USEA20900194
4,9,https://www.tiktok.com/cookingwithayeh,https://www.tiktok.com/cookingwithayeh/video/7038167411580849410,Do It To It,"ACRAZE, Cherish",/track?id=57467910,https://www.tiktok.com/music/Do-It-To-It-6995755718976473089,17M,0,2M,3.3K,4,"Dec 9, 2021",,4,QZFPL2100100
5,New,https://www.tiktok.com/syeraplitt,https://www.tiktok.com/syeraplitt/video/7039469157892640006,You're A Jerk,New Boyz,/track?id=15262824,https://www.tiktok.com/music/You're-a-Jerk-261370013662752768,7.3M,0,1.9M,9.3K,5,"Dec 9, 2021",,25,USEA20900194
6,New,https://www.tiktok.com/nicoletv,https://www.tiktok.com/nicoletv/video/7039405032789331205,I.Y.B.,NLE Choppa,/track?id=66919378,https://www.tiktok.com/music/IYB-7031142788365912066,9.7M,0,1.8M,9K,6,"Dec 9, 2021",,42,USWB12104594
7,New,https://www.tiktok.com/gianlucavacchi,https://www.tiktok.com/gianlucavacchi/video/7039185658342165766,Do It To It,"ACRAZE, Cherish",/track?id=57467910,https://www.tiktok.com/music/Do-It-To-It-6995755718976473089,16.2M,0,802.7K,5.1K,7,"Dec 9, 2021",,50,QZFPL2100100
8,New,https://www.tiktok.com/lilcurlyhaha,https://www.tiktok.com/lilcurlyhaha/video/7039345637573266694,In Da Club,50 Cent,/track?id=15414667,https://www.tiktok.com/music/In-Da-Club-6756464034159003649,7.3M,0,800.4K,1.1K,8,"Dec 9, 2021",,10,USIR10300033
9,New,https://www.tiktok.com/marcdanielbernardo,https://www.tiktok.com/marcdanielbernardo/video/7039290322592992538,Infinity,Jaymes Young,/track?id=15093243,https://www.tiktok.com/music/Infinity-7030156423506316034,7.8M,0,1.2M,11K,9,"Dec 9, 2021",,2,USAT21700859
10,-6,https://www.tiktok.com/averycyrus,https://www.tiktok.com/averycyrus/video/7038651838912318766,Infinity,Jaymes Young,/track?id=15093243,https://www.tiktok.com/music/Infinity-7030156423506316034,30.3M,0,3.3M,46K,2,"Dec 7, 2021",,81,USAT21700859
11,New,https://www.tiktok.com/theangelshome,https://www.tiktok.com/theangelshome/video/7039354833530326273,Rude,MAGIC!,/track?id=11209669,https://www.tiktok.com/music/Rude-242608706742521856,5.7M,0,504.4K,3.2K,11,"Dec 9, 2021",,7,CAV161300016
12,78,https://www.tiktok.com/adamw,https://www.tiktok.com/adamw/video/7037589051360169222,Sweet Tuition,,,https://www.tiktok.com/music/Sweet-Tuition-7007899891071223810,7.9M,0,205.6K,553,12,"Dec 9, 2021",,8,
13,-11,https://www.tiktok.com/briankoro,https://www.tiktok.com/briankoro/video/7038682732557471023,abcdefu,GAYLE,/track?id=56814906,https://www.tiktok.com/music/abcdefu-6994724904944568322,21M,0,3.3M,5.1K,2,"Dec 8, 2021",,86,USAT22103652
14,New,https://www.tiktok.com/trickshotzac,https://www.tiktok.com/trickshotzac/video/7039504401765092654,Silence,"Marshmello, Khalid",/track?id=15679276,https://www.tiktok.com/music/Silence-294687406728110080,5.2M,0,56.9K,175,14,"Dec 9, 2021",,8,USRC11701901
