Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,17,6000 Degrees (AH HA),S6187,$hyfromdatre,/track?id=94305158,https://www.tiktok.com/music/6000-degrees-x-Shyfromdatre-7143416796954086187,$hyfromdatre,"Oct 18, 2022",35,856K,1.3M,1,"Nov 12, 2022",16,2.43,QZNMX2254862
2,2,Bad Habit,S0450,Steve Lacy,/track?id=84088250,https://www.tiktok.com/music/Bad-Habit-7152997794909800450,L-M Records/RCA Records,"Jun 26, 2022",5,465K,6.4M,2,"Aug 6, 2022",31,0.29,USRC12201440
3,54,Magic Fingers,,,,https://www.tiktok.com/music/null,,"Oct 31, 2022",85,408K,483K,3,"Nov 12, 2022",7,7.71,DGA062201467
4,156,Baby Got Back,S4401,Sir Mix-A-Lot,/track?id=15815307,https://www.tiktok.com/music/Baby-Got-Back-7029297802328934401,American Recordings,"Sep 2, 2019",4,324K,7M,1,"Sep 4, 2021",44,,USSM19100221
5,4,L$d,S4433,Luclover,/track?id=80001990,https://www.tiktok.com/music/Ld-7085791307943954433,independent,"Apr 11, 2022",1,310K,13M,1,"Jul 23, 2022",39,0.57,QZHN42243265
6,New,Yeah u look good :p,S1873,Perus Dokackris,/track?id=95424826,https://www.tiktok.com/music/Yeah-u-look-good-p-7161795390147151873,Perus Dokackris,"Nov 2, 2022",106,281K,307K,6,"Nov 12, 2022",7,,PLC062241622
7,New,Lollipop,S7758,"Lil Wayne, Static Major",/track?id=15193367,https://www.tiktok.com/music/Lollipop-145167758,CM/Republic,"Sep 2, 2019",71,262K,683K,7,"Nov 12, 2022",7,,USCM50800556
8,-7,I Know,S3649,"Big Sean, Jhené Aiko",/track?id=15933586,https://www.tiktok.com/music/I-Know-6750951874599323649,Virgin EMI,"Sep 2, 2019",21,260K,1.9M,1,"Nov 5, 2022",15,-1.00,USUM71501149
9,-7,I Know,S3649,"Big Sean, Jhené Aiko",/track?id=15933586,https://www.tiktok.com/music/I-Know-6750951874599323649,Virgin EMI,"Sep 2, 2019",25,253K,1.7M,2,"Nov 5, 2022",11,-1.00,USUM71501149
10,New,Rich Flex,S0610,"Drake, 21 Savage",/track?id=95124968,https://www.tiktok.com/music/Rich-Flex-7162017080122820610,OVO / Republic Records,"Nov 3, 2022",120,247K,267K,7,"Dec 3, 2022",12,,USUG12208598
11,New,I Know,,"Big Sean, Jhené Aiko",/track?id=15933599,https://www.tiktok.com/music/null,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,"Sep 12, 2019",121,245K,265K,11,"Nov 12, 2022",1,,USUM71501162
12,-4,Just Wanna Rock,S6574,Lil Uzi Vert,/track?id=94209493,https://www.tiktok.com/music/Just-Wanna-Rock-7143731623425526574,Generation Now/Atlantic,"Oct 14, 2022",46,228K,1.1M,3,"Oct 29, 2022",25,-0.57,USAT22219211
13,New,Cayendo (Side A - Acoustic),S6241,Frank Ocean,/track?id=28908496,https://www.tiktok.com/music/Cayendo-Side-A-Acoustic-6824069428980746241,Blonded,"May 6, 2020",116,228K,274K,13,"Nov 12, 2022",3,,QM24S1921622
14,5,BILLIE EILISH.,S3345,Armani White,/track?id=82976157,https://www.tiktok.com/music/Billie-Eilish-7096439256658233345,"Legendbound, LLC / Def Jam Recordings","May 10, 2022",14,225K,3.1M,8,"Oct 22, 2022",37,0.71,SGB502248062
15,-1,Just Dance,S0401,"Lady Gaga, Colby O'Donis",/track?id=15908989,https://www.tiktok.com/music/Just-Dance-6917743207947110401,Interscope,"Sep 2, 2019",31,225K,1.4M,13,"Nov 19, 2022",25,-0.14,USUM70807646
16,-4,Put It On Me,S8817,YoungBoy Never Broke Again,/track?id=91350382,https://www.tiktok.com/music/Put-It-On-Me-7140696319504418817,"Never Broke Again, LLC","Sep 6, 2022",45,207K,1.1M,12,"Nov 5, 2022",16,-0.57,USAT22214618
17,3,Made You Look,S0650,Meghan Trainor,/track?id=94279263,https://www.tiktok.com/music/Made-You-Look-7153075272433060650,Epic,"Oct 12, 2022",83,185K,498K,16,"Nov 19, 2022",14,0.43,USSM12204574
18,47,Shabooya,S6222,"Hitkidd, Gloss Up, K Carbon, Slimeroni, Aleza",/track?id=93155275,https://www.tiktok.com/music/shabooya-7149732836692626222,Blac Noize!,"Sep 22, 2022",97,183K,354K,18,"Nov 12, 2022",13,6.71,QZRD92202065
19,-6,If I Will Be,,,,https://www.tiktok.com/music/null,,"Oct 21, 2022",82,179K,502K,13,"Nov 5, 2022",6,-0.86,SGB502271416
20,-9,Pretty Boy Swag,,Soulja Boy,/track?id=15917135,https://www.tiktok.com/music/null,Mr. Collipark,"Sep 7, 2019",15,178K,3M,1,"Oct 15, 2022",11,-1.29,USUM71015226
21,-6,-غضب,,,,https://www.tiktok.com/music/null,,"Oct 27, 2022",93,168K,376K,15,"Nov 5, 2022",7,-0.86,NLRD52212205
