Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,New,Lupa Daratan,,,,https://www.tiktok.com/music/null,,"Mar 4, 2022",50,1M,1M,1,"Mar 12, 2022",17,,QZDA82253223
2,-1,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"Aug 23, 2019",19,807K,2.1M,1,"Feb 26, 2022",15,-0.14,USA3D0700101
3,New,Cash App,S6129,Louie Ray,/track?id=51874909,https://www.tiktok.com/music/Cash-App-6979505394108336129,Still Grinding Entertainment,"Jun 29, 2021",61,731K,732K,1,"Mar 19, 2022",11,,QZK6P2117585
4,0,556 (Green Tip),S7374,iayze,/track?id=73631011,https://www.tiktok.com/music/556-Green-Tip-7059436057242307374,Simple Stupid Records/Geffen Records,"Feb 7, 2022",46,485K,1.1M,4,"Mar 5, 2022",7,0.00,USLD91736763
5,New,Zou Bisou Bisou,,,,https://www.tiktok.com/music/null,,"Aug 9, 2020",85,419K,441K,5,"Mar 12, 2022",7,,TCAFA2073845
6,1,Rocking A Cardigan in Atlanta,S7746,lil Shordie Scott,/track?id=73011588,https://www.tiktok.com/music/Rocking-A-Cardigan-in-Atlanta-7058463948324767746,Social Currency Enterprises,"Jan 28, 2022",56,398K,817K,6,"Mar 12, 2022",16,0.14,USUYG1411494
7,New,Old Town Road,,,,https://www.tiktok.com/music/null,,"Mar 4, 2022",98,354K,357K,7,"Mar 12, 2022",3,,VNTTH2200161
8,New,Streets x Blood Sweat & Tears,,,,https://www.tiktok.com/music/null,,"Mar 6, 2022",108,319K,319K,8,"Mar 12, 2022",2,,VNHNH2200151
9,-6,Forever,S1617,Labrinth,/track?id=25531325,https://www.tiktok.com/music/Forever-6740248251825391617,Masterworks,"Sep 23, 2019",22,317K,1.9M,3,"Feb 26, 2022",17,-0.86,USQX91902499
10,New,Bestie,S7169,"DaBaby, YoungBoy Never Broke Again",/track?id=75292748,https://www.tiktok.com/music/Bestie-7070866752007047169,South Coast Music Group / Interscope Records / Atlantic Records,"Mar 2, 2022",111,299K,303K,10,"Mar 12, 2022",20,,USUM72202750
11,New,Thinking with My Dick (feat. Juicy J),S8288,"Kevin Gates, Juicy J",/track?id=15087427,https://www.tiktok.com/music/Thinking-With-My-Dick-feat-Juicy-J-224448124348428288,Bread Winners Association/Atlantic,"Aug 21, 2019",114,288K,295K,6,"Mar 19, 2022",7,,USAT21301783
12,7,Who's That Chick? (feat. Rihanna),S2688,Rihanna,/track?id=12334199,https://www.tiktok.com/music/Whos-That-Chick-feat-Rihanna-Who's-That-Chick?-(feat.-Rihanna)-249756172461682688,Parlophone France,"Aug 21, 2019",84,265K,441K,12,"Mar 12, 2022",16,1.00,FRZID1000700
13,New,"Wanna Be Startin' Somethin' (ma-ma-say, ma-ma-sah, ma-ma-coo-sah) (Single Version)",,Michael Jackson,/track?id=15777208,https://www.tiktok.com/music/null,Epic/Legacy,"Feb 28, 2022",118,258K,258K,13,"Mar 12, 2022",8,,USSM10501508
14,New,Bestie,,"DaBaby, YoungBoy Never Broke Again",/track?id=75334246,https://www.tiktok.com/music/null,South Coast Music Group / Interscope Records / Atlantic Records,"Mar 2, 2022",117,255K,259K,14,"Mar 12, 2022",14,,USUM72202751
15,-9,Ginseng Strip 2002,S4054,Yung Lean,/track?id=14145576,https://www.tiktok.com/music/Ginseng-Strip-2002-6997999797663714054,YEAR0001,"Aug 30, 2019",8,226K,5.3M,1,"Jan 29, 2022",26,-1.29,SEY491300006
16,-11,Big and Chunky,,,,https://www.tiktok.com/music/null,,"Feb 26, 2022",75,208K,520K,5,"Mar 5, 2022",3,-1.57,VNTTH2200138
17,9,emo girl,,,,https://www.tiktok.com/music/null,,"Feb 1, 2022",88,203K,428K,17,"Mar 12, 2022",7,1.29,USUM72201367
18,New,Cancun SEGA - Remix,,,,https://www.tiktok.com/music/null,,"Feb 27, 2022",125,196K,209K,18,"Mar 12, 2022",2,,VNNVK2200033
