Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/namenimsand,https://www.tiktok.com/namenimsand/video/7046682962435345669,Can We Kiss Forever?,"Kina, Adriana Proenza",/track?id=27539678,https://www.tiktok.com/music/Goodbye-6766700703642700546,73.6M,0,6.8M,79.2K,1,"Dec 30, 2021",,10,USSM11914456
2,New,https://www.tiktok.com/changed_from_viralmed,https://www.tiktok.com/changed_from_viralmed/video/7047299355144965403,Not Afraid,Eminem,/track?id=15916643,https://www.tiktok.com/music/Not-Afraid-6841875237454252033,15.5M,0,141.7K,2.8K,2,"Dec 30, 2021",,38,USUM71011769
3,New,https://www.tiktok.com/mimiermakeup,https://www.tiktok.com/mimiermakeup/video/7047188723167005957,Own Brand Freestyle,"FelixThe1st, Dréya Mac, Finch Fetti",/track?id=64396060,https://www.tiktok.com/music/Own-Brand-Freestyle-7019087686937872386,17M,0,2.7M,9.7K,3,"Dec 30, 2021",,13,QZK6J2144340
4,New,https://www.tiktok.com/justjoshingvfx,https://www.tiktok.com/justjoshingvfx/video/7047183290238766341,Calabria (feat. Lujavo & Nito-Onna),"DMNDS, Dance Fruits Music, Fallen Roses, Lujavo, Nito-Onna",/track?id=34457290,https://www.tiktok.com/music/Calabria-feat-Fallen-Roses-Lujavo-Lunis-6946266124041095169,14.1M,0,1.8M,15.3K,3,"Jan 2, 2022",,83,GBSMU9833211
5,New,https://www.tiktok.com/moustafahagagnj,https://www.tiktok.com/moustafahagagnj/video/7047188249516805382,شكشكة,,,https://www.tiktok.com/music/شكشكة-7044974738490869761,10.7M,0,148.9K,378,5,"Dec 30, 2021",,2,
6,New,https://www.tiktok.com/tobi_twist,https://www.tiktok.com/tobi_twist/video/7047151208406060293,Huggy Wuggy,"Endigo, Maya Fennec",/track?id=66325277,https://www.tiktok.com/music/Huggy-Wuggy-7028112698290210818,10M,0,508.7K,11.8K,6,"Dec 30, 2021",,82,QZNWX2187643
7,New,https://www.tiktok.com/tenderlybaemusic,https://www.tiktok.com/tenderlybaemusic/video/7047271321276828930,Барбисайз - 2,,,https://www.tiktok.com/music/Барбисайз-2-7041146882743896065,7.7M,0,959.4K,9.4K,7,"Dec 30, 2021",,4,
8,-4,https://www.tiktok.com/nathangrayy,https://www.tiktok.com/nathangrayy/video/7046844102360550662,Pope Is a Rockstar,SALES,/track?id=14361352,https://www.tiktok.com/music/Pope-Is-a-Rockstar-7036959062042659630,13.7M,0,376.9K,4.1K,4,"Dec 29, 2021",,77,TCACN1687807
9,New,https://www.tiktok.com/erinduganjurchak,https://www.tiktok.com/erinduganjurchak/video/7047233263127039279,TO THE MOON,"Jnr Choi, Sam Tompkins",/track?id=65782871,https://www.tiktok.com/music/TO-THE-MOON-7025056274156881921,6.4M,0,974.5K,2.9K,9,"Dec 30, 2021",,12,QZNWW2131527
10,66,https://www.tiktok.com/veroniica95,https://www.tiktok.com/veroniica95/video/7043068394807086341,Rules,Doja Cat,/track?id=26593938,https://www.tiktok.com/music/Rules-6750328004775266306,14M,0,4.1M,24.9K,10,"Dec 30, 2021",191.57,17,USRC11902867
11,New,https://www.tiktok.com/cosmozic,https://www.tiktok.com/cosmozic/video/7046923918384418053,Enchanted,Taylor Swift,/track?id=15191284,https://www.tiktok.com/music/Enchanted-6926361532843198466,8.2M,0,1.8M,9K,11,"Dec 30, 2021",,10,USCJY1003663
12,New,https://www.tiktok.com/eddaemilie,https://www.tiktok.com/eddaemilie/video/7047191470029196549,Like a G6,Like a G6 Karaoke,/track?id=32926955,https://www.tiktok.com/music/Like-a-G6-6826181954702985218,6.5M,0,1.9M,15.8K,12,"Dec 30, 2021",,23,USA2P1018434
13,New,https://www.tiktok.com/soyandreazuniiga,https://www.tiktok.com/soyandreazuniiga/video/7047245938376723717,Da Ya Think I'm Sexy (2008 Album Version),Rod Stewart,/track?id=16022784,https://www.tiktok.com/music/Da-Ya-Think-Im-Sexy-Da-Ya-Think-I'm-Sexy?-7006054823711869702,6M,0,620.7K,2K,13,"Dec 30, 2021",,2,USWB10807926
14,-12,https://www.tiktok.com/changed_from_viralmed,https://www.tiktok.com/changed_from_viralmed/video/7046741671589055771,Paris,Else,/track?id=22945038,https://www.tiktok.com/music/Paris-6766128122128500738,18.6M,0,450.7K,18.1K,2,"Dec 29, 2021",,9,FR7JK1600001
15,1,https://www.tiktok.com/nutrisari,https://www.tiktok.com/nutrisari/video/7045202081547947266,Teman Healing,,,https://www.tiktok.com/music/Teman-Healing-7041768123271219202,16.6M,0,30.1K,167,15,"Dec 28, 2021",,6,
16,New,https://www.tiktok.com/exotic.pet.vet,https://www.tiktok.com/exotic.pet.vet/video/7047336115413765423,Paradise,Ikson,/track?id=18206886,https://www.tiktok.com/music/Paradise-6810180973628491777,4.9M,0,294.4K,2.9K,16,"Dec 30, 2021",,25,SE5BU1794888
