Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,9,Love in This Club (feat. Young Jeezy),S9322,"Usher, Jeezy",/track?id=15484175,https://www.tiktok.com/music/Love-in-This-Club-feat-Jeezy-Young-Jeezy-59322,EMI TV,"Aug 16, 2019",50,606K,1.2M,1,"Apr 23, 2022",14,1.29,USLF20800001
2,1,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"Aug 23, 2019",7,605K,6.1M,1,"Feb 26, 2022",15,0.14,USA3D0700101
3,1,I Like,S3985,Guy,/track?id=15535958,https://www.tiktok.com/music/I-Like-6917464269244073985,Universal Music Division Barclay,"Sep 5, 2019",39,527K,1.4M,3,"Apr 23, 2022",10,0.14,USMC18825792
4,-2,I Like,S3985,Guy,/track?id=15535958,https://www.tiktok.com/music/I-Like-6917464269244073985,Universal Music Division Barclay,"Sep 2, 2019",20,498K,2.1M,2,"Apr 16, 2022",15,-0.29,USMC18825792
5,22,what if i took it off for you?,,,,https://www.tiktok.com/music/null,,"Jun 6, 2021",81,467K,628K,2,"Apr 30, 2022",4,3.14,GBAKX2100054
6,-5,Raise on Right,,,,https://www.tiktok.com/music/null,,"Apr 10, 2022",53,416K,1.1M,1,"Apr 16, 2022",8,-0.71,QZ8252210279
7,-1,I Like,S3985,Guy,/track?id=15535958,https://www.tiktok.com/music/I-Like-6917464269244073985,Universal Music Division Barclay,"Sep 2, 2019",32,375K,1.7M,5,"Apr 9, 2022",4,-0.14,USMC18825792
8,5,Sunroof,S6594,"Nicky Youre, dazy",/track?id=67502648,https://www.tiktok.com/music/Sunroof-7030869625311086594,Thirty Knots,"Nov 14, 2021",24,362K,1.9M,3,"May 14, 2022",63,0.71,QM24S2107064
9,-4,As It Was,S5374,Harry Styles,/track?id=79012900,https://www.tiktok.com/music/As-It-Was-7081406189908675374,Columbia,"Mar 30, 2022",35,324K,1.6M,4,"Apr 9, 2022",19,-0.57,USSM12200612
10,New,Gito Nachi Ei Paro,,,,https://www.tiktok.com/music/null,,"Apr 17, 2022",130,242K,242K,10,"Apr 23, 2022",7,,QZ8252210994
11,3,Bestie,S7169,"DaBaby, YoungBoy Never Broke Again",/track?id=75292748,https://www.tiktok.com/music/Bestie-7070866752007047169,South Coast Music Group / Interscope Records / Atlantic Records,"Mar 2, 2022",25,240K,1.9M,10,"Mar 12, 2022",20,0.43,USUM72202750
12,-1,First Class,S0642,Jack Harlow,/track?id=79456616,https://www.tiktok.com/music/First-Class-7084006982138480642,Generation Now/Atlantic,"Apr 6, 2022",70,237K,790K,11,"Apr 16, 2022",16,-0.14,USAT22203024
13,New,No Role Modelz,S4465,J. Cole,/track?id=15619977,https://www.tiktok.com/music/No-Role-Modelz-Live-6716146885817534465,Roc Nation Records LLC,"Dec 13, 2021",119,196K,275K,13,"Apr 23, 2022",3,,USQX91402598
14,4,We Go Up,S8593,"Nicki Minaj, Fivio Foreign",/track?id=78214480,https://www.tiktok.com/music/We-Go-Up-7079100496471918593,Republic Records,"Mar 24, 2022",84,186K,601K,14,"Apr 23, 2022",6,0.57,USUM72204900
15,4,We Go Up - Extended,S7478,"Nicki Minaj, Fivio Foreign",/track?id=78225096,https://www.tiktok.com/music/We-Go-Up-7079126725686217478,Republic Records,"Mar 24, 2022",72,184K,776K,12,"Apr 9, 2022",7,0.57,USUM72204897
