Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,0,L$d,S4433,Luclover,/track?id=80001990,https://www.tiktok.com/music/Ld-7085791307943954433,independent,"Apr 11, 2022",10,1.9M,3.3M,1,"Jul 23, 2022",39,0.00,QZHN42243265
2,0,Rich Minion,S1617,Yeat,/track?id=84058108,https://www.tiktok.com/music/Rich-Minion-7109284473828591617,Back Lot Music,"Jun 14, 2022",18,692K,2.6M,1,"Jul 16, 2022",8,0.00,USQ4E2200763
3,0,Beat Automotivo Tan Tan Tan Viral,S4978,WZ Beat,/track?id=83331455,https://www.tiktok.com/music/Beat-AutomotivoTan-Tan-Tan-7155425673559934978,WZ Beat,"May 25, 2022",28,494K,1.8M,2,"Jul 16, 2022",40,0.00,BXWEH2200054
4,0,Bad Habit,S0450,Steve Lacy,/track?id=84088250,https://www.tiktok.com/music/Bad-Habit-7152997794909800450,L-M Records/RCA Records,"Jun 26, 2022",43,489K,1.2M,2,"Aug 6, 2022",31,0.00,USRC12201440
5,New,eyes - vip mix,,skaiwater,/track?id=87245083,https://www.tiktok.com/music/null,Cinematic Music Group,"Jul 24, 2022",79,461K,461K,4,"Aug 6, 2022",16,,QMKSC2200082
6,90,F.N.F. (Let's Go),S0619,"Hitkidd, GloRilla",/track?id=81041293,https://www.tiktok.com/music/FNF-Let's-Go-7089140456671480619,Blac Noize!,"May 2, 2022",44,266K,1.2M,1,"Sep 24, 2022",35,12.86,QZRD92201643
7,-1,Carrying Your Love,S5793,David Morris,/track?id=83423457,https://www.tiktok.com/music/Carrying-Your-Love-7099193160047265793,"Grey Area / Dreamtown, USA","May 17, 2022",69,265K,609K,6,"Jul 23, 2022",8,-0.14,QZEQU2246860
8,-3,Betty (Get Money),S5201,Yung Gravy,/track?id=83613205,https://www.tiktok.com/music/Betty-Get-Money-7115090671437875201,Republic Records,"Jun 2, 2022",35,247K,1.4M,3,"Jul 16, 2022",14,-0.43,USUM72210379
9,New,F.N.F. (Let's Go),,"Hitkidd, GloRilla",/track?id=83436317,https://www.tiktok.com/music/null,Blac Noize!,"Jun 1, 2022",109,231K,274K,9,"Jul 30, 2022",9,,QZRD92201747
10,4,Hotel,S3371,Lawsy,/track?id=84172767,https://www.tiktok.com/music/Hotel-7094747276886723371,Grownhoes Records,"Jun 28, 2022",97,169K,348K,10,"Jul 30, 2022",8,0.57,USLD91739046
