Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,0,Ginseng Strip 2002,S4054,Yung Lean,/track?id=14145576,https://www.tiktok.com/music/Ginseng-Strip-2002-6997999797663714054,YEAR0001,"Aug 30, 2019",8,656K,4.4M,1,"Jan 29, 2022",26,0.00,SEY491300006
2,96,Cancun Sega,S5969,GamerBoi,/track?id=73426192,https://www.tiktok.com/music/Cancun-Sega-7060510061156435969,观看,"Feb 2, 2022",85,418K,494K,2,"Feb 19, 2022",3,13.71,BGA472204784
3,5,From Tha Back,S9106,"lil.eaarl, Huncho Da Rockstar",/track?id=54250665,https://www.tiktok.com/music/From-Tha-Back-7076226083082799106,F.W.M.B,"Jul 21, 2021",9,343K,4.3M,3,"Feb 19, 2022",31,0.71,QZK6L2175793
4,New,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"Aug 23, 2019",114,299K,307K,1,"Feb 26, 2022",15,,USA3D0700101
5,16,Playboy,S6817,Jx.Zero,/track?id=35791057,https://www.tiktok.com/music/Playboy-6936644952348706817,772428 Records DK,"Mar 5, 2021",74,294K,621K,5,"Feb 19, 2022",8,2.29,QZDA62175728
6,-2,Major Bag Alert (feat. Migos),,"DJ Khaled, Migos",/track?id=17631254,https://www.tiktok.com/music/null,Epic/We The Best,"Aug 17, 2019",64,280K,759K,4,"Feb 12, 2022",6,-0.29,USSM11705116
7,8,Forever,S1617,Labrinth,/track?id=25531325,https://www.tiktok.com/music/Forever-6740248251825391617,Masterworks,"Sep 23, 2019",58,264K,851K,3,"Feb 26, 2022",17,1.14,USQX91902499
8,-1,We Don't Talk About Bruno,S2322,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",/track?id=66986384,https://www.tiktok.com/music/We-Don't-Talk-About-Bruno-7032019094467512322,Walt Disney Records,"Nov 11, 2021",23,258K,2.1M,2,"Feb 5, 2022",18,-0.14,USWD12112915
9,New,Wanna Be Startin' Somethin',S6130,Michael Jackson,/track?id=15823676,https://www.tiktok.com/music/Wanna-Be-Startin-Somethin-Album-Version-96130,Epic,"Aug 16, 2019",124,249K,264K,4,"Feb 26, 2022",3,,USSM19902986
10,New,Wanna Be Startin' Somethin' (Album Version),,Michael Jackson,/track?id=15811989,https://www.tiktok.com/music/null,Epic,"Aug 16, 2019",125,247K,259K,5,"Feb 26, 2022",3,,USSM18200005
11,17,Monkeys Spinning Monkeys,S9249,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,642414 Records DK2,"Oct 11, 2019",2,242K,8.6M,10,"Jun 26, 2021",104,2.43,USUAN1400011
12,-10,Cornfield Chase - Piano,,,,https://www.tiktok.com/music/null,,"Feb 4, 2022",57,215K,900K,2,"Feb 12, 2022",5,-1.43,VNNVK2200022
13,32,Free J Glizzy,S3857,NFL.HoodHero,/track?id=73480011,https://www.tiktok.com/music/Free-J-Glizzy-7060780155622393857,No fake love records,"Feb 3, 2022",112,213K,327K,13,"Feb 19, 2022",3,4.57,QZFZ62278586
14,5,The Door,,,,https://www.tiktok.com/music/null,,"Jan 28, 2022",73,188K,655K,11,"Feb 5, 2022",7,0.71,US3DF2209031
15,3,Neon Guts - Sped Up,,,,https://www.tiktok.com/music/null,,"Jan 9, 2022",40,188K,1.2M,10,"Jan 22, 2022",9,0.43,VNNVK2200009
16,New,Jaeger,S2081,Diva Wisteria,/track?id=73607871,https://www.tiktok.com/music/Jaeger-7064164211463342081,Diva Wisteria,"Feb 12, 2022",135,181K,182K,16,"Feb 19, 2022",6,,TCJPR2211087
17,-3,Ela Já Tá Louca,S6661,"Anderson Neiff, Kaio Viana, MC CJ, John Johnis",/track?id=68716607,https://www.tiktok.com/music/Ela-Já-Tá-Louca-7057270407434406661,Os Neiffs,"Dec 22, 2021",70,179K,690K,14,"Feb 12, 2022",8,-0.43,QZTVM2136564
18,2,oui,S4929,Jeremih,/track?id=15935671,https://www.tiktok.com/music/Oui-242507479799164929,Universal Music Group,"Nov 28, 2019",18,176K,2.2M,6,"Jan 22, 2022",23,0.29,USUM71513397
19,-7,One Dance,S1776,"Drake, Wizkid, Kyla",/track?id=15194415,https://www.tiktok.com/music/One-Dance-feat-Wizkid-Kyla-222496923914571776,Cash Money Records/Young Money Ent./Universal Rec.,"Sep 2, 2019",43,173K,1.2M,12,"Feb 5, 2022",16,-1.00,USCM51600028
20,14,Dip (#thewoah),S7345,TisaKorean,/track?id=21796167,https://www.tiktok.com/music/Dip-thewoah-6705010360551737345,8jency/Astroknot Sounds,"Aug 20, 2019",35,172K,1.5M,17,"Feb 26, 2022",19,2.00,USAT21811425
21,New,Cupid (Remix),S7553,2Rare,/track?id=73444636,https://www.tiktok.com/music/Cupid-Remix-7062473716534167553,2Rare,"Feb 7, 2022",137,169K,178K,13,"Mar 5, 2022",11,,QZL382245945
22,New,IN THE NAME OF WOD,S5714,Woddy,/track?id=74946815,https://www.tiktok.com/music/IN-THE-NAME-OF-WOD-7062566490460915714,Woddy LLC,"Feb 8, 2022",139,169K,169K,22,"Feb 19, 2022",1,,QZL382246714
