Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
38,117,https://www.tiktok.com/besttoks,https://www.tiktok.com/besttoks/video/6987699710240771333,Loco,"Justin Quiles, Chimbala, Zion & Lennox",/track?id=41516852,https://www.tiktok.com/music/Loco-6966606861491653381,23.2M,0,1.2M,8.9K,21,"Jul 23, 2021",,9,USWL12100223
39,New,https://www.tiktok.com/jullymolinna,https://www.tiktok.com/jullymolinna/video/6990023968564481285,"Lelalaue Fim De Ano - GORDÃO DO PC Part, Mc's LIL BEAT , NANDINHO ,TALIBA E LAUAR",GORDÃO DO PC,/track?id=33601142,https://www.tiktok.com/music/Lelalaue-Fim-De-Ano-GORDÃO-DO-PC-Part-Mc's-LIL-BEAT-NANDINHO-TALIBA-E-LAUAR-6982337206761409286,10.3M,0,1.5M,18.5K,39,"Jul 29, 2021",,11,QZFYX2146705
40,New,https://www.tiktok.com/darianrojasc,https://www.tiktok.com/darianrojasc/video/6990064076311366917,La Vecinita,Don Omar,/track?id=34504796,https://www.tiktok.com/music/La-Vecinita-6983113276305459974,5.9M,0,1.2M,9.1K,40,"Jul 29, 2021",,1,QZDQH2141705
41,New,https://www.tiktok.com/herothailandfanpage,https://www.tiktok.com/herothailandfanpage/video/6990196075713842459,Hymn for the Weekend,Coldplay,/track?id=12529917,https://www.tiktok.com/music/Hymn-for-the-Weekend-6705099690163046401,3.9M,0,598.5K,8K,33,"Jul 30, 2021",,17,GBAYE1500979
42,-18,https://www.tiktok.com/_guzi_,https://www.tiktok.com/_guzi_/video/6989666243745680641,Raising_rosa Toddler,,,https://www.tiktok.com/music/Raisingrosa-Toddler-6816694704701180678,26.1M,0,2.3M,11.2K,24,"Jul 28, 2021",,23,
43,21,https://www.tiktok.com/iamcrisok,https://www.tiktok.com/iamcrisok/video/6989300263110708486,Miénteme,"TINI, Maria Becerra",/track?id=36141910,https://www.tiktok.com/music/Miénteme-6953421057441957889,11.4M,0,375.8K,1.4K,34,"Jul 27, 2021",,15,USHR12141512
44,1531,https://www.tiktok.com/myart1979,https://www.tiktok.com/myart1979/video/6987387738513247494,Sweet Dreams,Puppet Master,/track?id=31853654,https://www.tiktok.com/music/Sweet-Dreams-6767874608516302850,27.1M,0,1.3M,5.6K,26,"Jul 22, 2021",-2.57,23,GBSMU1572078
45,New,https://www.tiktok.com/wishsbhdb,https://www.tiktok.com/wishsbhdb/video/6987459401137523973,ASMR - マウスサウンド_pt9 (feat. テウトASMR),,,https://www.tiktok.com/music/ASMR-マウスサウンドpt9-feat-テウトASMR-6906982611076253698,5.1M,0,281.8K,109.4K,45,"Jul 29, 2021",,2,
46,-32,https://www.tiktok.com/hoootdogs,https://www.tiktok.com/hoootdogs/video/6989278349021564162,everything sucks,vaultboy,/track?id=43422032,https://www.tiktok.com/music/everything-sucks-6957255604062652417,20.6M,0,3.5M,58.8K,2,"Jul 27, 2021",,21,QZLBC2100155
47,New,https://www.tiktok.com/itsjojosiwa,https://www.tiktok.com/itsjojosiwa/video/6990029613774753029,Shake Your Body,The Backyardigans,/track?id=19144895,https://www.tiktok.com/music/Shake-Your-Body-253833395045384192,6.9M,0,1.6M,7.4K,47,"Jul 29, 2021",,22,USN1R0602003
48,New,https://www.tiktok.com/sofiedossi,https://www.tiktok.com/sofiedossi/video/6989748060121238789,Dawn,OTR,/track?id=20229902,https://www.tiktok.com/music/Dawn-6987757004081891329,4.1M,0,182.8K,0,48,"Jul 29, 2021",,4,FR10S1809216
49,New,https://www.tiktok.com/maxthemeatguy,https://www.tiktok.com/maxthemeatguy/video/6990079477896219909,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,"Nathan Evans, 220 KID, Billen Ted",/track?id=32638403,https://www.tiktok.com/music/Wellerman-Sea-Shanty-220-KID-x-Billen-Ted-Remix-6920382912953108481,4M,0,331.4K,2.4K,49,"Jul 29, 2021",,12,GBUM72100298
50,48,https://www.tiktok.com/honey0o0111,https://www.tiktok.com/honey0o0111/video/6989614957910412550,HONEY,Derivakat,/track?id=33756971,https://www.tiktok.com/music/HONEY-6942002892920326145,8.1M,0,456.6K,16.5K,37,"Jul 30, 2021",,45,QZES52118243
51,-42,https://www.tiktok.com/narabask,https://www.tiktok.com/narabask/video/6989657398172552453,Kiss Me More (feat. SZA),"Doja Cat, SZA",/track?id=34026721,https://www.tiktok.com/music/Kiss-Me-More-feat-SZA-6948086714175621121,13.8M,0,1.6M,38.1K,9,"Jul 28, 2021",,12,USRC12100543
52,151,https://www.tiktok.com/beanayh2,https://www.tiktok.com/beanayh2/video/6986020875673947397,Hello my Name is Susie (MEME SOUND),,,https://www.tiktok.com/music/Hello-my-Name-is-Susie-MEME-SOUND-6985707398501500930,71.2M,0,10.8M,132.9K,1,"Jul 20, 2021",9.00,60,
53,6702,https://www.tiktok.com/lunakrizzle,https://www.tiktok.com/lunakrizzle/video/6988792923601063195,The Magic Bomb,Hoàng Read,/track?id=46912439,https://www.tiktok.com/music/The-Magic-Bomb-Questions-I-Get-Asked-6939813781522369282,4.2M,0,324K,6.1K,53,"Jul 29, 2021",,16,NLZ542100934
54,New,https://www.tiktok.com/alexnetesanov,https://www.tiktok.com/alexnetesanov/video/6989846481201155330,I''m Just A Kid,Simple Plan,/track?id=15073090,https://www.tiktok.com/music/I'm-Just-a-Kid-5000000001355149519,6.8M,0,456.3K,4.4K,54,"Jul 29, 2021",,6,USAT20111234
55,New,https://www.tiktok.com/nicomdancer,https://www.tiktok.com/nicomdancer/video/6990132558348422405,Tiroteo,"Marc Seguí, Pol Granch",/track?id=32551077,https://www.tiktok.com/music/Tiroteo-Remix-6945056527313012737,3.7M,0,579.8K,5.1K,55,"Jul 29, 2021",,7,ES5152001315
56,New,https://www.tiktok.com/guiding_kenedi,https://www.tiktok.com/guiding_kenedi/video/6990073777015115014,The Magic Bomb,Hoàng Read,/track?id=46912439,https://www.tiktok.com/music/The-Magic-Bomb-Questions-I-Get-Asked-6939813781522369282,3.5M,0,726.2K,17.5K,56,"Jul 29, 2021",,3,NLZ542100934
57,New,https://www.tiktok.com/delta.hesti,https://www.tiktok.com/delta.hesti/video/6989961323635412250,Jaga Hatimu Di Sana,Mitty Zasia,/track?id=34094927,https://www.tiktok.com/music/Jaga-Mata-Jaga-Hati-6958639818393798657,4.4M,0,211K,479,57,"Jul 29, 2021",,2,USCGJ2171729
58,-13,https://www.tiktok.com/thepitcrews,https://www.tiktok.com/thepitcrews/video/6989238929560014086,Mr. Blue Sky,Electric Light Orchestra,/track?id=15807835,https://www.tiktok.com/music/Mr-Blue-Sky-6754420279457565445,20.4M,0,322.4K,1K,3,"Jul 27, 2021",,8,USSM17200399
59,New,https://www.tiktok.com/alissaferlisyaa,https://www.tiktok.com/alissaferlisyaa/video/6989951764082461978,Galau,Five Minutes,/track?id=13194727,https://www.tiktok.com/music/Galau-6975537773143033857,4.8M,0,634.8K,4.6K,59,"Jul 29, 2021",,20,IDA391500006
60,New,https://www.tiktok.com/mosierworks,https://www.tiktok.com/mosierworks/video/6990049226797370629,Silent Night,Various Artists,/track?id=18115083,https://www.tiktok.com/music/Silent-Hill-6610656302878165761,3.4M,0,145.2K,753,60,"Jul 29, 2021",,6,GBPS83466312
61,New,https://www.tiktok.com/the_grill_revealer,https://www.tiktok.com/the_grill_revealer/video/6990028526124535045,The Greatest Show,Panic! At The Disco,/track?id=21893840,https://www.tiktok.com/music/The-Greatest-Show-6616760212034422789,5.2M,0,24K,140,61,"Jul 29, 2021",,21,USAT21811547
62,New,https://www.tiktok.com/pppicas,https://www.tiktok.com/pppicas/video/6990068547657436422,París,Ingratax,/track?id=52447750,https://www.tiktok.com/music/París-6980541252840359938,3.7M,0,203.1K,871,62,"Jul 29, 2021",,6,MXB952100097
63,New,https://www.tiktok.com/peytoncoffee,https://www.tiktok.com/peytoncoffee/video/6990074529859079430,double take,dhruv,/track?id=23725128,https://www.tiktok.com/music/double-take-6976066440176749313,4M,0,430.9K,6.1K,63,"Jul 29, 2021",,9,GBMJG1911043
64,New,https://www.tiktok.com/cooleyandsarah,https://www.tiktok.com/cooleyandsarah/video/6990030375712017669,Wild Side (feat. Cardi B),"Normani, Cardi B",/track?id=53266773,https://www.tiktok.com/music/Wild-Side-6984983914901161985,4M,0,366.4K,1.3K,64,"Jul 29, 2021",,47,USRC12101473
65,New,https://www.tiktok.com/stasya.pro,https://www.tiktok.com/stasya.pro/video/6990010737871604994,Inferior Turbinate,Shriving Drawers,/track?id=72020075,https://www.tiktok.com/music/Inferior-Turbinate-6983133664766887937,5.2M,0,740.5K,841,65,"Jul 29, 2021",,2,USHM82146723
66,New,https://www.tiktok.com/rizatdinov,https://www.tiktok.com/rizatdinov/video/6989996144650702081,Shooting Stars,Bag Raiders,/track?id=11019166,https://www.tiktok.com/music/Shooting-Stars-6750942547750701058,4.9M,0,719.1K,3.1K,66,"Jul 29, 2021",,55,AUUM71001517
67,New,https://www.tiktok.com/deepins,https://www.tiktok.com/deepins/video/6990057177553636610,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",/track?id=52404165,https://www.tiktok.com/music/STAY-6981869640796342274,4.3M,0,1.2M,11.5K,67,"Jul 29, 2021",,21,USSM12103949
68,New,https://www.tiktok.com/sairah_ciah,https://www.tiktok.com/sairah_ciah/video/6989464011066641690,Rasa yang tertinggal remix,,,https://www.tiktok.com/music/Rasa-yang-tertinggal-remix-6912089622126480129,19.9M,0,1.2M,44.3K,68,"Jul 29, 2021",,77,
69,New,https://www.tiktok.com/thehopegang,https://www.tiktok.com/thehopegang/video/6989685557764869381,Love Tonight - David Guetta Remix Edit,"Shouse, David Guetta",/track?id=48712246,https://www.tiktok.com/music/Love-Tonight-David-Guetta-Remix-6969011792140601346,10.9M,0,578.7K,4.3K,69,"Jul 29, 2021",,69,USA2P2120718
70,New,https://www.tiktok.com/lildm_,https://www.tiktok.com/lildm_/video/6988921080031235333,Acid Rain,Lorn,/track?id=13762604,https://www.tiktok.com/music/Acid-Rain-6877499437820708865,11.2M,0,1.5M,18.8K,35,"Jul 30, 2021",,47,QM2PV1640378
71,New,https://www.tiktok.com/pedrolemoss021,https://www.tiktok.com/pedrolemoss021/video/6990148954134433030,Surrender,Natalie Taylor,/track?id=14341447,https://www.tiktok.com/music/Surrender-6777935271007619074,3.3M,0,265.5K,10.8K,71,"Jul 29, 2021",,22,TCACJ1544888
72,New,https://www.tiktok.com/cameronj0yce,https://www.tiktok.com/cameronj0yce/video/6990096197541219589,The Magic Bomb,Hoàng Read,/track?id=46912439,https://www.tiktok.com/music/The-Magic-Bomb-Questions-I-Get-Asked-6939813781522369282,3.3M,0,610.2K,8.2K,72,"Jul 29, 2021",,6,NLZ542100934
73,504,https://www.tiktok.com/oddlycrush,https://www.tiktok.com/oddlycrush/video/6986109845757791493,Opportunity,Quvenzhané Wallis,/track?id=14614964,https://www.tiktok.com/music/Opportunity-242638364112424960,53.1M,0,3.6M,19.3K,6,"Jul 19, 2021",14.00,78,US4DG1400216
74,New,https://www.tiktok.com/erickfuentesmx,https://www.tiktok.com/erickfuentesmx/video/6989803386778488069,París,Ingratax,/track?id=52447750,https://www.tiktok.com/music/París-6980541252840359938,6M,0,486.7K,3.8K,74,"Jul 29, 2021",,23,MXB952100097
75,New,https://www.tiktok.com/bayashi.tiktok,https://www.tiktok.com/bayashi.tiktok/video/6990141926095850753,Listen to Me Now Tiktok (feat. DJ Listen) [Remix],"Eduardo XD, DJ Listen",/track?id=50828698,https://www.tiktok.com/music/Listen-To-Me-Now-TikTok-Remix-6977428418694481921,13.1M,0,1.9M,16.9K,31,"Jul 31, 2021",,16,ARIXB2102952
76,New,https://www.tiktok.com/sjbleau,https://www.tiktok.com/sjbleau/video/6990052336752168197,Need To Know,Doja Cat,/track?id=48699803,https://www.tiktok.com/music/Need-to-Know-6974718450887379717,4.3M,0,626.5K,2.6K,76,"Jul 29, 2021",,4,USRC12101120
77,New,https://www.tiktok.com/salmonbellys,https://www.tiktok.com/salmonbellys/video/6990171749182721282,double take,dhruv,/track?id=23725128,https://www.tiktok.com/music/double-take-6976066440176749313,3.1M,0,118.9K,7.4K,77,"Jul 29, 2021",,3,GBMJG1911043
78,New,https://www.tiktok.com/erinduganjurchak,https://www.tiktok.com/erinduganjurchak/video/6990073150499327238,Into the Thick of It! (Remix),Sleazy Stereo,/track?id=49270743,https://www.tiktok.com/music/Into-the-Thick-of-It-Remix-6973640071580747777,4M,0,317.2K,1.3K,78,"Jul 29, 2021",,20,TCAFP2180716
79,1226,https://www.tiktok.com/heavencakeemilie,https://www.tiktok.com/heavencakeemilie/video/6989618325055704326,Beggin',Måneskin,/track?id=17856511,https://www.tiktok.com/music/Beggin'-5000000001320781379,3.6M,0,428.4K,5.5K,31,"Aug 1, 2021",,17,ITB001700846
80,New,https://www.tiktok.com/stanleyhao,https://www.tiktok.com/stanleyhao/video/6989891242624666907,It's The Hard-Knock Life,Annie & the Orphans,/track?id=16087934,https://www.tiktok.com/music/It's-The-Hard-Knock-Life-211283664486187008,8.1M,0,1.2M,13.3K,80,"Jul 29, 2021",,1,USYRC0800247
81,2,https://www.tiktok.com/jazlynebaybee,https://www.tiktok.com/jazlynebaybee/video/6989327609737841925,Canyons,BCD Studio,/track?id=78607351,https://www.tiktok.com/music/Canyons-6681198633301314311,6.5M,0,79.4K,445,81,"Jul 29, 2021",,5,SGB502208029
82,2,https://www.tiktok.com/jousrodri,https://www.tiktok.com/jousrodri/video/6987918409803631877,Run Boy Run,Woodkid,/track?id=12105326,https://www.tiktok.com/music/Run-Boy-Run-6929219806520412161,21.2M,0,2.4M,8.7K,61,"Jul 25, 2021",,25,FR4DI1200110
83,-30,https://www.tiktok.com/meredithduxbury,https://www.tiktok.com/meredithduxbury/video/6989617820216691973,Thot Shit,Megan Thee Stallion,/track?id=48801534,https://www.tiktok.com/music/Thot-Shit-6972655154873796610,9M,0,1.9M,28.6K,53,"Jul 28, 2021",,21,QMCE32100339
84,New,https://www.tiktok.com/maxthemeatguy,https://www.tiktok.com/maxthemeatguy/video/6990075874078887174,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,"Nathan Evans, 220 KID, Billen Ted",/track?id=32638403,https://www.tiktok.com/music/Wellerman-Sea-Shanty-220-KID-x-Billen-Ted-Remix-6920382912953108481,3.2M,0,214K,1.6K,84,"Jul 29, 2021",,10,GBUM72100298
85,New,https://www.tiktok.com/amelietpovs,https://www.tiktok.com/amelietpovs/video/6990095569989405957,counting crimes,Nessa Barrett,/track?id=50616774,https://www.tiktok.com/music/counting-crimes-6976567511491807233,3.5M,0,512.5K,2.4K,85,"Jul 29, 2021",,12,USWB12101391
86,New,https://www.tiktok.com/lulaconst0,https://www.tiktok.com/lulaconst0/video/6990073167125433606,Nota Loca - Remix,"Eklectico, NeonG, Jamby El Favo, Felo Blonck, Galindo Again",/track?id=23966179,https://www.tiktok.com/music/Nota-Loca-Remix-6720781220537486085,3.6M,0,580.5K,2.7K,86,"Jul 29, 2021",,29,QM6N21929538
87,New,https://www.tiktok.com/jonnym0rales,https://www.tiktok.com/jonnym0rales/video/6990102307992063238,Spongebob,Dante9k,/track?id=32023663,https://www.tiktok.com/music/Spongebob-Tomfoolery-Dante9k-Remix-6787142837377959937,3.2M,0,648.6K,3.1K,87,"Jul 29, 2021",,13,QZFYZ2047242
88,-33,https://www.tiktok.com/charlidamelio,https://www.tiktok.com/charlidamelio/video/6989147579955039493,"Bills, Bills, Bills",Destiny's Child,/track?id=15822992,https://www.tiktok.com/music/Bills-Bills-Bills-222597111081832449,21.2M,0,4.3M,88K,21,"Jul 27, 2021",,78,USSM19900561
89,-61,https://www.tiktok.com/mamasoboliha,https://www.tiktok.com/mamasoboliha/video/6989616059649133825,Arcade,Duncan Laurence,/track?id=22553580,https://www.tiktok.com/music/Arcade-6932861391976007682,9.2M,0,304.5K,483,28,"Jul 28, 2021",,4,NL1TK1900001
90,110,https://www.tiktok.com/tracy.oj,https://www.tiktok.com/tracy.oj/video/6984894856384613637,Woman,Doja Cat,/track?id=50643187,https://www.tiktok.com/music/Woman-6976278887063898114,19.2M,0,4.9M,34.4K,45,"Aug 9, 2021",205.86,133,USRC12101532
91,1352,https://www.tiktok.com/zandrox__,https://www.tiktok.com/zandrox__/video/6982188180825033990,Main Titles,Danny Elfman,/track?id=16018919,https://www.tiktok.com/music/Main-Titles-Charlie-and-the-Chocolate-Factory-5000000000339148811,12.7M,0,2.2M,63.4K,56,"Jul 8, 2021",,10,USWB10504281
