Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
19,-12,F.N.F. (Let's Go),S0619,"Hitkidd, GloRilla",/track?id=81041293,https://www.tiktok.com/music/FNF-Let's-Go-7089140456671480619,Blac Noize!,"May 2, 2022",24,221K,1.7M,1,"Sep 24, 2022",35,-1.71,QZRD92201643
20,27,Acperience,,,,https://www.tiktok.com/music/null,,"Jul 15, 2022",90,219K,370K,20,"Aug 13, 2022",4,3.86,QZK6F2284140
21,32,Smile,,,,https://www.tiktok.com/music/null,,"Jul 13, 2022",97,212K,343K,21,"Aug 13, 2022",4,4.57,QZK6G2259859
22,-4,Coagulated Tip,,Lil Blevins,/track?id=84421695,https://www.tiktok.com/music/null,786129 Records DK,"Jul 8, 2022",69,211K,505K,18,"Aug 6, 2022",7,-0.57,QZK6G2237322
23,-2,Sge Sa x Rtm Nia (Get in mode 2),S8145,CGM Sa,/track?id=86889699,https://www.tiktok.com/music/Sge-Sa-x-Rtm-Nia-Get-in-mode-2-7119289958333958145,3185972 Records DK,"Jul 11, 2022",86,207K,394K,21,"Aug 6, 2022",9,-0.29,QZK6G2289979
24,New,You Should Know,,,,https://www.tiktok.com/music/null,,"Aug 9, 2022",133,196K,196K,5,"Aug 20, 2022",3,,QZ8252221569
25,-14,Dah Dah DahDah,S3010,Nardo Wick,/track?id=85173522,https://www.tiktok.com/music/Dah-Dah-DahDah-7123047349181483010,Flawless Ent./RCA Records,"Jul 21, 2022",70,193K,505K,11,"Aug 6, 2022",7,-2.00,USRC12202590
26,-17,F.N.F. (Let's Go),,"Hitkidd, GloRilla",/track?id=83436317,https://www.tiktok.com/music/null,Blac Noize!,"Jun 1, 2022",51,192K,730K,9,"Jul 30, 2022",9,-2.43,QZRD92201747
27,-3,Act Up,S5922,DayyDayy,/track?id=86140969,https://www.tiktok.com/music/Act-Up-7124887833085265922,4163407 Records DK,"Jul 26, 2022",95,187K,347K,7,"Aug 20, 2022",6,-0.43,QZMEN2288014
28,7,Sunroof,S6594,"Nicky Youre, dazy",/track?id=67502648,https://www.tiktok.com/music/Sunroof-7030869625311086594,Thirty Knots,"Nov 14, 2021",5,180K,6M,3,"May 14, 2022",63,1.00,QM24S2107064
29,120,Comfort Chain,S3682,Instupendo,/track?id=13976881,https://www.tiktok.com/music/Comfort-Chain-7014502091431463682,Instupendo,"Sep 2, 2019",42,180K,921K,29,"Aug 13, 2022",11,17.14,QZ5D71600005
30,New,im tell you the taken,,,,https://www.tiktok.com/music/null,,"Aug 11, 2022",139,180K,180K,30,"Aug 13, 2022",2,,QZNWQ2241883
31,126,sitcom,S3777,genshi,/track?id=69298828,https://www.tiktok.com/music/sitcom-7045945071111243777,Rickety Records,"Dec 25, 2021",82,178K,418K,31,"Aug 13, 2022",4,18.00,QZTAT2188600
32,62,Blurry,,,,https://www.tiktok.com/music/null,,"Jul 18, 2022",114,178K,262K,32,"Aug 13, 2022",3,8.86,QZ8252219957
33,-3,Aesthetic,S7346,"Tollan Kim, Kudasaibeats",/track?id=75979639,https://www.tiktok.com/music/Aesthetic-7072513628145977346,Tollan Kim,"Mar 7, 2022",19,176K,2.3M,5,"Jul 9, 2022",48,-0.43,SGB502208576
34,-8,Go!,,Young Nugget Eater,/track?id=31066981,https://www.tiktok.com/music/null,Trash Gang ent,"Jun 26, 2020",89,174K,380K,26,"Aug 6, 2022",5,-1.14,QZHN82091444
35,-32,Rich Minion,S1617,Yeat,/track?id=84058108,https://www.tiktok.com/music/Rich-Minion-7109284473828591617,Back Lot Music,"Jun 14, 2022",11,169K,3.3M,1,"Jul 16, 2022",8,-4.57,USQ4E2200763
36,-11,Hugh Hefner,S7990,ppcocaine,/track?id=31313592,https://www.tiktok.com/music/Hugh-Hefner-6840634882025097990,Columbia,"Sep 9, 2020",38,168K,1M,25,"Aug 6, 2022",8,-1.57,USSM12005231
37,-31,Candy Shop,S3585,"50 Cent, Olivia",/track?id=15415591,https://www.tiktok.com/music/Candy-Shop-6904111848841283585,Aftermath/Shady,"Sep 4, 2019",53,161K,683K,6,"Aug 6, 2022",10,-4.43,USIR10500072
38,-25,Carrying Your Love,S5793,David Morris,/track?id=83423457,https://www.tiktok.com/music/Carrying-Your-Love-7099193160047265793,"Grey Area / Dreamtown, USA","May 17, 2022",39,151K,995K,6,"Jul 23, 2022",8,-3.57,QZEQU2246860
39,-27,Forever,,,,https://www.tiktok.com/music/null,,"Aug 1, 2022",88,144K,382K,12,"Aug 6, 2022",2,-3.86,QZ8252220888
40,New,Amigo,,Lil Tecca,/track?id=25368539,https://www.tiktok.com/music/null,Republic Records,"Sep 6, 2019",142,141K,177K,40,"Aug 13, 2022",1,,USUM71917986
41,-22,Bad Habit,S0450,Steve Lacy,/track?id=84088250,https://www.tiktok.com/music/Bad-Habit-7152997794909800450,L-M Records/RCA Records,"Jun 28, 2022",52,140K,725K,16,"Oct 15, 2022",15,-3.14,USRC12201440
42,96,BIG MAD,S1730,Ktlyn,/track?id=87285357,https://www.tiktok.com/music/BIG-MAD-7124480138586441730,DIEMON,"Jul 25, 2022",138,139K,185K,38,"Aug 20, 2022",18,13.71,QZS7J2273734
43,-23,Betty (Get Money),S5201,Yung Gravy,/track?id=83613205,https://www.tiktok.com/music/Betty-Get-Money-7115090671437875201,Republic Records,"Jun 2, 2022",23,139K,1.8M,3,"Jul 16, 2022",14,-3.29,USUM72210379
44,-36,No Scrubs,,,,https://www.tiktok.com/music/null,,"Jun 23, 2022",56,135K,581K,8,"Aug 6, 2022",5,-5.14,QZ8252217865
45,-18,I'd Like to Teach the World to Sing,,,,https://www.tiktok.com/music/null,,"Jul 30, 2022",108,134K,277K,27,"Aug 6, 2022",4,-2.57,QZMEP2283575
46,New,Teenage Dirtbag,S9270,Wheatus,/track?id=15756784,https://www.tiktok.com/music/Teenage-Dirtbag-Sped-Up-and-she-doesn't-give-a-damn-about-me-Sped-Up-7081377549162859270,Columbia,"Sep 10, 2020",157,132K,137K,46,"Aug 13, 2022",2,,USSM10008431
47,109,Habits,,,,https://www.tiktok.com/music/null,,"Jul 24, 2022",131,130K,198K,47,"Aug 13, 2022",5,15.57,USAT22210855
48,34,Karma,S8626,Summer Walker,/track?id=21820057,https://www.tiktok.com/music/Karma-Sped-Up-7125644935037978626,LVRN/Interscope Records,"Sep 2, 2019",132,123K,197K,35,"Aug 20, 2022",15,4.86,USUM71816370
49,139,Suck It Up,S8385,Monaleo,/track?id=56610430,https://www.tiktok.com/music/Suck-It-Up-6990988302232848385,Stomp Down,"Jul 30, 2021",93,120K,354K,23,"Aug 20, 2022",6,,QMFME2163528
50,10,SNAP - High and Fast,,Rosa Linn,/track?id=84201400,https://www.tiktok.com/music/null,Nvak Collective,"Jul 1, 2022",104,111K,302K,43,"Aug 27, 2022",8,1.43,QM6N22282349
51,New,tell em (sped up),,squirl beats,/track?id=84141528,https://www.tiktok.com/music/null,squirl beats,"Jun 27, 2022",161,108K,121K,51,"Aug 13, 2022",1,,US3DF2266170
52,-23,Running Up That Hill (A Deal With God),S1712,Kate Bush,/track?id=12662506,https://www.tiktok.com/music/Running-Up-That-Hill-A-Deal-With-God-235918692176371712,Parlophone UK,"Aug 20, 2019",10,107K,3.5M,1,"Jun 11, 2022",16,-3.29,GBCNR8500002
53,-20,"Thick Fine Woman (feat. Lil' Ronny Mothaf, Fat Pimp & No Shame)",S9518,"Chalie Boy, Lil Ronny Motha F, Fat Pimp, No Shame",/track?id=15432772,https://www.tiktok.com/music/Thick-Fine-Woman-feat-LilRonny-Mothaf-Fat-Pimp-No-Shame-7101763683994569518,Dirty 3rd Records,"Mar 21, 2022",37,104K,1M,22,"Jul 30, 2022",14,-2.86,USJ3V1253391
54,New,Pray For Me,S6498,"The Weeknd, Kendrick Lamar",/track?id=18345073,https://www.tiktok.com/music/Pray-For-Me-6924869569153386498,Universal Music Group,"Jan 30, 2021",164,104K,110K,54,"Aug 13, 2022",2,,USUM71800001
55,New,Starboy,,"The Weeknd, Daft Punk",/track?id=15896192,https://www.tiktok.com/music/null,Universal Republic Records,"Sep 2, 2019",112,103K,267K,55,"Aug 13, 2022",1,,USUG11600977
56,New,You Are Loved Mantra,S9201,ASKYE,/track?id=78211807,https://www.tiktok.com/music/You-Are-Loved-Mantra-7071761414596659201,2753935 Records DK2,"Mar 4, 2022",147,103K,164K,35,"Aug 27, 2022",5,,QZDA82253134
57,New,i'm Fine,,,,https://www.tiktok.com/music/null,,"Jul 28, 2022",100,101K,313K,10,"Aug 20, 2022",3,,SE6XW2262350
58,New,Static,S7422,Steve Lacy,/track?id=84419446,https://www.tiktok.com/music/Static-Sped-Up-7121060292926917422,L-M Records/RCA Records,"Jul 14, 2022",166,100K,106K,55,"Aug 20, 2022",6,,USRC12202285
59,122,The Fourth Tibetan Bowl Jhana: Utter Peacefulness,S5137,Pure Tibetan Bowls,/track?id=85626198,https://www.tiktok.com/music/The-Fourth-Tibetan-Bowl-Jhana-Utter-Peacefulness-6731567970285275137,Buddha Life,"Aug 31, 2019",126,98K,214K,59,"Aug 13, 2022",4,,NLD911800953
60,99,I Wanna Go Home,S0610,Fat Cat,/track?id=86838056,https://www.tiktok.com/music/I-Wanna-Go-Home-7125624291827140610,Free World Sound,"Jul 28, 2022",158,95K,134K,33,"Aug 20, 2022",8,14.14,SGB502249901
61,-13,Glock In My Lap,S5137,"21 Savage, Metro Boomin",/track?id=31530700,https://www.tiktok.com/music/Glock-In-My-Lap-6878751778305755137,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Sep 30, 2020",101,95K,310K,15,"Aug 27, 2022",32,-1.86,USSM12006061
62,-12,Glock In My Lap,S5137,"21 Savage, Metro Boomin",/track?id=31530700,https://www.tiktok.com/music/Glock-In-My-Lap-6878751778305755137,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Oct 16, 2020",113,94K,266K,17,"Aug 20, 2022",15,-1.71,USSM12006061
63,-11,Glock In My Lap,,"21 Savage, Metro Boomin",/track?id=31532552,https://www.tiktok.com/music/null,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Oct 1, 2020",107,94K,284K,20,"Aug 20, 2022",6,-1.57,USSM12006062
64,-32,Dance Wit Me,,,,https://www.tiktok.com/music/null,,"Jul 30, 2022",124,93K,215K,32,"Aug 6, 2022",3,-4.57,QZMEP2283576
65,-7,Me Porto Bonito,S8694,"Bad Bunny, Chencho Corleone",/track?id=81301171,https://www.tiktok.com/music/Me-Porto-Bonito-7094499898527058694,Rimas Entertainment LLC,"May 4, 2022",28,93K,1.4M,20,"May 28, 2022",20,-1.00,QM6MZ2214877
66,-38,American Babe,S0161,Ghost Party,/track?id=88133140,https://www.tiktok.com/music/American-Babe-6925291941567580161,Afterlife Records DK,"Oct 23, 2020",94,92K,348K,28,"Aug 6, 2022",4,-5.43,QZMEQ2092949
67,-12,Conceited,S6337,Flo Milli,/track?id=83761227,https://www.tiktok.com/music/Conceited-7110062725560846337,'94 Sounds/RCA Records,"Jun 12, 2022",20,92K,1.9M,1,"Jul 9, 2022",14,-1.71,USRC12201167
68,32,Wannabe,S6581,why mona,/track?id=14424995,https://www.tiktok.com/music/Wannabe-Sped-Up-Version-7128136950049016581,Lowly Palace,"Aug 16, 2019",46,92K,860K,52,"Sep 10, 2022",9,4.57,TCADF1785646
69,-18,Monkeys Spinning Monkeys,S9249,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,642414 Records DK2,"Oct 11, 2019",1,91K,11M,10,"Jun 26, 2021",104,-2.57,USUAN1400011
70,64,ASMR Ocean Waves and Tibetan Bowls,S9682,Vandrende Kvinne,/track?id=84213894,https://www.tiktok.com/music/ASMR-Ocean-Waves-and-Tibetan-Bowls-6961668272946759682,3036794 Records DK,"May 12, 2021",81,91K,419K,50,"Jul 16, 2022",7,9.14,QZHN62187671
71,New,Summertime Sadness,S6168,Lana Del Rey,/track?id=13069482,https://www.tiktok.com/music/Summertime-Sadness-5000000000748076168,Polydor Records,"Oct 9, 2019",98,89K,331K,44,"Aug 20, 2022",9,,GBUM71111565
72,-30,Hotel,S3371,Lawsy,/track?id=84172767,https://www.tiktok.com/music/Hotel-7094747276886723371,Grownhoes Records,"Jun 28, 2022",64,88K,539K,10,"Jul 30, 2022",8,-4.29,USLD91739046
73,-24,Jiggle Jiggle,S0294,"Duke & Jones, Louis Theroux",/track?id=82257926,https://www.tiktok.com/music/Jiggle-Jiggle-7075729123557100294,Robots & Humans,"May 11, 2022",12,88K,3.3M,4,"May 28, 2022",18,-3.43,GBARL2201151
74,-38,On That Time,S4481,Playboi Carti,/track?id=32400665,https://www.tiktok.com/music/On-That-Time-6910417734988564481,AWGE/Interscope Records,"Dec 25, 2020",41,86K,929K,15,"Jul 30, 2022",13,-5.43,USUM72024695
75,New,Stop Breathing,S2882,Playboi Carti,/track?id=32400674,https://www.tiktok.com/music/Stop-Breathing-6910417731774842882,AWGE/Interscope Records,"Dec 25, 2020",143,85K,174K,75,"Aug 13, 2022",3,,USUM72024691
76,-39,LoveGame,S0961,Lady Gaga,/track?id=15910196,https://www.tiktok.com/music/LoveGame-6750941320065320961,Interscope,"Sep 2, 2019",84,84K,405K,37,"Aug 6, 2022",7,-5.57,USUM70824404
77,New,Dump It Dummy,,,,https://www.tiktok.com/music/null,,"Aug 9, 2022",176,84K,84K,34,"Aug 27, 2022",8,,USSM12207760
78,New,wannabe,,,,https://www.tiktok.com/music/null,,"Oct 22, 2019",152,83K,153K,78,"Aug 13, 2022",2,,
79,-65,Cumbia Buena,S4705,Grupo la Cumbia,/track?id=28931480,https://www.tiktok.com/music/Cumbia-Buena-6802349518965704705,DDMW,"Mar 8, 2020",33,82K,1.2M,9,"Jul 16, 2022",8,-9.29,QZGLM2048244
80,New,The Tranding Sound,,,,https://www.tiktok.com/music/null,,"Aug 7, 2022",178,81K,81K,69,"Aug 20, 2022",4,,QZS8H2103747
81,New,Awakening,,,,https://www.tiktok.com/music/null,,"Aug 10, 2022",179,80K,80K,34,"Aug 20, 2022",3,,QZ8252221613
82,-48,Vulture Island,S3201,Rob49,/track?id=68294300,https://www.tiktok.com/music/Vulture-Island-7034163018074163201,Rob49,"Nov 23, 2021",27,80K,1.4M,7,"Jul 16, 2022",11,-6.86,USLD91735711
83,-21,I Wanna Kiss You,,,,https://www.tiktok.com/music/null,,"Jul 30, 2022",148,79K,161K,62,"Aug 6, 2022",5,-3.00,QZS8H2103536
84,New,DJ Gedang Klutuk (Efek Gedang Klutuk),,DJ Axello,/track?id=89529850,https://www.tiktok.com/music/null,4197608 Records DK,"Aug 7, 2022",180,78K,78K,74,"Aug 20, 2022",2,,QZMER2243353
85,-21,Cool Kids (Sped-Up Version),,,,https://www.tiktok.com/music/null,,"Jul 7, 2022",61,78K,552K,18,"Jul 16, 2022",8,-3.00,USWB12202784
86,New,horror sound,S3506,Fn27,/track?id=89529826,https://www.tiktok.com/music/horror-sound-7130987723925653506,4047488 Records DK,"Aug 11, 2022",181,78K,78K,75,"Aug 20, 2022",2,,QZNWQ2250246
87,-56,"Lions, Tigers & Bears",S1778,Jazmine Sullivan,/track?id=15440952,https://www.tiktok.com/music/Lions-Tigers-Bears-6696504157408331778,J Records,"Aug 16, 2019",130,76K,199K,31,"Aug 6, 2022",3,-8.00,USJAY0800119
88,42,BILLIE EILISH.,S3345,Armani White,/track?id=82976157,https://www.tiktok.com/music/Billie-Eilish-7096439256658233345,"Legendbound, LLC / Def Jam Recordings","May 10, 2022",122,73K,237K,8,"Oct 22, 2022",37,6.00,SGB502248062
89,-32,SWAMP SKONSTER,S2898,Skest,/track?id=73471518,https://www.tiktok.com/music/SWAMP-SKONSTER-7059866440693712898,skest!,"Jan 31, 2022",48,72K,824K,43,"Jul 30, 2022",16,-4.57,QZHPJ2111470
90,50,Possibility,S8401,Lykke Li,/track?id=15084180,https://www.tiktok.com/music/Possibility-6705033749936998401,Chop Shop/Atlantic,"Aug 20, 2019",105,72K,295K,66,"Sep 24, 2022",15,7.14,USAT20903256
91,-45,PASTA,S2146,"Mighty Bay, TisaKorean",/track?id=83943286,https://www.tiktok.com/music/PASTA-7109480325469702146,Astroknot Sounds,"Jun 14, 2022",116,71K,253K,46,"Aug 6, 2022",4,-6.43,CA5KR2256774
92,-48,Cardigan (Video Mix),,,,https://www.tiktok.com/music/null,,"Jul 6, 2022",45,71K,889K,10,"Jul 16, 2022",10,-6.86,USAT22208876
93,-3,I Was Never There,S5937,"The Weeknd, Gesaffelstein",/track?id=18897029,https://www.tiktok.com/music/I-Was-Never-There-6791241140050855937,The Weeknd,"Sep 12, 2019",31,70K,1.2M,22,"Jul 9, 2022",23,-0.43,USUG11800570
94,New,I Can Do Anything / Finale,S4577,Christopher Lennertz,/track?id=84305348,https://www.tiktok.com/music/I-Can-Do-Anything-Finale-7117396146837784577,Madison Gate Records,"Jul 5, 2022",163,70K,116K,94,"Aug 13, 2022",2,,USJPL2200212
95,58,Catrina,S8817,Mad Crazy,/track?id=86607946,https://www.tiktok.com/music/Catrina-7115766855020578817,Popular One,"Jul 1, 2022",144,70K,171K,95,"Aug 13, 2022",4,8.29,USA2P2230609
96,-18,Say Something,S9410,Piano Covers Club from I’m In Records,/track?id=21393601,https://www.tiktok.com/music/Say-Something-6814396889547409410,Living 4 Today Music,"Apr 10, 2020",156,69K,140K,78,"Aug 6, 2022",3,-2.57,FR96X1784635
97,-29,About Damn Time,S1762,Lizzo,/track?id=79572011,https://www.tiktok.com/music/About-Damn-Time-7086201843973621762,Nice Life/Atlantic,"Apr 12, 2022",8,69K,5.3M,1,"May 14, 2022",18,-4.14,USAT22202139
98,-75,Mentally Cheating,S9554,Natalie Jane,/track?id=84418832,https://www.tiktok.com/music/Mentally-Cheating-7120651292775319554,10K Projects/Capitol Records,"Jul 10, 2022",118,68K,250K,23,"Aug 6, 2022",2,-10.71,USUM72212957
99,-4,deja vu,,Olivia Rodrigo,/track?id=33838256,https://www.tiktok.com/music/null,Olivia Rodrigo PS,"May 13, 2021",75,67K,471K,20,"Mar 18, 2023",5,,USUG12101241
100,-41,Tell Mama (aka Tell Daddy),,,,https://www.tiktok.com/music/null,,"Jul 15, 2022",128,67K,203K,59,"Aug 6, 2022",4,-5.86,QZK6F2284145
101,-30,Efecto,S1621,Bad Bunny,/track?id=81301404,https://www.tiktok.com/music/Efecto-7100329813914831621,Rimas Entertainment LLC,"May 4, 2022",36,66K,1M,28,"Jun 11, 2022",16,-4.29,QM6MZ2214884
102,-46,"Quevedo: Bzrp Music Sessions, Vol. 52",S2758,"Bizarrap, Quevedo",/track?id=84257741,https://www.tiktok.com/music/Quevedo-Bzrp-Music-Sessions-Vol-52-7118139585695402758,DALE PLAY Records,"Jul 4, 2022",106,66K,287K,45,"Jul 30, 2022",6,-6.57,UYB282201028
103,13,Chill Vibes,S9857,Tollan Kim,/track?id=82529068,https://www.tiktok.com/music/Chill-Vibes-7084465663108089857,Tollan Kim,"Apr 8, 2022",85,65K,402K,55,"Jul 23, 2022",12,1.86,SGB502214297
104,-65,The Umbrellas of Cherbourg,,,,https://www.tiktok.com/music/null,,"Jul 21, 2022",117,64K,251K,39,"Aug 6, 2022",4,-9.29,QZMEN2207274
105,-62,Hug Me,S1326,"Pharrell Williams, Trey Parker",/track?id=15611409,https://www.tiktok.com/music/Hug-Me-7101540683290561326,i am OTHER/Columbia,"Aug 16, 2019",14,64K,2.6M,4,"Jun 18, 2022",20,-8.86,USQ4E1702974
106,12,World's Smallest Violin,S1462,AJR,/track?id=33753428,https://www.tiktok.com/music/World's-Smallest-Violin-7119553570319731462,S-Curve Records,"Mar 8, 2021",102,64K,309K,79,"Sep 3, 2022",16,1.71,QMRSZ2003324
107,-41,Eyes Wide,,,,https://www.tiktok.com/music/null,,"Jul 13, 2022",129,62K,200K,66,"Aug 6, 2022",4,-5.86,QZ8252219230
108,-38,Under The Influence,S6369,Chris Brown,/track?id=25526180,https://www.tiktok.com/music/Under-The-Influence-6742896151436986369,Chris Brown Entertainment/RCA Records,"Sep 30, 2019",66,62K,524K,4,"Jan 7, 2023",30,-5.43,USRC11902743
109,-55,House With A View,,,,https://www.tiktok.com/music/null,,"May 23, 2022",149,60K,159K,54,"Aug 6, 2022",2,-7.86,QZ93V2200005
110,-65,Fall Of The Footclan (Interlude),,MF SOLACE,/track?id=85655320,https://www.tiktok.com/music/null,4063235 Records DK,"Jun 29, 2022",137,58K,187K,45,"Aug 6, 2022",3,-9.29,QZK6J2276071
111,New,888 Hz Angel Frequency Angelic Melody Pure Tone,S8545,"Solfeggio Frequencies Healing, Emiliano Bruguera",/track?id=52294730,https://www.tiktok.com/music/222-Hz-Angel-Frequency-Angelic-Melody-Pure-Tone-6939948693109868545,Otempo Records LLC,"Mar 14, 2021",162,58K,119K,46,"Aug 20, 2022",2,,QZ7R42150777
112,-40,Top Off,S4741,Gunna,/track?id=18348210,https://www.tiktok.com/music/Top-Off-5000000001457014741,300 Entertainment,"Dec 11, 2020",32,57K,1.2M,10,"Jul 2, 2022",10,-5.71,QZ5FA1752048
113,-30,Sweetest Pie,S5713,"Megan Thee Stallion, Dua Lipa",/track?id=75856195,https://www.tiktok.com/music/Sweetest-Pie-7072864389069555713,300 Entertainment,"Mar 7, 2022",22,57K,1.8M,12,"Jun 25, 2022",17,-4.29,QMCE32200232
114,-73,The Graduate,,,,https://www.tiktok.com/music/null,,"Jul 21, 2022",120,57K,243K,41,"Aug 6, 2022",3,-10.43,QZMEN2207273
115,-17,#miles - OMG edit,,skaiwater,/track?id=84795514,https://www.tiktok.com/music/null,Cinematic Music Group,"Jul 17, 2022",121,56K,238K,28,"Jul 30, 2022",6,-2.43,QMKSC2200075
116,New,Fade to Black,,,,https://www.tiktok.com/music/null,,"Jul 26, 2022",174,56K,88K,116,"Aug 13, 2022",1,,GBMJG2216976
117,New,Strange Fruit,S3474,"Nina Simone, Lewis Allan",/track?id=15603228,https://www.tiktok.com/music/Strange-Fruit-Live-In-New-York-6927239747234793474,Verve,"Sep 2, 2019",186,56K,56K,117,"Aug 13, 2022",1,,USPR36500082
118,-49,No Hands (feat. Roscoe Dash & Wale),S5446,"Waka Flocka Flame, Roscoe Dash, Wale",/track?id=16025031,https://www.tiktok.com/music/No-Hands-feat-Roscoe-Dash-Wale-6696236204234525446,Asylum/Warner Bros.,"Aug 19, 2019",7,55K,5.4M,12,"Sep 3, 2022",21,-7.00,USWB11002103
119,-43,"1, 2, 3 (feat. Jason Derulo & De La Ghetto) [Sped Up Version]",,,,https://www.tiktok.com/music/null,,"Jul 6, 2022",73,55K,497K,29,"Jul 16, 2022",10,-6.14,USWL12200633
120,-45,Bodiestech,,,,https://www.tiktok.com/music/null,,"Jul 17, 2022",151,55K,155K,75,"Aug 6, 2022",4,-6.43,QZDFP2013068
121,New,Demon Mode,S4010,Nardo Wick,/track?id=85156335,https://www.tiktok.com/music/Demon-Mode-7126054895962164010,Flawless Ent./RCA Records,"Jul 21, 2022",184,53K,62K,36,"Aug 20, 2022",5,,USRC12202397
122,-13,Funny Song,S7666,Cavendish Music,/track?id=34784021,https://www.tiktok.com/music/Funny-Song-6732536571318257666,Cavendish Music,"Sep 2, 2019",21,53K,1.9M,42,"Jun 11, 2022",48,-1.86,GBBGY1743613
123,-20,Paradise,S1777,Ikson,/track?id=18206886,https://www.tiktok.com/music/Paradise-6810180973628491777,ikson,"Mar 30, 2020",16,52K,2.4M,42,"Jun 4, 2022",39,-2.86,SE5BU1794888
