Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,0,https://www.tiktok.com/my_aussie_gal,https://www.tiktok.com/my_aussie_gal/video/6986336677748935942,everything sucks,vaultboy,/track?id=43422032,https://www.tiktok.com/music/everything-sucks-6963332124011137025,33.1M,0,7.5M,138.3K,1,"Jul 21, 2021",,83,QZLBC2100155
2,29,https://www.tiktok.com/selenagomez,https://www.tiktok.com/selenagomez/video/6987442293800176902,Love You Like A Love Song,Selena Gomez & The Scene,/track?id=15393233,https://www.tiktok.com/music/original-sound-6975576627212356358,18.4M,0,4.7M,53.7K,2,"Jul 22, 2021",,92,USHR11132668
3,New,https://www.tiktok.com/leethe4th,https://www.tiktok.com/leethe4th/video/6987527242251291909,Nobody,Mitski,/track?id=20069941,https://www.tiktok.com/music/Nobody-6961593637331323653,10M,0,1.8M,36.9K,3,"Jul 22, 2021",,36,USJ5G1815009
4,New,https://www.tiktok.com/ilya_borzov,https://www.tiktok.com/ilya_borzov/video/6987459064213114114,Can We Kiss Forever?,"Kina, Adriana Proenza",/track?id=20497349,https://www.tiktok.com/music/Can-We-Kiss-Forever-6733128484777921281,10.8M,0,373.6K,696,4,"Jul 22, 2021",,2,QMPKX1823521
5,0,https://www.tiktok.com/loveableanimals,https://www.tiktok.com/loveableanimals/video/6986540574299933957,Bongo Cha Cha Cha,Goodboys,/track?id=43453085,https://www.tiktok.com/music/Bongo-Cha-Cha-Cha-6962126101195786241,33.7M,0,1.6M,12.9K,5,"Jul 21, 2021",,72,GBAHS2100303
6,88,https://www.tiktok.com/plakabo,https://www.tiktok.com/plakabo/video/6984819322606669062,The Avengers Theme,Movie Sounds Unlimited,/track?id=21792508,https://www.tiktok.com/music/The-Avengers-Theme-6733248786358863873,35.4M,0,3.6M,50.4K,6,"Jul 22, 2021",1.29,40,QMVRR1335194
7,New,https://www.tiktok.com/fatyysinfiltro,https://www.tiktok.com/fatyysinfiltro/video/6986514970028559622,Renee,SALES,/track?id=14305216,https://www.tiktok.com/music/Renee-6733693538464287493,36.3M,0,6.2M,47.1K,7,"Jul 22, 2021",,87,TCACA1408190
8,New,https://www.tiktok.com/siscakohl,https://www.tiktok.com/siscakohl/video/6987350906572459291,Classical Music,Classical Music,/track?id=20877140,https://www.tiktok.com/music/Classical-Music-6752513449697216514,16.6M,0,2.1M,65.3K,8,"Jul 22, 2021",,8,TCAAU1178628
9,-7,https://www.tiktok.com/taynegley,https://www.tiktok.com/taynegley/video/6987170568088866054,No Me Diga,,,https://www.tiktok.com/music/No-Me-Diga-6972202367525586945,24.8M,0,5.9M,139K,2,"Jul 21, 2021",,9,
10,New,https://www.tiktok.com/trojanbrandcondoms,https://www.tiktok.com/trojanbrandcondoms/video/6987419647561796870,Shout Out (No Vox),,,https://www.tiktok.com/music/Shout-Out-No-Vox-6777228784404793346,7.3M,0,1.3M,38.4K,10,"Jul 22, 2021",,25,
11,New,https://www.tiktok.com/gzfoodqood,https://www.tiktok.com/gzfoodqood/video/6987381725714205957,Bandoleros,"Don Omar, Tego Calderon",/track?id=14744705,https://www.tiktok.com/music/Bandoleros-6933032141900580866,10.2M,0,1.1M,5.2K,11,"Jul 22, 2021",,60,US96R0500002
12,New,https://www.tiktok.com/sergionazariok,https://www.tiktok.com/sergionazariok/video/6987083491112471814,Fulanito,"Becky G, El Alfa",/track?id=47121373,https://www.tiktok.com/music/Fulanito-6969874712394550022,7.9M,0,548.1K,2.3K,12,"Jul 22, 2021",,1,USRC12100954
13,New,https://www.tiktok.com/colewherld,https://www.tiktok.com/colewherld/video/6987469936008449285,"Married Life (From ""Up"")",Sergy el Som,/track?id=22534912,https://www.tiktok.com/music/Married-Life-From-Up-6743839310170032130,6.6M,0,1.1M,10.8K,13,"Jul 22, 2021",,47,BXSPK1900004
14,New,https://www.tiktok.com/jeng_bohay,https://www.tiktok.com/jeng_bohay/video/6987607387951713563,MEKARLAH BUNGA TERATE - Acoustic Version,PSHT SEDATI,/track?id=31377413,https://www.tiktok.com/music/MEKARLAH-BUNGA-TERATE-Acoustic-Version-6848856246909405185,7.4M,0,311.3K,14.7K,14,"Jul 22, 2021",,3,FRX202074762
15,New,https://www.tiktok.com/ramadanu1103,https://www.tiktok.com/ramadanu1103/video/6987218667658399002,Belum Siap Kehilangan,Stevan Pasaribu,/track?id=30789749,https://www.tiktok.com/music/Belum-Siap-Kehilangan-6857051011190622209,17.8M,0,1.5M,16.8K,15,"Jul 22, 2021",,84,IDA182031053
16,New,https://www.tiktok.com/iambeckyg,https://www.tiktok.com/iambeckyg/video/6987495114956344582,Fulanito,"Becky G, El Alfa",/track?id=47121373,https://www.tiktok.com/music/Fulanito-6969874712394550022,6.9M,0,1.3M,6.6K,6,"Aug 5, 2021",,65,USRC12100954
17,New,https://www.tiktok.com/brodywellmaker,https://www.tiktok.com/brodywellmaker/video/6987468895623892229,"Theme from Twilight (Bella's Lullaby) - From ""Twilight""",Movie Sounds Unlimited,/track?id=13950561,https://www.tiktok.com/music/Theme-from-Twilight-Bella's-Lullaby-227596209518166016,6.1M,0,1.3M,14K,17,"Jul 22, 2021",,9,QMVRR1530257
