Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,53,https://www.tiktok.com/willsmith,https://www.tiktok.com/willsmith/video/6974469255681051910,Spongebob,Dante9k,/track?id=32023663,https://www.tiktok.com/music/Spongebob-Tomfoolery-Dante9k-Remix-6787142837377959937,26.5M,0,4.2M,30.8K,1,"Jun 17, 2021",,100,QZFYZ2047242
2,11,https://www.tiktok.com/drewdirksen,https://www.tiktok.com/drewdirksen/video/6973727846715985157,Into The Thick Of It!,The Backyardigans,/track?id=17111653,https://www.tiktok.com/music/Into-The-Thick-Of-It-6964101918863969030,52.6M,0,3.2M,28.6K,1,"Jun 15, 2021",,10,USA820500103
3,New,https://www.tiktok.com/tiolucamargo,https://www.tiktok.com/tiolucamargo/video/6973610457747737862,Faded,Alan Walker,/track?id=13681243,https://www.tiktok.com/music/FadedVikstrom-Remix-6545316647883213569,25M,0,1.8M,40.6K,3,"Jun 17, 2021",,38,NOG841549010
4,1,https://www.tiktok.com/fitness.samka,https://www.tiktok.com/fitness.samka/video/6973675969043238145,Take My Hand,Oberg,/track?id=29785478,https://www.tiktok.com/music/Take-My-Hand-6836646587695892482,45.1M,0,1.9M,5.6K,4,"Jun 15, 2021",,52,SEWLR2008501
5,New,https://www.tiktok.com/nikita_ice,https://www.tiktok.com/nikita_ice/video/6974366288722382085,Копия пиратская,Mekhman,/track?id=45423377,https://www.tiktok.com/music/Копия-пиратская-6964821639879985153,16.6M,0,1.2M,6.2K,5,"Jun 17, 2021",,91,RUA1D2121425
6,New,https://www.tiktok.com/xfinds,https://www.tiktok.com/xfinds/video/6974426212336880901,Treasure Island,Songs To Your Eyes,/track?id=44184239,https://www.tiktok.com/music/Treasure-Island-6716016079136622593,12.9M,0,643.5K,2K,6,"Jun 17, 2021",,5,US3DF1519139
7,New,https://www.tiktok.com/itsjaydaddy,https://www.tiktok.com/itsjaydaddy/video/6974463203212348677,Day 'N' Nite - Radio Edit,"Kid Cudi, Crookers",/track?id=12635346,https://www.tiktok.com/music/DayNNite-nightmare-6876131097164450566,17.6M,0,1.9M,78.6K,7,"Jun 17, 2021",,5,GBCEN0801462
8,New,https://www.tiktok.com/mayimbialik,https://www.tiktok.com/mayimbialik/video/6974443868959935750,I Believe I Can Fly,James Ingram,/track?id=15597929,https://www.tiktok.com/music/I-Believe-I-Can-Fly-19932,17.4M,0,3.2M,43.8K,8,"Jun 17, 2021",,48,USPM19902024
9,New,https://www.tiktok.com/imnotshelovee,https://www.tiktok.com/imnotshelovee/video/6974494595283569925,Earned It (Fifty Shades Of Grey),The Weeknd,/track?id=15895535,https://www.tiktok.com/music/Earned-It-Fifty-Shades-Of-Grey-6924869563158890498,11.9M,0,655.4K,1.7K,9,"Jun 17, 2021",,44,USUG11500923
10,New,https://www.tiktok.com/siscakohl,https://www.tiktok.com/siscakohl/video/6974373410583497986,Classical Music,Classical Music,/track?id=20877140,https://www.tiktok.com/music/Classical-Music-6752513449697216514,18.3M,0,1.8M,92K,10,"Jun 17, 2021",,12,TCAAU1178628
