Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/watchyourhaircut,https://www.tiktok.com/watchyourhaircut/video/6943253205765623045,See You Again (Piano Arrangement),Alexandre Pachabezian,/track?id=31160380,https://www.tiktok.com/music/See-You-Again-Piano-Arrangement-6786769422406125570,27.8M,0,5.4M,438.9K,1,"Mar 25, 2021",,187,QZFYZ2030473
2,New,https://www.tiktok.com/shopee_id,https://www.tiktok.com/shopee_id/video/6941317360171158786,Shopee 4.4 Mega Shopping Day,,,https://www.tiktok.com/music/Shopee-44-Mega-Shopping-Day-6941299875204859905,21.2M,0,101.7K,0,1,"Mar 26, 2021",,2,
3,New,https://www.tiktok.com/abbieherbert,https://www.tiktok.com/abbieherbert/video/6943331107165228293,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,21.8M,0,4.7M,34.6K,3,"Mar 25, 2021",,26,USUAN1400011
4,New,https://www.tiktok.com/olympusgreatdanes,https://www.tiktok.com/olympusgreatdanes/video/6943306484331662597,A-001,Corntuth,/track?id=32139263,https://www.tiktok.com/music/A-005-6895606525348284417,21.5M,0,3.5M,59.1K,4,"Mar 25, 2021",,38,QZNWT2000352
5,New,https://www.tiktok.com/scottsreality,https://www.tiktok.com/scottsreality/video/6943327004615855365,SugarCrash!,ElyOtto,/track?id=31221266,https://www.tiktok.com/music/SugarCrash-6920125567752734722,15.5M,0,1.6M,19.9K,5,"Mar 25, 2021",,2,TCAFB2092742
6,New,https://www.tiktok.com/aydonholley,https://www.tiktok.com/aydonholley/video/6943294459513687302,Track Star,Mooski,/track?id=31190326,https://www.tiktok.com/music/Track-Star-6837654631623968769,16.1M,0,3.4M,16.7K,6,"Mar 25, 2021",,39,QZHN62072414
7,New,https://www.tiktok.com/edwarnyc,https://www.tiktok.com/edwarnyc/video/6942970224828288262,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6782913875441371138,44.2M,0,5.1M,18.7K,6,"Mar 26, 2021",,134,AUFXV1900105
8,New,https://www.tiktok.com/kyliejenner,https://www.tiktok.com/kyliejenner/video/6943368109654854917,All To Me,Giveon,/track?id=33424583,https://www.tiktok.com/music/All-To-Me-6937732507425048578,11.4M,0,3.1M,19K,8,"Mar 25, 2021",,60,USSM12100933
9,New,https://www.tiktok.com/chasemattson,https://www.tiktok.com/chasemattson/video/6943267269246045446,Treasure,Bruno Mars,/track?id=15086820,https://www.tiktok.com/music/Treasure1-6576794108914830082,15M,0,2M,13.8K,9,"Mar 25, 2021",,21,USAT21206909
10,New,https://www.tiktok.com/matheusgonze1,https://www.tiktok.com/matheusgonze1/video/6943342996280691973,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6782913875441371138,9.5M,0,711.1K,8.3K,10,"Mar 25, 2021",,34,AUFXV1900105
11,New,https://www.tiktok.com/templedumanga,https://www.tiktok.com/templedumanga/video/6943319213046107397,NARUTO,Flixterr,/track?id=30808732,https://www.tiktok.com/music/NARUTO-6849406026374973442,9.1M,0,841.9K,13.6K,11,"Mar 25, 2021",,36,QZHNB2033669
