Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,0,L$d,S4433,Luclover,/track?id=80001990,https://www.tiktok.com/music/Ld-7085791307943954433,independent,"Apr 11, 2022",3,950K,7.9M,1,"Jul 23, 2022",39,0.00,QZHN42243265
2,7,Wishes,,,,https://www.tiktok.com/music/null,,"Aug 18, 2022",40,685K,995K,2,"Aug 27, 2022",5,1.00,QZNWR2283062
3,New,hit you with the blick,S3906,K.comedy,/track?id=89754526,https://www.tiktok.com/music/hit-you-with-the-blick-7137342465408763906,The System,"Aug 21, 2022",75,613K,613K,3,"Aug 27, 2022",13,,US3DF2297352
4,44,Beach Waves Sounds,,"Ocean Sounds, Sea Waves Sounds, Ocean Waves",/track?id=87597579,https://www.tiktok.com/music/null,Water Drop Records,"Jun 28, 2021",55,608K,749K,1,"Sep 3, 2022",4,6.29,FRX282117057
5,-3,Bad Habit,S0450,Steve Lacy,/track?id=84088250,https://www.tiktok.com/music/Bad-Habit-7152997794909800450,L-M Records/RCA Records,"Jun 26, 2022",11,399K,3.3M,2,"Aug 6, 2022",31,-0.43,USRC12201440
6,47,Miss You,,,,https://www.tiktok.com/music/null,,"Aug 17, 2022",73,367K,653K,6,"Aug 27, 2022",2,6.71,QZ8252222153
7,-3,eyes - vip mix,,skaiwater,/track?id=87245083,https://www.tiktok.com/music/null,Cinematic Music Group,"Jul 24, 2022",17,360K,2.2M,4,"Aug 6, 2022",16,-0.43,QMKSC2200082
8,-5,Has To Be,S8593,CapzLock,/track?id=68637235,https://www.tiktok.com/music/Has-To-Be-7041426270009198593,Cruel Society,"Dec 13, 2021",23,354K,1.8M,3,"Aug 20, 2022",19,-0.71,QZRP52193505
9,-2,Act Up,S5922,DayyDayy,/track?id=86140969,https://www.tiktok.com/music/Act-Up-7124887833085265922,4163407 Records DK,"Jul 26, 2022",44,264K,939K,7,"Aug 20, 2022",6,-0.29,QZMEN2288014
10,16,No Clue (feat. Lil Yachty),S4754,"Young Nudy, Lil Yachty",/track?id=16633963,https://www.tiktok.com/music/No-Clue-feat-Lil-Yachty-6756247400249034754,"Paradise East Records, LLC","Nov 6, 2019",58,249K,746K,10,"Aug 27, 2022",2,2.29,QZ5FA1751522
11,52,BILLIE EILISH.,S3345,Armani White,/track?id=82976157,https://www.tiktok.com/music/Billie-Eilish-7096439256658233345,"Legendbound, LLC / Def Jam Recordings","May 10, 2022",77,245K,591K,8,"Oct 22, 2022",37,7.43,SGB502248062
12,-2,i'm Fine,,,,https://www.tiktok.com/music/null,,"Jul 28, 2022",49,245K,862K,10,"Aug 20, 2022",3,-0.29,SE6XW2262350
13,-5,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"May 11, 2022",7,224K,4.3M,2,"Jun 11, 2022",46,-0.71,USA3D0700101
14,New,On,,,,https://www.tiktok.com/music/null,,"Aug 17, 2022",107,216K,337K,14,"Aug 27, 2022",1,,QZ8252222155
15,1,Glock In My Lap,S5137,"21 Savage, Metro Boomin",/track?id=31530700,https://www.tiktok.com/music/Glock-In-My-Lap-6878751778305755137,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Sep 30, 2020",57,203K,748K,15,"Aug 27, 2022",32,0.14,USSM12006061
16,6,pretty and smart,,,,https://www.tiktok.com/music/null,,"Aug 11, 2022",94,202K,425K,16,"Aug 27, 2022",5,0.86,QZNWQ2253154
17,0,Glock In My Lap,S5137,"21 Savage, Metro Boomin",/track?id=31530700,https://www.tiktok.com/music/Glock-In-My-Lap-6878751778305755137,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Oct 16, 2020",62,201K,702K,17,"Aug 20, 2022",15,0.00,USSM12006061
18,-3,Beat Automotivo Tan Tan Tan Viral,S4978,WZ Beat,/track?id=83331455,https://www.tiktok.com/music/Beat-AutomotivoTan-Tan-Tan-7155425673559934978,WZ Beat,"May 25, 2022",13,190K,2.9M,2,"Jul 16, 2022",40,-0.43,BXWEH2200054
19,12,Locked Up,,Akon,/track?id=15944539,https://www.tiktok.com/music/null,Universal-Island Records Ltd.,"Sep 4, 2019",93,182K,430K,19,"Aug 27, 2022",4,1.71,USUR10301227
20,New,STFU,S3505,Digga D,/track?id=84277351,https://www.tiktok.com/music/STFU-7116886860109973505,CGM Records Exclusively Licensed to EGA,"Jul 3, 2022",130,180K,200K,10,"Sep 3, 2022",7,,GB2DY2200813
21,-8,AMAZING,,,,https://www.tiktok.com/music/null,,"Feb 7, 2022",47,180K,883K,13,"Aug 20, 2022",9,-1.14,USRC12200485
22,7,Aesthetic,S7346,"Tollan Kim, Kudasaibeats",/track?id=75979639,https://www.tiktok.com/music/Aesthetic-7072513628145977346,Tollan Kim,"Mar 7, 2022",14,179K,2.7M,5,"Jul 9, 2022",48,1.00,SGB502208576
23,33,Floor,S3521,Or10c,/track?id=86330295,https://www.tiktok.com/music/Floor-7125624436018923521,Or10c,"Jul 28, 2022",111,179K,298K,23,"Aug 27, 2022",2,4.71,QZS652208929
24,36,Ground,S1297,Opium wrld,/track?id=89230665,https://www.tiktok.com/music/Ground-7130043441634871297,Opium wrld,"Aug 9, 2022",112,178K,293K,24,"Aug 27, 2022",2,5.14,USDA12206986
25,New,MURDAMAN! (feat. Chief Keef),,"YungManny, Chief Keef",/track?id=87939613,https://www.tiktok.com/music/null,Not specified,"Aug 4, 2022",134,174K,185K,19,"Sep 3, 2022",6,,USRC12202556
26,-20,Racks - Explicit Version,,"YC Worldwide, Future",/track?id=15920016,https://www.tiktok.com/music/null,Universal Motown Records Group,"Sep 2, 2019",56,170K,749K,6,"Aug 20, 2022",6,-2.86,USUM71104905
27,-6,F.N.F. (Let's Go),S0619,"Hitkidd, GloRilla",/track?id=81041293,https://www.tiktok.com/music/FNF-Let's-Go-7089140456671480619,Blac Noize!,"May 2, 2022",18,170K,2.1M,1,"Sep 24, 2022",35,-0.86,QZRD92201643
28,30,Black Mirror,,,,https://www.tiktok.com/music/null,,"Aug 17, 2022",104,170K,359K,28,"Aug 27, 2022",2,4.29,QZ8252222164
29,-9,Glock In My Lap,,"21 Savage, Metro Boomin",/track?id=31532552,https://www.tiktok.com/music/null,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Oct 1, 2020",66,168K,679K,20,"Aug 20, 2022",6,-1.29,USSM12006062
30,New,Hey Tera Leenga,,,,https://www.tiktok.com/music/null,,"Aug 16, 2022",138,164K,172K,30,"Aug 27, 2022",3,,QZN882261689
31,9,Sunroof,S6594,"Nicky Youre, dazy",/track?id=67502648,https://www.tiktok.com/music/Sunroof-7030869625311086594,Thirty Knots,"Nov 14, 2021",4,158K,6.3M,3,"May 14, 2022",63,1.29,QM24S2107064
32,-18,Legs Shakin',S8005,"R. Kelly, Ludacris",/track?id=15675932,https://www.tiktok.com/music/Legs-Shakin'-7035546304738528005,RCA Records Label,"Aug 16, 2019",45,157K,931K,13,"Aug 13, 2022",4,-2.57,USRC11301893
33,New,Mr. Steal Your Girl,,Trey Songz,/track?id=15088575,https://www.tiktok.com/music/null,Atlantic Records,"Aug 22, 2019",105,157K,353K,33,"Aug 27, 2022",7,,USAT21401998
34,5,Dump It Dummy,,,,https://www.tiktok.com/music/null,,"Aug 9, 2022",97,156K,410K,34,"Aug 27, 2022",8,0.71,USSM12207760
35,31,You Are Loved Mantra,S9201,ASKYE,/track?id=78211807,https://www.tiktok.com/music/You-Are-Loved-Mantra-7071761414596659201,2753935 Records DK2,"Mar 4, 2022",95,156K,421K,35,"Aug 27, 2022",5,4.43,QZDA82253134
36,-25,"Hold On, We're Going Home",S0209,"Drake, Majid Jordan",/track?id=15194176,https://www.tiktok.com/music/Hold-On-We're-Going-Home-6928763555110750209,Drake (Cash Money),"Sep 12, 2019",89,155K,484K,11,"Aug 20, 2022",4,-3.57,USCM51300762
37,-13,F.N.F. (Let's Go),,"Hitkidd, GloRilla",/track?id=83436317,https://www.tiktok.com/music/null,Blac Noize!,"Jun 1, 2022",36,154K,1.1M,9,"Jul 30, 2022",9,-1.86,QZRD92201747
38,-3,Karma,S8626,Summer Walker,/track?id=21820057,https://www.tiktok.com/music/Karma-Sped-Up-7125644935037978626,LVRN/Interscope Records,"Sep 2, 2019",83,150K,523K,35,"Aug 20, 2022",15,-0.43,USUM71816370
39,New,Novacane - Explicit Version,S8085,Frank Ocean,/track?id=15920309,https://www.tiktok.com/music/Novacane-142968085,Universal Music Australia Pty. Ltd.,"Sep 2, 2019",132,144K,186K,23,"Sep 3, 2022",9,,USUM71107257
40,-4,Demon Mode,S4010,Nardo Wick,/track?id=85156335,https://www.tiktok.com/music/Demon-Mode-7126054895962164010,Flawless Ent./RCA Records,"Jul 21, 2022",101,142K,380K,36,"Aug 20, 2022",5,-0.57,USRC12202397
41,10,Work (Originally Performed by Rihanna Ft. Drake) [Instrumental Version],,Hit The Button Karaoke,/track?id=21650345,https://www.tiktok.com/music/null,Hit The Button Karaoke,"Sep 1, 2019",110,140K,299K,41,"Aug 27, 2022",2,1.43,GBRBE0790423
