Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,0,Running Up That Hill (A Deal With God),S1712,Kate Bush,/track?id=12662506,https://www.tiktok.com/music/Running-Up-That-Hill-A-Deal-With-God-235918692176371712,Parlophone UK,"Aug 20, 2019",41,494K,1.6M,1,"Jun 11, 2022",16,0.00,GBCNR8500002
2,0,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"May 11, 2022",40,394K,1.6M,2,"Jun 11, 2022",46,0.00,USA3D0700101
3,New,Cardigan (Video Mix),,,,https://www.tiktok.com/music/null,,"May 21, 2020",90,356K,368K,1,"Jun 25, 2022",4,,USAT22003388
4,4,Hug Me,S1326,"Pharrell Williams, Trey Parker",/track?id=15611409,https://www.tiktok.com/music/Hug-Me-7101540683290561326,i am OTHER/Columbia,"Aug 16, 2019",38,308K,1.6M,4,"Jun 18, 2022",20,0.57,USQ4E1702974
5,-2,Dream Cycle,,,,https://www.tiktok.com/music/null,,"May 28, 2022",47,302K,1.3M,3,"Jun 11, 2022",9,-0.29,QZ8252214947
6,-1,Fury,,,,https://www.tiktok.com/music/null,,"May 21, 2022",19,297K,2.5M,1,"May 28, 2022",8,-0.14,QZ8252214389
7,4,Sunroof,S6594,"Nicky Youre, dazy",/track?id=67502648,https://www.tiktok.com/music/Sunroof-7030869625311086594,Thirty Knots,"Nov 14, 2021",5,270K,4.6M,3,"May 14, 2022",63,0.57,QM24S2107064
8,1,So Silly! (G-Mix),S1217,"YungManny, Koto.",/track?id=82435183,https://www.tiktok.com/music/So-Silly-GMix-7095919748038281217,3666217 Records DK2,"May 9, 2022",31,269K,1.9M,8,"May 28, 2022",15,0.14,QZHN92252505
9,-2,Jiggle Jiggle,S0294,"Duke & Jones, Louis Theroux",/track?id=82257926,https://www.tiktok.com/music/Jiggle-Jiggle-7075729123557100294,Robots & Humans,"May 11, 2022",25,247K,2.2M,4,"May 28, 2022",18,-0.29,GBARL2201151
10,-4,About Damn Time,S1762,Lizzo,/track?id=79572011,https://www.tiktok.com/music/About-Damn-Time-7086201843973621762,Nice Life/Atlantic,"Apr 12, 2022",6,240K,4.4M,1,"May 14, 2022",18,-0.57,USAT22202139
11,6,F.N.F. (Let's Go),S0619,"Hitkidd, GloRilla",/track?id=81041293,https://www.tiktok.com/music/FNF-Let's-Go-7089140456671480619,Blac Noize!,"May 2, 2022",69,233K,701K,1,"Sep 24, 2022",35,0.86,QZRD92201643
12,-2,Go Around,S6369,Saino Freedoni,/track?id=82917870,https://www.tiktok.com/music/Go-Around-7094705776740026369,Saino Freedoni,"May 5, 2022",17,228K,2.6M,2,"May 21, 2022",8,-0.29,SE6I32293794
13,New,I Love You Instrumental Sped Up,S4417,"imagine beatz, Armani DePaul",/track?id=83850806,https://www.tiktok.com/music/I-Love-You-Instrumental-Sped-Up-7108403157289404417,3202835 Records DK,"Jun 11, 2022",120,227K,227K,13,"Jun 18, 2022",2,,QZK6M2218738
14,New,Too Late Now - Extended Mix,,,,https://www.tiktok.com/music/null,,"Jun 8, 2022",119,224K,228K,14,"Jun 18, 2022",2,,QZ8252216643
15,36,Light Switch,S1857,Charlie Puth,/track?id=69560913,https://www.tiktok.com/music/Light-Switch-7044012275094521857,Atlantic Records,"Jan 18, 2022",80,186K,484K,15,"Jun 18, 2022",5,5.14,USAT22107359
16,-4,Gogo Dance,S1557,"El Alfa, Chael Produciendo",/track?id=79457193,https://www.tiktok.com/music/Gogo-Dance-7087744357444471557,EL JEFE RECORDS,"Apr 4, 2022",27,185K,2.1M,3,"May 21, 2022",14,-0.57,QM4TX2261587
17,36,Light Switch,,,,https://www.tiktok.com/music/null,,"Dec 20, 2021",76,182K,536K,17,"Jun 18, 2022",6,5.14,USAT22108605
18,New,Too Late Now,,,,https://www.tiktok.com/music/null,,"Jun 8, 2022",134,181K,184K,17,"Jun 25, 2022",6,,QZ8252216642
19,-6,Detroit Flow,S7106,Liberia Sig,/track?id=64602850,https://www.tiktok.com/music/Detroit-Flow-6982644025459247106,Liberia Sig,"Jul 7, 2021",44,171K,1.4M,10,"May 28, 2022",11,-0.86,QZNMW2106205
20,49,Light Switch (Brighter Mix),,Charlie Puth,/track?id=83122404,https://www.tiktok.com/music/null,Atlantic Records,"May 19, 2022",116,171K,249K,20,"Jun 18, 2022",4,7.00,USAT22206164
21,22,Aesthetic,S7346,"Tollan Kim, Kudasaibeats",/track?id=75979639,https://www.tiktok.com/music/Aesthetic-7072513628145977346,Tollan Kim,"Mar 7, 2022",75,167K,544K,5,"Jul 9, 2022",48,3.14,SGB502208576
22,-8,Foolish,S1522,Ashanti,/track?id=15233790,https://www.tiktok.com/music/Foolish-6917626543023851522,Wizz Bizz,"Sep 2, 2019",58,158K,828K,14,"Jun 11, 2022",13,-1.14,USDJ20200199
23,-8,Foolish Chances Freestyle (Not Foolish),S5218,Sway Burr,/track?id=82220838,https://www.tiktok.com/music/Foolish-Chances-Freestyle-Not-Foolish-7095877721548425218,Sway Burr,"May 8, 2022",37,149K,1.6M,6,"May 21, 2022",12,-1.14,TCAGF2203422
24,-8,Foolish Chances Freestyle (Not Foolish),S5218,Sway Burr,/track?id=82220838,https://www.tiktok.com/music/Foolish-Chances-Freestyle-Not-Foolish-7095877721548425218,Sway Burr,"May 19, 2022",54,147K,946K,16,"Jun 4, 2022",10,-1.14,TCAGF2203422
