Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/depop,https://www.tiktok.com/depop/video/6953326263616523526,Destination Depop US,,,https://www.tiktok.com/music/Destination-Depop-US-6943555180302436354,61.1M,0,242K,0,1,"Apr 22, 2021",,1,
2,0,https://www.tiktok.com/tlandoflegends,https://www.tiktok.com/tlandoflegends/video/6952869815799401729,The Land of Legends (Herkes Çocuk Olacak),,,https://www.tiktok.com/music/The-Land-of-Legends-Herkes-Çocuk-Olacak-6948333468178712578,30.9M,0,112.6K,1.7K,2,"Apr 21, 2021",,4,
3,-2,https://www.tiktok.com/lifetiper,https://www.tiktok.com/lifetiper/video/6953240245206895873,House of the Rising Sun - Rerecorded,The Animals II,/track?id=23689284,https://www.tiktok.com/music/House-of-the-Rising-Sun-Rerecorded-6739924219041171457,64.3M,0,3.6M,31.5K,1,"Apr 21, 2021",,43,DK5C50122381
4,New,https://www.tiktok.com/dj.angelx,https://www.tiktok.com/dj.angelx/video/6953659310601702657,Touch It - Album Version/Vocal Up,Busta Rhymes,/track?id=15900918,https://www.tiktok.com/music/Touch-It-Clean-6934415009539787521,10.7M,0,1M,18.6K,4,"Apr 22, 2021",,1,USUM70505393
5,New,https://www.tiktok.com/southeastlinemarking,https://www.tiktok.com/southeastlinemarking/video/6953763691930193154,Lofi,Domknowz,/track?id=28931601,https://www.tiktok.com/music/Lofi-6799585653702019073,10.2M,0,1.5M,7.9K,5,"Apr 22, 2021",,37,QZFZ42089472
6,New,https://www.tiktok.com/chlamydea,https://www.tiktok.com/chlamydea/video/6953731956530007301,Up Down (Do This All Day),"T-Pain, B.o.B",/track?id=15675733,https://www.tiktok.com/music/Up-Down-Do-This-All-Day-feat-BoB-6476007017088879373,9.5M,0,1.6M,37.3K,6,"Apr 22, 2021",,19,USRC11301140
7,New,https://www.tiktok.com/thatlawndude,https://www.tiktok.com/thatlawndude/video/6953757294861602053,Sunny Day,Matteo Rossanese,/track?id=45984770,https://www.tiktok.com/music/Sunny-Day-6773851609840486402,10.4M,0,908.2K,5.1K,7,"Apr 22, 2021",,8,QZHN92130190
8,New,https://www.tiktok.com/anielskieskrzydl,https://www.tiktok.com/anielskieskrzydl/video/6953548215589424390,Heartbreak Anniversary,Giveon,/track?id=28541554,https://www.tiktok.com/music/Heartbreak-Anniversary-6927137162395749122,9.5M,0,1.3M,6.7K,8,"Apr 22, 2021",,9,USSM12000998
9,New,https://www.tiktok.com/kylethomas,https://www.tiktok.com/kylethomas/video/6953733895804177669,Cooler Than Me,Ethan Fields,/track?id=31101492,https://www.tiktok.com/music/Cooler-Than-Me-6862316110172129282,12M,0,1.3M,17.6K,9,"Apr 22, 2021",,15,QZK6M2043675
10,New,https://www.tiktok.com/hayleykiyoko,https://www.tiktok.com/hayleykiyoko/video/6953751482491522309,My Chick Bad Remix - Album Version (Edited),"Ludacris, Diamond, Trina, Eve",/track?id=15916108,https://www.tiktok.com/music/My-Chick-Bad-5000000001472498199,8.2M,0,2.7M,14.2K,10,"Apr 22, 2021",,16,USUM71003970
