Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
33,-5,https://www.tiktok.com/foodgod,https://www.tiktok.com/foodgod/video/6939070448252521733,SugarCrash!,ElyOtto,/track?id=31221266,https://www.tiktok.com/music/SugarCrash-6920125567752734722,31.2M,0,3.8M,66.2K,16,"Mar 14, 2021",,10,TCAFB2092742
34,New,https://www.tiktok.com/steffydegref,https://www.tiktok.com/steffydegref/video/6940430253672418565,Man! I Feel Like A Woman!,Shania Twain,/track?id=15555626,https://www.tiktok.com/music/Man-I-Feel-Like-A-Woman-6755582500392667138,12.5M,0,642K,3K,34,"Mar 18, 2021",,16,USMR19887508
35,New,https://www.tiktok.com/he1terr,https://www.tiktok.com/he1terr/video/6940577637634968838,SugarCrash!,ElyOtto,/track?id=31221266,https://www.tiktok.com/music/SugarCrash-6920125567752734722,4.5M,0,295.1K,334,35,"Mar 18, 2021",,4,TCAFB2092742
36,New,https://www.tiktok.com/smartfrenworld,https://www.tiktok.com/smartfrenworld/video/6940888214450277634,Rejeki WOW,,,https://www.tiktok.com/music/Rejeki-WOW-6936001709189629953,5.9M,0,48.5K,225,13,"Mar 19, 2021",,9,
37,-30,https://www.tiktok.com/periodicoespacio,https://www.tiktok.com/periodicoespacio/video/6940324652787010822,Las Nenas (feat. La Duraca),"Natti Natasha, Cazzu, Farina, La Duraca",/track?id=33205559,https://www.tiktok.com/music/Las-Nenas-feat-La-Duraca-6934794646468724738,21.7M,0,2.2M,7.5K,7,"Mar 17, 2021",,19,USB272100103
38,28,https://www.tiktok.com/daonoy9,https://www.tiktok.com/daonoy9/video/6934923298740522241,3 Strikes,Terror Jr,/track?id=15092356,https://www.tiktok.com/music/3-Strikes-249620626724917248,28.7M,0,396.6K,0,21,"Mar 29, 2021",,20,USAT21602771
39,New,https://www.tiktok.com/nadia_gaga,https://www.tiktok.com/nadia_gaga/video/6940647254319451393,In The End,"Tommee Profitt, Fleurie, Jung Youth",/track?id=18965480,https://www.tiktok.com/music/In-The-End-Mellen-Gi-Remix-6611368749150767874,5.1M,0,231.1K,247,39,"Mar 18, 2021",,1,TCADO1871408
40,108,https://www.tiktok.com/billieeilish,https://www.tiktok.com/billieeilish/video/6922582892430281990,Lo Vas A Olvidar (with ROSALÍA),"Billie Eilish, ROSALÍA",/track?id=32610113,https://www.tiktok.com/music/Lo-Vas-A-Olvidar-6920274910954670081,36.9M,0,7.8M,207.7K,5,"Jan 28, 2021",534.71,146,USUM72100008
41,-6,https://www.tiktok.com/thenickluciano,https://www.tiktok.com/thenickluciano/video/6932635718615338246,SugarCrash!,ElyOtto,/track?id=31221266,https://www.tiktok.com/music/SugarCrash-6920125567752734722,218.8M,0,43.1M,713.4K,1,"Feb 25, 2021",-4.43,209,TCAFB2092742
42,-36,https://www.tiktok.com/nicksface,https://www.tiktok.com/nicksface/video/6940411532274601222,Fairy Fountain,"Mikel, GameChops",/track?id=20626861,https://www.tiktok.com/music/Fairy-Fountain-6750921320894056450,15.4M,0,2.2M,27.5K,6,"Mar 17, 2021",,20,QMPKX1895873
43,-12,https://www.tiktok.com/underconstruction2021,https://www.tiktok.com/underconstruction2021/video/6933967402619227398,Monster,"LUM!X, Gabry Ponte",/track?id=22858728,https://www.tiktok.com/music/Monster-6764388127734761473,135.6M,0,9.4M,115.7K,3,"Mar 1, 2021",-0.29,140,ITV951900009
44,New,https://www.tiktok.com/gadgetalk,https://www.tiktok.com/gadgetalk/video/6941018828524588290,Oh No,Kreepa,/track?id=29425832,https://www.tiktok.com/music/Oh-No-6586947002464996102,3.7M,0,248.3K,5.9K,44,"Mar 18, 2021",,19,USUYG1287925
45,New,https://www.tiktok.com/hannah_rocha,https://www.tiktok.com/hannah_rocha/video/6940857865737374981,Frog,Wurli,/track?id=37860818,https://www.tiktok.com/music/Frog-6743599628106598402,3.7M,0,673.4K,3.2K,45,"Mar 18, 2021",,41,QZHN61984199
46,New,https://www.tiktok.com/kathrynmaron0,https://www.tiktok.com/kathrynmaron0/video/6940932312213359878,Blue Eyes,,,https://www.tiktok.com/music/Blue-Eyes-6915587235174631426,3.7M,0,13K,95,46,"Mar 18, 2021",,4,
47,New,https://www.tiktok.com/pastareunion,https://www.tiktok.com/pastareunion/video/6940496270112869634,Hoedown Throwdown,,,https://www.tiktok.com/music/Hoedown-Throwdown-6710449517340133378,4.6M,0,198.5K,321,47,"Mar 18, 2021",,43,
48,668,https://www.tiktok.com/tamarafarra,https://www.tiktok.com/tamarafarra/video/6940627761685974274,Surprise Mom,,,https://www.tiktok.com/music/Surprise-Mom-6934241614831290369,4.8M,0,24.2K,212,48,"Mar 18, 2021",,7,
49,New,https://www.tiktok.com/sara.wais,https://www.tiktok.com/sara.wais/video/6940081520455453957,Anyone,Justin Bieber,/track?id=32455393,https://www.tiktok.com/music/Anyone-6912641636300244994,9.4M,0,2.4M,36.3K,49,"Mar 18, 2021",,33,USUM72023175
50,-7,https://www.tiktok.com/ando.indonesia,https://www.tiktok.com/ando.indonesia/video/6939838178585054466,Fire-剪辑版,,,https://www.tiktok.com/music/Fire-剪辑版-6932031258479069186,12M,0,109.4K,352,42,"Mar 19, 2021",,6,
51,New,https://www.tiktok.com/amanda990201,https://www.tiktok.com/amanda990201/video/6939884295318228230,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6816496693551450885,29.1M,0,2.4M,3.5K,51,"Mar 18, 2021",,17,AUFXV1900105
52,-23,https://www.tiktok.com/pickledfeelings,https://www.tiktok.com/pickledfeelings/video/6939235521365380358,Only Time - remix,Enya,/track?id=12450693,https://www.tiktok.com/music/Only-Time-224349359507726336,44.9M,0,3M,145.9K,1,"Mar 15, 2021",,66,GBAHT0108626
53,-30,https://www.tiktok.com/alsaaql,https://www.tiktok.com/alsaaql/video/6939481496487038210,Renai Circulation (English Cover) [TV Size],"Lizz Robinett, L-Train, Y. Chang",/track?id=31024231,https://www.tiktok.com/music/Renai-Circulation-English-Cover-6922356027585268486,39.2M,0,8.7M,71.7K,2,"Mar 15, 2021",,129,QZGWX2002684
54,New,https://www.tiktok.com/neilshibata,https://www.tiktok.com/neilshibata/video/6940716758877637893,Haus of Holbein,SIX,/track?id=20565855,https://www.tiktok.com/music/Haus-of-Holbein-Sing-A-Long-6703248683669981958,5.8M,0,1.4M,20.7K,54,"Mar 18, 2021",,14,GBKPL1821967
55,New,https://www.tiktok.com/kadama,https://www.tiktok.com/kadama/video/6940710605825264901,Drive Forever - Remix,"Sergio Valentino, xakavir",/track?id=32204028,https://www.tiktok.com/music/Drive-Forever-Remix-6896143888814213122,3.4M,0,230.8K,919,55,"Mar 18, 2021",,4,SE6SA2085128
56,-35,https://www.tiktok.com/foodie.beats,https://www.tiktok.com/foodie.beats/video/6940288821502168326,Under The Sea,,,https://www.tiktok.com/music/Under-The-Sea-6718829651835226114,10.4M,0,589.2K,1.8K,21,"Mar 17, 2021",,73,
57,9934,https://www.tiktok.com/beautifuldestinations,https://www.tiktok.com/beautifuldestinations/video/6929138184408354053,Bike youth challenge opening martial arts,,,https://www.tiktok.com/music/Bike-youth-challenge-opening-martial-arts-6817359013403953154,15.2M,0,504.5K,12.6K,57,"Mar 18, 2021",291.00,63,
58,New,https://www.tiktok.com/sofien9090,https://www.tiktok.com/sofien9090/video/6940948536427154694,اولالا حفيظ الدراجي.,,,https://www.tiktok.com/music/اولالا-حفيظ-الدراجي-6562080092577598210,3.2M,0,67K,287,54,"Mar 19, 2021",,14,
59,New,https://www.tiktok.com/abdullahyil47,https://www.tiktok.com/abdullahyil47/video/6940687237369662721,Son Mektup Nebi'ye ilahiler,Ozan birgül,/track?id=78173914,https://www.tiktok.com/music/Son-Nebi'ye-Son-Mektup-ilahiler-2021-6868077233370580993,3.6M,0,102.7K,1.2K,59,"Mar 18, 2021",,38,QZK6K2017321
60,New,https://www.tiktok.com/follow_if_you_shower80,https://www.tiktok.com/follow_if_you_shower80/video/6940429163853630726,Yoga,645AR,/track?id=28912140,https://www.tiktok.com/music/Yoga-6810204147376195585,8.5M,0,2M,22K,60,"Mar 18, 2021",,14,USSM12001099
61,New,https://www.tiktok.com/phillychinchilly,https://www.tiktok.com/phillychinchilly/video/6940660530063478022,SugarCrash!,ElyOtto,/track?id=31221266,https://www.tiktok.com/music/SugarCrash-6920125567752734722,3.9M,0,305.8K,1.5K,61,"Mar 18, 2021",,3,TCAFB2092742
62,New,https://www.tiktok.com/perfectlyeccentric,https://www.tiktok.com/perfectlyeccentric/video/6940649848873962758,Banana (feat. Shaggy),"Conkarah, Shaggy",/track?id=24879479,https://www.tiktok.com/music/Banana-feat-Shaggy-6788784989656926981,5.2M,0,470.4K,1.6K,62,"Mar 18, 2021",,7,QMRSZ1901446
63,New,https://www.tiktok.com/lastmapstanding,https://www.tiktok.com/lastmapstanding/video/6940794661544021253,Drive Forever - Remix,"Sergio Valentino, xakavir",/track?id=32204028,https://www.tiktok.com/music/Drive-Forever-Remix-6896143888814213122,2.9M,0,440.1K,15.6K,63,"Mar 18, 2021",,1,SE6SA2085128
64,276,https://www.tiktok.com/billieeilish,https://www.tiktok.com/billieeilish/video/6896948870652120325,Therefore I Am,Billie Eilish,/track?id=31948804,https://www.tiktok.com/music/Therefore-I-Am-6894066988063131649,65.1M,0,12.1M,310.3K,64,"Mar 18, 2021",497.57,248,USUM72021500
65,219,https://www.tiktok.com/toshpointfro,https://www.tiktok.com/toshpointfro/video/6938133638966037765,TROPICAL UPLIFTING MOTIVATIONNAL SUMMER RUN,,,https://www.tiktok.com/music/TROPICAL-UPLIFTING-MOTIVATIONNAL-SUMMER-RUN-6773888441806489601,16.9M,0,288.6K,1.8K,65,"Mar 18, 2021",3.29,16,
66,New,https://www.tiktok.com/aircorg,https://www.tiktok.com/aircorg/video/6940750100134235398,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6816496693551450885,4.4M,0,400.3K,3.9K,66,"Mar 18, 2021",,2,AUFXV1900105
67,294,https://www.tiktok.com/aimeemassie,https://www.tiktok.com/aimeemassie/video/6938884280768564482,Can You Feel My Heart,Bring Me The Horizon,/track?id=12491049,https://www.tiktok.com/music/Can-You-Feel-My-Heart-6915348665175526145,30.9M,0,6.3M,31.7K,3,"Mar 13, 2021",,56,GBARL1202415
68,8,https://www.tiktok.com/tamingtriplets,https://www.tiktok.com/tamingtriplets/video/6939637575502155013,Send Me on My Way,Vibe Street,/track?id=30259822,https://www.tiktok.com/music/Send-Me-on-My-Way-6847581036629460993,15.4M,0,2.7M,37.9K,23,"Mar 16, 2021",,33,TCAEZ2044849
69,New,https://www.tiktok.com/delo_media,https://www.tiktok.com/delo_media/video/6940644929655885062,Intro,The xx,/track?id=12569606,https://www.tiktok.com/music/Intro-6751218106342836226,2.8M,0,38.4K,140,69,"Mar 18, 2021",,1,GBBKS0900196
70,New,https://www.tiktok.com/adamhgrondin,https://www.tiktok.com/adamhgrondin/video/6940661335734652166,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr., Bill Withers",/track?id=15275075,https://www.tiktok.com/music/Just-the-Two-of-Us-227302284517642240,3.6M,0,658.6K,4.9K,70,"Mar 18, 2021",,10,USEE19901162
71,New,https://www.tiktok.com/touringamerica,https://www.tiktok.com/touringamerica/video/6940599180016553221,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6782913875441371138,3.2M,0,49.7K,87,71,"Mar 18, 2021",,2,AUFXV1900105
72,New,https://www.tiktok.com/miakhalifa,https://www.tiktok.com/miakhalifa/video/6940692904683801861,Up,Cardi B,/track?id=32746863,https://www.tiktok.com/music/Up-6925658290315593729,10.2M,0,1.3M,26.8K,40,"Mar 19, 2021",,9,USAT22100061
73,-71,https://www.tiktok.com/niwandson,https://www.tiktok.com/niwandson/video/6939884639012130054,"Amarelo, azul e branco","ANAVITÓRIA, Rita Lee",/track?id=32463738,https://www.tiktok.com/music/Amarelo-azul-e-branco-6919636331199089413,51.1M,0,4.2M,218K,2,"Mar 17, 2021",,43,BXNVT2000004
74,New,https://www.tiktok.com/minhxdynasty,https://www.tiktok.com/minhxdynasty/video/6940641429744110853,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr., Bill Withers",/track?id=15275075,https://www.tiktok.com/music/Just-the-Two-of-Us-227302284517642240,4.9M,0,545.8K,3.5K,74,"Mar 18, 2021",,5,USEE19901162
75,-5,https://www.tiktok.com/kimmptpcn,https://www.tiktok.com/kimmptpcn/video/6939741394311351554,Ép Duyên,"Yuni Boo, Nam Anh",/track?id=33826798,https://www.tiktok.com/music/Ép-Duyên-Remix-6933399018105997314,6.6M,0,105.6K,408,70,"Mar 17, 2021",,11,VNA0M1912517
76,4617,https://www.tiktok.com/whisperphilippines,https://www.tiktok.com/whisperphilippines/video/6940496669737798914,Hinga Lang Girl,,,https://www.tiktok.com/music/Hinga-Lang-Girl-6934887124601440257,2.9M,0,42.2K,347,22,"Mar 22, 2021",,7,
77,New,https://www.tiktok.com/abdulla,https://www.tiktok.com/abdulla/video/6940605525746830598,Surprise Mom,,,https://www.tiktok.com/music/Surprise-Mom-6934241614831290369,3.5M,0,14.6K,192,77,"Mar 18, 2021",,4,
78,New,https://www.tiktok.com/abbieherbert,https://www.tiktok.com/abbieherbert/video/6940756011984768261,"Amarelo, azul e branco","ANAVITÓRIA, Rita Lee",/track?id=32463738,https://www.tiktok.com/music/Amarelo-azul-e-branco-6919636331199089413,2.7M,0,254.2K,2.4K,78,"Mar 18, 2021",,17,BXNVT2000004
79,-23,https://www.tiktok.com/wian,https://www.tiktok.com/wian/video/6940265914881363202,SugarCrash!,ElyOtto,/track?id=31221266,https://www.tiktok.com/music/SugarCrash-6920125567752734722,6.1M,0,417.7K,1.5K,56,"Mar 17, 2021",,7,TCAFB2092742
80,New,https://www.tiktok.com/vavan,https://www.tiktok.com/vavan/video/6940655049244691713,Vinishko,,,https://www.tiktok.com/music/Vinishko-6938319953515579394,4.4M,0,147.4K,774,80,"Mar 18, 2021",,26,
81,-3,https://www.tiktok.com/shandw1,https://www.tiktok.com/shandw1/video/6939357589503282433,Up,Cardi B,/track?id=32746863,https://www.tiktok.com/music/Up-6925658290315593729,21.6M,0,407.2K,5.4K,18,"Mar 15, 2021",,8,USAT22100061
82,-60,https://www.tiktok.com/joshuamonis,https://www.tiktok.com/joshuamonis/video/6939836180620004613,You Got It,Vedo,/track?id=28672165,https://www.tiktok.com/music/You-Got-It-6796126109965502465,30.9M,0,3.3M,26.6K,8,"Mar 16, 2021",,120,USUYG1299206
83,New,https://www.tiktok.com/coxy_nsfw,https://www.tiktok.com/coxy_nsfw/video/6940406133630831877,Gang Shit No Lame Shit,Key Glock,/track?id=22005783,https://www.tiktok.com/music/Gang-Shit-No-Lame-Shit-6757190539784751105,35.8M,0,2.4M,22.1K,76,"Mar 19, 2021",,13,USUYG1226673
84,172,https://www.tiktok.com/wild.gypsy.soul,https://www.tiktok.com/wild.gypsy.soul/video/6938770828595137798,Oh No Oh No Oh No No No,Dubskie,/track?id=32113110,https://www.tiktok.com/music/Oh-No-Oh-No-Oh-No-No-No-6897210916509599745,67.5M,0,1.9M,31.3K,9,"Mar 14, 2021",,80,QZNMV2011192
85,New,https://www.tiktok.com/violetaperez846,https://www.tiktok.com/violetaperez846/video/6940819964743961862,Classical Music,Classical Music,/track?id=20877140,https://www.tiktok.com/music/Classical-Music-6752513449697216514,2.6M,0,171.7K,796,85,"Mar 18, 2021",,5,TCAAU1178628
86,New,https://www.tiktok.com/mariasteixeira_,https://www.tiktok.com/mariasteixeira_/video/6940460265066532101,Banana (feat. Shaggy),"Conkarah, Shaggy",/track?id=24879479,https://www.tiktok.com/music/Banana-feat-Shaggy-6788784989656926981,8.2M,0,1.6M,9.7K,36,"Mar 19, 2021",,6,QMRSZ1901446
87,New,https://www.tiktok.com/nanisiosor,https://www.tiktok.com/nanisiosor/video/6940560764046478594,Down,"Jay Sean, Lil Wayne",/track?id=15193407,https://www.tiktok.com/music/Down-249516173367734272,4.8M,0,541K,3.4K,87,"Mar 18, 2021",,28,USCM50900094
88,New,https://www.tiktok.com/junobie,https://www.tiktok.com/junobie/video/6940991798772813061,Iko Iko (My Bestie),"Justin Wellington, Small Jam",/track?id=24005064,https://www.tiktok.com/music/Iko-Iko-My-Bestie-6754595656993605633,2.4M,0,339.5K,8.9K,88,"Mar 18, 2021",,5,QZFYX1950028
89,New,https://www.tiktok.com/ddo.sol,https://www.tiktok.com/ddo.sol/video/6940657244434386177,롤린 (Rollin`),,,https://www.tiktok.com/music/롤린-Rollin-6864888294363105281,3.2M,0,492.6K,1.5K,89,"Mar 18, 2021",,45,
90,New,https://www.tiktok.com/javiershumor,https://www.tiktok.com/javiershumor/video/6940649000206863621,Cloud 9,Beach Bunny,/track?id=28141302,https://www.tiktok.com/music/Cloud-9-6777693040485074945,4.2M,0,1.1M,80.3K,90,"Mar 18, 2021",,21,USQE91600054
91,-18,https://www.tiktok.com/tonymemento,https://www.tiktok.com/tonymemento/video/6939211597155994886,Pump It,Black Eyed Peas,/track?id=15415735,https://www.tiktok.com/music/Pump-It-6740249028472096769,20.7M,0,695K,2.2K,18,"Mar 14, 2021",,58,USIR10500407
92,65,https://www.tiktok.com/kovshun.fit,https://www.tiktok.com/kovshun.fit/video/6932837392697101573,ASS,South County Money Boys,/track?id=32836883,https://www.tiktok.com/music/ASS-6781185243404568577,38M,0,1.4M,6.8K,92,"Mar 18, 2021",,40,QZFYX2045497
93,818,https://www.tiktok.com/fitwaffle,https://www.tiktok.com/fitwaffle/video/6939183352897441030,Iko Iko (My Bestie),"Justin Wellington, Small Jam",/track?id=24005064,https://www.tiktok.com/music/Iko-Iko-My-Bestie-6754595656993605633,13.3M,0,1.9M,24.5K,51,"Mar 14, 2021",,59,QZFYX1950028
