Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,10,https://www.tiktok.com/lenniamc,https://www.tiktok.com/lenniamc/video/7040879113644625157,It's Beginning to Look a Lot like Christmas,Michael Bublé,/track?id=15691786,https://www.tiktok.com/music/It's-Beginning-to-Look-a-Lot-like-Christmas-6753170535640729601,47.7M,0,4.2M,18.8K,1,"Dec 13, 2021",,28,USRE11100700
2,New,https://www.tiktok.com/charlesdias_,https://www.tiktok.com/charlesdias_/video/7042085177589239045,Assalto Perigoso,Melody,/track?id=63963870,https://www.tiktok.com/music/Assalto-Perigoso-7017953803768956930,15.3M,0,1.7M,23.1K,2,"Dec 16, 2021",,17,BXHR02100020
3,New,https://www.tiktok.com/drakaroline.landgraf,https://www.tiktok.com/drakaroline.landgraf/video/7041677736103972102,Parada Louca,,,https://www.tiktok.com/music/Parada-Louca-7026912221041036037,42.9M,0,1.3M,57.2K,3,"Dec 16, 2021",,4,
4,New,https://www.tiktok.com/thekalimuscle,https://www.tiktok.com/thekalimuscle/video/7041966827852827905,In Da Getto,"J Balvin, Skrillex",/track?id=51828056,https://www.tiktok.com/music/In-Da-Getto-6977562309870749697,15.7M,0,993.6K,1.3K,4,"Dec 16, 2021",,116,QZM5U2100095
5,49,https://www.tiktok.com/changed_from_brookepeterson13,https://www.tiktok.com/changed_from_brookepeterson13/video/7039352717004786990,Pennies From Heaven - Remastered 1999,Louis Prima,/track?id=15178787,https://www.tiktok.com/music/Pennies-From-Heaven-Remastered-6904921245284829186,30.1M,0,3.3M,34.6K,4,"Dec 17, 2021",8.71,11,USCA29900207
6,New,https://www.tiktok.com/crystalclearpools,https://www.tiktok.com/crystalclearpools/video/7042004624995339526,abcdefu,GAYLE,/track?id=56814906,https://www.tiktok.com/music/abcdefu-6994724904944568322,12.1M,0,1.2M,4.3K,6,"Dec 16, 2021",,51,USAT22103652
7,-3,https://www.tiktok.com/bivi.enciso,https://www.tiktok.com/bivi.enciso/video/7041560542342876422,Surrender,Natalie Taylor,/track?id=14341447,https://www.tiktok.com/music/Surrender-6777935271007619074,24.1M,0,1.3M,10.8K,4,"Dec 15, 2021",,2,TCACJ1544888
8,545,https://www.tiktok.com/hannahandregal,https://www.tiktok.com/hannahandregal/video/7040803883861462278,It's Beginning to Look a Lot like Christmas,Michael Bublé,/track?id=15691786,https://www.tiktok.com/music/It's-Beginning-to-Look-a-Lot-like-Christmas-6753170535640729601,16.1M,0,1.6M,7.4K,8,"Dec 16, 2021",,20,USRE11100700
9,696,https://www.tiktok.com/crumb.dog,https://www.tiktok.com/crumb.dog/video/7038385617285205253,Pennies From Heaven - Remastered 1999,Louis Prima,/track?id=15178787,https://www.tiktok.com/music/Pennies-From-Heaven-Remastered-6904921245284829186,10.9M,0,1.7M,13.8K,9,"Dec 16, 2021",397.71,30,USCA29900207
10,New,https://www.tiktok.com/cenakims,https://www.tiktok.com/cenakims/video/7041932044762352922,Counting Stars,OneRepublic,/track?id=15925786,https://www.tiktok.com/music/Counting-Stars-6739973799774521346,10.5M,0,1.7M,4K,10,"Dec 16, 2021",,49,USUM71301306
11,5,https://www.tiktok.com/the_scottish_king,https://www.tiktok.com/the_scottish_king/video/7040463893025672450,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae, Kali Uchis, Moliy",/track?id=60333954,https://www.tiktok.com/music/SAD-GIRLZ-LUV-MONEY-Remix-7007785041036101634,53M,0,3.6M,27.5K,3,"Dec 12, 2021",,68,US23A1540104
12,-10,https://www.tiktok.com/meghantrainor,https://www.tiktok.com/meghantrainor/video/7041724809218100486,Title,Meghan Trainor,/track?id=15794103,https://www.tiktok.com/music/Title-7017965562982697730,32.8M,0,5.9M,14.4K,2,"Dec 15, 2021",,39,USSM11406369
13,New,https://www.tiktok.com/alexisthatfox,https://www.tiktok.com/alexisthatfox/video/7042075442433576238,Necio,"Romeo Santos, Santana",/track?id=15728437,https://www.tiktok.com/music/Necio-6715118821125916674,6.6M,0,267.9K,3.7K,13,"Dec 16, 2021",,18,USSD11300471
14,-6,https://www.tiktok.com/wian,https://www.tiktok.com/wian/video/7041219767260286209,abcdefu,GAYLE,/track?id=56814906,https://www.tiktok.com/music/abcdefu-6994724904944568322,26.1M,0,2.6M,37K,7,"Dec 14, 2021",,73,USAT22103652
15,-10,https://www.tiktok.com/cristianleaals,https://www.tiktok.com/cristianleaals/video/7040571400104578310,"No Tengo Hambre, Tengo Ansiedad",Alan Sutton y las criaturitas de la ansiedad,/track?id=63958099,https://www.tiktok.com/music/No-Tengo-Hambre-Tengo-Ansiedad-7010805268292306945,56.9M,0,4M,51.8K,5,"Dec 15, 2021",,34,ARAYA2100003
16,-10,https://www.tiktok.com/coreyfunk,https://www.tiktok.com/coreyfunk/video/7039744203848486149,Sleigh Ride,Leroy Anderson,/track?id=15530320,https://www.tiktok.com/music/Sleigh-Ride-6935940111473313793,32.1M,0,3.1M,14.1K,6,"Dec 15, 2021",,27,USMC15947432
17,New,https://www.tiktok.com/orthotricks,https://www.tiktok.com/orthotricks/video/7041668930926152966,Infinity,Jaymes Young,/track?id=15093243,https://www.tiktok.com/music/Infinity-7033036433606773506,10.6M,0,69.5K,990,14,"Dec 17, 2021",,57,USAT21700859
