Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,77,Big Spender (feat. Troof),S5345,"C tha Future, Troof",/track?id=14280122,https://www.tiktok.com/music/Big-Spender-feat-Troof-6751229944891705345,C tha Future,"Oct 23, 2019",76,584K,662K,1,"Jan 8, 2022",5,11.00,TCABS1303835
2,78,Intro,,"Guapo Laced, Killa Cam",/track?id=69287530,https://www.tiktok.com/music/null,Out The Gate Records,"Oct 17, 2019",78,570K,648K,2,"Jan 8, 2022",13,11.14,QZHN81919647
3,78,Spender 2020 Freestyle,,"Tana2Raw, Omardafat",/track?id=69287515,https://www.tiktok.com/music/null,1407941 Records DK,"May 24, 2020",77,570K,648K,2,"Jan 22, 2022",6,11.14,QZHN42012253
4,-3,Own Brand Freestyle,S2386,"FelixThe1st, Dréya Mac, Finch Fetti",/track?id=64396060,https://www.tiktok.com/music/Own-Brand-Freestyle-7019087686937872386,FelixThe1st,"Nov 18, 2021",12,443K,3.9M,1,"Dec 11, 2021",26,-0.43,QZK6J2144340
5,15,Half On a Sack (Explicit Album Version),,Three 6 Mafia,/track?id=15777995,https://www.tiktok.com/music/null,Hypnotize Minds/Sony Urban Music/Columbia,"Aug 16, 2019",87,390K,601K,5,"Jan 8, 2022",6,2.14,USSM10504869
6,18,I'm So Lucky Lucky,S7442,Grandzz,/track?id=68395545,https://www.tiktok.com/music/I'm-So-Lucky-Lucky-7040621961797437442,3530576 Records DK,"Dec 11, 2021",60,312K,893K,6,"Jan 8, 2022",5,2.57,QZRP52160636
7,3,COMMA$,S9202,Curtis Roach,/track?id=65331133,https://www.tiktok.com/music/COMMA-7016196298508339202,Curtis Roach,"Oct 6, 2021",16,303K,2.7M,6,"Feb 5, 2022",17,0.43,SGB502101619
8,176,Something About You (feat. Dent May),S2418,"Eyedress, Dent May",/track?id=46968655,https://www.tiktok.com/music/Something-About-You-feat-Dent-May-6962068142092732418,Lex Records,"May 13, 2021",42,278K,1.2M,4,"Jan 15, 2022",24,,GBMYF2000174
9,6,Giddy Up Let's Ride,S3921,Kinsu,/track?id=15889163,https://www.tiktok.com/music/Giddy-Up-Let's-Ride-6914959998422353921,Blunt Recordings,"Jan 6, 2021",92,277K,566K,9,"Jan 8, 2022",9,0.86,USTV19700304
10,New,oui,S4929,Jeremih,/track?id=15935671,https://www.tiktok.com/music/Oui-242507479799164929,Universal Music Group,"Nov 28, 2019",101,262K,459K,6,"Jan 22, 2022",23,,USUM71513397
11,-5,Bussy Butts,S4913,"Ree Ree KappAlot, Ken Kelle",/track?id=38866458,https://www.tiktok.com/music/Bussy-Butts-6778593417954854913,Ree Ree KappAlot & Ken Kelle,"Jan 4, 2020",49,248K,987K,6,"Jan 1, 2022",12,-0.71,TCAEH1957648
12,-9,Could've Been (feat. Bryson Tiller),S0001,"H.E.R., Bryson Tiller",/track?id=20318677,https://www.tiktok.com/music/Could've-Been-6730293627639040001,RCA Records Label,"Aug 27, 2019",45,241K,1.1M,3,"Jan 1, 2022",11,-1.29,USRC11802598
13,-9,Pope Is a Rockstar,S9630,SALES,/track?id=14361352,https://www.tiktok.com/music/Pope-Is-a-Rockstar-7036959062042659630,SALES,"Jan 12, 2020",26,236K,1.7M,3,"Dec 18, 2021",11,-1.29,TCACN1687807
14,New,Could've Been,,,,https://www.tiktok.com/music/null,,"Dec 27, 2021",135,232K,242K,14,"Jan 8, 2022",8,,VNNVK2190009
15,-2,Love Grows (Where My Rosemary Goes),S7569,Edison Lighthouse,/track?id=19841060,https://www.tiktok.com/music/Love-Grows-6728858648203757569,Crimson,"Dec 14, 2019",99,219K,486K,9,"Jan 15, 2022",8,-0.29,GBBPJ9800675
16,-9,Frontin' (feat. Jay-Z) (Club Mix),,"Pharrell Williams, JAY-Z",/track?id=15049196,https://www.tiktok.com/music/null,Arista,"Aug 16, 2019",30,218K,1.5M,2,"Dec 18, 2021",11,-1.29,USAR10300553
17,New,Breakin' My Heart (Pretty Brown Eyes),S6545,Mint Condition,/track?id=15605754,https://www.tiktok.com/music/BreakinMy-Heart-Pretty-Brown-Eyes-6932073408150636545,Universal Music Mexico S.A. de C.V. (Polystar),"Sep 3, 2019",141,204K,214K,16,"Jan 22, 2022",14,,USPR39104445
18,90,Do It To It,S3089,"ACRAZE, Cherish",/track?id=57467910,https://www.tiktok.com/music/Do-It-To-It-6995755718976473089,"Thrive Music, LLC","Aug 12, 2021",35,198K,1.4M,11,"Nov 20, 2021",14,12.86,QZFPL2100100
19,36,We Don't Talk About Bruno,S2322,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",/track?id=66986384,https://www.tiktok.com/music/We-Don't-Talk-About-Bruno-7032019094467512322,Walt Disney Records,"Nov 11, 2021",112,196K,352K,2,"Feb 5, 2022",18,5.14,USWD12112915
20,18,Shake,S0577,Or10c,/track?id=68582065,https://www.tiktok.com/music/Shake-7039404728484120577,SpeedGang / Or10c Records,"Dec 7, 2021",79,186K,646K,20,"Jan 8, 2022",6,2.57,QZS662190513
21,New,These Days,S3937,Nico,/track?id=15309762,https://www.tiktok.com/music/These-Days-6929763762322343937,Universal Music Special Imports,"Sep 2, 2019",148,185K,186K,12,"Jan 15, 2022",3,,USF096625390
22,-5,Rodeo,,City Girls,/track?id=29898398,https://www.tiktok.com/music/null,Quality Control Music/Motown Records,"Oct 9, 2020",52,179K,931K,17,"Jan 1, 2022",11,-0.71,USUG12001656
23,-2,Black Ball,S6657,"YoungBoy Never Broke Again, Birdman",/track?id=68292721,https://www.tiktok.com/music/Black-Ball-7039992152465606657,Never Broke Again,"Dec 9, 2021",50,177K,940K,7,"Dec 18, 2021",7,-0.29,ZZOPM2119512
24,New,Savage - Instrumental,S3041,Starlite Karaoke,/track?id=69287517,https://www.tiktok.com/music/Savage-Instrumental-6847541958156503041,Music Manager,"Jul 8, 2020",143,170K,206K,24,"Jan 8, 2022",2,,QMVRR2000397
25,7,TO THE MOON,S1921,"Jnr Choi, Sam Tompkins",/track?id=65782871,https://www.tiktok.com/music/TO-THE-MOON-7025056274156881921,Independent,"Oct 30, 2021",102,166K,434K,20,"Jan 15, 2022",5,1.00,QZNWW2131527
26,-14,Bananza (Belly Dancer),S9169,Akon,/track?id=15944327,https://www.tiktok.com/music/Bananza-Belly-Dancer-6930783714012039169,SRC Records,"Sep 4, 2019",37,163K,1.3M,12,"Jan 1, 2022",16,-2.00,USUR10300501
27,1,Material Girl,S9633,Saucy Santana,/track?id=26906168,https://www.tiktok.com/music/Material-Girl-Bass-Boosted-7026792865289029633,Saucy Santana / StreamCut,"Jan 6, 2020",39,162K,1.3M,20,"Nov 20, 2021",21,0.14,QZ5FA1950664
28,40,So What - Album Version (Explicit),,"Field Mob, Ciara",/track?id=15901887,https://www.tiktok.com/music/null,Geffen,"Sep 2, 2019",113,160K,336K,15,"Mar 19, 2022",16,5.71,USUM70601012
29,24,Monkeys Spinning Monkeys,S9249,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,642414 Records DK2,"Oct 11, 2019",3,160K,7.7M,10,"Jun 26, 2021",104,3.43,USUAN1400011
30,New,Savage (Originally Performed by Megan Thee Stallion) [Instrumental Version],S3441,Hit The Button Karaoke,/track?id=30136722,https://www.tiktok.com/music/Savage-Love-Originally-Performed-by-Jason-Derulo-6850542349836093441,Hit The Button Karaoke,"Jun 19, 2020",131,159K,253K,30,"Jan 8, 2022",2,,GBRBE0796876
31,42,So What - Album Version (Edited),S5281,"Field Mob, Ciara",/track?id=15901888,https://www.tiktok.com/music/So-What-Album-Version-Explicit-6928840737509345281,Interscope,"Sep 4, 2019",115,157K,327K,31,"Jan 8, 2022",8,6.00,USUM70601013
