Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,3,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"Aug 23, 2019",61,427K,733K,1,"Feb 26, 2022",15,0.43,USA3D0700101
2,-1,Ginseng Strip 2002,S4054,Yung Lean,/track?id=14145576,https://www.tiktok.com/music/Ginseng-Strip-2002-6997999797663714054,YEAR0001,"Aug 30, 2019",7,414K,4.8M,1,"Jan 29, 2022",26,-0.14,SEY491300006
3,4,Forever,S1617,Labrinth,/track?id=25531325,https://www.tiktok.com/music/Forever-6740248251825391617,Masterworks,"Sep 23, 2019",36,356K,1.2M,3,"Feb 26, 2022",17,0.57,USQX91902499
4,5,Wanna Be Startin' Somethin',S6130,Michael Jackson,/track?id=15823676,https://www.tiktok.com/music/Wanna-Be-Startin-Somethin-Album-Version-96130,Epic,"Aug 16, 2019",67,336K,599K,4,"Feb 26, 2022",3,0.71,USSM19902986
5,5,Wanna Be Startin' Somethin' (Album Version),,Michael Jackson,/track?id=15811989,https://www.tiktok.com/music/null,Epic,"Aug 16, 2019",69,327K,586K,5,"Feb 26, 2022",3,0.71,USSM18200005
6,2,We Don't Talk About Bruno,S2322,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",/track?id=66986384,https://www.tiktok.com/music/We-Don't-Talk-About-Bruno-7032019094467512322,Walt Disney Records,"Nov 11, 2021",11,269K,2.3M,2,"Feb 5, 2022",18,0.29,USWD12112915
7,-4,From Tha Back,S9106,"lil.eaarl, Huncho Da Rockstar",/track?id=54250665,https://www.tiktok.com/music/From-Tha-Back-7076226083082799106,F.W.M.B,"Jul 21, 2021",8,265K,4.6M,3,"Feb 19, 2022",31,-0.57,QZK6L2175793
8,-2,Major Bag Alert (feat. Migos),,"DJ Khaled, Migos",/track?id=17631254,https://www.tiktok.com/music/null,Epic/We The Best,"Aug 17, 2019",45,259K,1M,4,"Feb 12, 2022",6,-0.29,USSM11705116
9,New,LA SINE,,,,https://www.tiktok.com/music/null,,"Feb 17, 2022",122,247K,248K,9,"Feb 26, 2022",3,,QZDA52258709
10,New,Wanna Be Startin' Somethin' (Single Version),,Michael Jackson,/track?id=15777208,https://www.tiktok.com/music/null,Epic/Legacy,"Aug 16, 2019",124,238K,241K,2,"Mar 5, 2022",2,,USSM10501508
11,New,5Star Lay Bankz,S3457,Nine Tailed Sonic,/track?id=73668976,https://www.tiktok.com/music/5Star-Lay-Bankz-7065689786322323457,Pacific Foundation,"Feb 16, 2022",110,238K,307K,11,"Feb 26, 2022",1,,GX4LG2100218
12,-7,Playboy,S6817,Jx.Zero,/track?id=35791057,https://www.tiktok.com/music/Playboy-6936644952348706817,772428 Records DK,"Mar 5, 2021",51,233K,854K,5,"Feb 19, 2022",8,-1.00,QZDA62175728
13,25,Mount Everest,S9103,Labrinth,/track?id=24136343,https://www.tiktok.com/music/Original-sound-7061411512082189103,Syco Music,"Aug 16, 2019",53,227K,831K,13,"Feb 26, 2022",11,3.57,GBHMU1800032
14,91,556 (Green Tip),S7374,iayze,/track?id=73631011,https://www.tiktok.com/music/556-Green-Tip-7059436057242307374,Simple Stupid Records/Geffen Records,"Feb 7, 2022",114,225K,286K,4,"Mar 5, 2022",7,13.00,USLD91736763
15,6,Cupid (Remix),S7553,2Rare,/track?id=73444636,https://www.tiktok.com/music/Cupid-Remix-7062473716534167553,2Rare,"Feb 7, 2022",96,209K,386K,13,"Mar 5, 2022",11,0.86,QZL382245945
16,-5,Monkeys Spinning Monkeys,S9249,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,642414 Records DK2,"Oct 11, 2019",1,180K,8.8M,10,"Jun 26, 2021",104,-0.71,USUAN1400011
