Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/casualogue,https://www.tiktok.com/casualogue/video/6922831679514070274,Santai Tapi Berisi,Casualogue,/track?id=59424021,https://www.tiktok.com/music/Santai-Tapi-Berisi-6921957561683937281,28.9M,0,289K,733,1,"Jan 28, 2021",,2,FRX282197292
2,6,https://www.tiktok.com/hiloteen,https://www.tiktok.com/hiloteen/video/6921135123203116289,Lompat Setinggi Bintang,,,https://www.tiktok.com/music/Lompat-Setinggi-Bintang-6919454981833787394,27.2M,0,267K,1K,2,"Jan 28, 2021",,5,
3,5,https://www.tiktok.com/hiloteen,https://www.tiktok.com/hiloteen/video/6921135123203116289,Lompat Setinggi Bintang,,,https://www.tiktok.com/music/Lompat-Setinggi-Bintang-6919454981833787394,27.2M,0,267K,1K,2,"Jan 28, 2021",,5,
4,New,https://www.tiktok.com/jarypatel,https://www.tiktok.com/jarypatel/video/6922591142450154758,Steven Universe,L.Dre,/track?id=28637630,https://www.tiktok.com/music/Steven-Universe-6795585271782967298,11M,0,2.8M,39.6K,4,"Jan 28, 2021",,48,QZFZ32084911
5,New,https://www.tiktok.com/billieeilish,https://www.tiktok.com/billieeilish/video/6922582892430281990,Lo Vas A Olvidar (with ROSALÍA),"Billie Eilish, ROSALÍA",/track?id=32610113,https://www.tiktok.com/music/Lo-Vas-A-Olvidar-6920274910954670081,13.2M,0,4.1M,125.9K,5,"Jan 28, 2021",,146,USUM72100008
6,New,https://www.tiktok.com/dimaadin,https://www.tiktok.com/dimaadin/video/6922475740646755585,Fuck This Shit,Andredi,/track?id=80119088,https://www.tiktok.com/music/Fuck-This-Shit-6732235732842186754,9.8M,0,177.4K,5.6K,6,"Jan 28, 2021",,11,QZFYZ1991397
7,New,https://www.tiktok.com/anokhinalz,https://www.tiktok.com/anokhinalz/video/6922567608579443970,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",/track?id=15085562,https://www.tiktok.com/music/stereo-hearts-6442571295296228109,10.2M,0,2.1M,18.8K,7,"Jan 28, 2021",,65,USAT21101071
8,369,https://www.tiktok.com/dentaldigest,https://www.tiktok.com/dentaldigest/video/6922164258373438725,Gang Shit No Lame Shit,Key Glock,/track?id=22005783,https://www.tiktok.com/music/Gang-Shit-No-Lame-Shit-6757190539784751105,10M,0,1.8M,12.4K,8,"Jan 28, 2021",,46,USUYG1226673
9,-7,https://www.tiktok.com/this.tourettes.guy,https://www.tiktok.com/this.tourettes.guy/video/6922100922717965569,Cartoon,Chicco Bencardino,/track?id=30291360,https://www.tiktok.com/music/Cartoon-6782272421752735745,27M,0,5.9M,114K,2,"Jan 27, 2021",,32,FR6V80675854
10,New,https://www.tiktok.com/kizzzzzzzzzzzzzza,https://www.tiktok.com/kizzzzzzzzzzzzzza/video/6922126245627006209,Sixteen,Ayesha Erotica,/track?id=29542576,https://www.tiktok.com/music/sixteen-by-ayesha-erotica-6712945054878649093,17.6M,0,2M,9.2K,10,"Jan 28, 2021",,14,TCAEW2042749
11,10,https://www.tiktok.com/555mph.a.triplet.story,https://www.tiktok.com/555mph.a.triplet.story/video/6922227961315839237,"Stranger Things (From ""Stranger Things"") - Remaster",Collosia,/track?id=44034186,https://www.tiktok.com/music/Stranger-Things-From-Stranger-Things-6741226244248963073,9.4M,0,1.8M,56.7K,11,"Jan 28, 2021",,29,QZHN61917570
12,New,https://www.tiktok.com/baker.neon,https://www.tiktok.com/baker.neon/video/6922105505989119237,Mhm Mhm,Cdot Honcho,/track?id=31626196,https://www.tiktok.com/music/Mhm-Mhm-6878442747355727874,16.4M,0,2.6M,11.3K,12,"Jan 28, 2021",,40,QZMHM2098517
13,-10,https://www.tiktok.com/yeahimcaroline,https://www.tiktok.com/yeahimcaroline/video/6922170637201001733,Rasputin - Maxi Version,Boney M.,/track?id=11461430,https://www.tiktok.com/music/Rasputin-Single-Version-242977707800637440,16.9M,0,4.1M,56.3K,3,"Jan 27, 2021",,89,DEC730800009
14,22,https://www.tiktok.com/connection_intercepted,https://www.tiktok.com/connection_intercepted/video/6918883620220325126,Mr Sandman,The Chordettes,/track?id=12578758,https://www.tiktok.com/music/Mr-Sandman-6717461240567826433,54.8M,0,9.8M,180.9K,1,"Jan 20, 2021",-1.00,116,GBBLY0602701
15,New,https://www.tiktok.com/trippydraws,https://www.tiktok.com/trippydraws/video/6922561852312505606,First Date,frad,/track?id=22837657,https://www.tiktok.com/music/First-Date-6830658290230233089,4.5M,0,1.4M,2.7K,15,"Jan 28, 2021",,33,QZES61945597
16,-6,https://www.tiktok.com/changed_from_shmeksss,https://www.tiktok.com/changed_from_shmeksss/video/6921332628691881218,It's Tricky,"Run–D.M.C., Jason Mizell, Joseph Ward Simmons, Darryl McDaniels",/track?id=15051716,https://www.tiktok.com/music/It's-Tricky-250835551346647040,66M,0,5.9M,25.3K,1,"Jan 25, 2021",,70,USAR18600005
