Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/heartbeatfood,https://www.tiktok.com/heartbeatfood/video/6966649519601716486,Iko Iko (My Bestie),"Justin Wellington, Small Jam",/track?id=24005064,https://www.tiktok.com/music/Iko-Iko-My-Bestie-6754595656993605633,33.7M,0,1.7M,26.8K,1,"May 27, 2021",,25,QZFYX1950028
2,6,https://www.tiktok.com/anaclaraalencar__,https://www.tiktok.com/anaclaraalencar__/video/6966427226547965189,Arrasta pra Cima,"DJ Lucas Beat, Zé Ottávio",/track?id=36263903,https://www.tiktok.com/music/Arrasta-pra-Cima-6956405202976573441,25.8M,0,484.7K,4.1K,2,"May 27, 2021",,90,BCSG12100015
3,New,https://www.tiktok.com/just_dt,https://www.tiktok.com/just_dt/video/6966766077124644101,Day 'N' Nite - Radio Edit,"Kid Cudi, Crookers",/track?id=12635346,https://www.tiktok.com/music/DayNNite-nightmare-6876131097164450566,13.1M,0,2.7M,20.2K,3,"May 27, 2021",,1,GBCEN0801462
4,New,https://www.tiktok.com/choctiv,https://www.tiktok.com/choctiv/video/6966759708870970629,Lil Einstein,Choctiv,/track?id=44874680,https://www.tiktok.com/music/Lil-Einstein-6961668668379908097,13.1M,0,1.6M,44.7K,4,"May 27, 2021",,13,QZHN62190196
5,New,https://www.tiktok.com/khamitovy,https://www.tiktok.com/khamitovy/video/6966635382712569094,Mission Impossible Fallout - Main Theme,Geek Music,/track?id=20432200,https://www.tiktok.com/music/Mission-Impossible-Fallout-Main-Theme-6891415386160367617,15.1M,0,1M,3.7K,5,"May 27, 2021",,76,USLZJ1823537
6,14,https://www.tiktok.com/erelllms,https://www.tiktok.com/erelllms/video/6965127866124176645,#BrooklynBloodPop!,SyKo,/track?id=30729227,https://www.tiktok.com/music/this-song-is-brooklyn-blood-pop-omg-6947351821157485317,31.6M,0,6M,96K,6,"May 27, 2021",,30,QZK6Q2049800
7,New,https://www.tiktok.com/leejieun93,https://www.tiktok.com/leejieun93/video/6966746072467131649,童话（伤感纯音乐）,,,https://www.tiktok.com/music/童话伤感纯音乐-6870150809053579278,10.1M,0,801.7K,5K,7,"May 27, 2021",,20,
8,New,https://www.tiktok.com/bru_fava,https://www.tiktok.com/bru_fava/video/6966723569782885638,Born to Play Reprise,Jon Batiste,/track?id=32327469,https://www.tiktok.com/music/Born-to-Play-Reprise-6906706893025069058,8.5M,0,935.7K,10.3K,8,"May 27, 2021",,24,USWD12097123
9,New,https://www.tiktok.com/pimpleremove,https://www.tiktok.com/pimpleremove/video/6966780738993802502,Build a Bitch,Bella Poarch,/track?id=41385030,https://www.tiktok.com/music/Build-a-Btch-6956990112127585029,8.3M,0,345.3K,5.5K,9,"May 27, 2021",,3,USWB12101016
10,New,https://www.tiktok.com/guilherme.leal,https://www.tiktok.com/guilherme.leal/video/6966666461829975302,The Nights - Avicii By Avicii,Avicii,/track?id=11242417,https://www.tiktok.com/music/The-Nights-Avicii-By-Avicii-6931348010014902273,9.3M,0,616.3K,2.4K,10,"May 27, 2021",,56,CHB701400038
