Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,237,https://www.tiktok.com/rexie_popeye,https://www.tiktok.com/rexie_popeye/video/7025932753501818138,Ayah,Seventeen,/track?id=13194827,https://www.tiktok.com/music/Ayah-6822942248724891649,15M,0,566.3K,2.6K,1,"Nov 4, 2021",,2,IDA401300577
2,New,https://www.tiktok.com/mimiermakeup,https://www.tiktok.com/mimiermakeup/video/7026398288291122437,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae, Kali Uchis, Moliy",/track?id=60333954,https://www.tiktok.com/music/SAD-GIRLZ-LUV-MONEY-Remix-7007785041036101634,13.2M,0,2.1M,6.4K,2,"Nov 4, 2021",,50,US23A1540104
3,3,https://www.tiktok.com/howitworking,https://www.tiktok.com/howitworking/video/7023803446197292334,House of Memories,Panic! At The Disco,/track?id=15090931,https://www.tiktok.com/music/House-of-Memories-6704977837100632066,33.4M,0,3.2M,28K,3,"Nov 4, 2021",,13,USAT21503701
4,New,https://www.tiktok.com/edsheeran,https://www.tiktok.com/edsheeran/video/7026439424556748038,2step,Ed Sheeran,/track?id=65257310,https://www.tiktok.com/music/2step-7022989232104966146,7.1M,0,721K,20.8K,4,"Nov 4, 2021",,46,GBAHS2100677
5,1,https://www.tiktok.com/gabrielfeitosagrooming,https://www.tiktok.com/gabrielfeitosagrooming/video/7026150321231629615,"Day-O the Banana Boat Song (From ""Beetlejuice"")",Geek Music,/track?id=51312120,https://www.tiktok.com/music/Day-O-The-Banana-Boat-Song-From-Beetlejuice-6968593274139314177,14.1M,0,2M,28.4K,5,"Nov 4, 2021",,26,USLZJ2193857
6,New,https://www.tiktok.com/little.rep,https://www.tiktok.com/little.rep/video/7026005477368646917,Island Boy,flyysoulja kodiyakredd,/track?id=65317510,https://www.tiktok.com/music/Island-Boy-7023210842384517122,13.8M,0,935.1K,16.5K,6,"Nov 4, 2021",,15,QZNMZ2135887
7,New,https://www.tiktok.com/cost_n_mayor,https://www.tiktok.com/cost_n_mayor/video/7026497200691744005,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,/track?id=13541614,https://www.tiktok.com/music/StayinAlive-6740534232386373634,6M,0,1.6M,12.6K,7,"Nov 4, 2021",,14,NLF057790034
8,-1,https://www.tiktok.com/coldcutz20,https://www.tiktok.com/coldcutz20/video/7026079360809585926,"The Banjo Beat, Pt. 1",Ricky Desktop,/track?id=31136030,https://www.tiktok.com/music/The-Banjo-Beat-Pt-1-6863214295757490950,13M,0,222.3K,1K,7,"Nov 3, 2021",,62,QZK6L2004258
9,New,https://www.tiktok.com/xobrooklynne,https://www.tiktok.com/xobrooklynne/video/7026428512445795590,Nuestra Canción,"Monsieur Periné, Vicente Garcia",/track?id=11256244,https://www.tiktok.com/music/Nuestra-Canción-feat-Vicente-García-7017870636722686725,7.9M,0,1.1M,10K,9,"Nov 4, 2021",,7,COSO11500079
10,34,https://www.tiktok.com/caseyoverby,https://www.tiktok.com/caseyoverby/video/7025347671774825734,All Star,Smash Mouth,/track?id=15416853,https://www.tiktok.com/music/All-Star-6916757104988538882,40.8M,0,5.5M,29K,2,"Nov 1, 2021",,19,USIR19902220
11,New,https://www.tiktok.com/vilmeijuga,https://www.tiktok.com/vilmeijuga/video/7026295872128290075,Horror suspense halloween devil(1039891),,,https://www.tiktok.com/music/Horror-suspense-halloween-devil-1039891-6974531615791794178,12M,0,676.7K,1.4K,11,"Nov 4, 2021",,1,
12,New,https://www.tiktok.com/xvx_6,https://www.tiktok.com/xvx_6/video/7026421060463545646,Somebody's Watching Me - Single Version,Rockwell,/track?id=15547640,https://www.tiktok.com/music/Somebody's-Watching-Me-Single-Version-280537214516842496,5.8M,0,245.1K,4.7K,12,"Nov 4, 2021",,16,USMO10000307
