Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,0,Ginseng Strip 2002,S4054,Yung Lean,/track?id=14145576,https://www.tiktok.com/music/Ginseng-Strip-2002-6997999797663714054,YEAR0001,"Aug 30, 2019",12,1.3M,2.9M,1,"Jan 29, 2022",26,0.00,SEY491300006
2,19,We Don't Talk About Bruno,S2322,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",/track?id=66986384,https://www.tiktok.com/music/We-Don't-Talk-About-Bruno-7032019094467512322,Walt Disney Records,"Nov 11, 2021",38,471K,1.5M,2,"Feb 5, 2022",18,2.71,USWD12112915
3,New,Cupid,S2689,2rare jaggstar,/track?id=72916387,https://www.tiktok.com/music/Cupid-7057659931364722689,2rare jaggstar,"Jan 25, 2022",100,437K,457K,3,"Feb 5, 2022",2,,QZJG52299644
4,-2,THATS WHAT I WANT,S6005,Lil Nas X,/track?id=60290154,https://www.tiktok.com/music/original-sound-7012418685637856005,Columbia,"Sep 16, 2021",41,432K,1.3M,2,"Jan 29, 2022",16,-0.29,USSM12105732
5,184,Cancun Sega - luxuriøus Remix,S0098,"ScrewStache, luxuriøus",/track?id=64282400,https://www.tiktok.com/music/Cancun-Sega-luxuriøus-Remix-7019247552637700098,司钻,"Oct 14, 2021",97,385K,509K,3,"Feb 12, 2022",4,26.29,QZS632122919
6,9,COMMA$,S9202,Curtis Roach,/track?id=65331133,https://www.tiktok.com/music/COMMA-7016196298508339202,Curtis Roach,"Oct 6, 2021",8,300K,3.9M,6,"Feb 5, 2022",17,1.29,SGB502101619
7,94,Notion,S4001,The Rare Occasions,/track?id=16270659,https://www.tiktok.com/music/Notion-7036703990248704001,The Rare Occasions,"Nov 30, 2021",99,276K,460K,7,"Feb 5, 2022",9,13.43,USHM21617726
8,-5,Captain,S5653,Nutcase22,/track?id=66437850,https://www.tiktok.com/music/Captain-whistle-7046760557633915653,GRM Daily Records,"Nov 8, 2021",63,271K,956K,3,"Jan 29, 2022",7,-0.71,GBAYE2101559
9,4,rockstar,S8433,"Post Malone, 21 Savage",/track?id=15941282,https://www.tiktok.com/music/rockstar-6750773904496658433,Universal-Island Records Ltd.,"Sep 2, 2019",77,270K,726K,9,"Feb 5, 2022",12,0.57,USUM71710087
10,-5,No Idea,S2901,Don Toliver,/track?id=23658940,https://www.tiktok.com/music/No-Idea-6764115859423152901,Cactus Jack / Atlantic,"Aug 21, 2019",3,262K,7.9M,5,"Jan 29, 2022",11,-0.71,USAT21903300
11,New,The Door,,,,https://www.tiktok.com/music/null,,"Jan 28, 2022",129,262K,266K,11,"Feb 5, 2022",7,,US3DF2209031
12,38,One Dance,S1776,"Drake, Wizkid, Kyla",/track?id=15194415,https://www.tiktok.com/music/One-Dance-feat-Wizkid-Kyla-222496923914571776,Cash Money Records/Young Money Ent./Universal Rec.,"Sep 2, 2019",76,260K,742K,12,"Feb 5, 2022",16,5.43,USCM51600028
13,-7,Big Spender,S7842,Peggy Lee,/track?id=15173545,https://www.tiktok.com/music/Big-Spender-6898787810690467842,Capitol Records,"Sep 2, 2019",70,256K,813K,6,"Jan 29, 2022",10,-1.00,USCA28900608
14,-7,Spender 2020 Freestyle,,"Tana2Raw, Omardafat",/track?id=69287515,https://www.tiktok.com/music/null,1407941 Records DK,"May 24, 2020",14,254K,2.5M,2,"Jan 22, 2022",6,-1.00,QZHN42012253
15,-7,Intro,,"Guapo Laced, Killa Cam",/track?id=69287530,https://www.tiktok.com/music/null,Out The Gate Records,"Oct 17, 2019",15,254K,2.5M,2,"Jan 8, 2022",13,-1.00,QZHN81919647
16,-6,oui,S4929,Jeremih,/track?id=15935671,https://www.tiktok.com/music/Oui-242507479799164929,Universal Music Group,"Nov 28, 2019",31,253K,1.8M,6,"Jan 22, 2022",23,-0.86,USUM71513397
17,-3,Hannah Montana,S4882,Migos,/track?id=15955680,https://www.tiktok.com/music/Hannah-Montana-6757314263443834882,Quality Control Music,"Nov 8, 2019",72,252K,790K,14,"Jan 29, 2022",11,-0.43,USUYG1031228
18,-7,No Idea - Sped Up,,,,https://www.tiktok.com/music/null,,"Jan 15, 2022",60,239K,1M,4,"Jan 22, 2022",8,-1.00,VNNVK2200015
19,-2,Neon Guts - Sped Up,,,,https://www.tiktok.com/music/null,,"Jan 9, 2022",71,237K,810K,10,"Jan 22, 2022",9,-0.29,VNNVK2200009
20,-8,pushin P (feat. Young Thug),S2193,"Gunna, Future, Young Thug",/track?id=69230812,https://www.tiktok.com/music/pushin-P-feat-Young-Thug-7052789426485512193,300 Entertainment,"Jan 6, 2022",57,235K,1.1M,5,"Jan 22, 2022",10,-1.14,QMCE32200039
21,New,Hollaback Girl,,Gwen Stefani,/track?id=27474587,https://www.tiktok.com/music/null,Interscope,"Nov 14, 2019",124,231K,286K,21,"Feb 5, 2022",4,,USUM71923369
22,New,Hard 2 Face Reality - Sped Up,,,,https://www.tiktok.com/music/null,,"Jan 12, 2022",128,230K,268K,22,"Feb 5, 2022",4,,VNVXC2200005
23,-7,Own Brand Freestyle,S2386,"FelixThe1st, Dréya Mac, Finch Fetti",/track?id=64396060,https://www.tiktok.com/music/Own-Brand-Freestyle-7019087686937872386,FelixThe1st,"Nov 18, 2021",6,229K,5.1M,1,"Dec 11, 2021",26,-1.00,QZK6J2144340
24,New,Shadow,,,,https://www.tiktok.com/music/null,,"Jan 28, 2022",137,226K,229K,24,"Feb 5, 2022",6,,US3DF2210495
25,-16,Howl's Moving Castle - Merry Go Round of Life,S5602,Vitamin String Quartet,/track?id=15306218,https://www.tiktok.com/music/Howl's-Moving-Castle-Merry-Go-Round-of-Life-6702010411413145602,Vitamin Records,"Aug 20, 2019",83,218K,643K,9,"Jan 29, 2022",4,-2.29,USEWC1690002
26,New,Pony,S6640,Ginuwine,/track?id=15819646,https://www.tiktok.com/music/Pony-242204373462896640,Sony Music Entertainment,"Aug 16, 2019",94,212K,531K,26,"Feb 5, 2022",10,,USSM19605851
27,38,Ela Já Tá Louca,S6661,"Anderson Neiff, Kaio Viana, MC CJ, John Johnis",/track?id=68716607,https://www.tiktok.com/music/Ela-Já-Tá-Louca-7057270407434406661,Os Neiffs,"Dec 22, 2021",121,206K,302K,14,"Feb 12, 2022",8,5.43,QZTVM2136564
28,-6,Edge,S3090,Rezz,/track?id=13046712,https://www.tiktok.com/music/Edge-6897654966907833090,mau5trap,"Aug 23, 2019",85,189K,604K,22,"Jan 29, 2022",7,-0.86,GBTDG1301077
29,-10,Breakin' My Heart (Pretty Brown Eyes),S6545,Mint Condition,/track?id=15605754,https://www.tiktok.com/music/BreakinMy-Heart-Pretty-Brown-Eyes-6932073408150636545,Universal Music Mexico S.A. de C.V. (Polystar),"Sep 3, 2019",50,188K,1.1M,16,"Jan 22, 2022",14,-1.43,USPR39104445
30,142,From Tha Back,S9106,"lil.eaarl, Huncho Da Rockstar",/track?id=54250665,https://www.tiktok.com/music/From-Tha-Back-7076226083082799106,F.W.M.B,"Jul 21, 2021",10,185K,3.6M,3,"Feb 19, 2022",31,,QZK6L2175793
31,New,Love,,,,https://www.tiktok.com/music/null,,"Jan 28, 2022",147,177K,185K,31,"Feb 5, 2022",3,,US3DF2209040
32,51,Toxic Pony,S1717,"ALTÉGO, Britney Spears, Ginuwine",/track?id=69579423,https://www.tiktok.com/music/Toxic-x-Pony-7046487747955411717,Not specified,"Jan 20, 2022",134,170K,235K,5,"Feb 12, 2022",8,7.29,USRC12200203
33,-3,When I Ride,S3058,Ashley Mehta,/track?id=63981310,https://www.tiktok.com/music/When-I-Ride-7164303093172013058,Ashley Mehta,"Oct 6, 2021",92,163K,542K,30,"Jan 29, 2022",7,-0.43,SGB502101620
34,-14,Lost in the Fire,S5423,"Gesaffelstein, The Weeknd",/track?id=22260550,https://www.tiktok.com/music/Lost-in-the-Fire-5000000001453895423,Columbia,"Aug 17, 2019",28,161K,1.9M,8,"Jan 22, 2022",22,-2.00,USQX91803314
35,-7,B.E.D. - Remix,S7520,"Jacquees, Ty Dolla $ign, Quavo",/track?id=15194539,https://www.tiktok.com/music/BED-Remix-270070141902827520,Cash Money,"Sep 2, 2019",73,157K,783K,18,"Jan 15, 2022",12,-1.00,USCM51700296
36,-7,B.E.D. - Remix,,"Jacquees, Ty Dolla $ign, Quavo",/track?id=15194540,https://www.tiktok.com/music/null,Cash Money,"Sep 2, 2019",74,157K,782K,19,"Jan 15, 2022",12,-1.00,USCM51700297
37,New,Playboy,S6817,Jx.Zero,/track?id=35791057,https://www.tiktok.com/music/Playboy-6936644952348706817,772428 Records DK,"Mar 5, 2021",155,133K,140K,5,"Feb 19, 2022",8,,QZDA62175728
38,-15,Love Grows (Where My Rosemary Goes),S7569,Edison Lighthouse,/track?id=19841060,https://www.tiktok.com/music/Love-Grows-6728858648203757569,Crimson,"Dec 14, 2019",40,129K,1.4M,9,"Jan 15, 2022",8,-2.14,GBBPJ9800675
39,3,Monkeys Spinning Monkeys,S9249,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,642414 Records DK2,"Oct 11, 2019",2,128K,8.2M,10,"Jun 26, 2021",104,0.43,USUAN1400011
40,-9,abcdefu,S8322,GAYLE,/track?id=56814906,https://www.tiktok.com/music/abcdefu-6994724904944568322,Atlantic/Arthouse Records,"Aug 9, 2021",21,122K,2.1M,15,"Nov 27, 2021",19,-1.29,USAT22103652
41,2,Tell em x No Idea,,,,https://www.tiktok.com/music/null,,"Jan 22, 2022",135,116K,235K,41,"Feb 5, 2022",7,0.29,VNHNH2200037
42,-15,Jenny (Hearteye Speed Mix),,Studio Killers,/track?id=69572733,https://www.tiktok.com/music/null,Atlantic Records,"Jan 18, 2022",107,116K,384K,27,"Jan 29, 2022",7,-2.14,USAT22200353
43,New,Hat Made Of Mistletoe,S9218,Cody Johnson,/track?id=65758855,https://www.tiktok.com/music/Hat-Made-Of-Mistletoe-7025947595105929218,CoJo Music/Warner Music Nashville,"Nov 1, 2021",167,114K,115K,25,"Feb 12, 2022",7,,QMCQK1900189
44,3,Before I Knew It,S2593,Mason Ramsey,/track?id=24785360,https://www.tiktok.com/music/Before-I-Knew-It-6716842684704622593,Atlantic/Big Loud Records,"Aug 21, 2019",132,114K,237K,44,"Feb 5, 2022",5,0.43,USAT21904189
45,-12,Something About You (feat. Dent May),S2418,"Eyedress, Dent May",/track?id=46968655,https://www.tiktok.com/music/Something-About-You-feat-Dent-May-6962068142092732418,Lex Records,"May 13, 2021",24,112K,2M,4,"Jan 15, 2022",24,-1.71,GBMYF2000174
46,-2,Lollipop,S7758,"Lil Wayne, Static Major",/track?id=15193367,https://www.tiktok.com/music/Lollipop-145167758,CM/Republic,"Sep 2, 2019",117,111K,336K,44,"Jan 29, 2022",10,-0.29,USCM50800556
47,-9,Just Can’t Get Enough,S2929,Black Eyed Peas,/track?id=15918829,https://www.tiktok.com/music/Just-Can’t-Get-Enough-6917325516366972929,A&M,"Sep 2, 2019",136,107K,234K,38,"Jan 29, 2022",4,-1.29,USUM71026671
48,-16,That's Not My Name,S0103,The Ting Tings,/track?id=12488149,https://www.tiktok.com/music/Thats-Not-My-Name-6883908322798340103,Columbia,"Aug 16, 2019",105,105K,413K,29,"Jan 22, 2022",5,-2.29,GBARL0800038
49,-10,YEAH,S7650,Paris K,/track?id=69573525,https://www.tiktok.com/music/YEAH-7053999713304987650,PARIS K,"Jan 16, 2022",120,102K,326K,39,"Jan 29, 2022",3,-1.43,QZFZ22230131
50,74,Backstabber,S5297,Kesha,/track?id=15674032,https://www.tiktok.com/music/Backstabber-7057567146729015297,RCA Records Label,"Aug 16, 2019",125,101K,286K,50,"Feb 5, 2022",11,10.57,USRC10900741
51,-26,Lucky,S6514,Lucky Twice,/track?id=14102326,https://www.tiktok.com/music/Lucky-6715489754193856514,Digital Distribution Estonia,"Aug 16, 2019",89,100K,572K,24,"Jan 22, 2022",7,-3.71,SEWBD0601701
52,-17,My Little Love,S2306,Adele,/track?id=66909696,https://www.tiktok.com/music/My-Little-Love-7032029299402082306,Columbia,"Nov 17, 2021",52,100K,1.1M,23,"Jan 15, 2022",17,-2.43,USSM12105971
53,-19,Save Your Tears,S3170,The Weeknd,/track?id=28793673,https://www.tiktok.com/music/Save-Your-Tears-6806222698834823170,Republic Records,"Mar 19, 2020",69,97K,824K,34,"Jan 29, 2022",15,-2.71,USUG12000658
54,New,"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",S3740,"Kristen Bell, Agatha Lee Monn, Katie Lopez",/track?id=16040714,https://www.tiktok.com/music/Do-You-Want-to-Build-a-Snowman-From-FrozenSoundtrack-Version-5000000001440643740,Walt Disney Records,"Sep 5, 2019",143,95K,216K,52,"Feb 12, 2022",4,,USWD11366364
55,-2,Oh No,S6102,Kreepa,/track?id=29425832,https://www.tiktok.com/music/Oh-No-6586947002464996102,GT Digital / Thizz Latin Denver / Kreepa,"Dec 12, 2019",1,94K,8.4M,24,"Jun 12, 2021",86,-0.29,USUYG1287925
56,-19,Material Girl,S9633,Saucy Santana,/track?id=26906168,https://www.tiktok.com/music/Material-Girl-Bass-Boosted-7026792865289029633,Saucy Santana / StreamCut,"Jan 6, 2020",30,94K,1.8M,20,"Nov 20, 2021",21,-2.71,QZ5FA1950664
57,106,Forever,S1617,Labrinth,/track?id=25531325,https://www.tiktok.com/music/Forever-6740248251825391617,Masterworks,"Sep 23, 2019",108,94K,380K,3,"Feb 26, 2022",17,15.14,USQX91902499
58,New,it's up,S2545,Enderboybeats,/track?id=73063896,https://www.tiktok.com/music/it's-up-7058067016694892545,7Fox Ent.,"Jan 27, 2022",166,93K,116K,58,"Feb 5, 2022",1,,QZFZ42248264
59,-37,Sky,S0389,Playboi Carti,/track?id=32400662,https://www.tiktok.com/music/Playboi-Carti-–-Sky-6910712386555120389,AWGE/Interscope Records,"Dec 25, 2020",18,91K,2.2M,11,"Apr 1, 2023",28,,USUM72024699
60,-20,Where The Freaks,S3233,"1AMBABYJOKER, Unique Musick",/track?id=69535987,https://www.tiktok.com/music/Where-The-Freaks-7052650753172703233,Click 4ulla Starz,"Jan 12, 2022",112,89K,355K,34,"Jan 22, 2022",5,-2.86,QZFYZ2269884
61,New,Formosa - Brega Funk Remix,S4945,"Kaio Viana, MC CJ, Guiggow, Kaerri, Lz11n",/track?id=72844905,https://www.tiktok.com/music/Formosa-Brega-Funk-Remix-7058036154376914945,Universal Music Ltda.,"Jan 26, 2022",146,84K,186K,43,"Feb 26, 2022",6,,BCKKP2200001
62,-11,Bussy Butts,S4913,"Ree Ree KappAlot, Ken Kelle",/track?id=38866458,https://www.tiktok.com/music/Bussy-Butts-6778593417954854913,Ree Ree KappAlot & Ken Kelle,"Jan 4, 2020",37,81K,1.5M,6,"Jan 1, 2022",12,-1.57,TCAEH1957648
63,-37,Break From Toronto - Sped Up,,,,https://www.tiktok.com/music/null,,"Jan 19, 2022",130,78K,247K,26,"Jan 29, 2022",3,-5.29,VNDQH2200017
64,-16,ABOWWW,S3409,Angry Children,/track?id=69423996,https://www.tiktok.com/music/ABOWWW-7052145183277713409,Thin Floors and Tall Ceilings,"Jan 11, 2022",109,78K,377K,25,"Jan 22, 2022",4,-2.29,QZJG52245084
65,26,Heat Waves,S2081,Glass Animals,/track?id=29681793,https://www.tiktok.com/music/Heat-Waves-6844921356623022081,Polydor Records,"May 26, 2020",20,74K,2.1M,4,"Sep 4, 2021",20,3.71,GBUM72000433
66,-11,Shake Dhat,,"Dj Crazy, Philly Goat Dice, Zah Sosaa",/track?id=68827620,https://www.tiktok.com/music/null,Equity Distribution,"Dec 10, 2021",78,74K,724K,36,"Jan 1, 2022",8,-1.57,QZRP52149258
67,-7,Bananza (Belly Dancer),S9169,Akon,/track?id=15944327,https://www.tiktok.com/music/Bananza-Belly-Dancer-6930783714012039169,SRC Records,"Sep 4, 2019",33,73K,1.7M,12,"Jan 1, 2022",16,-1.00,USUR10300501
