Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,0,L$d,S4433,Luclover,/track?id=80001990,https://www.tiktok.com/music/Ld-7085791307943954433,independent,"Apr 11, 2022",4,994K,6.9M,1,"Jul 23, 2022",39,0.00,QZHN42243265
2,2,Bad Habit,S0450,Steve Lacy,/track?id=84088250,https://www.tiktok.com/music/Bad-Habit-7152997794909800450,L-M Records/RCA Records,"Jun 26, 2022",13,496K,2.9M,2,"Aug 6, 2022",31,0.29,USRC12201440
3,14,Has To Be,S8593,CapzLock,/track?id=68637235,https://www.tiktok.com/music/Has-To-Be-7041426270009198593,Cruel Society,"Dec 13, 2021",30,458K,1.4M,3,"Aug 20, 2022",19,2.00,QZRP52193505
4,2,eyes - vip mix,,skaiwater,/track?id=87245083,https://www.tiktok.com/music/null,Cinematic Music Group,"Jul 24, 2022",23,438K,1.9M,4,"Aug 6, 2022",16,0.29,QMKSC2200082
5,19,You Should Know,,,,https://www.tiktok.com/music/null,,"Aug 9, 2022",68,369K,565K,5,"Aug 20, 2022",3,2.71,QZ8252221569
6,12,Racks - Explicit Version,,"YC Worldwide, Future",/track?id=15920016,https://www.tiktok.com/music/null,Universal Motown Records Group,"Sep 2, 2019",67,329K,578K,6,"Aug 20, 2022",6,1.71,USUM71104905
7,20,Act Up,S5922,DayyDayy,/track?id=86140969,https://www.tiktok.com/music/Act-Up-7124887833085265922,4163407 Records DK,"Jul 26, 2022",55,328K,675K,7,"Aug 20, 2022",6,2.86,QZMEN2288014
8,1,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"May 11, 2022",8,317K,4.1M,2,"Jun 11, 2022",46,0.14,USA3D0700101
9,New,Wishes,,,,https://www.tiktok.com/music/null,,"Aug 18, 2022",105,309K,309K,2,"Aug 27, 2022",5,,QZNWR2283062
10,47,i'm Fine,,,,https://www.tiktok.com/music/null,,"Jul 28, 2022",61,303K,616K,10,"Aug 20, 2022",3,6.71,SE6XW2262350
11,New,"Hold On, We're Going Home",S0209,"Drake, Majid Jordan",/track?id=15194176,https://www.tiktok.com/music/Hold-On-We're-Going-Home-6928763555110750209,Drake (Cash Money),"Sep 12, 2019",100,276K,329K,11,"Aug 20, 2022",4,,USCM51300762
12,-10,My Sharona,,,,https://www.tiktok.com/music/null,,"Jul 30, 2022",31,260K,1.4M,2,"Aug 13, 2022",4,-1.43,QZMEP2283574
13,1,AMAZING,,,,https://www.tiktok.com/music/null,,"Feb 7, 2022",53,243K,704K,13,"Aug 20, 2022",9,0.14,USRC12200485
14,-1,Legs Shakin',S8005,"R. Kelly, Ludacris",/track?id=15675932,https://www.tiktok.com/music/Legs-Shakin'-7035546304738528005,RCA Records Label,"Aug 16, 2019",50,242K,774K,13,"Aug 13, 2022",4,-0.14,USRC11301893
15,-4,Beat Automotivo Tan Tan Tan Viral,S4978,WZ Beat,/track?id=83331455,https://www.tiktok.com/music/Beat-AutomotivoTan-Tan-Tan-7155425673559934978,WZ Beat,"May 25, 2022",14,242K,2.7M,2,"Jul 16, 2022",40,-0.57,BXWEH2200054
16,45,Glock In My Lap,S5137,"21 Savage, Metro Boomin",/track?id=31530700,https://www.tiktok.com/music/Glock-In-My-Lap-6878751778305755137,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Sep 30, 2020",71,235K,545K,15,"Aug 27, 2022",32,6.43,USSM12006061
17,45,Glock In My Lap,S5137,"21 Savage, Metro Boomin",/track?id=31530700,https://www.tiktok.com/music/Glock-In-My-Lap-6878751778305755137,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Oct 16, 2020",77,234K,500K,17,"Aug 20, 2022",15,6.43,USSM12006061
18,-3,Legs Shakin',S8005,"R. Kelly, Ludacris",/track?id=15675932,https://www.tiktok.com/music/Legs-Shakin'-7035546304738528005,RCA Records Label,"Aug 16, 2019",51,229K,737K,15,"Aug 13, 2022",4,-0.43,USRC11301893
19,-3,RETROWORLD,S8145,lilpotion,/track?id=79395701,https://www.tiktok.com/music/RETROWORLD-7072983063352838145,Unlucky Records,"Mar 8, 2022",56,229K,663K,16,"Aug 13, 2022",10,-0.43,QZES52212098
