Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/joshplaysdrums,https://www.tiktok.com/joshplaysdrums/video/6930367387095092485,Rasputin - Maxi Version,Boney M.,/track?id=11461430,https://www.tiktok.com/music/Rasputin-Single-Version-242977707800637440,47.9M,0,8.3M,39.5K,1,"Feb 18, 2021",,126,DEC730800009
2,New,https://www.tiktok.com/mariana.camou,https://www.tiktok.com/mariana.camou/video/6930101868253220101,ASS,South County Money Boys,/track?id=32836883,https://www.tiktok.com/music/ASS-6781185243404568577,25.7M,0,2.5M,9K,2,"Feb 18, 2021",,73,QZFYX2045497
3,New,https://www.tiktok.com/itsbennyblanco,https://www.tiktok.com/itsbennyblanco/video/6930355570440539398,You (with Marshmello & Vance Joy),"benny blanco, Marshmello, Vance Joy",/track?id=32682949,https://www.tiktok.com/music/You-6922604246726608897,22.9M,0,4.2M,241.6K,3,"Feb 18, 2021",,17,USUM72100060
4,New,https://www.tiktok.com/wanderbrush,https://www.tiktok.com/wanderbrush/video/6930462387384470785,Spongebob,Dante9k,/track?id=32023663,https://www.tiktok.com/music/Spongebob-Tomfoolery-Dante9k-Remix-6787142837377959937,11.5M,0,1.3M,40.2K,4,"Feb 18, 2021",,48,QZFYZ2047242
5,New,https://www.tiktok.com/cameron_griffin90,https://www.tiktok.com/cameron_griffin90/video/6930247838307716357,Tell Me Why I'm Waiting,Timmies,/track?id=17571033,https://www.tiktok.com/music/Tell-Me-Why-I'm-Waiting-6808589859721054216,19.3M,0,4.5M,35.3K,5,"Feb 18, 2021",,50,RUB521205281
6,New,https://www.tiktok.com/nelsonthedonkey,https://www.tiktok.com/nelsonthedonkey/video/6930628127412604166,Quirky,Oleg Kirilkov,/track?id=32104518,https://www.tiktok.com/music/Quirky-6770511259797293058,8.9M,0,2M,24.2K,5,"Feb 19, 2021",,92,QZK6P1943787
7,New,https://www.tiktok.com/torginebalo,https://www.tiktok.com/torginebalo/video/6930277602326367489,Влюбилась в друга,Абрикоса,/track?id=32742062,https://www.tiktok.com/music/Влюбилась-в-друга-6925069122212792322,9.8M,0,1.4M,2.4K,7,"Feb 18, 2021",,55,DGA072112481
8,New,https://www.tiktok.com/zono.sann,https://www.tiktok.com/zono.sann/video/6930246963476679937,Mood (feat. iann dior),"24kGoldn, iann dior",/track?id=30361159,https://www.tiktok.com/music/Mood-feat-iann-dior-6855455963680344066,9.4M,0,609.3K,1.2K,8,"Feb 18, 2021",,72,USQX92003025
9,New,https://www.tiktok.com/shin_sajang93,https://www.tiktok.com/shin_sajang93/video/6930129313366805762,Tokyo,Leat'eq,/track?id=19210578,https://www.tiktok.com/music/Tokyo-6897433139871042306,17.5M,0,2.1M,13K,9,"Feb 18, 2021",,68,QZB4J1810678
10,New,https://www.tiktok.com/kateshelor,https://www.tiktok.com/kateshelor/video/6930280470479473925,Halloween,Halloween,/track?id=23410608,https://www.tiktok.com/music/Halloween-6732296285077932033,9.2M,0,534.7K,8.2K,10,"Feb 18, 2021",,52,TCAAR1053561
11,-9,https://www.tiktok.com/juliamenugarcia,https://www.tiktok.com/juliamenugarcia/video/6929893125225843973,Rasputin - Maxi Version,Boney M.,/track?id=11461430,https://www.tiktok.com/music/Rasputin-Single-Version-242977707800637440,39.4M,0,1.1M,14.1K,2,"Feb 17, 2021",,2,DEC730800009
12,New,https://www.tiktok.com/ivanmil888,https://www.tiktok.com/ivanmil888/video/6930352206596017410,Всем нашим братьям (Live) - Пенза / 30.11.2019,,,https://www.tiktok.com/music/Всем-нашим-братьям-Live-6775278319924414465,18.6M,0,1.3M,14.8K,4,"Feb 19, 2021",,89,
13,New,https://www.tiktok.com/_durbanite_,https://www.tiktok.com/_durbanite_/video/6929881982490955013,Der Maien Ist Kommen,Rumpelstolz,/track?id=38544413,https://www.tiktok.com/music/Der-Maien-Ist-Kommen-6768694231767713793,9.6M,0,196K,5.9K,13,"Feb 18, 2021",,25,TCADN1819573
14,New,https://www.tiktok.com/5stafamily,https://www.tiktok.com/5stafamily/video/6930294866337336578,Rave,5sta Family,/track?id=31067872,https://www.tiktok.com/music/Rave-6860932057845991425,9.1M,0,590.8K,4.7K,14,"Feb 18, 2021",,60,RUACR2000090
15,New,https://www.tiktok.com/lightscameraants,https://www.tiktok.com/lightscameraants/video/6930379645078506758,Giorno's Theme Type Beat,Kaiya,/track?id=30310239,https://www.tiktok.com/music/Giorno's-Theme-Type-Beat-6746328535297689601,6.4M,0,837K,9.1K,15,"Feb 18, 2021",,29,QZHN71955448
16,-7,https://www.tiktok.com/hackplace,https://www.tiktok.com/hackplace/video/6929412796417461510,Докурю и брошу,Тамара Кутидзе,/track?id=32855125,https://www.tiktok.com/music/Докурю-и-брошу-6917703806529341441,54.5M,0,2.7M,4.5K,1,"Feb 16, 2021",,49,FR10S2136021
17,New,https://www.tiktok.com/tasiaalexis,https://www.tiktok.com/tasiaalexis/video/6930384274180836613,Throat Baby (Go Baby),BRS Kash,/track?id=28250886,https://www.tiktok.com/music/Throat-Baby-Go-Baby-6920676523921951494,6M,0,1.4M,10.2K,17,"Feb 18, 2021",,30,TCAEN1969372
18,-4,https://www.tiktok.com/idoctoruk,https://www.tiktok.com/idoctoruk/video/6929859629748899078,Nuvole Bianche,Ludovico Einaudi,/track?id=13252822,https://www.tiktok.com/music/Einaudi-Nuvole-Bianche-250455609530253312,13.4M,0,255.9K,1.2K,14,"Feb 17, 2021",,76,ITB280400109
19,New,https://www.tiktok.com/changed_from_shmeksss,https://www.tiktok.com/changed_from_shmeksss/video/6930280306712775938,"Boom, Boom, Boom, Boom!! - Airplay",Vengaboys,/track?id=13505906,https://www.tiktok.com/music/Boom-Boom-Boom-Boom-6784390510141294593,8.4M,0,803.4K,1.5K,19,"Feb 18, 2021",,2,NLC529811150
20,-2,https://www.tiktok.com/nicolesazt,https://www.tiktok.com/nicolesazt/video/6930006419014012166,Dance Monkey,Kidz Bop Kids,/track?id=28412300,https://www.tiktok.com/music/Dance-Monkey-6795036051967576066,12.8M,0,1.5M,26.2K,18,"Feb 17, 2021",,21,USAB02001281
21,New,https://www.tiktok.com/madisonbeer,https://www.tiktok.com/madisonbeer/video/6930329951325523206,Burning Pile,Mother Mother,/track?id=11176554,https://www.tiktok.com/music/Burning-Pile-6786738126258702337,8.2M,0,1.8M,16.9K,21,"Feb 18, 2021",,73,CAL450882102
22,92,https://www.tiktok.com/maybelline_de,https://www.tiktok.com/maybelline_de/video/6929842697159200005,Lifter Gloss gonna Lift My Mood,,,https://www.tiktok.com/music/Lifter-Gloss-gonna-Lift-My-Mood-6922685028523345922,7M,0,101.1K,366,22,"Feb 18, 2021",,2,
23,New,https://www.tiktok.com/abbieherbert,https://www.tiktok.com/abbieherbert/video/6930364077155814661,Like Real People Do,Hozier,/track?id=15792487,https://www.tiktok.com/music/Like-Real-People-Do-96370234,6.1M,0,1.5M,3.9K,23,"Feb 18, 2021",,40,USSM11307292
24,-17,https://www.tiktok.com/winnidesigns,https://www.tiktok.com/winnidesigns/video/6930021725371485445,NYC,J Lisk,/track?id=13649767,https://www.tiktok.com/music/NYC-6570910202390907650,15.3M,0,1.5M,3.2K,7,"Feb 17, 2021",,50,NLZ541600871
25,New,https://www.tiktok.com/le_n9f,https://www.tiktok.com/le_n9f/video/6930314896303312133,B.O.C,Niska,/track?id=12256143,https://www.tiktok.com/music/BOC-269848568402874368,5.5M,0,114.3K,1.7K,25,"Feb 18, 2021",,45,FR9W11703910
26,New,https://www.tiktok.com/jerseyaesthetician,https://www.tiktok.com/jerseyaesthetician/video/6930421036630428934,Up,Cardi B,/track?id=32746863,https://www.tiktok.com/music/Up-6925658290315593729,5.9M,0,679.4K,7.6K,26,"Feb 18, 2021",,7,USAT22100061
27,New,https://www.tiktok.com/karissaastevens,https://www.tiktok.com/karissaastevens/video/6930356388522626309,UCKERS,Shygirl,/track?id=24025805,https://www.tiktok.com/music/UCKERS-6750665582753875970,6M,0,304.2K,1.6K,27,"Feb 18, 2021",,4,UKQNV1900059
28,New,https://www.tiktok.com/justinbehm,https://www.tiktok.com/justinbehm/video/6930369181338651909,Fast,LLusion,/track?id=27975622,https://www.tiktok.com/music/Fast-6758667073427097602,5.3M,0,705.2K,1.7K,28,"Feb 18, 2021",,20,QZHNB1911239
29,New,https://www.tiktok.com/nicolesazt,https://www.tiktok.com/nicolesazt/video/6930370215775571206,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,5.1M,0,625.7K,4.4K,29,"Feb 18, 2021",,4,USUAN1400011
30,New,https://www.tiktok.com/jdpantoja,https://www.tiktok.com/jdpantoja/video/6930391768152182021,Santa Paloma,Jd Pantoja,/track?id=32824366,https://www.tiktok.com/music/Santa-Paloma-6926769008839444482,4.5M,0,608K,8.1K,30,"Feb 18, 2021",,14,USUM72023180
31,New,https://www.tiktok.com/camwilder,https://www.tiktok.com/camwilder/video/6930370869579484422,"Anime Shawty, Vol. 2","lil ricefield, seiji oda, Guapdad 4000",/track?id=32693632,https://www.tiktok.com/music/Anime-Shawty-Vol-2-6917080780069931010,4.4M,0,1.1M,6.1K,31,"Feb 18, 2021",,32,USUYG1351459
32,New,https://www.tiktok.com/allbritenc,https://www.tiktok.com/allbritenc/video/6930349899200384261,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6816496693551450885,6.4M,0,218.3K,305,32,"Feb 18, 2021",,70,AUFXV1900105
33,New,https://www.tiktok.com/spiritofjezebel,https://www.tiktok.com/spiritofjezebel/video/6930325059361885446,Buss It,Erica Banks,/track?id=29555553,https://www.tiktok.com/music/Buss-It-6826096341966456833,5.7M,0,1.1M,9.6K,33,"Feb 18, 2021",,3,USUYG1312999
34,New,https://www.tiktok.com/cznburak,https://www.tiktok.com/cznburak/video/6930274711133867265,Ayaz,Enes Batur,/track?id=32872400,https://www.tiktok.com/music/Ayaz-6928057131083597825,8.1M,0,607.6K,6.2K,34,"Feb 18, 2021",,37,DGA072167560
35,New,https://www.tiktok.com/joshuamonis,https://www.tiktok.com/joshuamonis/video/6930257462700363013,You Got It,Vedo,/track?id=28672165,https://www.tiktok.com/music/You-Got-It-6796126109965502465,5.6M,0,933.1K,20.3K,35,"Feb 18, 2021",,14,USUYG1299206
36,New,https://www.tiktok.com/anthonytrucco,https://www.tiktok.com/anthonytrucco/video/6930358524740521222,Up,Cardi B,/track?id=32746863,https://www.tiktok.com/music/Up-6925658290315593729,3.8M,0,1.3M,23K,36,"Feb 18, 2021",,10,USAT22100061
37,New,https://www.tiktok.com/filmlovey0,https://www.tiktok.com/filmlovey0/video/6929743902954065157,WITHOUT YOU,The Kid LAROI,/track?id=31894832,https://www.tiktok.com/music/WITHOUT-YOU-6892161420423596034,41.4M,0,4.9M,19.5K,33,"Feb 19, 2021",,65,USSM12006586
38,New,https://www.tiktok.com/bluelight0904,https://www.tiktok.com/bluelight0904/video/6930471937416105218,Còn Gì Nữa Đâu,Khánh Ly,/track?id=41564116,https://www.tiktok.com/music/Còn-Gì-Nữa-Đâu-6902694665468774401,3.7M,0,127.4K,2.3K,38,"Feb 18, 2021",,20,VNA0F2008317
39,-18,https://www.tiktok.com/ashnikko,https://www.tiktok.com/ashnikko/video/6918837548139744514,Deal With It (feat. Kelis),"Ashnikko, Kelis",/track?id=31460876,https://www.tiktok.com/music/Deal-With-It-feat-Kelis-6915759851092051969,42M,0,1.5M,8.3K,8,"Feb 13, 2021",1.71,34,GBAYE2000707
