Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,New,Raise on Right,,,,https://www.tiktok.com/music/null,,"Apr 10, 2022",70,718K,718K,1,"Apr 16, 2022",8,,QZ8252210279
2,1,I Like,S3985,Guy,/track?id=15535958,https://www.tiktok.com/music/I-Like-6917464269244073985,Universal Music Division Barclay,"Sep 2, 2019",29,656K,1.6M,2,"Apr 16, 2022",15,0.14,USMC18825792
3,3,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"Aug 23, 2019",6,585K,5.5M,1,"Feb 26, 2022",15,0.43,USA3D0700101
4,69,I Like,S3985,Guy,/track?id=15535958,https://www.tiktok.com/music/I-Like-6917464269244073985,Universal Music Division Barclay,"Sep 5, 2019",59,581K,903K,3,"Apr 23, 2022",10,9.86,USMC18825792
5,-1,As It Was,S5374,Harry Styles,/track?id=79012900,https://www.tiktok.com/music/As-It-Was-7081406189908675374,Columbia,"Mar 30, 2022",44,503K,1.2M,4,"Apr 9, 2022",19,-0.14,USSM12200612
6,-1,I Like,S3985,Guy,/track?id=15535958,https://www.tiktok.com/music/I-Like-6917464269244073985,Universal Music Division Barclay,"Sep 2, 2019",39,493K,1.3M,5,"Apr 9, 2022",4,-0.14,USMC18825792
7,-5,RUN IT UP,S1073,Lil Bil,/track?id=79429236,https://www.tiktok.com/music/RUN-IT-UP-7080859397459331073,1974051 Records DK2,"Mar 29, 2022",45,478K,1.2M,2,"Apr 9, 2022",4,-0.71,QZES82273162
8,New,i wanna ride,S6674,Heliqs,/track?id=79654748,https://www.tiktok.com/music/i-wanna-ride-i-wanna-ride-7082270367493916674,MONEY,"Apr 2, 2022",90,434K,462K,8,"Apr 16, 2022",2,,QZES92272386
9,New,Hidden Track,,,,https://www.tiktok.com/music/null,,"Apr 6, 2022",93,423K,444K,9,"Apr 16, 2022",2,,QZ8252210091
10,33,Love in This Club (feat. Young Jeezy),S9322,"Usher, Jeezy",/track?id=15484175,https://www.tiktok.com/music/Love-in-This-Club-feat-Jeezy-Young-Jeezy-59322,EMI TV,"Aug 16, 2019",79,415K,570K,1,"Apr 23, 2022",14,4.71,USLF20800001
11,26,First Class,S0642,Jack Harlow,/track?id=79456616,https://www.tiktok.com/music/First-Class-7084006982138480642,Generation Now/Atlantic,"Apr 6, 2022",81,397K,554K,11,"Apr 16, 2022",16,3.71,USAT22203024
12,New,subway trend speed,,,,https://www.tiktok.com/music/null,,"Apr 9, 2022",103,367K,368K,12,"Apr 16, 2022",4,,QZHN42210363
13,2,Sunroof,S6594,"Nicky Youre, dazy",/track?id=67502648,https://www.tiktok.com/music/Sunroof-7030869625311086594,Thirty Knots,"Nov 14, 2021",33,322K,1.6M,3,"May 14, 2022",63,0.29,QM24S2107064
14,-3,Bestie,S7169,"DaBaby, YoungBoy Never Broke Again",/track?id=75292748,https://www.tiktok.com/music/Bestie-7070866752007047169,South Coast Music Group / Interscope Records / Atlantic Records,"Mar 2, 2022",26,291K,1.7M,10,"Mar 12, 2022",20,-0.43,USUM72202750
15,New,Come Down,,,,https://www.tiktok.com/music/null,,"Apr 6, 2022",112,269K,285K,15,"Apr 16, 2022",3,,QZ8252210110
16,-7,My Name Is,S9778,D Billions,/track?id=32290489,https://www.tiktok.com/music/My-Name-Is-6896221138586699778,MediaCube Music,"Nov 16, 2020",55,246K,962K,7,"Apr 2, 2022",11,-1.00,AEA0D2053268
17,-16,Just a Cloud Away,S2577,Pharrell Williams,/track?id=15610750,https://www.tiktok.com/music/Just-a-Cloud-Away-6795407744489752577,Back Lot Music,"Feb 19, 2020",9,244K,3.2M,1,"Mar 26, 2022",12,-2.29,USQ4E1300685
18,59,We Go Up,S8593,"Nicki Minaj, Fivio Foreign",/track?id=78214480,https://www.tiktok.com/music/We-Go-Up-7079100496471918593,Republic Records,"Mar 24, 2022",98,237K,415K,14,"Apr 23, 2022",6,8.43,USUM72204900
19,-7,We Go Up - Extended,S7478,"Nicki Minaj, Fivio Foreign",/track?id=78225096,https://www.tiktok.com/music/We-Go-Up-7079126725686217478,Republic Records,"Mar 24, 2022",75,236K,591K,12,"Apr 9, 2022",7,-1.00,USUM72204897
20,New,Nocturnal Vibes,,,,https://www.tiktok.com/music/null,,"Apr 6, 2022",120,236K,250K,20,"Apr 16, 2022",4,,QZ8252210093
