Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/kamillatasty,https://www.tiktok.com/kamillatasty/video/6951056626967219458,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6914530565300226049,37.7M,0,5M,33.8K,1,"Apr 15, 2021",,103,AUFXV1900105
2,New,https://www.tiktok.com/tania.rodri23,https://www.tiktok.com/tania.rodri23/video/6951106703362510086,Coffee for Your Head,Vinyll,/track?id=28696807,https://www.tiktok.com/music/Coffee-for-You-Head-6786818039359735810,12.6M,0,1.3M,2.9K,2,"Apr 15, 2021",,20,QZFYZ2047397
3,New,https://www.tiktok.com/miakhalifa,https://www.tiktok.com/miakhalifa/video/6951148433101131014,Levitating,Dua Lipa,/track?id=28853515,https://www.tiktok.com/music/Levitating-feat-DaBaby-6876466012233926658,13M,0,1.8M,46.8K,3,"Apr 15, 2021",,56,GBAHT1901299
4,New,https://www.tiktok.com/kiyahshi,https://www.tiktok.com/kiyahshi/video/6950988699526057221,417 hz (Removing Negative Energy),"Sound Bath, Solfeggio Sound Bath",/track?id=31344092,https://www.tiktok.com/music/417-hz-Removing-Negative-Energy-6803215348695828481,17.1M,0,4.7M,50.6K,4,"Apr 15, 2021",,21,QM24S2002523
5,New,https://www.tiktok.com/steveioe,https://www.tiktok.com/steveioe/video/6951143194847448326,Oh No,Kreepa,/track?id=29425832,https://www.tiktok.com/music/Oh-No-6586947002464996102,10.6M,0,1.7M,3.2K,5,"Apr 15, 2021",,1,USUYG1287925
6,New,https://www.tiktok.com/seaside.80,https://www.tiktok.com/seaside.80/video/6950860221640133894,Forest Afternoon,Sounds Of Nature,/track?id=12986244,https://www.tiktok.com/music/Forest-Sounds-6761172003098462210,20.2M,0,678.5K,27.8K,6,"Apr 15, 2021",,53,GBPS81523662
7,New,https://www.tiktok.com/halos4dani,https://www.tiktok.com/halos4dani/video/6951252816816082181,Fart,,,https://www.tiktok.com/music/Fart-6817442554162710529,8M,0,1.1M,40.8K,7,"Apr 15, 2021",,20,
8,New,https://www.tiktok.com/changed_from_hxmsworthy,https://www.tiktok.com/changed_from_hxmsworthy/video/6951100432273952005,Savage Love (Originally Performed by Jason Derulo) - Instrumental Version,Hit The Button Karaoke,/track?id=32694169,https://www.tiktok.com/music/Savage-Originally-Performed-by-Megan-Thee-Stallion-6840244582144280578,9.9M,0,2.9M,16.7K,8,"Apr 15, 2021",,17,GBRBE0796975
9,New,https://www.tiktok.com/juliagisella,https://www.tiktok.com/juliagisella/video/6951130014481960197,Yucky Blucky Fruitcake,Doechii,/track?id=31367297,https://www.tiktok.com/music/Yucky-Blucky-Fruitcake-6868076941023381506,7.3M,0,1.7M,26.9K,9,"Apr 15, 2021",,48,QZK6K2014718
10,New,https://www.tiktok.com/stepsisaria,https://www.tiktok.com/stepsisaria/video/6951170696932232453,MONTERO (Call Me By Your Name),Lil Nas X,/track?id=33735279,https://www.tiktok.com/music/MONTERO-Call-Me-By-Your-Name-6942551356402042881,6.3M,0,595.5K,6.4K,10,"Apr 15, 2021",,5,USSM12100531
11,New,https://www.tiktok.com/magoo.2,https://www.tiktok.com/magoo.2/video/6951116776205815045,Stuck In The Middle,Tai Verdes,/track?id=29701771,https://www.tiktok.com/music/Stuck-in-the-Middle-6832618984580335617,7.8M,0,1.4M,7.5K,11,"Apr 15, 2021",,13,QZHN52001856
12,-9,https://www.tiktok.com/suvomilon,https://www.tiktok.com/suvomilon/video/6940666856705494278,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6816496693551450885,77.7M,0,7M,28.7K,2,"Apr 13, 2021",,58,AUFXV1900105
13,4151,https://www.tiktok.com/ivanmil888,https://www.tiktok.com/ivanmil888/video/6930352206596017410,Всем нашим братьям (Live) - Пенза / 30.11.2019,,,https://www.tiktok.com/music/Всем-нашим-братьям-Live-6775278319924414465,97.9M,0,5.8M,72K,4,"Feb 19, 2021",208.29,89,
14,New,https://www.tiktok.com/cesar.ivan2,https://www.tiktok.com/cesar.ivan2/video/6951177850909183238,Lento,Julieta Venegas,/track?id=13417083,https://www.tiktok.com/music/Lento-222532604594466816,5.5M,0,966.4K,13.8K,14,"Apr 15, 2021",,16,MXF010300338
15,New,https://www.tiktok.com/itsdanielmac,https://www.tiktok.com/itsdanielmac/video/6951415775395695878,MONTERO (Call Me By Your Name),Lil Nas X,/track?id=33735279,https://www.tiktok.com/music/MONTERO-Call-Me-By-Your-Name-6942551356402042881,6.8M,0,922.3K,4.7K,8,"Apr 16, 2021",,23,USSM12100531
16,3,https://www.tiktok.com/rafaelsantos,https://www.tiktok.com/rafaelsantos/video/6950678163441601797,Shake It Off,Taylor Swift,/track?id=15191529,https://www.tiktok.com/music/Shake-It-Off-6917179822317766657,14.9M,0,3.4M,43.3K,16,"Apr 15, 2021",,70,USCJY1431349
17,-10,https://www.tiktok.com/charlidamelio,https://www.tiktok.com/charlidamelio/video/6950764791753444613,It Won't Stop (feat. Chris Brown),Sevyn Streeter,/track?id=15087728,https://www.tiktok.com/music/It-Won't-Stop-feat-Chris-Brown-6816061305397496582,16.8M,0,3.8M,102K,7,"Apr 14, 2021",,61,USAT21302744
18,New,https://www.tiktok.com/letwins,https://www.tiktok.com/letwins/video/6951087125014056198,Bongo Cha Cha Cha,Caterina Valente,/track?id=22930135,https://www.tiktok.com/music/Bongo-cha-cha-cha-Remastered-6927076140512135170,6.4M,0,483.8K,7.8K,18,"Apr 15, 2021",,2,ITAA11003059
19,New,https://www.tiktok.com/moviemaster666,https://www.tiktok.com/moviemaster666/video/6951014207626235138,Caution,KAYTRANADA,/track?id=32870431,https://www.tiktok.com/music/Caution-6929628989015197698,6.3M,0,863.6K,5.3K,19,"Apr 15, 2021",,61,USRC12100352
20,New,https://www.tiktok.com/changed_from_itsacouple,https://www.tiktok.com/changed_from_itsacouple/video/6951121404372815110,Go Go Go Who's Next,Jyxo,/track?id=29701276,https://www.tiktok.com/music/Go-Go-Go-Who's-Next-6783921496290020102,5.6M,0,335.4K,1.4K,20,"Apr 15, 2021",,3,QZHN52064514
21,New,https://www.tiktok.com/sara.wais,https://www.tiktok.com/sara.wais/video/6951080748065524997,Unwritten,Natasha Bedingfield,/track?id=12487074,https://www.tiktok.com/music/Unwritten-222552084234248192,8.7M,0,1.9M,8.8K,21,"Apr 15, 2021",,31,GBARL0400707
22,New,https://www.tiktok.com/itsbennyblanco,https://www.tiktok.com/itsbennyblanco/video/6951112929760562438,Unlearn (with Gracie Abrams),"benny blanco, Gracie Abrams",/track?id=33728049,https://www.tiktok.com/music/Unlearn-6941499976073611266,6.4M,0,1.3M,37.6K,22,"Apr 15, 2021",,8,USUM72103598
23,-13,https://www.tiktok.com/johnniriddlin2.0,https://www.tiktok.com/johnniriddlin2.0/video/6950778919905758470,Puddy Puddy,Drip Central,/track?id=31295731,https://www.tiktok.com/music/Puddy-Puddy-6832191194823395329,12.6M,0,800.1K,25K,10,"Apr 14, 2021",,74,QZHN42079845
24,New,https://www.tiktok.com/buyahhh,https://www.tiktok.com/buyahhh/video/6950913120802032897,Ana Uhibbuka Fillah,Aci Cahaya,/track?id=19332388,https://www.tiktok.com/music/Ana-Uhibbuka-Fillah-6709395514082723841,15.4M,0,921.2K,9K,24,"Apr 15, 2021",,47,MYLN11500680
25,New,https://www.tiktok.com/michaeelboons,https://www.tiktok.com/michaeelboons/video/6951077380924411142,Send Me on My Way,Vibe Street,/track?id=30259822,https://www.tiktok.com/music/Send-Me-on-My-Way-6847581036629460993,9.6M,0,1.6M,31K,25,"Apr 15, 2021",,71,TCAEZ2044849
26,-6,https://www.tiktok.com/khaby.lame,https://www.tiktok.com/khaby.lame/video/6949115052918099205,Ice Ice Baby,Vanilla Ice,/track?id=14959034,https://www.tiktok.com/music/Ice-Ice-Baby-6720878449264691201,102M,0,14.6M,71.2K,1,"Apr 11, 2021",,58,USA560845821
27,237,https://www.tiktok.com/carrefourfrance,https://www.tiktok.com/carrefourfrance/video/6949162096567405829,FEEL GOOD,,,https://www.tiktok.com/music/FEEL-GOOD-6769531767889070082,5.4M,0,74.3K,385,27,"Apr 15, 2021",,2,
28,-23,https://www.tiktok.com/juliaxsummerx,https://www.tiktok.com/juliaxsummerx/video/6950729609012874501,Bad,Michael Jackson,/track?id=15813757,https://www.tiktok.com/music/Bad-2012-Remaster-6927720794093128454,17.6M,0,2.4M,12.7K,5,"Apr 14, 2021",,32,USSM18700002
29,23,https://www.tiktok.com/layogurteria_teramo,https://www.tiktok.com/layogurteria_teramo/video/6950616155409108230,Bongo Cha Cha Cha,Caterina Valente,/track?id=22930135,https://www.tiktok.com/music/Bongo-cha-cha-cha-Remastered-6927076140512135170,8.8M,0,1.2M,35.7K,29,"Apr 15, 2021",,5,ITAA11003059
30,New,https://www.tiktok.com/lowcarbstateofmind,https://www.tiktok.com/lowcarbstateofmind/video/6951095300492741893,HOT & SPICY SALSA,,,https://www.tiktok.com/music/HOT-SPICY-SALSA-6768872332954961921,7.3M,0,1.2M,8.1K,30,"Apr 15, 2021",,18,
