Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/jdofficial,https://www.tiktok.com/jdofficial/video/7031204608735235334,Deserve The Finest (JD Sports Presents),,,https://www.tiktok.com/music/Deserve-The-Finest-JD-Sports-Presents-7024461490918361089,27.1M,0,40.8K,579,1,"Nov 18, 2021",,1,
2,New,https://www.tiktok.com/mimiermakeup,https://www.tiktok.com/mimiermakeup/video/7031618374035705094,Helikopter,Fazlija,/track?id=18424744,https://www.tiktok.com/music/Helikopter-6736152197609834497,12M,0,2M,6.1K,2,"Nov 18, 2021",,18,ATAJ11600001
3,39,https://www.tiktok.com/spicymoustache,https://www.tiktok.com/spicymoustache/video/7027400635163233542,Join the Broken Hearts Club,Dead Beach,/track?id=88381611,https://www.tiktok.com/music/Join-The-Broken-Hearts-Club-7024506322776016897,12.7M,0,156.8K,316,3,"Nov 18, 2021",,4,QZNJX2188146
4,-1,https://www.tiktok.com/aurikatariina,https://www.tiktok.com/aurikatariina/video/7030835779106540805,Love Tonight - David Guetta Remix Edit,"Shouse, David Guetta",/track?id=48712246,https://www.tiktok.com/music/Love-Tonight-David-Guetta-Remix-6969011792140601346,28.1M,0,1.8M,8.2K,2,"Nov 16, 2021",,90,USA2P2120718
5,-3,https://www.tiktok.com/drachnik,https://www.tiktok.com/drachnik/video/7031288102148672773,Eye of the Tiger,Survivor,/track?id=16005154,https://www.tiktok.com/music/Eye-of-the-Tiger-242425481126387713,19.2M,0,1M,13K,2,"Nov 17, 2021",,9,USVR19600010
6,New,https://www.tiktok.com/gashi,https://www.tiktok.com/gashi/video/7031378596648275205,Mama (feat. Sting),"GASHI, Sting",/track?id=30765815,https://www.tiktok.com/music/Mama-6856775282611718145,20.6M,0,3.9M,26.9K,6,"Nov 18, 2021",,14,USRC12000589
7,21,https://www.tiktok.com/tiagottia,https://www.tiktok.com/tiagottia/video/7026629525081541894,Salimo de Noche,"Tiago PZK, Trueno",/track?id=64403328,https://www.tiktok.com/music/Salimo-de-Noche-7021927633977953030,19M,0,2.1M,7.5K,3,"Nov 20, 2021",359.00,30,AR3N42100003
8,New,https://www.tiktok.com/murilohuffoficial,https://www.tiktok.com/murilohuffoficial/video/7031662990734707974,Tocando Em Frente,Almir Sater,/track?id=11120613,https://www.tiktok.com/music/Tocando-Em-Frente-Ao-Vivo-6704766957465372673,8.4M,0,1.1M,7.5K,8,"Nov 18, 2021",,19,BRTOL1500001
9,New,https://www.tiktok.com/jj_raya_banderas,https://www.tiktok.com/jj_raya_banderas/video/7031612907779575046,Regalo de Reyes,Los Cadetes De Linares,/track?id=13798284,https://www.tiktok.com/music/Regalo-de-Reyes-6806819969708328962,5.9M,0,454.2K,2.1K,9,"Nov 18, 2021",,28,QM6DC1673719
10,25,https://www.tiktok.com/alice.klar,https://www.tiktok.com/alice.klar/video/7028240369099836677,How You Feel? (Freestyle) (feat. Lil Yachty & Danny Towers),"DJ Scheme, Ski Mask The Slump God, Lil Yachty",/track?id=24738468,https://www.tiktok.com/music/How-You-Feel-Freestyle-6720088938456877830,54.2M,0,8.2M,63.8K,10,"Nov 18, 2021",,45,USUYG1265753
11,-4,https://www.tiktok.com/lacorgi,https://www.tiktok.com/lacorgi/video/7030937638232165638,Nuestra Canción,"Monsieur Periné, Vicente Garcia",/track?id=11256244,https://www.tiktok.com/music/Nuestra-Canción-feat-Vicente-García-7017870636722686725,23.9M,0,5.8M,36.5K,1,"Nov 16, 2021",,43,COSO11500079
12,-6,https://www.tiktok.com/madisonmealy,https://www.tiktok.com/madisonmealy/video/7029754258211785989,First Day Of My Life,Bright Eyes,/track?id=14554202,https://www.tiktok.com/music/First-Day-of-My-Life-6956278184161576962,66.3M,0,5.9M,69K,1,"Nov 13, 2021",,64,US2U60507206
13,New,https://www.tiktok.com/lisa52013148,https://www.tiktok.com/lisa52013148/video/7031704913604283695,Love Story,"Disco Lines, Cassidi",/track?id=31440376,https://www.tiktok.com/music/Love-Story-6842883579551255302,4.6M,0,130.3K,860,13,"Nov 18, 2021",,1,USUG12003755
14,New,https://www.tiktok.com/julys_welt,https://www.tiktok.com/julys_welt/video/7031532175069662469,Let It Snow (Instrumental Version),"Christmas Songs, Acoustic Christmas, Steve Petrunak",/track?id=17614970,https://www.tiktok.com/music/Let-It-Snow-Let-It-Snow-Let-It-Snow-6812724510068836353,6.6M,0,700K,2.7K,14,"Nov 18, 2021",,5,TCACS1648250
15,New,https://www.tiktok.com/sylvaniandrama,https://www.tiktok.com/sylvaniandrama/video/7031553315582315782,Mr. Brightside,The Killers,/track?id=15419058,https://www.tiktok.com/music/Mr-Brightside-6917675293775775745,6M,0,1.4M,37.3K,15,"Nov 18, 2021",,35,USIR20400274
16,-15,https://www.tiktok.com/danielarodrice,https://www.tiktok.com/danielarodrice/video/7031335104785992966,Moriré,La Factoria,/track?id=15904344,https://www.tiktok.com/music/Moriré-7015031628485397254,17M,0,3M,8.7K,1,"Nov 17, 2021",,52,USUM70615354
17,New,https://www.tiktok.com/hijo_de_la_tierra,https://www.tiktok.com/hijo_de_la_tierra/video/7031599422865804550,Clouds,Luke Faulkner,/track?id=28272892,https://www.tiktok.com/music/Clouds-6925246074957334530,5.6M,0,442.4K,4.7K,17,"Nov 18, 2021",,4,GBPS83859411
18,2368,https://www.tiktok.com/justinbieber,https://www.tiktok.com/justinbieber/video/7028631955797216518,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",/track?id=33631904,https://www.tiktok.com/music/Peaches-6941206562859468802,6.5M,0,348.1K,3.1K,18,"Nov 18, 2021",,15,USUM72102636
19,New,https://www.tiktok.com/whitneymarierisnerr,https://www.tiktok.com/whitneymarierisnerr/video/7031580941520735494,Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole",/track?id=28737183,https://www.tiktok.com/music/Meet-Me-At-Our-Spot-7021345149527541762,8.3M,0,745.2K,1.2K,19,"Nov 18, 2021",,3,QMJMT2002693
20,5,https://www.tiktok.com/sea.zone,https://www.tiktok.com/sea.zone/video/7030595845204512005,FEEL THE GROOVE,,,https://www.tiktok.com/music/FEEL-THE-GROOVE-6769046027488987137,23M,0,1.7M,13.9K,1,"Nov 15, 2021",,40,
21,New,https://www.tiktok.com/cassidycabral,https://www.tiktok.com/cassidycabral/video/7030254545653566725,It's Beginning to Look a Lot like Christmas,Michael Bublé,/track?id=15691786,https://www.tiktok.com/music/It's-Beginning-to-Look-a-Lot-like-Christmas-6753170535640729601,9.3M,0,2.1M,16.3K,21,"Nov 18, 2021",,11,USRE11100700
22,New,https://www.tiktok.com/jasonderulo,https://www.tiktok.com/jasonderulo/video/7031385539831942405,Life Goes On,Oliver Tree,/track?id=45611515,https://www.tiktok.com/music/Life-Goes-On-6967187297502660609,11.4M,0,1.5M,7.9K,22,"Nov 18, 2021",,36,USAT22007153
23,New,https://www.tiktok.com/oteliacarmen,https://www.tiktok.com/oteliacarmen/video/7031721780817530158,Do It To It,"ACRAZE, Cherish",/track?id=57467910,https://www.tiktok.com/music/Do-It-To-It-6995755718976473089,3.4M,0,597.7K,3.3K,23,"Nov 18, 2021",,2,QZFPL2100100
24,New,https://www.tiktok.com/simplytex,https://www.tiktok.com/simplytex/video/7031006149860216070,See You Again (feat. Charlie Puth),"Wiz Khalifa, Charlie Puth",/track?id=16862141,https://www.tiktok.com/music/See-You-Again-feat-Charlie-Puth-222450148143108096,12M,0,1.2M,25.2K,24,"Nov 18, 2021",,6,USAT21703595
25,New,https://www.tiktok.com/changed_from_lockedinout,https://www.tiktok.com/changed_from_lockedinout/video/7031600956684963074,Own Brand Freestyle,"FelixThe1st, Dréya Mac, Finch Fetti",/track?id=64396060,https://www.tiktok.com/music/Own-Brand-Freestyle-7019087686937872386,3.3M,0,534.2K,3.2K,25,"Nov 18, 2021",,8,QZK6J2144340
26,New,https://www.tiktok.com/gomeznawer,https://www.tiktok.com/gomeznawer/video/7031570540548738310,Squid Game,,,https://www.tiktok.com/music/Squid-Game-7013439053756401666,4.3M,0,308.2K,1.2K,26,"Nov 18, 2021",,6,
27,-3,https://www.tiktok.com/angelgmzz,https://www.tiktok.com/angelgmzz/video/7030960501458816261,Own Brand Freestyle,"FelixThe1st, Dréya Mac, Finch Fetti",/track?id=64396060,https://www.tiktok.com/music/Own-Brand-Freestyle-7019087686937872386,11.8M,0,2.2M,14.8K,7,"Nov 16, 2021",,24,QZK6J2144340
28,-10,https://www.tiktok.com/ladivaza,https://www.tiktok.com/ladivaza/video/7031221037261950213,Mon Amour - Remix,"zzoilo, Aitana",/track?id=57292828,https://www.tiktok.com/music/Mon-Amour-Remix-7022765400865655557,9M,0,1.2M,5.1K,18,"Nov 17, 2021",,20,ES5702101693
29,New,https://www.tiktok.com/iamferv,https://www.tiktok.com/iamferv/video/7031685610821684485,MÉTELE AL PERREO,Daddy Yankee,/track?id=58832659,https://www.tiktok.com/music/MÉTELE-AL-PERREO-7000956127080892417,3.5M,0,871.4K,8.3K,29,"Nov 18, 2021",,2,USUG12104342
30,New,https://www.tiktok.com/doktergigi_,https://www.tiktok.com/doktergigi_/video/7031669652430408987,Food,Densky9,/track?id=24084560,https://www.tiktok.com/music/Food-6732298491797702657,2.8M,0,39.3K,396,30,"Nov 18, 2021",,4,QZDA61997479
