Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,3,Players - DJ Smallz 732 - Jersey Club Remix,,,,https://www.tiktok.com/music/null,,"Dec 14, 2022",38,683K,1.6M,1,"Dec 31, 2022",3,0.43,USUM72223537
2,3,Players - DJ Smallz 732 - Jersey Club Remix,,Coi Leray,/track?id=97422645,https://www.tiktok.com/music/null,Uptown / Republic Records,"Dec 7, 2022",26,649K,2.3M,2,"Dec 31, 2022",4,0.43,USUM72223184
3,-2,たぶん,S3729,YOASOBI,/track?id=30271478,https://www.tiktok.com/music/たぶん-6902462723754313729,YOASOBI,"Jun 29, 2020",17,590K,2.9M,1,"Dec 24, 2022",17,-0.29,JPP302000323
4,New,Mirror,,Mambrett,/track?id=98757915,https://www.tiktok.com/music/null,DWMG,"Dec 26, 2022",85,583K,583K,3,"Jan 7, 2023",13,,DGA092209121
5,New,Used To,,,,https://www.tiktok.com/music/null,,"Dec 24, 2022",62,568K,1M,5,"Dec 31, 2022",9,,NLRD52212322
6,1,Players,S4510,Coi Leray,/track?id=96615074,https://www.tiktok.com/music/Players-DJ-Smallz-732-Jersey-Club-Remix-7171695298610334510,Uptown / Republic Records,"Nov 22, 2022",33,536K,1.8M,6,"Dec 17, 2022",13,0.14,USUM72222387
7,1,Kill Bill,S3089,SZA,/track?id=97071914,https://www.tiktok.com/music/Kill-Bill-7175026307095513089,Top Dawg Entertainment/RCA Records,"Dec 5, 2022",42,419K,1.5M,5,"Dec 17, 2022",17,0.14,USRC12204584
8,2,If I got to (free for nonprofit use) - Instrumental,,Lilsnatched_,/track?id=97679280,https://www.tiktok.com/music/null,3571154 Records DK,"Dec 14, 2022",68,413K,876K,8,"Dec 31, 2022",10,0.29,QZTB82214657
9,0,Disco Edit - Extended Mix,,,,https://www.tiktok.com/music/null,,"Nov 22, 2022",22,372K,2.4M,1,"Dec 3, 2022",13,0.00,QZTB22288276
10,66,If I Got To,,,,https://www.tiktok.com/music/null,,"Dec 13, 2022",100,349K,450K,10,"Dec 31, 2022",10,9.43,QZTB72266338
11,-8,可愛くてごめん (feat. かぴ),S1473,"HoneyWorks, Capi",/track?id=90207100,https://www.tiktok.com/music/Kawaikute-Gomen-7168292207852521473,HoneyWorks,"Aug 3, 2022",23,316K,2.3M,2,"Dec 17, 2022",11,-1.14,TCJPS2265902
12,New,Spin Back X Collide Mashup,,,,https://www.tiktok.com/music/null,,"Dec 27, 2022",119,306K,306K,8,"Jan 14, 2023",8,,SGB502253936
13,New,Mashup December,,,,https://www.tiktok.com/music/null,,"Dec 25, 2022",125,277K,277K,13,"Dec 31, 2022",2,,SGB502301107
14,8,L$d,S4433,Luclover,/track?id=80001990,https://www.tiktok.com/music/Ld-7085791307943954433,independent,"Apr 11, 2022",1,274K,15M,1,"Jul 23, 2022",39,1.14,QZHN42243265
15,0,Baby Got Back,S4401,Sir Mix-A-Lot,/track?id=15815307,https://www.tiktok.com/music/Baby-Got-Back-7029297802328934401,American Recordings,"Sep 2, 2019",3,266K,10M,1,"Sep 4, 2021",44,0.00,USSM19100221
16,4,Big Boys,S7490,cshsznxo!,/track?id=97756222,https://www.tiktok.com/music/Big-Boys-7178464327883327490,"Holmes, Under exclusive licence to Astromix Ltd. Under exclusive licence to Cumas Records","Dec 17, 2022",95,263K,524K,16,"Dec 31, 2022",5,0.57,AEA2M2164767
17,9,Beautiful,,,,https://www.tiktok.com/music/null,,"Dec 17, 2022",77,263K,661K,17,"Dec 31, 2022",6,1.29,NLRD52212315
18,3,Big Boy,,cshsznxo!,/track?id=97926530,https://www.tiktok.com/music/null,SNL,"Dec 17, 2022",96,262K,521K,18,"Dec 31, 2022",4,0.43,AEA2M2164768
19,New,Money longer freestyle,,Machado Dior,/track?id=98635637,https://www.tiktok.com/music/null,Machado Dior,"Dec 20, 2022",130,256K,256K,19,"Dec 31, 2022",7,,QZNN22200861
20,-6,Last Christmas,,,,https://www.tiktok.com/music/null,,"Dec 5, 2022",82,255K,612K,14,"Dec 24, 2022",5,-0.86,DGA072245248
21,New,Kill Bill Sped Up - Remix,S0018,Xanemusic,/track?id=97921235,https://www.tiktok.com/music/Kill-Bill-Sped-Up-Remix-7180120911897430018,Xanemusic,"Dec 21, 2022",132,250K,252K,21,"Dec 31, 2022",9,,ARIXB2209488
22,5,Eternity,,,,https://www.tiktok.com/music/null,,"Dec 13, 2022",102,224K,432K,22,"Dec 31, 2022",7,0.71,DGA082237803
23,1,Bloody Mary,S3857,Lady Gaga,/track?id=15920218,https://www.tiktok.com/music/Bloody-Mary-6936362922234873857,Universal Music LLC,"Jun 17, 2021",52,219K,1.2M,7,"Dec 10, 2022",19,0.14,USUM71106449
24,-8,Last Christmas,S1170,Wham!,/track?id=12550500,https://www.tiktok.com/music/Last-Christmas-6696417561275271170,Epic,"Aug 16, 2019",86,219K,578K,16,"Dec 24, 2022",4,-1.14,GBBBM8400019
25,7,Morning,,,,https://www.tiktok.com/music/null,,"Dec 13, 2022",109,202K,379K,25,"Dec 31, 2022",8,1.00,DGA082237810
26,-14,Samara Club Night - Extanded Mix,,,,https://www.tiktok.com/music/null,,"Dec 18, 2022",90,193K,548K,12,"Dec 24, 2022",6,-2.00,QZTB82286975
27,New,Wear,S1377,Maphex Deck,/track?id=98635630,https://www.tiktok.com/music/Wear-7181775352657381377,DWMG,"Dec 26, 2022",148,193K,193K,8,"Jan 7, 2023",13,,DGA092209128
28,New,Phineas and ferb dance,S5538,Try22,/track?id=98635624,https://www.tiktok.com/music/Phineas-and-ferb-dance-7181581416541505538,4632908 Records DK,"Dec 25, 2022",155,186K,186K,14,"Jan 7, 2023",5,,QZTBA2239434
29,New,And with that the 2022 season comes to an end,,,,https://www.tiktok.com/music/null,,"Dec 8, 2022",149,184K,190K,29,"Dec 31, 2022",2,,DGA082217192
30,7,Boy's a liar,,,,https://www.tiktok.com/music/null,,"Nov 23, 2022",72,176K,867K,17,"Dec 10, 2022",12,1.00,GBAYE2202585
31,-3,Tubarão Te Amo,S8562,"Dj LK da Escócia, Tchakabum, MC Ryan SP, mc jhenny, Mc RF",/track?id=93681306,https://www.tiktok.com/music/Tubarão-Te-Amo-7149226021210818562,Nas Nuvens Catalog,"Sep 29, 2022",55,173K,1.2M,5,"Dec 10, 2022",10,-0.43,BC91N2200001
32,4,Escapism.,S5457,"RAYE, 070 Shake",/track?id=94059971,https://www.tiktok.com/music/Escapism-7146071473319315457,Human Re Sources,"Sep 21, 2022",74,169K,694K,24,"Dec 17, 2022",10,0.57,QMDA62217995
33,New,Poison,,,,https://www.tiktok.com/music/null,,"Sep 5, 2022",122,169K,287K,33,"Dec 31, 2022",1,,QZN882231473
34,92,يحب,,,,https://www.tiktok.com/music/null,,"Dec 14, 2022",113,168K,338K,34,"Dec 31, 2022",4,13.14,NLRD52212313
35,-16,Sza (big boys),,DJ Valessio,/track?id=97572205,https://www.tiktok.com/music/null,4539489 Records DK,"Dec 16, 2022",92,167K,546K,19,"Dec 24, 2022",2,-2.29,QZTB82255048
36,New,Putty,,Mahlote,/track?id=98368191,https://www.tiktok.com/music/null,DWMG,"Dec 26, 2022",165,166K,166K,6,"Jan 7, 2023",4,,DGA092209127
37,New,Lovely Woman,,,,https://www.tiktok.com/music/null,,"Dec 23, 2022",140,165K,220K,37,"Dec 31, 2022",2,,NLRD52212319
38,-3,Shabooya,S6222,"Hitkidd, Gloss Up, K Carbon, Slimeroni, Aleza",/track?id=93155275,https://www.tiktok.com/music/shabooya-7149732836692626222,Blac Noize!,"Sep 22, 2022",39,153K,1.6M,18,"Nov 12, 2022",13,-0.43,QZRD92202065
39,4,BILLIE EILISH.,S3345,Armani White,/track?id=82976157,https://www.tiktok.com/music/Billie-Eilish-7096439256658233345,"Legendbound, LLC / Def Jam Recordings","May 10, 2022",12,151K,4.2M,8,"Oct 22, 2022",37,0.57,SGB502248062
40,-6,6000 Degrees (AH HA),S6187,$hyfromdatre,/track?id=94305158,https://www.tiktok.com/music/6000-degrees-x-Shyfromdatre-7143416796954086187,$hyfromdatre,"Oct 18, 2022",13,147K,3.7M,1,"Nov 12, 2022",16,-0.86,QZNMX2254862
41,-28,OTR Freestyle - 41 Cypher,S7569,Riverside Records,/track?id=84278364,https://www.tiktok.com/music/OTR-Freestyle-41-Cypher-7114391572783597569,God1st,"Jun 27, 2022",88,145K,566K,13,"Dec 24, 2022",3,-4.00,QZK6J2239036
42,New,See You on the Other Side,,,,https://www.tiktok.com/music/null,,"Dec 21, 2021",164,144K,168K,42,"Dec 31, 2022",1,,SGB502108033
43,5,known,,,,https://www.tiktok.com/music/null,,"Nov 16, 2022",60,138K,1.1M,11,"Nov 26, 2022",17,0.71,DGA062294578
44,-5,WRISTWATCH,,Lil Bil,/track?id=98157728,https://www.tiktok.com/music/null,Lil Gang Records,"Dec 15, 2022",120,136K,305K,39,"Dec 24, 2022",3,-0.71,QZTB82225347
45,13,Tomorrow 2,S8241,"GloRilla, Cardi B",/track?id=92609122,https://www.tiktok.com/music/Tomorrow-2-7146615152094218241,CMG/Interscope Records,"Sep 19, 2022",20,135K,2.6M,2,"Oct 15, 2022",20,1.86,USUM72217666
46,-29,Last Christmas (Remastered),,Wham!,/track?id=12487699,https://www.tiktok.com/music/null,Aegean/Epic,"Aug 16, 2019",49,134K,1.3M,17,"Dec 24, 2022",6,-4.14,GBARL0601611
47,New,Head,,Julgge,/track?id=98635635,https://www.tiktok.com/music/null,DWMG,"Dec 26, 2022",176,133K,133K,4,"Jan 14, 2023",11,,DGA092209123
48,-15,The Hills,S5570,The Weeknd,/track?id=15895450,https://www.tiktok.com/music/The-Weeknd-–-Often-Kygo-Remix-6891709181477325570,Universal Music Ltd.,"Sep 2, 2019",61,128K,1M,33,"Dec 24, 2022",7,-2.14,USUG11500737
49,New,In Ha Mood Ice Spice Munch,S3265,theatgarchive,/track?id=98142244,https://www.tiktok.com/music/In-Ha-Mood-Ice-Spice-Munch-7181018216808843265,archives,"Dec 24, 2022",178,128K,128K,49,"Dec 31, 2022",1,,QZTBA2226124
