Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,3,About Damn Time,S1762,Lizzo,/track?id=79572011,https://www.tiktok.com/music/About-Damn-Time-7086201843973621762,Nice Life/Atlantic,"Apr 12, 2022",30,997K,1.5M,1,"May 14, 2022",18,0.43,USAT22202139
2,1,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"Aug 23, 2019",3,491K,7.5M,1,"Feb 26, 2022",15,0.14,USA3D0700101
3,2,Sunroof,S6594,"Nicky Youre, dazy",/track?id=67502648,https://www.tiktok.com/music/Sunroof-7030869625311086594,Thirty Knots,"Nov 14, 2021",11,329K,3M,3,"May 14, 2022",63,0.29,QM24S2107064
4,109,Gogo Dance,S1557,"El Alfa, Chael Produciendo",/track?id=79457193,https://www.tiktok.com/music/Gogo-Dance-7087744357444471557,EL JEFE RECORDS,"Apr 4, 2022",78,317K,386K,3,"May 21, 2022",14,15.57,QM4TX2261587
5,4,so silly !,S6562,Koto.,/track?id=75486459,https://www.tiktok.com/music/so-silly-7072080951102146562,1168634 Records DK,"Mar 5, 2022",57,291K,653K,5,"May 14, 2022",13,0.57,QZDA82260364
6,-4,Shes Buff,,"Beatdemons, Ssj9k",/track?id=80559385,https://www.tiktok.com/music/null,Beatdemons LLC & Beatstars Publishing by SonyPub,"Apr 23, 2022",35,284K,1.4M,2,"May 7, 2022",13,-0.57,QZHN62253854
7,New,Foolish Chances Freestyle (Not Foolish),S5218,Sway Burr,/track?id=82220838,https://www.tiktok.com/music/Foolish-Chances-Freestyle-Not-Foolish-7095877721548425218,Sway Burr,"May 8, 2022",106,274K,274K,6,"May 21, 2022",12,,TCAGF2203422
8,New,Magnetic,,,,https://www.tiktok.com/music/null,,"May 4, 2022",104,263K,276K,8,"May 14, 2022",10,,QZ8252212722
9,New,6 Legendary Spoons,,,,https://www.tiktok.com/music/null,,"May 2, 2022",100,260K,289K,9,"May 14, 2022",5,,QZ8252212566
10,New,Look At Me (Freestyle),S4529,Bammbreezy Montana,/track?id=17186935,https://www.tiktok.com/music/Look-At-Me-Freestyle-6889603681725974529,Bammbreezy Montana,"Oct 30, 2020",92,247K,314K,10,"May 14, 2022",12,,QZ22B1817648
