Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,820,https://www.tiktok.com/jeffxtingz,https://www.tiktok.com/jeffxtingz/video/7028064978384997637,Shining,,,https://www.tiktok.com/music/Shining-7023576304469411842,14.6M,0,54.4K,113,1,"Nov 11, 2021",,2,
2,New,https://www.tiktok.com/oursignedworld,https://www.tiktok.com/oursignedworld/video/7029094375405833519,In The Forest (Acoustic Indie No Copyright) - Instrumental,Lesfm,/track?id=33874769,https://www.tiktok.com/music/In-The-Forest-Acoustic-Indie-No-Copyright-6923650209134168066,15.1M,0,3.2M,10.9K,2,"Nov 11, 2021",,22,QZFZ42110334
3,New,https://www.tiktok.com/nildo.sousa.sw,https://www.tiktok.com/nildo.sousa.sw/video/7029020794260950277,"Theme from Chinatown (From ""Chinatown"")",101 Strings Orchestra,/track?id=11184692,https://www.tiktok.com/music/Superman-Main-Theme-6787442473913288706,9.4M,0,702.7K,27.2K,3,"Nov 11, 2021",,7,CAM460435517
4,New,https://www.tiktok.com/ericarifkin,https://www.tiktok.com/ericarifkin/video/7028990233131633967,Do It To It,"ACRAZE, Cherish",/track?id=57467910,https://www.tiktok.com/music/Do-It-To-It-6995755718976473089,11.6M,0,1.6M,5.7K,4,"Nov 11, 2021",,28,QZFPL2100100
5,New,https://www.tiktok.com/mxriyum,https://www.tiktok.com/mxriyum/video/7029102083936718126,Sidney's Blues,Sidney Bechet,/track?id=27503888,https://www.tiktok.com/music/Sidney's-Blues-6803425583163246593,14.9M,0,2.8M,14.4K,5,"Nov 11, 2021",,5,SEWDL0446404
6,New,https://www.tiktok.com/lola.suarez,https://www.tiktok.com/lola.suarez/video/7028558925066669318,Moriré,La Factoria,/track?id=15904344,https://www.tiktok.com/music/Moriré-7015031628485397254,30M,0,3.8M,13.2K,6,"Nov 11, 2021",,38,USUM70615354
7,New,https://www.tiktok.com/jepinkaizer,https://www.tiktok.com/jepinkaizer/video/7029248933851417883,I Love You So,The Walters,/track?id=14312336,https://www.tiktok.com/music/I-Love-You-So-6780888735685806081,7.3M,0,1.1M,13.6K,7,"Nov 11, 2021",,10,TCACC1438995
8,New,https://www.tiktok.com/edarcapher,https://www.tiktok.com/edarcapher/video/7029030271970217221,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae, Kali Uchis, Moliy",/track?id=60333954,https://www.tiktok.com/music/SAD-GIRLZ-LUV-MONEY-Remix-7007785041036101634,8M,0,641.6K,1.7K,8,"Nov 11, 2021",,1,US23A1540104
9,New,https://www.tiktok.com/cozzy.mina,https://www.tiktok.com/cozzy.mina/video/7024898357097139461,Experience,"Ludovico Einaudi, Daniel Hope, I Virtuosi Italiani",/track?id=13252911,https://www.tiktok.com/music/Einaudi-Experience-6749405407854200834,14M,0,3.8M,79.9K,9,"Nov 11, 2021",,57,ITB281200070
10,New,https://www.tiktok.com/kimberly.loaiza,https://www.tiktok.com/kimberly.loaiza/video/7029073488954625286,Mejor Sola,,,https://www.tiktok.com/music/Mejor-Sola-7007563415178708993,6.5M,0,1.5M,37.2K,10,"Nov 11, 2021",,16,
