Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/netflixbrasil,https://www.tiktok.com/netflixbrasil/video/7015738916636593414,Tudum Remix,,,https://www.tiktok.com/music/Tudum-Remix-7011739344796911617,32.2M,0,232.4K,4.7K,1,"Oct 7, 2021",,1,
2,New,https://www.tiktok.com/boss,https://www.tiktok.com/boss/video/7015608442513640710,This Is How We Do It,"Montell Jordan, Wino, Ricky Walters",/track?id=15708085,https://www.tiktok.com/music/This-Is-How-We-Do-It-This-Is-How-We-Do-It-7008475039473338370,26.4M,0,53.7K,990,2,"Oct 7, 2021",,1,USRL19500006
3,-2,https://www.tiktok.com/stevoluddy,https://www.tiktok.com/stevoluddy/video/7015698885515431174,Gucci Flip Flops (feat. Lil Yachty),"Bhad Bhabie, Lil Yachty",/track?id=18864925,https://www.tiktok.com/music/Gucci-Flip-Flops-6551655297080003329,65.9M,0,6.4M,43.9K,1,"Oct 6, 2021",,19,USAT21801136
4,New,https://www.tiktok.com/bera_nanuka,https://www.tiktok.com/bera_nanuka/video/7015983846667635974,MONEY,LISA,/track?id=59708272,https://www.tiktok.com/music/MONEY-7005888397580208130,13.4M,0,903.2K,2.1K,4,"Oct 7, 2021",,8,KRA402100099
5,New,https://www.tiktok.com/devonrodriguezart,https://www.tiktok.com/devonrodriguezart/video/7015622525296069894,Squid Game,,,https://www.tiktok.com/music/Squid-Game-7012032012362745857,34.9M,0,5.8M,24.8K,5,"Oct 7, 2021",,18,
6,New,https://www.tiktok.com/zachtheocularist,https://www.tiktok.com/zachtheocularist/video/7016039479731408134,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",/track?id=54095966,https://www.tiktok.com/music/INDUSTRY-BABY-6987050676949878786,8.5M,0,1.1M,13.6K,6,"Oct 7, 2021",,82,USSM12104539
7,New,https://www.tiktok.com/drdustinportela,https://www.tiktok.com/drdustinportela/video/7015994447863221510,MONEY,LISA,/track?id=59708272,https://www.tiktok.com/music/MONEY-7005888397580208130,9.1M,0,1.6M,6.7K,7,"Oct 7, 2021",,2,KRA402100099
8,New,https://www.tiktok.com/foodies,https://www.tiktok.com/foodies/video/7015930204711292166,TWINNEM,Coi Leray,/track?id=60930880,https://www.tiktok.com/music/TWINNEM-7010057968234268674,9.9M,0,781.5K,30.9K,8,"Oct 7, 2021",,3,USUM72115284
9,New,https://www.tiktok.com/ingratax,https://www.tiktok.com/ingratax/video/7016109373193833733,Linda,,,https://www.tiktok.com/music/Linda-7003240091523074821,6M,0,1.1M,1.4K,9,"Oct 7, 2021",,4,
10,-2,https://www.tiktok.com/7deadlycheeses,https://www.tiktok.com/7deadlycheeses/video/7014891474642930949,Положение (2 Remix),dioronabeat,/track?id=56286934,https://www.tiktok.com/music/Положение-2-Remix-6992117026776942593,49.1M,0,6.5M,20.4K,1,"Oct 5, 2021",,26,AEA0D2111563
11,6,https://www.tiktok.com/klis_lis,https://www.tiktok.com/klis_lis/video/7015727496280706309,Into Your Arms (feat. Ava Max),"Witt Lowry, Ava Max",/track?id=19921963,https://www.tiktok.com/music/Into-Your-Arms-feat-Ava-Max-6732318910667901702,12.2M,0,1.4M,9.9K,11,"Oct 7, 2021",,9,USAT21802013
12,New,https://www.tiktok.com/bruno_psicologo_animales,https://www.tiktok.com/bruno_psicologo_animales/video/7015603608817241349,Un Velero Llamado Libertad,José Luis Perales,/track?id=11900597,https://www.tiktok.com/music/Un-velero-llamado-Libertad-264561837969522688,22.5M,0,2.4M,13.6K,12,"Oct 7, 2021",,14,ES5087902054
13,New,https://www.tiktok.com/bera_nanuka,https://www.tiktok.com/bera_nanuka/video/7016000329909046534,MONEY,LISA,/track?id=59708272,https://www.tiktok.com/music/MONEY-7005888397580208130,6.9M,0,555.5K,3.4K,13,"Oct 7, 2021",,9,KRA402100099
14,New,https://www.tiktok.com/lauraclery,https://www.tiktok.com/lauraclery/video/7016052314461031686,Stories,Danilo Stankovic,/track?id=31323127,https://www.tiktok.com/music/Stories-2-6777279827805390850,6.2M,0,1.2M,17.4K,14,"Oct 7, 2021",,4,QZAKB2005429
15,New,https://www.tiktok.com/olivertree,https://www.tiktok.com/olivertree/video/7016073793890307333,Life Goes On,Oliver Tree,/track?id=45611515,https://www.tiktok.com/music/Life-Goes-On-7000772466247289606,5.5M,0,522.1K,2.4K,15,"Oct 7, 2021",,18,USAT22007153
16,-12,https://www.tiktok.com/tuvok12,https://www.tiktok.com/tuvok12/video/7014524290527808774,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",/track?id=54095966,https://www.tiktok.com/music/INDUSTRY-BABY-6987050676949878786,57.9M,0,8.9M,29.9K,2,"Oct 3, 2021",,99,USSM12104539
17,6,https://www.tiktok.com/murratben42,https://www.tiktok.com/murratben42/video/7014559295605918978,Not Afraid,DJ Emirhan,/track?id=49076582,https://www.tiktok.com/music/Not-Afraid-6972426571122493442,30.2M,0,483.8K,2.8K,7,"Oct 4, 2021",,43,QZHNB2129645
18,6102,https://www.tiktok.com/lynlapid,https://www.tiktok.com/lynlapid/video/7014647401998847237,In My Mind,Lyn Lapid,/track?id=57486543,https://www.tiktok.com/music/In-My-Mind-6995755962208356354,6.5M,0,961.3K,5.3K,1,"Oct 8, 2021",,24,USUM72115062
19,-16,https://www.tiktok.com/karissaastevens,https://www.tiktok.com/karissaastevens/video/7015617652387269894,Squid Game,,,https://www.tiktok.com/music/Squid-Game-7012032012362745857,22.2M,0,3.3M,4.3K,3,"Oct 6, 2021",,4,
20,-17,https://www.tiktok.com/timetreats,https://www.tiktok.com/timetreats/video/7014822743430450437,Life Goes On,Oliver Tree,/track?id=45611515,https://www.tiktok.com/music/Life-Goes-On-6967187297502660609,40.6M,0,4.7M,69.6K,3,"Oct 4, 2021",,98,USAT22007153
21,New,https://www.tiktok.com/dani_itss,https://www.tiktok.com/dani_itss/video/7016012845133417733,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,6.7M,0,704.8K,1.3K,21,"Oct 7, 2021",,4,USUAN1400011
22,-17,https://www.tiktok.com/olivertree,https://www.tiktok.com/olivertree/video/7015742831394426118,Life Goes On,Oliver Tree,/track?id=45611515,https://www.tiktok.com/music/Life-Goes-On-7000772466247289606,20M,0,2.5M,31.3K,5,"Oct 6, 2021",,53,USAT22007153
23,-10,https://www.tiktok.com/meister_shk,https://www.tiktok.com/meister_shk/video/7015601576555334917,In Da Getto,"J Balvin, Skrillex",/track?id=51828056,https://www.tiktok.com/music/In-Da-Getto-6977562309870749697,22.3M,0,918.4K,4.8K,13,"Oct 6, 2021",,3,QZM5U2100095
24,New,https://www.tiktok.com/johnofjohnof,https://www.tiktok.com/johnofjohnof/video/7016096550237654277,love nwantiti (ah ah ah) [feat. Joeboy &amp; Kuami Eugene] [Remix],"CKay, Joeboy, Kuami Eugene",/track?id=28476619,https://www.tiktok.com/music/love-nwantiti-feat-Dj-Yo-AX'EL-7005960532561807361,4.3M,0,685.5K,6.6K,24,"Oct 7, 2021",,57,QMEU31915738
25,New,https://www.tiktok.com/slimeobsidianig,https://www.tiktok.com/slimeobsidianig/video/7016101186440875270,Squid Game,,,https://www.tiktok.com/music/Squid-Game-7012032012362745857,4.2M,0,249.4K,546,25,"Oct 7, 2021",,10,
26,-17,https://www.tiktok.com/kaho7911,https://www.tiktok.com/kaho7911/video/7014767256559308033,MONEY,LISA,/track?id=59708272,https://www.tiktok.com/music/MONEY-7005888397580208130,44.3M,0,7.1M,72.2K,8,"Oct 5, 2021",,59,KRA402100099
27,New,https://www.tiktok.com/anvihan,https://www.tiktok.com/anvihan/video/7015944705124912386,MONEY,LISA,/track?id=59708272,https://www.tiktok.com/music/MONEY-7005888397580208130,5.2M,0,265.7K,1.3K,27,"Oct 7, 2021",,3,KRA402100099
28,New,https://www.tiktok.com/changed_from_lockedinout,https://www.tiktok.com/changed_from_lockedinout/video/7015993191170198786,TWINNEM,Coi Leray,/track?id=60930880,https://www.tiktok.com/music/TWINNEM-7010057968234268674,4.7M,0,757.2K,8.9K,28,"Oct 7, 2021",,7,USUM72115284
29,New,https://www.tiktok.com/kgdragon1234,https://www.tiktok.com/kgdragon1234/video/7015868599654976769,INFERNO,"Sub Urban, Bella Poarch",/track?id=56778784,https://www.tiktok.com/music/INFERNO-6990565655460218881,4.4M,0,611.4K,5.6K,29,"Oct 7, 2021",,8,USWB12101521
30,New,https://www.tiktok.com/melinabear,https://www.tiktok.com/melinabear/video/7015987151259094277,Classic,MKTO,/track?id=15790670,https://www.tiktok.com/music/Classic-6876534400046172934,5.5M,0,597.8K,7.3K,30,"Oct 7, 2021",,23,USSM11301446
31,New,https://www.tiktok.com/franzinhatiktoker,https://www.tiktok.com/franzinhatiktoker/video/7016065339695959301,Coração Cachorro,,,https://www.tiktok.com/music/Coração-Cachorro-7006449834278406918,4.1M,0,294.1K,3.6K,31,"Oct 7, 2021",,29,
32,New,https://www.tiktok.com/camilaloures,https://www.tiktok.com/camilaloures/video/7015985745609362693,Might Be - Remix,"DJ Luke Nasty, PnB Rock",/track?id=15964980,https://www.tiktok.com/music/Might-Be-Remix-6962756925507390213,8.5M,0,918.4K,53,32,"Oct 7, 2021",,1,USUYG1100038
33,New,https://www.tiktok.com/agp_archives,https://www.tiktok.com/agp_archives/video/7016103808191204614,The Most Sensible Thing,Angry Grandpa,/track?id=17926939,https://www.tiktok.com/music/The-Most-Sensible-Thing-233016942050234368,4.1M,0,373K,2.5K,33,"Oct 7, 2021",,7,USASN1502756
34,New,https://www.tiktok.com/7deadlycheeses,https://www.tiktok.com/7deadlycheeses/video/7015661688686923014,Положение (2 Remix),dioronabeat,/track?id=56286934,https://www.tiktok.com/music/Положение-2-Remix-6992117026776942593,11.2M,0,688.9K,1.6K,34,"Oct 7, 2021",,9,AEA0D2111563
35,30,https://www.tiktok.com/ilya_borzov,https://www.tiktok.com/ilya_borzov/video/7015775721872182529,Into Your Arms (feat. Ava Max),"Witt Lowry, Ava Max",/track?id=19921963,https://www.tiktok.com/music/Into-Your-Arms-feat-Ava-Max-6732318910667901702,6.1M,0,519.8K,2.7K,35,"Oct 7, 2021",,5,USAT21802013
36,97,https://www.tiktok.com/aida.belies,https://www.tiktok.com/aida.belies/video/7008954983685131522,love nwantiti (ah ah ah),CKay,/track?id=25088483,https://www.tiktok.com/music/love-nwantiti-feat-ElGrande-Toto-6862274651582629890,25.7M,0,1.9M,42.9K,36,"Oct 7, 2021",15.14,58,QMEU31910213
37,New,https://www.tiktok.com/n0_one_cares__,https://www.tiktok.com/n0_one_cares__/video/7015997469024668933,Zoom,Lil Haiti,/track?id=58890519,https://www.tiktok.com/music/Zoom-7002553839479949313,8.9M,0,1.6M,8.2K,37,"Oct 7, 2021",,12,TCAFT2101020
38,3,https://www.tiktok.com/oksanasidorska,https://www.tiktok.com/oksanasidorska/video/7015675416174251270,Buss It,Erica Banks,/track?id=29555553,https://www.tiktok.com/music/Buss-It-6826096341966456833,7M,0,172K,1.4K,38,"Oct 7, 2021",,13,USUYG1312999
39,-13,https://www.tiktok.com/7deadlycheeses,https://www.tiktok.com/7deadlycheeses/video/7015246257950067973,Положение (2 Remix),dioronabeat,/track?id=56286934,https://www.tiktok.com/music/Положение-2-Remix-6992117026776942593,20.5M,0,1.7M,4.7K,26,"Oct 6, 2021",,22,AEA0D2111563
40,40,https://www.tiktok.com/tuvok12,https://www.tiktok.com/tuvok12/video/7011925050441927941,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",/track?id=54095966,https://www.tiktok.com/music/INDUSTRY-BABY-6987050676949878786,48.3M,0,7.5M,11.4K,2,"Sep 26, 2021",3.57,81,USSM12104539
41,-22,https://www.tiktok.com/micahandsarah,https://www.tiktok.com/micahandsarah/video/7015737606331813126,Might Be - Remix,"DJ Luke Nasty, PnB Rock",/track?id=15964980,https://www.tiktok.com/music/Might-Be-Remix-6962756925507390213,11.6M,0,1.5M,6.3K,19,"Oct 6, 2021",,3,USUYG1100038
42,New,https://www.tiktok.com/jarredjermaine,https://www.tiktok.com/jarredjermaine/video/7016045699913583878,MONEY,LISA,/track?id=59708272,https://www.tiktok.com/music/MONEY-7005888397580208130,3.7M,0,410.2K,1.9K,42,"Oct 7, 2021",,1,KRA402100099
