Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,0,Fury,,,,https://www.tiktok.com/music/null,,"May 21, 2022",29,699K,1.8M,1,"May 28, 2022",8,0.00,QZ8252214389
2,0,Go Around,S6369,Saino Freedoni,/track?id=82917870,https://www.tiktok.com/music/Go-Around-7094705776740026369,Saino Freedoni,"May 5, 2022",23,562K,2.1M,2,"May 21, 2022",8,0.00,SE6I32293794
3,New,I Love You,S4145,Kwixou,/track?id=83396333,https://www.tiktok.com/music/I-Love-You-7103646691819014145,3652242 Records DK,"May 29, 2022",77,551K,551K,3,"Jun 4, 2022",2,,QZK6Q2265519
4,New,Dream Cycle,,,,https://www.tiktok.com/music/null,,"May 28, 2022",81,527K,531K,3,"Jun 11, 2022",9,,QZ8252214947
5,11,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"May 11, 2022",61,494K,699K,2,"Jun 11, 2022",46,1.57,USA3D0700101
6,New,Running Up That Hill (A Deal With God),S1712,Kate Bush,/track?id=12662506,https://www.tiktok.com/music/Running-Up-That-Hill-A-Deal-With-God-235918692176371712,Parlophone UK,"Aug 20, 2019",84,480K,509K,1,"Jun 11, 2022",16,,GBCNR8500002
7,-4,About Damn Time,S1762,Lizzo,/track?id=79572011,https://www.tiktok.com/music/About-Damn-Time-7086201843973621762,Nice Life/Atlantic,"Apr 12, 2022",8,466K,3.8M,1,"May 14, 2022",18,-0.57,USAT22202139
8,-4,Jiggle Jiggle,S0294,"Duke & Jones, Louis Theroux",/track?id=82257926,https://www.tiktok.com/music/Jiggle-Jiggle-7075729123557100294,Robots & Humans,"May 11, 2022",37,454K,1.5M,4,"May 28, 2022",18,-0.57,GBARL2201151
9,-1,So Silly! (G-Mix),S1217,"YungManny, Koto.",/track?id=82435183,https://www.tiktok.com/music/So-Silly-GMix-7095919748038281217,3666217 Records DK2,"May 9, 2022",41,395K,1.3M,8,"May 28, 2022",15,-0.14,QZHN92252505
10,23,Hug Me,S1326,"Pharrell Williams, Trey Parker",/track?id=15611409,https://www.tiktok.com/music/Hug-Me-7101540683290561326,i am OTHER/Columbia,"Aug 16, 2019",50,387K,936K,4,"Jun 18, 2022",20,3.29,USQ4E1702974
