Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/wian,https://www.tiktok.com/wian/video/6935443681092685058,SexyBack,"Justin Timberlake, Timbaland",/track?id=15446741,https://www.tiktok.com/music/SexyBack-feat-Timbaland-6696418458814384129,42.2M,0,2.7M,8.3K,1,"Mar 4, 2021",,36,USJI10600269
2,New,https://www.tiktok.com/thereptilezoo,https://www.tiktok.com/thereptilezoo/video/6935436718023740677,The Ceiling,JAWS,/track?id=22851120,https://www.tiktok.com/music/Jaws-Theme-113240306,23.7M,0,1.4M,10.3K,2,"Mar 4, 2021",,78,GBMDQ1800016
3,New,https://www.tiktok.com/zitsucker,https://www.tiktok.com/zitsucker/video/6935505758951984389,Batman,LPB Poody,/track?id=32825135,https://www.tiktok.com/music/Batman-6930796714261596934,19.1M,0,870.9K,9.4K,3,"Mar 4, 2021",,11,USUM72101263
4,New,https://www.tiktok.com/antonino_bucolo,https://www.tiktok.com/antonino_bucolo/video/6935477542950325510,Bla Bla Bla,Gigi D'Agostino,/track?id=11270431,https://www.tiktok.com/music/Bla-Bla-Bla-Gigi-Dag-Radio-Mix-6827007918102022145,17.6M,0,715.9K,17.5K,4,"Mar 4, 2021",,63,DEA319908479
5,New,https://www.tiktok.com/angryreactions,https://www.tiktok.com/angryreactions/video/6935583026394975493,SugarCrash!,ElyOtto,/track?id=31221266,https://www.tiktok.com/music/SugarCrash-6920125567752734722,13.6M,0,2.9M,34.5K,5,"Mar 4, 2021",,17,TCAFB2092742
6,New,https://www.tiktok.com/abbieherbert,https://www.tiktok.com/abbieherbert/video/6935568014423182597,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,12.7M,0,1.9M,5.4K,6,"Mar 4, 2021",,2,USUAN1400011
7,New,https://www.tiktok.com/lukettrotman,https://www.tiktok.com/lukettrotman/video/6935385856387730694,WilmaVritra-Shallow Grave(Radio Edit),,,https://www.tiktok.com/music/WilmaVritraShallow-GraveRadio-Edit-WilmaVritra-Shallow-Grave(Radio-Edit)-6930254440432437250,10.1M,0,168K,909,7,"Mar 4, 2021",,6,
8,New,https://www.tiktok.com/goldelucks,https://www.tiktok.com/goldelucks/video/6935702499047296258,Positions - Instrumental,,,https://www.tiktok.com/music/Positions-Instrumental-6917806802634311682,6.7M,0,1.1M,30.3K,8,"Mar 4, 2021",,14,
9,87,https://www.tiktok.com/goldilocksph,https://www.tiktok.com/goldilocksph/video/6932408182719384833,Saab Story,Goldilocks,/track?id=25021958,https://www.tiktok.com/music/Goldilocks-6930456140941625345,24.7M,0,147.6K,1.6K,5,"Feb 26, 2021",3.57,4,QZ7361900543
10,18,https://www.tiktok.com/changed_from_respect_082,https://www.tiktok.com/changed_from_respect_082/video/6935123610914884870,Моя голова винтом (My head is spinning like a screw),kostromin,/track?id=32733452,https://www.tiktok.com/music/Моя-голова-винтом-My-head-is-spinning-like-a-screw-6919789056679217922,10.9M,0,889K,5.1K,10,"Mar 4, 2021",,6,QM4TW2159341
