Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
17,New,https://www.tiktok.com/brunabarbieoficial,https://www.tiktok.com/brunabarbieoficial/video/6948223856372878598,Renai Circulation (English Cover) [TV Size],"Lizz Robinett, L-Train, Y. Chang",/track?id=31024231,https://www.tiktok.com/music/Renai-Circulation-English-Cover-6922356027585268486,9.6M,0,711.3K,7.3K,17,"Apr 8, 2021",,38,QZGWX2002684
18,New,https://www.tiktok.com/emilymoncusphotography,https://www.tiktok.com/emilymoncusphotography/video/6948449674282011909,Send Me on My Way,Vibe Street,/track?id=30259822,https://www.tiktok.com/music/Send-Me-on-My-Way-6847581036629460993,6.7M,0,2M,4.7K,18,"Apr 8, 2021",,21,TCAEZ2044849
19,1396,https://www.tiktok.com/lilibt19pck,https://www.tiktok.com/lilibt19pck/video/6939933330624335110,Bump n' Grind,R. Kelly,/track?id=12446715,https://www.tiktok.com/music/Bump-NGrind-226642855795314689,26.1M,0,2.8M,0,19,"Apr 8, 2021",,15,GBAHK9300172
20,74,https://www.tiktok.com/pablolegeren,https://www.tiktok.com/pablolegeren/video/6948488859558644997,Bongo Cha Cha Cha,Caterina Valente,/track?id=22930135,https://www.tiktok.com/music/Bongo-cha-cha-cha-Remastered-6927076140512135170,9.2M,0,1.4M,21.7K,20,"Apr 8, 2021",,5,ITAA11003059
21,New,https://www.tiktok.com/domelipa,https://www.tiktok.com/domelipa/video/6948514357152206085,"Ajena (with Myke Towers, Dylan Fuentes)","Dayme y El High, Myke Towers, Dylan Fuentes",/track?id=22324798,https://www.tiktok.com/music/Ajena-with-Myke-Towers-Dayme-y-El-High-6930109563903445765,10.8M,0,1.8M,61.5K,21,"Apr 8, 2021",,27,TCAEB1906994
22,New,https://www.tiktok.com/alinhairstudio,https://www.tiktok.com/alinhairstudio/video/6948323448611507457,I LOVE YOU,Kevin Rater,/track?id=32994191,https://www.tiktok.com/music/I-LOVE-YOU-6932058866448336897,9.3M,0,703K,2.8K,22,"Apr 8, 2021",,83,FR2X42108190
23,New,https://www.tiktok.com/ebonybarbiedoll,https://www.tiktok.com/ebonybarbiedoll/video/6947952894024879365,"I Got 5 On It (feat. Numskull, Michael Marshall)",Yukmouth,/track?id=17558452,https://www.tiktok.com/music/I-Got-5-On-It-6757306627239446530,7.2M,0,1.2M,18.5K,23,"Apr 8, 2021",,28,USUYG1036505
24,New,https://www.tiktok.com/ibaillanos,https://www.tiktok.com/ibaillanos/video/6948466286997327110,Fiel,"Los Legendarios, Wisin, Jhay Cortez",/track?id=32744281,https://www.tiktok.com/music/Fiel-6922779655007930370,10.3M,0,2M,30.7K,24,"Apr 8, 2021",,31,QM4TW2136314
25,New,https://www.tiktok.com/thebrandonrobert,https://www.tiktok.com/thebrandonrobert/video/6948523987559271686,Crazy In Love,"Beyoncé, JAY-Z",/track?id=15771949,https://www.tiktok.com/music/Crazy-in-Love-6465895401219656461,7.1M,0,1.4M,10.6K,25,"Apr 8, 2021",,41,USSM10305425
26,New,https://www.tiktok.com/falcopunch,https://www.tiktok.com/falcopunch/video/6948345111763782917,Runaway,AURORA,/track?id=13076462,https://www.tiktok.com/music/Runaway-224267418322575360,9.7M,0,1.9M,14.4K,26,"Apr 8, 2021",,15,GBUM71500527
27,-18,https://www.tiktok.com/charlidamelio,https://www.tiktok.com/charlidamelio/video/6948107038882843909,Gimme More,Britney Spears,/track?id=15447055,https://www.tiktok.com/music/Gimme-More-6696412691189204994,15.1M,0,2.6M,172.8K,9,"Apr 7, 2021",,96,USJI10700609
28,New,https://www.tiktok.com/memes__house_,https://www.tiktok.com/memes__house_/video/6948520248203300101,毫无防备的离开（DJ版）,,,https://www.tiktok.com/music/毫无防备的离开DJ版-6929751878355912705,4.5M,0,556.3K,3.7K,28,"Apr 8, 2021",,8,
29,New,https://www.tiktok.com/vpetruk24,https://www.tiktok.com/vpetruk24/video/6946569128043908354,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6914530565300226049,10.1M,0,555.8K,5.5K,29,"Apr 8, 2021",,2,AUFXV1900105
30,New,https://www.tiktok.com/dereklipp_,https://www.tiktok.com/dereklipp_/video/6948476778994322693,Break My Stride,,,https://www.tiktok.com/music/Break-My-Stride-6890691118699120642,5.6M,0,1.1M,4.3K,30,"Apr 8, 2021",,15,
31,New,https://www.tiktok.com/ayesebastien,https://www.tiktok.com/ayesebastien/video/6948546694166351110,Lacrimosa,Vienna Mozart Orchestra,/track?id=28572081,https://www.tiktok.com/music/Lacrimosa-6789995459969550337,4.4M,0,1.3M,13.2K,18,"Apr 9, 2021",,18,TCAEQ2045723
32,19,https://www.tiktok.com/romardale,https://www.tiktok.com/romardale/video/6947116931577072898,Runaway,AURORA,/track?id=13076462,https://www.tiktok.com/music/Runaway-224267418322575360,10M,0,1.6M,8.3K,32,"Apr 8, 2021",,26,GBUM71500527
33,New,https://www.tiktok.com/firmanskd,https://www.tiktok.com/firmanskd/video/6948523477469007105,Hurts So Good,Astrid S,/track?id=13697821,https://www.tiktok.com/music/Hurts-So-Good-6827369092626941953,4.3M,0,431.5K,3.9K,33,"Apr 8, 2021",,1,NOUM71600843
34,New,https://www.tiktok.com/lowcarbstateofmind,https://www.tiktok.com/lowcarbstateofmind/video/6948429343647436038,Stuck In The Middle,Tai Verdes,/track?id=29701771,https://www.tiktok.com/music/Stuck-in-the-Middle-6832618984580335617,9.8M,0,1.2M,22.2K,34,"Apr 8, 2021",,10,QZHN52001856
35,New,https://www.tiktok.com/britneyspears,https://www.tiktok.com/britneyspears/video/6948544786185981190,"Happy - From ""Despicable Me 2""",Pharrell Williams,/track?id=15610751,https://www.tiktok.com/music/Happy-6448513875884608270,5.3M,0,721.3K,16.9K,35,"Apr 8, 2021",,49,USQ4E1300686
36,8,https://www.tiktok.com/petstylistt,https://www.tiktok.com/petstylistt/video/6947215296230968578,Iko Iko (My Bestie),"Justin Wellington, Small Jam",/track?id=24005064,https://www.tiktok.com/music/Iko-Iko-My-Bestie-6754595656993605633,11.1M,0,1.6M,18.7K,24,"Apr 11, 2021",,75,QZFYX1950028
37,New,https://www.tiktok.com/hannahstocking,https://www.tiktok.com/hannahstocking/video/6948538159168752901,Boyfriend,Justin Bieber,/track?id=15922727,https://www.tiktok.com/music/Boyfriend-6790838276438624258,5.4M,0,965.1K,4.3K,37,"Apr 8, 2021",,12,USUM71202650
38,-34,https://www.tiktok.com/marhernandez720,https://www.tiktok.com/marhernandez720/video/6948113984075631877,Rapapa Parapa Rapa (Slow),Francisco Salazar,/track?id=32868754,https://www.tiktok.com/music/Rapapa-Parapa-Rapa-Slow-6925492685591562241,15.8M,0,3M,23K,4,"Apr 7, 2021",,31,QZFZ52105447
39,-36,https://www.tiktok.com/onlyjayus,https://www.tiktok.com/onlyjayus/video/6948186974121512198,She Make It Clap,Soulja Boy,/track?id=33652470,https://www.tiktok.com/music/She-Make-It-Clap-6939938341282383874,19.7M,0,4.7M,22.2K,3,"Apr 7, 2021",,32,TCAFL2178806
40,-16,https://www.tiktok.com/agatheanneg,https://www.tiktok.com/agatheanneg/video/6948061213674786054,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6914530565300226049,9.6M,0,565.4K,2.9K,24,"Apr 7, 2021",,3,AUFXV1900105
41,New,https://www.tiktok.com/donttellmymomma.fr,https://www.tiktok.com/donttellmymomma.fr/video/6948415055226555654,Oh No,Kreepa,/track?id=29425832,https://www.tiktok.com/music/Oh-No-6586947002464996102,8.1M,0,695.9K,7.5K,41,"Apr 8, 2021",,5,USUYG1287925
42,New,https://www.tiktok.com/twinsfromrussia,https://www.tiktok.com/twinsfromrussia/video/6948487844671343878,Can We Kiss Forever?,"Kina, Adriana Proenza",/track?id=20497349,https://www.tiktok.com/music/Can-We-Kiss-Forever-6733128484777921281,4.5M,0,400.2K,938,42,"Apr 8, 2021",,8,QMPKX1823521
43,New,https://www.tiktok.com/jasminengx,https://www.tiktok.com/jasminengx/video/6948534847056989446,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",/track?id=33631904,https://www.tiktok.com/music/Peaches-6941206562859468802,3.6M,0,409.9K,2.5K,43,"Apr 8, 2021",,15,USUM72102636
44,New,https://www.tiktok.com/mastermaxdoc,https://www.tiktok.com/mastermaxdoc/video/6948216627280334086,SugarCrash!,ElyOtto,/track?id=31221266,https://www.tiktok.com/music/SugarCrash-6920125567752734722,12.5M,0,467.4K,3.8K,44,"Apr 8, 2021",,1,TCAFB2092742
45,New,https://www.tiktok.com/vq.emily,https://www.tiktok.com/vq.emily/video/6948327247401028869,Rockin' Robin,Bobby Day,/track?id=15685111,https://www.tiktok.com/music/RockinRobin-5000000000326119621,7.5M,0,871.6K,22.1K,45,"Apr 8, 2021",,7,USRDF5820025
46,New,https://www.tiktok.com/bethanybutwith2arms,https://www.tiktok.com/bethanybutwith2arms/video/6948211953181510918,Sad Piano,Astafyev Matvey,/track?id=46497772,https://www.tiktok.com/music/Sad-Piano-6764318542813726721,10.9M,0,2.6M,45.1K,46,"Apr 8, 2021",,26,QZHNC1964499
47,New,https://www.tiktok.com/mrsblinks,https://www.tiktok.com/mrsblinks/video/6948537961839381765,Pieces,Danilo Stankovic,/track?id=31615283,https://www.tiktok.com/music/Pieces-Solo-Piano-Version-6777274113254754306,5.6M,0,1.5M,13.3K,47,"Apr 8, 2021",,8,QZAKB2006575
48,New,https://www.tiktok.com/mm_seyidov,https://www.tiktok.com/mm_seyidov/video/6948491830728183041,Aweli,,,https://www.tiktok.com/music/Aweli-6868330512474179585,4.7M,0,226.6K,628,48,"Apr 8, 2021",,48,
49,-32,https://www.tiktok.com/kimberly.loaiza,https://www.tiktok.com/kimberly.loaiza/video/6947374598941969670,Let’s move out,,,https://www.tiktok.com/music/Let’s-move-out-294604924447879168,71.8M,0,6.8M,44.2K,2,"Apr 5, 2021",,91,
50,New,https://www.tiktok.com/katstickler,https://www.tiktok.com/katstickler/video/6948574335032511749,Send Me on My Way,Vibe Street,/track?id=30259822,https://www.tiktok.com/music/Send-Me-on-My-Way-6847581036629460993,3.4M,0,568.1K,2.4K,50,"Apr 8, 2021",,4,TCAEZ2044849
51,2988,https://www.tiktok.com/jannatmirza,https://www.tiktok.com/jannatmirza/video/6948023117574917378,Paharon Ki Kasam,"Shan Khan, Muddassir wadood khan",/track?id=28523016,https://www.tiktok.com/music/Paharon-Ki-Kasam-6779520288519391233,3.7M,0,354.4K,4.4K,51,"Apr 8, 2021",,11,TCAEH1973855
52,20,https://www.tiktok.com/proo413,https://www.tiktok.com/proo413/video/6945736210052615425,The Magic Bomb,Tài Muzik,/track?id=33727700,https://www.tiktok.com/music/The-Magic-Bomb-6940711391456135170,34.4M,0,1.2M,5.9K,13,"Apr 9, 2021",,11,GBLLT2114125
53,New,https://www.tiktok.com/danil.gavrish,https://www.tiktok.com/danil.gavrish/video/6948387134717889797,Save Your Tears,The Weeknd,/track?id=28793673,https://www.tiktok.com/music/Save-Your-Tears-6806222698834823170,3.8M,0,432.3K,22K,53,"Apr 8, 2021",,2,USUG12000658
54,-40,https://www.tiktok.com/michelangelo.sampognaro,https://www.tiktok.com/michelangelo.sampognaro/video/6947255748166487302,Runaway,AURORA,/track?id=13076462,https://www.tiktok.com/music/Runaway-224267418322575360,20.9M,0,4.9M,37.4K,14,"Apr 7, 2021",,21,GBUM71500527
55,New,https://www.tiktok.com/djstwins,https://www.tiktok.com/djstwins/video/6948399882025651457,Надо вот так,"Саша Айс, Софа Купер",/track?id=32252587,https://www.tiktok.com/music/Надо-вот-так-6891284328228129538,4.6M,0,387.3K,196,55,"Apr 8, 2021",,31,QMFME2027952
56,13,https://www.tiktok.com/alex.stemp,https://www.tiktok.com/alex.stemp/video/6947912556040178949,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6816496693551450885,10.5M,0,915.3K,5.9K,56,"Apr 8, 2021",,7,AUFXV1900105
57,New,https://www.tiktok.com/isabellealmeida374,https://www.tiktok.com/isabellealmeida374/video/6948343298297842949,Baila Conmigo (with Rauw Alejandro),"Selena Gomez, Rauw Alejandro",/track?id=32682909,https://www.tiktok.com/music/Baila-Conmigo-6923038722846001153,4.8M,0,28.6K,65,57,"Apr 8, 2021",,1,USUG12100193
58,New,https://www.tiktok.com/krisnaadhiniati,https://www.tiktok.com/krisnaadhiniati/video/6948602822212603137,I'm Missing You,Sunjae,/track?id=32554206,https://www.tiktok.com/music/I′m-Missing-You-6920509159167395841,3M,0,193.5K,6.5K,58,"Apr 8, 2021",,17,KRA492100022
59,New,https://www.tiktok.com/mia.salinass,https://www.tiktok.com/mia.salinass/video/6948573724769520901,Un Beso,Aventura,/track?id=14714057,https://www.tiktok.com/music/Un-Beso-226597473341837312,3M,0,702.6K,4.1K,59,"Apr 8, 2021",,21,US83W0500034
60,New,https://www.tiktok.com/irinkamagic,https://www.tiktok.com/irinkamagic/video/6948429254929452294,Runaway,AURORA,/track?id=13076462,https://www.tiktok.com/music/Runaway-224267418322575360,3.6M,0,281.9K,2.5K,60,"Apr 8, 2021",,2,GBUM71500527
61,-50,https://www.tiktok.com/gueybrel,https://www.tiktok.com/gueybrel/video/6946670543395458310,Love Is Gone,,,https://www.tiktok.com/music/Love-Is-Gone-6870914166429861896,91.7M,0,10M,48.4K,4,"Apr 4, 2021",,78,
62,New,https://www.tiktok.com/compilations.boss,https://www.tiktok.com/compilations.boss/video/6948339236026305797,это ли счастье?,Rauf & Faik,/track?id=22866378,https://www.tiktok.com/music/eto-li-schast'e-6709415800442193922,3.8M,0,393K,5.2K,62,"Apr 8, 2021",,2,FR2X41945190
63,New,https://www.tiktok.com/ashley_doberman,https://www.tiktok.com/ashley_doberman/video/6948447481227201793,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6914530565300226049,3.8M,0,159.7K,923,63,"Apr 8, 2021",,7,AUFXV1900105
64,New,https://www.tiktok.com/satisfiedcrush,https://www.tiktok.com/satisfiedcrush/video/6948262740435782918,Bongo Cha Cha Cha,Caterina Valente,/track?id=22930135,https://www.tiktok.com/music/Bongo-cha-cha-cha-Remastered-6927076140512135170,6.5M,0,503.5K,11.1K,64,"Apr 8, 2021",,2,ITAA11003059
65,New,https://www.tiktok.com/domelipa,https://www.tiktok.com/domelipa/video/6948515050596388102,Trend Ajena Dome y Kunno,,,https://www.tiktok.com/music/Trend-Ajena-Dome-y-Kunno-6948490998418918150,4.9M,0,868.7K,12.6K,65,"Apr 8, 2021",,27,
66,New,https://www.tiktok.com/thebullydistrict,https://www.tiktok.com/thebullydistrict/video/6948541954896579846,Mr. Blue Sky,Electric Light Orchestra,/track?id=15807835,https://www.tiktok.com/music/Mr-Blue-Sky-6754420279457565445,2.9M,0,768.4K,8.1K,66,"Apr 8, 2021",,2,USSM17200399
67,New,https://www.tiktok.com/abbieherbert,https://www.tiktok.com/abbieherbert/video/6948521624706501893,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,3.9M,0,875.7K,1.7K,67,"Apr 8, 2021",,2,USUAN1400011
68,New,https://www.tiktok.com/averycyrus,https://www.tiktok.com/averycyrus/video/6948473723913571589,Runaway,"6VIB3Z, lilcheatcod",/track?id=32718819,https://www.tiktok.com/music/Runaway-6919638434734688257,4.5M,0,697.2K,3.7K,68,"Apr 8, 2021",,7,QZKDK2182829
69,New,https://www.tiktok.com/scottsreality,https://www.tiktok.com/scottsreality/video/6948444030640393478,SugarCrash!,ElyOtto,/track?id=31221266,https://www.tiktok.com/music/SugarCrash-6920125567752734722,4.1M,0,293.3K,5.3K,69,"Apr 8, 2021",,2,TCAFB2092742
70,11,https://www.tiktok.com/fitness.samka,https://www.tiktok.com/fitness.samka/video/6942899980390649090,Astronaut In The Ocean,Masked Wolf,/track?id=23902934,https://www.tiktok.com/music/Astronaut-In-The-Ocean-6782913875441371138,65.5M,0,4.3M,25K,8,"Mar 31, 2021",-7.57,104,AUFXV1900105
71,New,https://www.tiktok.com/amaraquelindarawr,https://www.tiktok.com/amaraquelindarawr/video/6948539123410013445,Alejandro,Lady Gaga,/track?id=15912288,https://www.tiktok.com/music/Alejandro-5000000001442892517,3.6M,0,645.2K,1.6K,71,"Apr 8, 2021",,14,USUM70905526
72,New,https://www.tiktok.com/mini.atolyemm,https://www.tiktok.com/mini.atolyemm/video/6948472461142920449,Teri Meri,Yusuf Ekşioğlu,/track?id=28028651,https://www.tiktok.com/music/Teri-Meri-6764055805273589761,2.7M,0,248.4K,588,72,"Apr 8, 2021",,20,QZHNC1953287
73,New,https://www.tiktok.com/mumbyyt,https://www.tiktok.com/mumbyyt/video/6948466708566871297,Elseparis精心打造全旋律串烧,,,https://www.tiktok.com/music/Elseparis精心打造全旋律串烧-6945411827741018113,2.8M,0,317.5K,2K,73,"Apr 8, 2021",,11,
74,New,https://www.tiktok.com/chowderthebulldog,https://www.tiktok.com/chowderthebulldog/video/6948381811890343173,Theme From The Endless Summer,Gary Hoey,/track?id=15686468,https://www.tiktok.com/music/Theme-from-the-Endless-Summer-5000000000358076293,4.6M,0,1.1M,15.2K,74,"Apr 8, 2021",,16,USRE10101646
75,New,https://www.tiktok.com/ariadna.ribot,https://www.tiktok.com/ariadna.ribot/video/6947990239860296966,Runaway,AURORA,/track?id=13076462,https://www.tiktok.com/music/Runaway-6891276018917673729,9.4M,0,2.5M,10.3K,75,"Apr 8, 2021",,26,GBUM71500527
76,New,https://www.tiktok.com/vadim_gena,https://www.tiktok.com/vadim_gena/video/6948718432909020418,Чо как бро,Vtrepal,/track?id=67849256,https://www.tiktok.com/music/Чо-как-бро-6946637160325859330,2.6M,0,307.8K,1.3K,76,"Apr 8, 2021",,11,RUA1H2184199
77,New,https://www.tiktok.com/jamiil_weheliye,https://www.tiktok.com/jamiil_weheliye/video/6948707023487814918,Reer Jabuuti,Sharma Boy,/track?id=34386774,https://www.tiktok.com/music/Reer-Jabuuti-6945934506041804801,2.6M,0,50.9K,832,77,"Apr 8, 2021",,9,QZES62198146
78,1128,https://www.tiktok.com/tuvok12,https://www.tiktok.com/tuvok12/video/6947714861610568965,SugarCrash!,ElyOtto,/track?id=31221266,https://www.tiktok.com/music/SugarCrash-6920125567752734722,3.6M,0,494.7K,1.7K,78,"Apr 8, 2021",,4,TCAFB2092742
79,-50,https://www.tiktok.com/jorgechaconh,https://www.tiktok.com/jorgechaconh/video/6947415259955088646,MONTERO (Call Me By Your Name),Lil Nas X,/track?id=33735279,https://www.tiktok.com/music/MONTERO-Call-Me-By-Your-Name-6942551356402042881,20.9M,0,3.2M,52.5K,7,"Apr 5, 2021",,139,USSM12100531
80,New,https://www.tiktok.com/polianskii,https://www.tiktok.com/polianskii/video/6948438507605986562,oops!,Yung Gravy,/track?id=31524146,https://www.tiktok.com/music/oops-6878254533743478785,4.1M,0,606.6K,7K,63,"Apr 9, 2021",,15,USUM72019052
81,-2,https://www.tiktok.com/mr.benz,https://www.tiktok.com/mr.benz/video/6947774220499832069,In The End,"Tommee Profitt, Fleurie, Jung Youth",/track?id=18965480,https://www.tiktok.com/music/In-The-End-Mellen-Gi-Remix-6611368749150767874,8.4M,0,416.4K,4.7K,47,"Apr 6, 2021",,4,TCADO1871408
82,New,https://www.tiktok.com/lauraarmstrong_x,https://www.tiktok.com/lauraarmstrong_x/video/6948764812490968326,Bongo Cha Cha Cha,Caterina Valente,/track?id=22930135,https://www.tiktok.com/music/Bongo-cha-cha-cha-Remastered-6927076140512135170,2.5M,0,239.9K,3.6K,82,"Apr 8, 2021",,4,ITAA11003059
83,New,https://www.tiktok.com/lasgonz,https://www.tiktok.com/lasgonz/video/6948572229676420357,She Make It Clap,Soulja Boy,/track?id=33652470,https://www.tiktok.com/music/She-Make-It-Clap-6939938341282383874,2.5M,0,353.3K,577,83,"Apr 8, 2021",,3,TCAFL2178806
84,New,https://www.tiktok.com/alirosebair,https://www.tiktok.com/alirosebair/video/6948299300875160838,Send Me on My Way,Vibe Street,/track?id=30259822,https://www.tiktok.com/music/Send-Me-on-My-Way-6847581036629460993,3.4M,0,352.6K,1.9K,84,"Apr 8, 2021",,3,TCAEZ2044849
85,New,https://www.tiktok.com/plakabo,https://www.tiktok.com/plakabo/video/6948503922994711814,WITHOUT YOU,The Kid LAROI,/track?id=31894832,https://www.tiktok.com/music/WITHOUT-YOU-6892161420423596034,2.6M,0,513.7K,14.5K,85,"Apr 8, 2021",,8,USSM12006586
86,-30,https://www.tiktok.com/robin.ellipsis,https://www.tiktok.com/robin.ellipsis/video/6948513702341659910,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,5.1M,0,812.8K,3.9K,56,"Apr 7, 2021",,5,USUAN1400011
87,-65,https://www.tiktok.com/dumarspaige,https://www.tiktok.com/dumarspaige/video/6947813371425180934,Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",/track?id=12492396,https://www.tiktok.com/music/Outside-Oliver-Heldens-Remix-feat-Ellie-Goulding-222861537076531200,10.6M,0,1.8M,36.5K,22,"Apr 7, 2021",,36,GBARL1401201
88,New,https://www.tiktok.com/kuvaldaru.ru,https://www.tiktok.com/kuvaldaru.ru/video/6948274772887293186,In The End - Mellen Gi Remix,"Tommee Profitt, Fleurie, Mellen Gi",/track?id=22642011,https://www.tiktok.com/music/In-The-End-Mellen-Gi-Remix-6752922997683652610,5.7M,0,151.7K,2.9K,88,"Apr 8, 2021",,1,USUG11802944
89,New,https://www.tiktok.com/spicyycam_,https://www.tiktok.com/spicyycam_/video/6948549364369378565,Stuck In The Middle,Tai Verdes,/track?id=29701771,https://www.tiktok.com/music/Stuck-in-the-Middle-6832618984580335617,2.8M,0,593.3K,7K,89,"Apr 8, 2021",,2,QZHN52001856
90,New,https://www.tiktok.com/jillipugs,https://www.tiktok.com/jillipugs/video/6948510360810851590,I'm Gonna Show You Crazy,Bebe Rexha,/track?id=16028345,https://www.tiktok.com/music/I'm-Gonna-Show-You-Crazy-247030203300884480,3.1M,0,618.2K,43.7K,90,"Apr 8, 2021",,6,USWB11403646
