Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/zaraliang,https://www.tiktok.com/zaraliang/video/6958799334699715842,Runaway,AURORA,/track?id=13076462,https://www.tiktok.com/music/Runaway-224267418322575360,45.5M,0,10.9M,94.3K,1,"May 6, 2021",,18,GBUM71500527
2,New,https://www.tiktok.com/urbantheory_,https://www.tiktok.com/urbantheory_/video/6958835954543119621,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"Lil Wayne, Busta Rhymes",/track?id=15447804,https://www.tiktok.com/music/Look-At-Me-Now-6418356150286158594,21.6M,0,2.8M,10.5K,2,"May 6, 2021",,78,USJI11100017
3,New,https://www.tiktok.com/matt_and_omar,https://www.tiktok.com/matt_and_omar/video/6958838265264852230,Give a Little Bit,Roger Hodgson,/track?id=16009791,https://www.tiktok.com/music/Give-A-Little-Bit-6958488388212049922,12.6M,0,50.1K,863,3,"May 6, 2021",,5,USWAW1000011
4,New,https://www.tiktok.com/antthorp,https://www.tiktok.com/antthorp/video/6958942815153835265,Amityville Horror - Scary Halloween Sound Effects,Halloween Sound Effects,/track?id=14219275,https://www.tiktok.com/music/Amityville-Horror-Scary-Halloween-Sound-Effects-6780285433650612226,10.9M,0,2.3M,48.7K,4,"May 6, 2021",,34,TCABB1156001
5,New,https://www.tiktok.com/scottsreality,https://www.tiktok.com/scottsreality/video/6958853461861551366,SugarCrash!,ElyOtto,/track?id=31221266,https://www.tiktok.com/music/SugarCrash-6920125567752734722,14.1M,0,808.2K,8.1K,5,"May 6, 2021",,1,TCAFB2092742
6,-3,https://www.tiktok.com/lilpapiclowngirl,https://www.tiktok.com/lilpapiclowngirl/video/6958708180188810501,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo",/track?id=34708919,https://www.tiktok.com/music/Body-Remix-feat-ArrDee-E1-3x3-ZT-3x3-6954448001335036677,36.3M,0,7.7M,56.5K,3,"May 5, 2021",,65,GBAHS2100229
7,New,https://www.tiktok.com/cestbonyi,https://www.tiktok.com/cestbonyi/video/6958824532928957702,Aaja Bahon Me (Arabic Instrumental Version),Aamir Kangda,/track?id=17147529,https://www.tiktok.com/music/Aaja-Bahon-Me-Arabic-Instrumental-Version-6763794931799558145,9.2M,0,204.7K,3K,7,"May 6, 2021",,60,GBSMU2283507
8,-1,https://www.tiktok.com/therealnovaakan3,https://www.tiktok.com/therealnovaakan3/video/6958628085679918341,Bestfriend,"Novaakan3, 1nito, MarvinBeats",/track?id=37668598,https://www.tiktok.com/music/Bestfriend-6928631584212682753,16.9M,0,1.6M,53.6K,7,"May 5, 2021",,20,QZFZ62177308
9,New,https://www.tiktok.com/1learbn22,https://www.tiktok.com/1learbn22/video/6958845453135826182,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)","Calle 13, Totó La Momposina, Susana Baca, Maria Rita",/track?id=15727704,https://www.tiktok.com/music/Latinoamérica-feat-Totó-la-Momposina-Susana-Baca-Maria-Rita-Album-Version-228090504444354560,8.1M,0,1.6M,17.6K,9,"May 6, 2021",,4,USSD11000423
10,-8,https://www.tiktok.com/xiaomifrance,https://www.tiktok.com/xiaomifrance/video/6957009267018697990,Xiaomi Challenge Accepted,,,https://www.tiktok.com/music/Xiaomi-Challenge-Accepted-6945765811608881154,27.3M,0,156.9K,0,2,"May 5, 2021",,2,
11,New,https://www.tiktok.com/chloeredondo,https://www.tiktok.com/chloeredondo/video/6958713332354387201,The Best Thing,Paper Planes,/track?id=39983144,https://www.tiktok.com/music/In-the-Sky-6953199432586233858,6.2M,0,112.8K,280,11,"May 6, 2021",,2,QZES92100681
