Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,3,たぶん,S3729,YOASOBI,/track?id=30271478,https://www.tiktok.com/music/たぶん-6902462723754313729,YOASOBI,"Jun 29, 2020",17,1.5M,2.3M,1,"Dec 24, 2022",17,0.43,JPP302000323
2,-1,حزن,,,,https://www.tiktok.com/music/null,,"Dec 11, 2022",18,1.3M,2.2M,1,"Dec 17, 2022",2,-0.14,NLRD52212301
3,-1,可愛くてごめん (feat. かぴ),S1473,"HoneyWorks, Capi",/track?id=90207100,https://www.tiktok.com/music/Kawaikute-Gomen-7168292207852521473,HoneyWorks,"Aug 3, 2022",22,1.1M,2M,2,"Dec 17, 2022",11,-0.14,TCJPS2265902
4,New,Players - DJ Smallz 732 - Jersey Club Remix,,,,https://www.tiktok.com/music/null,,"Dec 14, 2022",59,903K,922K,1,"Dec 31, 2022",3,,USUM72223537
5,2,Players - DJ Smallz 732 - Jersey Club Remix,,Coi Leray,/track?id=97422645,https://www.tiktok.com/music/null,Uptown / Republic Records,"Dec 7, 2022",29,815K,1.6M,2,"Dec 31, 2022",4,0.29,USUM72223184
6,2,Players - DJ Smallz 732 - Jersey Club Remix,,Coi Leray,/track?id=97477880,https://www.tiktok.com/music/null,Uptown / Republic Records,"Dec 8, 2022",33,701K,1.5M,6,"Dec 24, 2022",3,0.29,USUM72223182
7,-1,Players,S4510,Coi Leray,/track?id=96615074,https://www.tiktok.com/music/Players-DJ-Smallz-732-Jersey-Club-Remix-7171695298610334510,Uptown / Republic Records,"Nov 22, 2022",43,666K,1.2M,6,"Dec 17, 2022",13,-0.14,USUM72222387
8,-3,Kill Bill,S3089,SZA,/track?id=97071914,https://www.tiktok.com/music/Kill-Bill-7175026307095513089,Top Dawg Entertainment/RCA Records,"Dec 5, 2022",47,515K,1.1M,5,"Dec 17, 2022",17,-0.43,USRC12204584
9,0,Disco Edit - Extended Mix,,,,https://www.tiktok.com/music/null,,"Nov 22, 2022",20,469K,2.1M,1,"Dec 3, 2022",13,0.00,QZTB22288276
10,New,If I got to (free for nonprofit use) - Instrumental,,Lilsnatched_,/track?id=97679280,https://www.tiktok.com/music/null,3571154 Records DK,"Dec 14, 2022",88,459K,463K,8,"Dec 31, 2022",10,,QZTB82214657
