Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,169,I Know,S3649,"Big Sean, Jhené Aiko",/track?id=15933586,https://www.tiktok.com/music/I-Know-6750951874599323649,Virgin EMI,"Sep 2, 2019",26,464K,1.7M,1,"Nov 5, 2022",15,,USUM71501149
2,194,I Know,S3649,"Big Sean, Jhené Aiko",/track?id=15933586,https://www.tiktok.com/music/I-Know-6750951874599323649,Virgin EMI,"Sep 2, 2019",32,457K,1.5M,2,"Nov 5, 2022",11,,USUM71501149
3,New,I Know,,"Big Sean, Jhené Aiko",/track?id=15933599,https://www.tiktok.com/music/null,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,"Sep 2, 2019",84,443K,543K,3,"Nov 5, 2022",1,,USUM71501162
4,2,Bad Habit,S0450,Steve Lacy,/track?id=84088250,https://www.tiktok.com/music/Bad-Habit-7152997794909800450,L-M Records/RCA Records,"Jun 26, 2022",6,425K,6M,2,"Aug 6, 2022",31,0.29,USRC12201440
5,New,Cheeks 2,S2658,"Munch Lauren, Bankhead",/track?id=27450466,https://www.tiktok.com/music/Cheeks-2-6806261332711622658,Die Rich Inc,"Mar 19, 2020",87,323K,512K,5,"Nov 5, 2022",3,,TCAEG1981418
6,New,Cheeks 2,S2658,"Munch Lauren, Bankhead",/track?id=27450466,https://www.tiktok.com/music/Cheeks-2-6806261332711622658,Die Rich Inc,"May 15, 2020",89,319K,500K,6,"Nov 5, 2022",3,,TCAEG1981418
7,New,Smile,,,,https://www.tiktok.com/music/null,,"Oct 27, 2022",74,312K,749K,7,"Nov 5, 2022",1,,QZTAU2218842
8,-5,Just Wanna Rock,S6574,Lil Uzi Vert,/track?id=94209493,https://www.tiktok.com/music/Just-Wanna-Rock-7143731623425526574,Generation Now/Atlantic,"Oct 14, 2022",67,288K,828K,3,"Oct 29, 2022",25,-0.71,USAT22219211
9,-5,L$d,S4433,Luclover,/track?id=80001990,https://www.tiktok.com/music/Ld-7085791307943954433,independent,"Apr 11, 2022",1,284K,13M,1,"Jul 23, 2022",39,-0.71,QZHN42243265
10,-5,Spawn,S6250,FOUREZINE,/track?id=40137270,https://www.tiktok.com/music/Spawn-7112051863838526250,1918981 Records DK,"Apr 10, 2020",70,275K,821K,5,"Oct 29, 2022",8,-0.71,QZDA72044438
11,-9,Pretty Boy Swag,,Soulja Boy,/track?id=15917135,https://www.tiktok.com/music/null,Mr. Collipark,"Sep 7, 2019",17,252K,2.8M,1,"Oct 15, 2022",11,-1.29,USUM71015226
12,21,Put It On Me,S8817,YoungBoy Never Broke Again,/track?id=91350382,https://www.tiktok.com/music/Put-It-On-Me-7140696319504418817,"Never Broke Again, LLC","Sep 6, 2022",64,243K,869K,12,"Nov 5, 2022",16,3.00,USAT22214618
13,31,If I Will Be,,,,https://www.tiktok.com/music/null,,"Oct 21, 2022",104,216K,323K,13,"Nov 5, 2022",6,4.43,SGB502271416
14,4,Just Dance,S0401,"Lady Gaga, Colby O'Donis",/track?id=15908989,https://www.tiktok.com/music/Just-Dance-6917743207947110401,Interscope,"Sep 2, 2019",40,206K,1.1M,13,"Nov 19, 2022",25,0.57,USUM70807646
15,New,-غضب,,,,https://www.tiktok.com/music/null,,"Oct 27, 2022",125,205K,208K,15,"Nov 5, 2022",7,,NLRD52212205
16,14,Fool Me,,,,https://www.tiktok.com/music/null,,"Oct 18, 2022",103,202K,327K,16,"Nov 5, 2022",2,2.00,UKXN22257493
17,-4,just wanna rock (Lil Uzi Vert) [Sped Up Version],S5786,sped up nightcore,/track?id=93908893,https://www.tiktok.com/music/just-wanna-rock-Lil-Uzi-Vert-7146446566713215786,P2022,"Oct 6, 2022",48,198K,1M,5,"Oct 22, 2022",15,-0.57,USAT22219206
18,-3,6000 Degrees (AH HA),S6187,$hyfromdatre,/track?id=94305158,https://www.tiktok.com/music/6000-degrees-x-Shyfromdatre-7143416796954086187,$hyfromdatre,"Oct 18, 2022",93,196K,402K,1,"Nov 12, 2022",16,-0.43,QZNMX2254862
19,-8,BILLIE EILISH.,S3345,Armani White,/track?id=82976157,https://www.tiktok.com/music/Billie-Eilish-7096439256658233345,"Legendbound, LLC / Def Jam Recordings","May 10, 2022",16,187K,2.8M,8,"Oct 22, 2022",37,-1.14,SGB502248062
20,23,Made You Look,S0650,Meghan Trainor,/track?id=94279263,https://www.tiktok.com/music/Made-You-Look-7153075272433060650,Epic,"Oct 12, 2022",107,183K,313K,16,"Nov 19, 2022",14,3.29,USSM12204574
21,-13,Tomorrow 2,S8241,"GloRilla, Cardi B",/track?id=92609122,https://www.tiktok.com/music/Tomorrow-2-7146615152094218241,CMG/Interscope Records,"Sep 19, 2022",22,175K,1.8M,2,"Oct 15, 2022",20,-1.86,USUM72217666
22,-6,OOGA BOOGA!,,,,https://www.tiktok.com/music/null,,"Oct 20, 2022",99,174K,360K,16,"Oct 29, 2022",5,-0.86,USUM72220720
23,3,Unholy,,,,https://www.tiktok.com/music/null,,"Sep 19, 2022",69,161K,823K,23,"Nov 5, 2022",16,0.43,GBUM72206302
24,-10,Beat Automotivo Tan Tan Tan Viral,S4978,WZ Beat,/track?id=83331455,https://www.tiktok.com/music/Beat-AutomotivoTan-Tan-Tan-7155425673559934978,WZ Beat,"May 25, 2022",9,147K,4.5M,2,"Jul 16, 2022",40,-1.43,BXWEH2200054
25,-15,Bad Habit - Jersey Club Remix,,SteezTheProducer,/track?id=94319607,https://www.tiktok.com/music/null,Steezo,"Oct 19, 2022",94,141K,390K,10,"Oct 29, 2022",6,-2.14,QZTAS2262202
26,157,I Think I Like When It Rains,S6433,WILLIS,/track?id=17842376,https://www.tiktok.com/music/I-Think-I-Like-When-It-Rains-6895811481653266433,Willis,"Nov 15, 2020",50,139K,994K,26,"Nov 5, 2022",24,22.43,QMAAK1724976
27,-8,Them Changes (Sped Up),,,,https://www.tiktok.com/music/null,,"Oct 4, 2022",47,137K,1M,9,"Oct 22, 2022",7,-1.14,GBCFB2200778
28,-11,Salma Ya Salama,,,,https://www.tiktok.com/music/null,,"Sep 27, 2022",35,136K,1.4M,4,"Oct 8, 2022",5,-1.57,QZNWZ2278379
29,-22,Heyy,S0102,Lil Baby,/track?id=93997896,https://www.tiktok.com/music/Heyy-7152973714832100102,Quality Control Music/Motown Records,"Oct 4, 2022",88,126K,501K,7,"Oct 29, 2022",7,-3.14,USUG12207229
30,-2,Don't Play With It,S6750,"Lola Brooke, Billy B",/track?id=41911090,https://www.tiktok.com/music/Don't-Play-With-It-feat-Billy-B-7145868265821096750,ReefaMusic/Team Eighty,"May 6, 2021",86,122K,513K,16,"Oct 22, 2022",22,-0.29,QZHN52186854
31,-11,Sweater Weather (Sped Up),,,,https://www.tiktok.com/music/null,,"Sep 28, 2022",60,122K,915K,10,"Oct 8, 2022",13,-1.57,USSM12209549
32,3,For my girl,,"Lil Fl4w, AyoSherm",/track?id=82623337,https://www.tiktok.com/music/null,Save the world,"May 13, 2022",78,120K,648K,32,"Nov 5, 2022",10,0.43,QZHNA2260626
33,-6,Love You So,S5713,The King Khan & BBQ Show,/track?id=14911275,https://www.tiktok.com/music/Love-You-So-6728562975734515713,In The Red,"May 11, 2022",7,117K,5.7M,2,"Jun 11, 2022",46,-0.86,USA3D0700101
34,-22,Sky,S0389,Playboi Carti,/track?id=32400662,https://www.tiktok.com/music/Playboi-Carti-–-Sky-6910712386555120389,AWGE/Interscope Records,"Dec 25, 2020",14,116K,3.1M,11,"Apr 1, 2023",28,,USUM72024699
35,-6,Cool Kids (our sped up version),,,,https://www.tiktok.com/music/null,,"Aug 25, 2022",34,115K,1.4M,23,"Oct 1, 2022",32,-0.86,SGB502250421
