Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/borisao_blois,https://www.tiktok.com/borisao_blois/video/7010791417517772037,Cry of the Unheard,REPULSIVE,/track?id=30411430,https://www.tiktok.com/music/Cry-Of-The-Unheard-6845346457143216129,25.7M,0,2.3M,36.9K,1,"Sep 23, 2021",,38,GBSMU8186163
2,New,https://www.tiktok.com/oktaytuney,https://www.tiktok.com/oktaytuney/video/7010839614944496897,Believe Me,Navos,/track?id=32766130,https://www.tiktok.com/music/Believe-Me-6925124562560485378,15.1M,0,682.6K,6K,2,"Sep 23, 2021",,48,GBUM72100423
3,New,https://www.tiktok.com/jamesllewis,https://www.tiktok.com/jamesllewis/video/7010763583172676869,Gravity Falls Intro (Electro),Blaze Blue,/track?id=26025898,https://www.tiktok.com/music/Gravity-Falls-Intro-Electro-6732211081508292609,14.7M,0,2.5M,24.8K,3,"Sep 23, 2021",,64,QZFYY1949067
4,New,https://www.tiktok.com/olivertree,https://www.tiktok.com/olivertree/video/7010904817996418309,Life Goes On,Oliver Tree,/track?id=45611515,https://www.tiktok.com/music/Life-Goes-On-6967187297502660609,11.3M,0,1.3M,6.1K,4,"Sep 23, 2021",,11,USAT22007153
5,12,https://www.tiktok.com/ondymikula,https://www.tiktok.com/ondymikula/video/7007830861588499717,Life Goes On,Oliver Tree,/track?id=45611515,https://www.tiktok.com/music/Life-Goes-On-7000772466247289606,53M,0,6.5M,26.7K,5,"Sep 23, 2021",,76,USAT22007153
6,-3,https://www.tiktok.com/ckay_yo,https://www.tiktok.com/ckay_yo/video/7003396217501797638,love nwantiti (ah ah ah),CKay,/track?id=25088483,https://www.tiktok.com/music/love-nwantiti-feat-ElGrande-Toto-6862274651582629890,48.3M,0,1.7M,5.9K,3,"Sep 22, 2021",0.57,31,QMEU31910213
7,New,https://www.tiktok.com/laleart_,https://www.tiktok.com/laleart_/video/7010759848623115526,Life Goes On,Oliver Tree,/track?id=45611515,https://www.tiktok.com/music/Life-Goes-On-6967187297502660609,10.5M,0,825K,4.9K,7,"Sep 23, 2021",,26,USAT22007153
8,462,https://www.tiktok.com/savv.labrant,https://www.tiktok.com/savv.labrant/video/7009367418145443077,The Assignment,Tay Money,/track?id=59631081,https://www.tiktok.com/music/The-Assignment-7002693909839087618,21.4M,0,3.7M,13.3K,8,"Sep 23, 2021",,23,USLD91734236
9,New,https://www.tiktok.com/infinity_glory_family,https://www.tiktok.com/infinity_glory_family/video/7010705994145598725,Can't Stop (Oh No),Papa Zeus,/track?id=38676241,https://www.tiktok.com/music/Can't-Stop-Oh-No-6958405034308536321,13M,0,384.9K,6K,9,"Sep 23, 2021",,4,GBAHT2100247
10,41,https://www.tiktok.com/fatihcanaytan00,https://www.tiktok.com/fatihcanaytan00/video/7009950019281325314,Funk Hip Hop Music(814197),,,https://www.tiktok.com/music/Funk-Hip-Hop-Music-814197-6860551056405825538,10.6M,0,65.5K,292,10,"Sep 23, 2021",,2,
