Rank,Change,Track,Song ID,Artists,Internal Link,External Link,Label,Release Date,All Time Rank,Video Count,All-Time Video Count,Peak Position,Peak Date,Weeks on Chart,7-Day Velocity,ISRC
1,3,Beach Waves Sounds,,"Ocean Sounds, Sea Waves Sounds, Ocean Waves",/track?id=87597579,https://www.tiktok.com/music/null,Water Drop Records,"Jun 28, 2021",18,1.7M,2.4M,1,"Sep 3, 2022",4,0.43,FRX282117057
2,48,Super Freaky Girl,S4635,Nicki Minaj,/track?id=88308091,https://www.tiktok.com/music/Super-Freaky-Girl-7119683959641934635,Republic Records,"Aug 4, 2022",41,849K,1M,1,"Sep 17, 2022",16,6.86,USUM72215262
3,-2,L$d,S4433,Luclover,/track?id=80001990,https://www.tiktok.com/music/Ld-7085791307943954433,independent,"Apr 11, 2022",3,761K,8.7M,1,"Jul 23, 2022",39,-0.29,QZHN42243265
4,New,Luxurious,,Gwen Stefani,/track?id=27479819,https://www.tiktok.com/music/null,Interscope,"Nov 14, 2019",58,733K,800K,4,"Sep 3, 2022",8,,USUM71923371
5,-2,hit you with the blick,S3906,K.comedy,/track?id=89754526,https://www.tiktok.com/music/hit-you-with-the-blick-7137342465408763906,The System,"Aug 21, 2022",36,530K,1.1M,3,"Aug 27, 2022",13,-0.29,US3DF2297352
6,New,SMILE,,,,https://www.tiktok.com/music/null,,"Aug 24, 2022",94,406K,408K,6,"Sep 3, 2022",3,,QZNWS2285684
7,-5,Wishes,,,,https://www.tiktok.com/music/null,,"Aug 18, 2022",28,369K,1.4M,2,"Aug 27, 2022",5,-0.71,QZNWR2283062
8,136,Back End,S0641,Finesse2tymes,/track?id=85486448,https://www.tiktok.com/music/Back-End-7138880942463600641,RAL/SoSouth,"Jul 20, 2022",95,319K,407K,8,"Sep 3, 2022",6,19.43,USXQS2230378
9,New,Whip My Hair,S2604,WILLOW,/track?id=15785852,https://www.tiktok.com/music/Whip-My-Hair-2604,"Roc Nation, LLC","Sep 4, 2019",103,307K,363K,9,"Sep 3, 2022",7,,USSM11003892
10,10,STFU,S3505,Digga D,/track?id=84277351,https://www.tiktok.com/music/STFU-7116886860109973505,CGM Records Exclusively Licensed to EGA,"Jul 3, 2022",85,296K,496K,10,"Sep 3, 2022",7,1.43,GB2DY2200813
11,49,Fallen down - Slowed,S4977,Mikael Resende,/track?id=81778525,https://www.tiktok.com/music/Undertale-7095557949220734977,Incorrect,"Jun 28, 2022",92,294K,440K,8,"Sep 10, 2022",10,7.00,QZHZ52280570
12,44,No Hands (feat. Roscoe Dash & Wale),S5446,"Waka Flocka Flame, Roscoe Dash, Wale",/track?id=16025031,https://www.tiktok.com/music/No-Hands-feat-Roscoe-Dash-Wale-6696236204234525446,Asylum/Warner Bros.,"Aug 19, 2019",5,277K,5.8M,12,"Sep 3, 2022",21,6.29,USWB11002103
