Rank,Change,User Link,Video Link,Track,Artists,Internal Link,External Link,Views,7-Day View change,Likes,Number of Comments,Peak Position,Peak Date,7-Day Velocity,Days on Chart,ISRC
1,New,https://www.tiktok.com/skydaan,https://www.tiktok.com/skydaan/video/7021089035418455297,Venom - Music From The Motion Picture,Eminem,/track?id=20492274,https://www.tiktok.com/music/Venom-Music-From-The-Motion-Picture-6917526009721931778,21.7M,0,1.1M,13.2K,1,"Oct 21, 2021",,86,USUM71813345
2,New,https://www.tiktok.com/huaweimobileit,https://www.tiktok.com/huaweimobileit/video/7020680503623830789,Mirror #HUAWEInovaDuet,,,https://www.tiktok.com/music/Mirror-HUAWEInovaDuet-Mirror-#HUAWEInovaDuet-7017760891965802497,15.2M,0,127.4K,816,2,"Oct 21, 2021",,1,
3,0,https://www.tiktok.com/rafaeluccman,https://www.tiktok.com/rafaeluccman/video/7020495643634306309,Toma Essa (Funk Remix),,,https://www.tiktok.com/music/Toma-Essa-Funk-Remix-Toma-Essa-(Funk-Remix)-7016531108216965122,38.1M,0,507.3K,3.3K,3,"Oct 20, 2021",,12,
4,-2,https://www.tiktok.com/isaias,https://www.tiktok.com/isaias/video/7020556299242982661,Toma Essa (Funk Remix),,,https://www.tiktok.com/music/Toma-Essa-Funk-Remix-Toma-Essa-(Funk-Remix)-7016531108216965122,38.1M,0,730.4K,6.2K,2,"Oct 20, 2021",,4,
5,New,https://www.tiktok.com/robsonleliss,https://www.tiktok.com/robsonleliss/video/7020869460982549765,Toma Essa (Funk Remix),,,https://www.tiktok.com/music/Toma-Essa-Funk-Remix-Toma-Essa-(Funk-Remix)-7016531108216965122,10.9M,0,306.2K,1.2K,5,"Oct 21, 2021",,9,
6,911,https://www.tiktok.com/foodies,https://www.tiktok.com/foodies/video/7014615504690138373,TWINNEM,Coi Leray,/track?id=60930880,https://www.tiktok.com/music/TWINNEM-7010057968234268674,62.7M,0,5M,16.1K,1,"Oct 3, 2021",69.43,60,USUM72115284
7,-1,https://www.tiktok.com/houstonhotspots,https://www.tiktok.com/houstonhotspots/video/7020950644668271878,Grab Da Wall & Rock Da Boat,"504 Boyz, Weebie",/track?id=28244512,https://www.tiktok.com/music/Grab-Da-Wall-Rock-Da-Boat-6970760662871968517,19.9M,0,2.1M,29.9K,6,"Oct 20, 2021",,11,CA5KR2002035
8,-4,https://www.tiktok.com/dominic.capasso,https://www.tiktok.com/dominic.capasso/video/7020940862993501446,Relentless,Blackmill,/track?id=14201098,https://www.tiktok.com/music/Relentless-6782086779760543746,27.3M,0,5.3M,36.7K,4,"Oct 20, 2021",,17,TCAAW1119468
9,New,https://www.tiktok.com/scarday,https://www.tiktok.com/scarday/video/7021263137181650181,Oh No,Kreepa,/track?id=29425832,https://www.tiktok.com/music/Oh-No-6586947002464996102,11.2M,0,1.5M,5.9K,9,"Oct 21, 2021",,4,USUYG1287925
10,New,https://www.tiktok.com/gosimmie,https://www.tiktok.com/gosimmie/video/7021280518662606086,I'm Feeling Lucky,Ellen Once Again,/track?id=15997099,https://www.tiktok.com/music/I'M-FEELING-LUCKY-6768701782886451202,8.9M,0,1.5M,14.7K,10,"Oct 21, 2021",,23,USVMW1200002
11,New,https://www.tiktok.com/alinavpolgolosa,https://www.tiktok.com/alinavpolgolosa/video/7021146799230569730,"Mud Flow ""the Sense of me"" ( Soundtrack Life is Strange)",DOLKINS,/track?id=96575409,https://www.tiktok.com/music/Mud-Flow-the-Sense-of-me-Soundtrack-Life-is-Strange-6889814757348493313,12.5M,0,1.3M,4.6K,11,"Oct 21, 2021",,33,USE831520858
12,34,https://www.tiktok.com/lazadaid,https://www.tiktok.com/lazadaid/video/7020704663519399170,Lazada Get Low,,,https://www.tiktok.com/music/Lazada-Get-Low-Lazada-Get-Low-7018763870970120194,11.3M,0,60.1K,204,12,"Oct 21, 2021",,2,
13,15,https://www.tiktok.com/korea.on,https://www.tiktok.com/korea.on/video/7020625728366464257,Pink Soldiers,23,/track?id=61266966,https://www.tiktok.com/music/Pink-Soldiers-7011006288477816834,15.4M,0,407.1K,1.6K,13,"Oct 21, 2021",,2,KRA492100881
14,New,https://www.tiktok.com/estebanlofiu,https://www.tiktok.com/estebanlofiu/video/7021328684866948357,Índigo,"Camilo, Evaluna Montaner",/track?id=63841833,https://www.tiktok.com/music/Índigo-7016825081682724865,6.9M,0,646.5K,17.2K,14,"Oct 21, 2021",,1,USSD12100733
15,New,https://www.tiktok.com/domelipa,https://www.tiktok.com/domelipa/video/7021003557755227398,Índigo,"Camilo, Evaluna Montaner",/track?id=63841833,https://www.tiktok.com/music/Índigo-7016825081682724865,25M,0,3.6M,36.8K,15,"Oct 21, 2021",,53,USSD12100733
16,-4,https://www.tiktok.com/evellyneduarda1,https://www.tiktok.com/evellyneduarda1/video/7020862858464382213,Monkeys Spinning Monkeys,"Kevin MacLeod, Kevin",/track?id=17158836,https://www.tiktok.com/music/Monkeys-Spinning-Monkeys-6746993352891189249,14.3M,0,1.8M,13.4K,12,"Oct 20, 2021",,3,USUAN1400011
17,-12,https://www.tiktok.com/fabiola.baglieri,https://www.tiktok.com/fabiola.baglieri/video/7020888712951188741,MONEY,LISA,/track?id=59708272,https://www.tiktok.com/music/MONEY-7005888397580208130,19.3M,0,2.3M,13.4K,5,"Oct 20, 2021",,8,KRA402100099
18,New,https://www.tiktok.com/futbol_10__,https://www.tiktok.com/futbol_10__/video/7020941828937534725,Live Is Life,Opus,/track?id=12169963,https://www.tiktok.com/music/Live-Is-Life-Digitally-Remastered-Live-Single-Version-6829685000586135554,11M,0,243.1K,10.1K,18,"Oct 21, 2021",,16,FR6V80873124
