Rank,Change,Country,Artist,Monthly Listeners,Weekly Listeners Change,Internal Link,Peak Position,Peak Date,Weeks on Chart,Current Weekly Streak
282,610,Australia,Sia,48M,207264,/artist?id=1702,2,"Feb 27, 2020",50,2
283,0,Unknown,Marissa,649K,206876,/artist?id=8017555,247,"May 5, 2022",4,1
284,0,Unknown,chyxz,315K,205262,/artist?id=9078064,284,"Aug 25, 2022",1,1
285,-2,United States,Beach Weather,11M,205128,/artist?id=515660,54,"Jul 14, 2022",10,2
286,-219,United Kingdom,Danger Mouse,1.9M,204673,/artist?id=170691,67,"Aug 18, 2022",6,2
287,0,India,KEZ,59K,204325,/artist?id=344552,287,"Aug 25, 2022",4,1
288,0,Peru,Nicole Zignago,413K,204219,/artist?id=885729,151,"Aug 27, 2020",6,1
289,-92,United States,Thundercat,12M,201858,/artist?id=209117,16,"Jun 30, 2022",34,3
290,-139,Unknown,FN Meka,4,201338,/artist?id=3467357,151,"Aug 18, 2022",2,2
291,-2,Puerto Rico,Zion & Lennox,20M,201187,/artist?id=1983,38,"Mar 10, 2022",55,2
292,355,Unknown,La petite culotte,331K,201016,/artist?id=4500054,292,"Aug 25, 2022",3,3
293,11,Unknown,Muni Long,3.7M,200727,/artist?id=3969677,26,"Feb 3, 2022",15,2
294,-124,Unknown,Renanzin Pressão,893K,200673,/artist?id=7560308,170,"Aug 18, 2022",10,5
295,-25,Puerto Rico,Ozuna,48M,200490,/artist?id=113381,5,"Jun 4, 2020",44,2
296,0,Unknown,PLANT,573K,199830,/artist?id=8627234,296,"Aug 25, 2022",1,1
297,300,United States,EMELINE,3.2M,198726,/artist?id=563639,269,"Jun 17, 2021",17,2
298,0,Unknown,Lunarrr,356K,198207,/artist?id=9378939,298,"Aug 25, 2022",1,1
299,697,United States,Bailey Zimmerman,8.6M,197078,/artist?id=4218486,134,"Jul 28, 2022",17,17
300,250,India,Vishal Bhardwaj,1.7M,196532,/artist?id=88630,300,"Aug 25, 2022",3,3
301,187,United States,Grupo Frontera,19M,196215,/artist?id=8795738,229,"Jul 28, 2022",7,7
302,-185,United States,The Isley Brothers,4.2M,195745,/artist?id=971,117,"Aug 18, 2022",15,2
303,256,United States,Lil Mabu,3M,195262,/artist?id=1708516,303,"Aug 25, 2022",5,2
304,-77,Turkey,ALIZADE,1.5M,195214,/artist?id=3419750,157,"Aug 4, 2022",4,4
305,-157,United States,Maroon 5,56M,194551,/artist?id=1546,7,"Jul 30, 2020",54,3
306,-116,United States,SYML,13M,193927,/artist?id=207436,104,"Mar 10, 2022",30,3
307,0,Unknown,Biswajit Sahoo,3,193784,/artist?id=9450295,307,"Aug 25, 2022",1,1
308,-214,Unknown,A. R. Reihana,1.2M,192393,/artist?id=427361,94,"Aug 18, 2022",2,2
309,0,Korea,ROSÉ,4.5M,191515,/artist?id=4114519,4,"Mar 25, 2021",6,1
310,130,United Kingdom,Four Tet,4.8M,190490,/artist?id=213049,52,"Aug 27, 2020",24,2
311,0,Unknown,Athul Narukara,486K,189998,/artist?id=9440048,311,"Aug 25, 2022",1,1
312,0,Chile,Standly,13M,189723,/artist?id=3744643,112,"Mar 17, 2022",21,1
313,0,Unknown,BASS HOUSE,33K,189197,/artist?id=9134786,313,"Aug 25, 2022",1,1
314,-32,India,Nakash Aziz,6.3M,189138,/artist?id=211719,225,"Jun 2, 2022",18,4
315,170,Unknown,PLAYAMANE,3.9M,188809,/artist?id=8471746,132,"Jun 23, 2022",12,5
316,355,Unknown,SA,736K,187904,/artist?id=4401376,316,"Aug 25, 2022",2,2
317,577,Unknown,Thierry Von Der Warth,1.7M,187785,/artist?id=3570604,317,"Aug 25, 2022",2,2
318,-64,Puerto Rico,Wisin & Yandel,23M,187329,/artist?id=1982,50,"Jan 21, 2021",42,13
319,-138,India,Tanishk Bagchi,19M,187003,/artist?id=388884,59,"Aug 26, 2021",56,4
320,276,United States,B.o.B,16M,186913,/artist?id=3368,185,"Jan 9, 2020",42,2
321,-109,Mexico,Ingratax,5.4M,186880,/artist?id=6356161,5,"Aug 12, 2021",17,2
322,0,United States,Tank,1.2M,186191,/artist?id=2907,322,"Aug 25, 2022",4,1
323,-12,Unknown,DEHA INC.,1.4M,185756,/artist?id=4194119,311,"Aug 18, 2022",3,3
324,0,Ireland,Ryan Mack,4.4M,184734,/artist?id=784076,156,"Jun 2, 2022",18,1
325,0,Canada,Fran C,3.9M,184673,/artist?id=815175,325,"Aug 25, 2022",2,1
326,75,United Kingdom,Radiohead,21M,184601,/artist?id=22,67,"Sep 16, 2021",41,6
327,39,Unknown,sped up songs,3.8M,184315,/artist?id=9002682,276,"Jun 23, 2022",10,3
328,195,United States,Destroy Lonely,3.8M,183638,/artist?id=3412234,328,"Aug 25, 2022",2,2
329,302,Puerto Rico,Myke Towers,33M,183222,/artist?id=493823,4,"Oct 1, 2020",60,6
330,-120,United States,Los Temerarios,4.5M,183067,/artist?id=207600,13,"Mar 19, 2020",4,3
331,-149,United States,Los Dorados,1M,182821,/artist?id=4502234,182,"Aug 18, 2022",3,2
332,250,United States,Charlie Puth,40M,182447,/artist?id=4752,1,"Feb 3, 2022",51,3
333,-65,United States,Limp Bizkit,12M,182278,/artist?id=92,114,"Oct 7, 2021",22,3
334,-54,Unknown,Bandokay,1.3M,181949,/artist?id=1411139,229,"May 7, 2020",11,3
335,0,Unknown,M.S Krsna,27K,181900,/artist?id=5972277,335,"Aug 25, 2022",1,1
336,0,United States,STARSET,2.7M,181452,/artist?id=4747,336,"Aug 25, 2022",1,1
337,454,United States,Young Dolph,5.3M,180658,/artist?id=194507,67,"Nov 25, 2021",28,4
338,0,Unknown,ONIMXRU,4.3M,180218,/artist?id=9268742,338,"Aug 25, 2022",1,1
339,0,United States,Five Finger Death Punch,6.9M,179923,/artist?id=2935,143,"Mar 5, 2020",12,1
340,79,Philippines,IV Of Spades,4.2M,179669,/artist?id=396930,232,"Aug 11, 2022",8,8
341,0,India,Benny Dayal,9.4M,178918,/artist?id=87597,252,"Mar 24, 2022",21,1
342,-76,United States,Joshua Bassett,2.6M,178024,/artist?id=1654851,17,"Jan 21, 2021",31,2
343,0,United States,Quavo,16M,177733,/artist?id=38780,37,"Apr 30, 2020",35,1
344,0,Unknown,JAEHYUN,1.7M,177503,/artist?id=787272,344,"Aug 25, 2022",4,1
345,0,Unknown,Rand0m,485K,177266,/artist?id=9093468,345,"Aug 25, 2022",2,1
346,8,Unknown,13 Killoki,417K,177096,/artist?id=4166005,346,"Aug 25, 2022",3,3
347,42,France,Matt Sassari,8.4M,176823,/artist?id=132809,347,"Aug 25, 2022",17,4
348,78,Unknown,Felipe & Murillo,1.9M,176130,/artist?id=3956036,348,"Aug 25, 2022",4,2
349,315,Korea,ATEEZ,3.1M,175485,/artist?id=1346209,316,"Aug 4, 2022",18,4
350,-133,Canada,KAYTRANADA,6.3M,175160,/artist?id=4563,20,"Apr 28, 2022",27,3
351,0,Indonesia,Paul Partohap,3.3M,174870,/artist?id=921905,142,"Jul 21, 2022",9,1
352,0,United States,Captain Cuts,1.7M,174032,/artist?id=60469,352,"Aug 25, 2022",5,1
353,0,Unknown,Mark K Robin,36K,173423,/artist?id=8544994,353,"Aug 25, 2022",1,1
354,0,Unknown,Lil tusa,6.4K,173187,/artist?id=8640825,354,"Aug 25, 2022",1,1
355,0,Sweden,Alesso,20M,173041,/artist?id=3894,12,"Jan 6, 2022",37,1
356,558,Mexico,Edicion Especial,3.7M,172800,/artist?id=559056,346,"Jul 21, 2022",13,10
357,0,Canada,PARTYNEXTDOOR,17M,172661,/artist?id=4587,1,"Apr 2, 2020",30,1
358,0,United States,Jelly Roll,4.8M,172641,/artist?id=78737,358,"Aug 25, 2022",8,1
359,-172,United States,Taylor Swift,85M,172603,/artist?id=2762,1,"Nov 18, 2021",55,3
360,0,United States,Internet Money,11M,172109,/artist?id=1146681,2,"Sep 24, 2020",32,1
361,-212,Mexico,Banda MS de Sergio Lizárraga,14M,172086,/artist?id=143281,20,"May 14, 2020",38,4
362,-112,United Kingdom,JAE5,1.1M,171807,/artist?id=716941,73,"Aug 4, 2022",4,4
363,0,United States,Gucci Mane,14M,171548,/artist?id=2285,53,"Oct 22, 2020",39,1
364,0,United States,Dayglow,6.2M,170762,/artist?id=879287,97,"Jun 30, 2022",45,1
365,563,India,Santhosh Narayanan,7.6M,170232,/artist?id=401914,330,"Mar 25, 2021",8,2
366,205,Germany,Bierkapitän,647K,170168,/artist?id=1024490,366,"Aug 25, 2022",2,2
367,-107,Barbados,Rihanna,76M,169758,/artist?id=2316,2,"Apr 2, 2020",70,6
368,306,Unknown,Aditya A,6.4M,168920,/artist?id=3824190,70,"Mar 17, 2022",15,2
369,54,Brazil,Ícaro e Gilmar,1.9M,168521,/artist?id=1357920,369,"Aug 25, 2022",2,2
370,0,Unknown,Andrew Gentry Remix,38,168367,/artist?id=9031583,370,"Aug 25, 2022",1,1
371,266,United States,Edgardo Nuñez,8.9M,168344,/artist?id=1271111,191,"Feb 3, 2022",11,3
372,0,Puerto Rico,DJ Nelson,12M,168303,/artist?id=192383,16,"Jul 16, 2020",46,1
373,-149,United Kingdom,Elderbrook,7.5M,168220,/artist?id=189461,57,"Sep 10, 2020",37,3
374,0,Turkey,Simge,4.3M,168178,/artist?id=214107,374,"Aug 25, 2022",6,1
375,-2,Netherlands,Duncan Laurence,8.7M,168105,/artist?id=614017,17,"Mar 4, 2021",42,3
376,-207,United States,Alicia Keys,23M,168046,/artist?id=977,2,"Feb 17, 2022",44,2
377,0,Unknown,Velovis,51K,166477,/artist?id=9012249,377,"Aug 25, 2022",1,1
378,-202,Morocco,Luclover,410K,166193,/artist?id=1708908,153,"Aug 11, 2022",5,5
379,-88,Germany,Monk,1.4M,165491,/artist?id=865732,258,"Sep 17, 2020",9,2
380,0,Australia,Peach PRC,904K,164999,/artist?id=4250512,289,"Mar 4, 2021",12,1
381,-239,Unknown,Aditi Shankar,267K,164897,/artist?id=8468409,142,"Aug 18, 2022",3,3
382,67,Unknown,Lipsika,1.2M,164411,/artist?id=234973,329,"Aug 11, 2022",6,6
383,-251,United States,Disney,22M,163908,/artist?id=303089,2,"Apr 7, 2022",31,7
384,0,Unknown,bleed,11K,163858,/artist?id=9407953,196,"Jul 7, 2022",3,1
385,0,Unknown,baegel,133K,163448,/artist?id=6522906,385,"Aug 25, 2022",2,1
386,0,Unknown,Skillibeng,1.7M,163063,/artist?id=3424727,57,"May 20, 2021",10,1
387,0,Unknown,Freiik,9,162814,/artist?id=9472382,387,"Aug 25, 2022",1,1
388,-38,United Kingdom,Abra Cadabra,1.5M,162685,/artist?id=230256,290,"Feb 4, 2021",12,3
389,-118,United States,Michael Jackson,36M,161659,/artist?id=178,3,"Nov 4, 2021",67,13
390,0,Germany,Florentina,870K,161537,/artist?id=1448171,390,"Aug 25, 2022",1,1
391,0,India,Maanya Arora,987K,161466,/artist?id=3860061,391,"Aug 25, 2022",1,1
392,-264,United States,Creedence Clearwater Revival,25M,161375,/artist?id=403,57,"Jul 7, 2022",59,3
393,332,Unknown,Vincent Boral,74K,161348,/artist?id=4754965,393,"Aug 25, 2022",2,2
394,52,Philippines,Lola Amour,2.4M,160043,/artist?id=631660,394,"Aug 25, 2022",3,3
395,-155,India,Shilpa Rao,12M,159721,/artist?id=78306,120,"Jun 9, 2022",17,3
396,-306,United States,Megan Thee Stallion,24M,159052,/artist?id=788785,2,"Mar 17, 2022",56,2
397,280,United States,Elle King,7M,158966,/artist?id=4374,67,"Mar 25, 2021",34,3
398,0,Unknown,ANTICXLTXRE,87K,158769,/artist?id=5432483,398,"Aug 25, 2022",1,1
399,95,Unknown,Rashmi Virag,7.7M,158638,/artist?id=5564704,69,"Nov 25, 2021",12,2
400,-7,United States,LUCKI,4.3M,158237,/artist?id=650307,393,"Aug 18, 2022",7,2
401,0,India,Shakthisree Gopalan,5.1M,158063,/artist?id=68775,401,"Aug 25, 2022",4,1
402,0,Unknown,No Skool,100K,157575,/artist?id=7623541,402,"Aug 25, 2022",1,1
403,-139,Mexico,Reik,19M,157242,/artist?id=64141,54,"Jun 10, 2021",38,2
404,148,Dominican Republic,Chimbala,4.9M,156955,/artist?id=214349,38,"Aug 5, 2021",29,4
405,359,Dominican Republic,Yiyo Sarante,4.1M,156295,/artist?id=185609,301,"Aug 11, 2022",5,5
406,-37,Sweden,JJ,752K,156177,/artist?id=106441,369,"Aug 18, 2022",3,2
407,-17,Unknown,Tenma,35K,156126,/artist?id=3524094,390,"Aug 18, 2022",2,2
408,0,India,Prem Dhillon,2.7M,156111,/artist?id=1748551,104,"Apr 2, 2020",7,1
409,0,Germany,Viktor Minsky,815K,155884,/artist?id=3989431,332,"Feb 18, 2021",8,1
410,-167,Unknown,Bamba Bakya,1.3M,155732,/artist?id=1335216,243,"Aug 18, 2022",2,2
411,0,Colombia,Jean Piero,120K,155259,/artist?id=4077135,411,"Aug 25, 2022",1,1
412,-219,Unknown,Dead Dawg,967K,155232,/artist?id=1054945,193,"Aug 18, 2022",4,2
413,-206,United States,Cast of High School Musical: The Musical: The Series,2.9M,155031,/artist?id=3359775,57,"Mar 31, 2022",13,4
414,0,India,Jubin Nautiyal,18M,155006,/artist?id=785271,51,"Aug 26, 2021",42,1
415,328,Italy,Nko,2.6M,154726,/artist?id=4122237,415,"Aug 25, 2022",8,3
416,-160,Colombia,Natan & Shander,0,153689,/artist?id=681870,22,"May 20, 2021",12,4
417,0,Unknown,Oscar Webb,26K,153488,/artist?id=8467691,417,"Aug 25, 2022",1,1
418,0,Unknown,Yishark,362K,153302,/artist?id=9120152,418,"Aug 25, 2022",1,1
419,0,India,Diljit Dosanjh,8.7M,152817,/artist?id=146544,165,"May 5, 2022",36,1
420,-42,Unknown,MADAX,3.9M,152480,/artist?id=3662078,378,"Aug 18, 2022",6,4
421,90,United Kingdom,Jessie J,16M,152084,/artist?id=3746,77,"Dec 24, 2020",46,3
422,0,Unknown,Lafropop,150K,151976,/artist?id=9421925,422,"Aug 25, 2022",1,1
423,35,Unknown,SHADXWBXRN,3.6M,151852,/artist?id=7362426,423,"Aug 25, 2022",13,5
424,0,Unknown,bouji bud,76K,151837,/artist?id=9422788,424,"Aug 25, 2022",1,1
425,-95,Brazil,MC Cabelinho,8.1M,151741,/artist?id=420362,45,"Jul 8, 2021",21,3
426,0,United States,Eric Prydz,5.9M,151621,/artist?id=1455,261,"Oct 29, 2020",12,1
427,0,Unknown,TOBEY NIZE,392K,151016,/artist?id=5303765,427,"Aug 25, 2022",1,1
428,346,Czech Republic,Jiří Horák,956K,150713,/artist?id=361084,428,"Aug 25, 2022",4,4
429,-382,India,Pritam,28M,150675,/artist?id=127583,39,"Jul 28, 2022",72,7
430,0,Unknown,DJ FB DE JF,0,150660,/artist?id=9088048,430,"Aug 25, 2022",1,1
431,72,United States,Cordae,7.3M,150254,/artist?id=1031957,22,"Sep 3, 2020",27,2
432,116,Ukraine,Hensonn,5.6M,149676,/artist?id=3916275,315,"Jan 20, 2022",11,4
433,0,Nigeria,Pheelz,3.1M,149648,/artist?id=406946,108,"Apr 7, 2022",11,1
434,0,Unknown,Two Muses After,0,149457,/artist?id=9432565,434,"Aug 25, 2022",1,1
435,152,Puerto Rico,Chris Jedi,9M,149387,/artist?id=59143,14,"Jun 9, 2022",31,14
436,218,Macedonia,Caleb Calloway,2.8M,149020,/artist?id=274889,103,"Sep 9, 2021",10,2
437,0,United States,Selena Gomez,59M,148954,/artist?id=3168,3,"Feb 11, 2021",42,1
438,0,United Kingdom,Pa Salieu,1.2M,148851,/artist?id=1034423,213,"Jan 20, 2022",15,1
439,-42,India,B. Ajaneesh Loknath,3.5M,148608,/artist?id=628959,190,"Jun 2, 2022",10,6
440,432,United States,Lil Wayne,33M,148314,/artist?id=1465,3,"Jan 13, 2022",56,2
441,0,Unknown,『ONE PIECE FILM RED』,24K,147983,/artist?id=9029339,441,"Aug 25, 2022",1,1
442,0,Unknown,Kapil Kapilan,3.5M,147755,/artist?id=1328770,275,"Jan 13, 2022",9,1
443,0,United Kingdom,Paloma Faith,11M,147457,/artist?id=3421,43,"Jun 30, 2022",30,1
444,0,Unknown,DJ BUNE,429K,147082,/artist?id=8546712,444,"Aug 25, 2022",3,1
445,-232,Unknown,Lawsy,869K,146582,/artist?id=4742385,93,"Aug 4, 2022",7,7
446,0,Turkey,Lvbel C5,4.6M,146446,/artist?id=3355665,446,"Aug 25, 2022",11,1
447,0,United States,chloe moriondo,1.9M,146298,/artist?id=1134948,438,"Mar 5, 2020",23,1
448,0,Unknown,Funk Mandelão Fluxos,238K,146209,/artist?id=9349916,448,"Aug 25, 2022",1,1
449,0,India,Amar Jalal,1.1M,146104,/artist?id=3344426,449,"Aug 25, 2022",1,1
450,0,Puerto Rico,Bad Bunny,65M,146075,/artist?id=214945,3,"Mar 12, 2020",64,1
451,343,United States,Green Day,25M,145624,/artist?id=175,40,"Feb 13, 2020",49,3
452,94,United States,Duelo,4.7M,145540,/artist?id=1994,452,"Aug 25, 2022",3,3
453,0,India,Geetha Madhuri,1.4M,145441,/artist?id=414768,453,"Aug 25, 2022",2,1
454,0,Canada,Loud Luxury,9.8M,144828,/artist?id=217510,116,"Apr 15, 2021",36,1
455,-22,India,Sreejith Edavana,2.4M,144757,/artist?id=285476,141,"Jul 7, 2022",10,10
456,0,United States,ERNEST,5.4M,144592,/artist?id=1783398,79,"Jan 13, 2022",10,1
457,-229,United States,Elvis Presley,18M,144497,/artist?id=333,29,"Dec 30, 2021",57,2
458,-345,United States,The Killers,21M,144434,/artist?id=1939,21,"Aug 27, 2020",53,3
459,101,Unknown,DVRST,9M,144333,/artist?id=4502898,104,"Oct 21, 2021",32,6
460,-74,Unknown,KUTE,4.3M,143610,/artist?id=6736178,346,"Jun 16, 2022",12,5
461,-192,Brazil,Henry Freitas,2.7M,142631,/artist?id=819460,208,"May 20, 2021",10,3
462,0,Colombia,Blessd,9.9M,142338,/artist?id=1776209,28,"Jun 10, 2021",35,1
463,-267,Unknown,Dyamante DJ,649K,142232,/artist?id=4538412,123,"Aug 4, 2022",4,4
464,8,Brazil,Léo & Raphael,2.6M,142024,/artist?id=565837,168,"Apr 28, 2022",21,5
465,0,Unknown,DJ MENDES,147K,141688,/artist?id=6554296,465,"Aug 25, 2022",1,1
466,0,United States,Leondis,147K,141685,/artist?id=3743442,466,"Aug 25, 2022",3,1
467,0,Unknown,$h̟i͞b̢,449K,141610,/artist?id=9357723,467,"Aug 25, 2022",1,1
468,106,Unknown,Henry Moodie,3.7M,141558,/artist?id=9487806,299,"Aug 11, 2022",4,4
469,358,Unknown,J.J. Abel,194K,141380,/artist?id=9114080,469,"Aug 25, 2022",2,2
470,-22,United States,blink-182,16M,141361,/artist?id=202330,43,"Aug 20, 2020",32,3
471,0,Germany,SAIM x CAN,353K,140633,/artist?id=1531038,471,"Aug 25, 2022",1,1
472,-358,United States,Tinashe,7.3M,140610,/artist?id=4642,9,"Aug 4, 2022",32,4
473,338,Mexico,Enigma Norteño,3.2M,140300,/artist?id=198844,387,"Jul 16, 2020",8,4
474,120,Australia,Abroad,481K,140114,/artist?id=362792,474,"Aug 25, 2022",2,2
475,142,Mexico,Blnko,181K,140072,/artist?id=3652930,475,"Aug 25, 2022",2,2
476,0,United Kingdom,Jozo,607K,139738,/artist?id=208368,476,"Aug 25, 2022",1,1
477,0,United States,Breaking Benjamin,6.4M,139583,/artist?id=1409,223,"Jan 30, 2020",4,1
478,-137,Germany,CRISPIE,568K,139331,/artist?id=3757059,71,"Aug 20, 2020",10,2
479,0,Unknown,Ivan Cornejo,6.6M,138798,/artist?id=4006437,22,"Oct 21, 2021",8,1
480,0,Unknown,PJ HOUDINI,1.6M,138509,/artist?id=4382362,355,"Aug 11, 2022",2,1
481,422,Norway,Ole-Bjørn Talstad,1.3M,137813,/artist?id=3964980,481,"Aug 25, 2022",7,2
482,0,India,Aditya Iyengar,777K,137756,/artist?id=1408027,218,"Aug 4, 2022",5,1
483,-19,United States,Pixies,9.4M,137652,/artist?id=91,433,"May 7, 2020",23,3
484,61,United Kingdom,The Smiths,11M,137581,/artist?id=289,292,"Jun 16, 2022",15,3
485,0,Unknown,Shenbagaraj,153K,137194,/artist?id=394720,485,"Aug 25, 2022",1,1
486,0,Indonesia,Ziva Magnolya,5.9M,137136,/artist?id=3434222,126,"Apr 21, 2022",15,1
487,0,United States,Noah Kahan,8.2M,136878,/artist?id=299283,54,"Jul 21, 2022",27,1
488,425,Unknown,MC ORSEN,4.3M,136542,/artist?id=4005968,488,"Aug 25, 2022",10,2
489,0,Unknown,EMO,482K,136287,/artist?id=9113588,489,"Aug 25, 2022",2,1
490,0,Unknown,NO STATIC,0,135940,/artist?id=9400819,490,"Aug 25, 2022",1,1
491,-16,Unknown,kobzx2z,255K,135691,/artist?id=4113904,475,"Aug 18, 2022",2,2
492,0,United States,Tom Martin,102K,135629,/artist?id=651568,492,"Aug 25, 2022",1,1
493,0,Unknown,S3da,765K,135347,/artist?id=9017155,493,"Aug 25, 2022",1,1
494,8,United States,Korn,9.7M,135068,/artist?id=116,203,"Sep 3, 2020",20,3
495,-188,United Kingdom,Becky Hill,19M,135005,/artist?id=209124,18,"Jun 24, 2021",54,6
496,0,United States,Alex & Sierra,2.9M,134947,/artist?id=4667,279,"Apr 7, 2022",10,1
497,0,Unknown,Anju Sharma,469K,134847,/artist?id=5022295,497,"Aug 25, 2022",1,1
498,459,Unknown,DIKKE BAAP,694K,134819,/artist?id=8161695,498,"Aug 25, 2022",2,2
499,0,Unknown,Marissa,190K,134805,/artist?id=7656279,499,"Aug 25, 2022",1,1
500,0,India,S. P. Sailaja,812K,134587,/artist?id=64745,500,"Aug 25, 2022",1,1
501,282,Mexico,La Adictiva,10M,134415,/artist?id=207633,237,"May 12, 2022",26,2
502,0,United Kingdom,Tom Rosenthal,6.2M,134361,/artist?id=4375,165,"Nov 18, 2021",11,1
503,-4,United States,Hugo e Heitor,526K,134165,/artist?id=4340922,201,"Aug 4, 2022",7,5
504,461,Unknown,morningtime,210K,134124,/artist?id=6356515,504,"Aug 25, 2022",2,2
505,0,France,Malaa,1.1M,133825,/artist?id=469962,62,"Oct 7, 2021",15,1
506,0,India,Ravindra Jain,2.3M,133541,/artist?id=367393,506,"Aug 25, 2022",1,1
507,274,United Kingdom,Oasis,18M,133199,/artist?id=912,90,"May 7, 2020",40,3
508,0,Canada,Tory Lanez,21M,132901,/artist?id=4234,4,"Jul 2, 2020",38,1
509,0,Spain,Cyril Kamer,1.4M,132898,/artist?id=3973791,498,"Nov 11, 2021",3,1
510,0,India,Gajendra Verma,5.5M,132780,/artist?id=130087,510,"Aug 25, 2022",10,1
511,306,Unknown,Piero Pirupa,1.2M,132731,/artist?id=1415670,511,"Aug 25, 2022",6,4
512,0,Thailand,MILLI,1.1M,132703,/artist?id=3571802,280,"Nov 11, 2021",7,1
513,-188,Argentina,Callejero Fino,8.1M,132553,/artist?id=3531526,251,"Nov 25, 2021",16,5
514,0,Belgium,Jay Dunham,340K,132539,/artist?id=747656,514,"Aug 25, 2022",1,1
515,0,United States,Ariana Grande,77M,132456,/artist?id=3963,1,"Nov 5, 2020",36,1
516,0,Unknown,Abrissgebeat,514K,131883,/artist?id=8628222,516,"Aug 25, 2022",1,1
517,0,Unknown,Irfana,170K,131755,/artist?id=4322930,517,"Aug 25, 2022",1,1
518,-55,Brazil,Guilherme & Benuto,9.8M,131691,/artist?id=1423874,101,"Apr 28, 2022",40,2
519,-98,United States,Justin Moore,4M,131638,/artist?id=3485,104,"Apr 29, 2021",19,3
520,0,Germany,Cheriimoya,3.6M,131541,/artist?id=1344882,284,"Apr 21, 2022",8,1
521,0,Unknown,Arwon,0,131209,/artist?id=9376454,521,"Aug 25, 2022",1,1
522,0,United States,Kali,1.6M,130641,/artist?id=1714526,203,"Jul 15, 2021",20,1
523,0,United Kingdom,Darius,167K,130600,/artist?id=206629,523,"Aug 25, 2022",1,1
524,-130,France,M83,11M,130600,/artist?id=1606,104,"Nov 5, 2020",28,6
525,0,Australia,What So Not,1.8M,130596,/artist?id=4541,341,"Jun 9, 2022",4,1
526,172,Unknown,Mondo Loops,1.7M,130589,/artist?id=1711484,48,"Jun 18, 2020",21,2
527,0,Sweden,Norlie & KKV,738K,130341,/artist?id=187847,442,"Mar 19, 2020",6,1
528,-350,Mexico,Los Ángeles Azules,14M,129832,/artist?id=41672,127,"Jan 6, 2022",37,2
529,-290,Unknown,Izzamuzzic,4.5M,129822,/artist?id=212351,55,"Aug 4, 2022",7,7
530,135,Venezuela,Carmen DeLeon,918K,129668,/artist?id=3880118,266,"Feb 25, 2021",7,4
531,-150,India,Divya Kumar,4M,129276,/artist?id=29559,355,"Mar 25, 2021",12,2
532,63,India,Anurag Kulkarni,3.7M,129096,/artist?id=601862,296,"Aug 12, 2021",12,2
533,-122,Turkey,Madrigal,3.4M,129087,/artist?id=1138738,300,"Aug 11, 2022",9,4
534,-154,United States,Qiuntellii,60K,129050,/artist?id=1470169,380,"Aug 18, 2022",2,2
535,-133,India,Udit Narayan,16M,128304,/artist?id=211735,153,"Oct 1, 2020",37,2
536,0,Puerto Rico,Mora,19M,127693,/artist?id=815149,7,"Jul 15, 2021",52,1
537,-7,United States,Leroy Sanchez,1.7M,127551,/artist?id=122149,530,"Aug 18, 2022",4,3
538,0,Unknown,Jhn McFly,385K,127480,/artist?id=9116947,538,"Aug 25, 2022",1,1
539,218,United States,Camylio,1.1M,127477,/artist?id=4145366,447,"Jul 15, 2021",4,2
540,-48,United States,Brando,6.6M,127364,/artist?id=801759,14,"Dec 16, 2021",25,3
541,95,United States,Laufey,3.2M,127330,/artist?id=3625552,180,"Dec 30, 2021",9,2
542,-62,Korea,Loco,2.2M,126852,/artist?id=171652,197,"Aug 11, 2022",7,4
543,391,Unknown,Starian,43K,126741,/artist?id=4174661,543,"Aug 25, 2022",2,2
544,0,Spain,La Oreja de Van Gogh,9.8M,126631,/artist?id=190,354,"Feb 17, 2022",15,1
545,0,United States,Jean Dawson,689K,126468,/artist?id=1003655,247,"Oct 29, 2020",9,1
546,-111,United States,Icewear Vezzo,1.1M,126393,/artist?id=104852,83,"Aug 26, 2021",7,3
547,-326,India,R. P. Patnaik,1.2M,126372,/artist?id=6477,159,"Aug 11, 2022",3,3
548,41,France,Bob Sinclar,8.7M,126205,/artist?id=418,191,"Aug 19, 2021",37,7
549,0,Unknown,meppy,14,125987,/artist?id=8978961,549,"Aug 25, 2022",1,1
550,22,Mexico,Pedro Infante,2.4M,125873,/artist?id=208780,300,"Sep 23, 2021",9,2
551,-20,United States,John Legend,23M,125830,/artist?id=2053,25,"Feb 20, 2020",61,3
552,52,Canada,EKKSTACY,4.5M,125601,/artist?id=3884810,456,"Apr 22, 2021",12,2
553,0,United States,fun.,8.5M,125205,/artist?id=3434,221,"Aug 5, 2021",26,1
554,437,Mexico,Eden Muñoz,10M,125066,/artist?id=3905187,24,"Mar 17, 2022",19,6
555,-233,United Kingdom,The 1975,15M,125055,/artist?id=4312,22,"Apr 30, 2020",29,7
556,0,Unknown,Pablo Pesadilla,2.8M,124996,/artist?id=1392183,556,"Aug 25, 2022",1,1
557,0,United Kingdom,Chris Avantgarde,1.7M,124975,/artist?id=208804,220,"Mar 4, 2021",3,1
558,-406,United States,Gareth Emery,1.6M,124710,/artist?id=2363,152,"Aug 18, 2022",7,2
559,-267,Brazil,Ajaxx,6.8M,124328,/artist?id=3672210,73,"Sep 30, 2021",23,5
560,-285,Canada,Ali Gatie,9.2M,124102,/artist?id=712820,6,"Jan 30, 2020",31,2
561,0,Brazil,Fernando & Sorocaba,3.2M,124093,/artist?id=119640,92,"Nov 12, 2020",23,1
562,0,Korea,Hwa Sa,3.1M,124055,/artist?id=455605,47,"Mar 26, 2020",21,1
