Rank,Change,Country,Artist,Monthly Listeners,Weekly Listeners Change,Internal Link,Peak Position,Peak Date,Weeks on Chart,Current Weekly Streak
282,-221,United States,Lil Uzi Vert,36M,201897,/artist?id=5732,1,"Mar 12, 2020",40,2
283,0,Netherlands,Jebroer,1.6M,201377,/artist?id=213177,283,"Mar 10, 2022",4,1
284,261,Cuba,Pitbull,33M,201146,/artist?id=1896,24,"Jan 7, 2021",55,5
285,189,Sweden,Medina,641K,200472,/artist?id=256320,285,"Mar 10, 2022",2,2
286,0,United States,Sherwyn,236K,199340,/artist?id=3672957,286,"Mar 10, 2022",1,1
287,0,Unknown,Mike Dimes,2.6M,198895,/artist?id=3952590,287,"Mar 10, 2022",10,1
288,0,Mexico,Hijos De Barron,1.9M,198744,/artist?id=196966,288,"Mar 10, 2022",4,1
289,-100,Unknown,MC Gabluca,1.1M,197620,/artist?id=4254382,189,"Mar 3, 2022",5,5
290,36,Korea,VIVIZ,660K,196436,/artist?id=8455107,290,"Mar 10, 2022",2,2
291,157,Unknown,ALTÉGO,1.2M,194910,/artist?id=8333584,31,"Feb 3, 2022",6,6
292,-204,United Kingdom,Bring Me The Horizon,12M,194323,/artist?id=2366,23,"Feb 24, 2022",36,7
293,153,Unknown,flosin,11,194247,/artist?id=8481036,293,"Mar 10, 2022",2,2
294,0,Canada,Justin Bieber,74M,193077,/artist?id=3479,4,"Apr 8, 2021",53,1
295,-31,United States,Baby Tate,9.4M,192214,/artist?id=749151,43,"Jan 28, 2021",9,3
296,690,Ukraine,KLIM,509K,192004,/artist?id=691629,296,"Mar 10, 2022",5,2
297,-83,United States,Restless Road,1.6M,191966,/artist?id=3574164,205,"Feb 24, 2022",6,3
298,-26,Unknown,Montiego,919K,191611,/artist?id=1527814,272,"Mar 3, 2022",5,5
299,143,India,Neeti Mohan,12M,190584,/artist?id=227413,168,"Nov 11, 2021",22,3
300,0,United States,OMB Peezy,508K,189914,/artist?id=643734,300,"Mar 10, 2022",2,1
301,0,United States,Stephen Speaks,1.7M,189684,/artist?id=16956,301,"Mar 10, 2022",3,1
302,0,United Kingdom,Charli XCX,15M,189095,/artist?id=3624,12,"Sep 16, 2021",35,1
303,156,Spain,Rvfv,7.7M,188877,/artist?id=1395386,106,"Jun 24, 2021",16,6
304,-68,Unknown,Halle Kearns,93K,188863,/artist?id=3833431,236,"Mar 3, 2022",6,2
305,0,Netherlands,Tiësto,45M,188085,/artist?id=2094,14,"Jan 6, 2022",59,1
306,78,Unknown,Big Cvyu,1.1M,187460,/artist?id=8230934,306,"Mar 10, 2022",4,4
307,-135,Sweden,A7S,11M,187252,/artist?id=1391388,6,"Jun 18, 2020",44,3
308,0,Mexico,Río Roma,7.1M,187154,/artist?id=155463,174,"Jun 18, 2020",20,1
309,267,Unknown,Shae Gill,4.8M,187147,/artist?id=8435107,309,"Mar 10, 2022",3,3
310,154,India,Shail Hada,1.9M,186489,/artist?id=595464,310,"Mar 10, 2022",3,3
311,0,Unknown,Bobby Jerkins,1.7K,186364,/artist?id=4508508,311,"Mar 10, 2022",1,1
312,-91,India,Shalmali Kholgade,3.6M,186261,/artist?id=438713,195,"Feb 24, 2022",9,4
313,0,Unknown,bimbo queen,0,185980,/artist?id=8559016,313,"Mar 10, 2022",1,1
314,-49,Unknown,Zhnark,33K,185833,/artist?id=8452214,265,"Mar 3, 2022",2,2
315,19,Canada,Tyler Shaw,1.3M,185799,/artist?id=210075,175,"May 7, 2020",14,3
316,138,Unknown,JayDottCee,59K,185793,/artist?id=1367805,316,"Mar 10, 2022",2,2
317,203,United States,Bohemia,2.1M,185516,/artist?id=34839,189,"Jan 16, 2020",10,2
318,-114,Korea,ENHYPEN,6.5M,185163,/artist?id=4094417,52,"Feb 3, 2022",26,8
319,137,United States,Wiz Khalifa,29M,184639,/artist?id=2974,34,"Apr 2, 2020",45,7
320,-117,United States,Jay Som,655K,184616,/artist?id=127909,50,"Feb 24, 2022",6,3
321,327,Unknown,Trinix Remix,1.4M,184022,/artist?id=8333937,321,"Mar 10, 2022",3,3
322,0,India,Yuvan Shankar Raja,9.3M,183177,/artist?id=13586,9,"Jan 7, 2021",19,1
323,411,Canada,Deep Wave,9.1K,182744,/artist?id=870805,323,"Mar 10, 2022",2,2
324,-149,Brazil,Dan Lellis,361K,182690,/artist?id=550749,175,"Mar 3, 2022",8,2
325,8,United States,Nessa Barrett,6.9M,182512,/artist?id=3830051,70,"Feb 25, 2021",21,2
326,-256,Brazil,Luan Santana,9.6M,182437,/artist?id=3679,41,"Jul 1, 2021",28,5
327,0,Netherlands,Yellow Claw,4M,182167,/artist?id=4197,129,"Aug 13, 2020",11,1
328,0,Puerto Rico,Don Omar,27M,181935,/artist?id=1806,9,"May 14, 2020",43,1
329,0,United Kingdom,Digga D,4M,181277,/artist?id=1024155,245,"Mar 4, 2021",24,1
330,0,United States,Joey Bada$$,9.1M,181048,/artist?id=4162,64,"Jan 20, 2022",28,1
331,0,Nigeria,Pheelz,3.1M,180406,/artist?id=406946,331,"Mar 10, 2022",1,1
332,-195,United States,The Rare Occasions,4.8M,180246,/artist?id=95751,89,"Feb 17, 2022",19,9
333,0,Unknown,Lilac,540K,180229,/artist?id=1119138,169,"May 7, 2020",9,1
334,0,Sweden,Agnes,1.4M,179267,/artist?id=212546,334,"Mar 10, 2022",3,1
335,0,United States,Alrahim Wright III,85K,179107,/artist?id=381243,335,"Mar 10, 2022",5,1
336,0,Unknown,quiet prophet,0,179084,/artist?id=6411417,336,"Mar 10, 2022",1,1
337,0,Unknown,Hand Made,950,178784,/artist?id=4590010,337,"Mar 10, 2022",1,1
338,0,Japan,Refeeld,315K,178715,/artist?id=1491822,55,"Nov 19, 2020",8,1
339,-11,Mexico,La Santa Grifa,4.6M,178372,/artist?id=119445,328,"Mar 3, 2022",10,4
340,286,United States,Outkast,19M,178329,/artist?id=180,26,"Jan 7, 2021",50,5
341,48,Jamaica,Shaggy,16M,177928,/artist?id=62,8,"Jul 9, 2020",42,5
342,0,Germany,MERO,4.5M,177784,/artist?id=1360725,99,"Nov 5, 2020",15,1
343,-72,Brazil,Mc Frog,2.2M,177773,/artist?id=1022868,163,"Sep 30, 2021",19,2
344,620,France,Timal,1.7M,177627,/artist?id=183523,88,"Mar 12, 2020",6,2
345,-293,United States,Felix Da Housecat,571K,177445,/artist?id=311728,52,"Mar 3, 2022",4,2
346,0,Sweden,Mapei,359K,177229,/artist?id=2836,346,"Mar 10, 2022",1,1
347,-184,Brazil,MC's Jhowzinho & Kadinho,653K,176817,/artist?id=643517,163,"Mar 3, 2022",7,2
348,0,United States,Ashe,10M,176785,/artist?id=213758,10,"Feb 27, 2020",32,1
349,0,United States,keshi,12M,176662,/artist?id=751087,141,"May 6, 2021",31,1
350,327,Pakistan,Ali Sethi,5M,175576,/artist?id=296934,350,"Mar 10, 2022",3,2
351,446,Unknown,Finesse,2.7M,175134,/artist?id=4394521,351,"Mar 10, 2022",4,3
352,0,United Kingdom,L'Orchestra Cinematique,674K,174806,/artist?id=207370,166,"Nov 5, 2020",2,1
353,0,Sweden,Neneh Cherry,611K,174492,/artist?id=801,353,"Mar 10, 2022",1,1
354,0,Canada,Ocie Elliott,3.3M,174281,/artist?id=784086,354,"Mar 10, 2022",1,1
355,0,United States,Yung Bae,1.5M,173958,/artist?id=194037,105,"Apr 30, 2020",19,1
356,577,Sweden,Cornelia Jakobs,575K,173830,/artist?id=815086,356,"Mar 10, 2022",2,2
357,14,United Kingdom,Coldplay,64M,173104,/artist?id=439,1,"Sep 30, 2021",51,2
358,456,Italy,Nardi,653K,173066,/artist?id=3650753,358,"Mar 10, 2022",4,3
359,-42,United States,Mary J. Blige,10M,172749,/artist?id=784,19,"Feb 17, 2022",30,5
360,0,Unknown,HAECHAN,400K,172647,/artist?id=8239810,360,"Mar 10, 2022",1,1
361,-88,United States,Timbaland,18M,172142,/artist?id=2058,150,"Aug 27, 2020",30,5
362,0,Unknown,Raouf Beats,318K,171823,/artist?id=4005709,304,"Jul 29, 2021",4,1
363,0,United Kingdom,Calvin Harris,64M,171383,/artist?id=2134,6,"Jun 10, 2021",48,1
364,0,Dominican Republic,Chris Lebron,3.7M,171371,/artist?id=1733426,364,"Mar 10, 2022",2,1
365,-201,United States,Jasiah,2.8M,170828,/artist?id=1455053,153,"Feb 24, 2022",15,3
366,0,Mexico,Marisela,3.9M,170233,/artist?id=208688,366,"Mar 10, 2022",1,1
367,0,Germany,Obie Hans,43K,169815,/artist?id=4088014,367,"Mar 10, 2022",6,1
368,-56,Mexico,Gera MX,8.3M,169616,/artist?id=175253,1,"Apr 29, 2021",20,3
369,0,Mexico,El Komander,4.9M,169569,/artist?id=189971,369,"Mar 10, 2022",2,1
370,-203,Sweden,Galantis,15M,169448,/artist?id=4588,8,"Jun 10, 2021",49,2
371,38,United Kingdom,Years & Years,8.4M,169024,/artist?id=3782,60,"Apr 15, 2021",38,3
372,71,Mexico,Luis R Conriquez,15M,168236,/artist?id=890339,372,"Mar 10, 2022",13,3
373,-133,United States,Chief Keef,9.5M,167989,/artist?id=4177,32,"Sep 2, 2021",27,3
374,0,United States,Lil Peep,15M,167955,/artist?id=306096,118,"Mar 12, 2020",27,1
375,-37,Germany,Felix Jaehn,20M,167780,/artist?id=4770,26,"Jul 2, 2020",48,2
376,0,United States,Dylan Scott,3.8M,167548,/artist?id=5673,70,"May 13, 2021",11,1
377,-264,India,OAFF,2.4M,167002,/artist?id=1364040,43,"Feb 24, 2022",6,6
378,472,India,B Praak,12M,166869,/artist?id=465633,44,"Aug 26, 2021",22,2
379,-174,Unknown,Regard,11M,166781,/artist?id=522081,9,"Apr 22, 2021",33,3
380,81,United States,Ginuwine,6.1M,166270,/artist?id=156,39,"Feb 3, 2022",10,7
381,0,United States,Corina Smith,1.7M,166035,/artist?id=215465,229,"Jan 16, 2020",8,1
382,269,Germany,FOURTY,2.1M,165579,/artist?id=3371542,231,"Jun 4, 2020",21,4
383,0,Unknown,Grayson Villanueva,1.8M,165476,/artist?id=8553319,383,"Mar 10, 2022",1,1
384,-19,United Kingdom,Clean Bandit,21M,165403,/artist?id=4135,22,"Sep 24, 2020",40,3
385,-34,United States,Tessa Violet,1.4M,165028,/artist?id=199087,293,"Feb 24, 2022",7,3
386,-124,United States,Mustard,11M,164995,/artist?id=4573,21,"Jan 9, 2020",16,4
387,-311,United States,Disney,22M,164377,/artist?id=303089,29,"Jun 10, 2021",20,10
388,0,Unknown,ᴄᴀᴍᴏᴍɪʟʟᴀ,142K,164369,/artist?id=4000744,388,"Mar 10, 2022",1,1
389,0,Unknown,Shiloh,955K,164318,/artist?id=443511,208,"Jan 20, 2022",5,1
390,442,United States,Dustin Lynch,6.1M,163768,/artist?id=4221,166,"Jun 3, 2021",26,4
391,0,Australia,Hayden James,2.8M,163565,/artist?id=4591,168,"Mar 25, 2021",13,1
392,35,United Kingdom,MARINA,9.8M,163481,/artist?id=3369,46,"Feb 20, 2020",40,4
393,0,United States,Jon Batiste,5M,162260,/artist?id=46978,199,"Jan 14, 2021",7,1
394,0,United States,Duckwrth,2.3M,162041,/artist?id=206736,175,"Feb 27, 2020",15,1
395,122,Canada,Lindsay Ell,876K,162035,/artist?id=210603,100,"Aug 20, 2020",16,5
396,-105,Puerto Rico,"Tito ""El Bambino""",7.1M,161674,/artist?id=209047,291,"Mar 3, 2022",21,4
397,0,Zimbabwe,Rationale,703K,161671,/artist?id=5055,397,"Mar 10, 2022",6,1
398,0,United States,Chayce Beckham,2.7M,161667,/artist?id=5251964,398,"Mar 10, 2022",4,1
399,0,Unknown,Laazy,1.5K,161559,/artist?id=3916571,399,"Mar 10, 2022",1,1
400,0,Argentina,Trueno,8.4M,161402,/artist?id=810200,9,"Aug 6, 2020",28,1
401,-199,Brazil,Guilherme & Benuto,9.8M,161025,/artist?id=1423874,160,"Sep 2, 2021",28,2
402,424,Unknown,Che Lan,87K,160536,/artist?id=7908684,402,"Mar 10, 2022",2,2
403,563,Argentina,Paulo Londra,14M,160454,/artist?id=665663,256,"Sep 16, 2021",13,4
404,-38,Norway,Hanne Mjøen,705K,160316,/artist?id=190958,315,"Feb 24, 2022",4,4
405,0,Unknown,Nathaniel Rembrandt,0,159313,/artist?id=8457112,405,"Mar 10, 2022",1,1
406,-338,United States,Snoop Dogg,30M,158984,/artist?id=60,10,"Feb 17, 2022",47,5
407,0,Germany,Majoe,523K,157325,/artist?id=105353,293,"Oct 8, 2020",3,1
408,444,Algeria,Soolking,5.9M,156758,/artist?id=216930,58,"Mar 26, 2020",20,2
409,0,Unknown,kolodon,7,156128,/artist?id=8438342,382,"Feb 24, 2022",2,1
410,388,United States,Big Scarr,2.3M,155585,/artist?id=3571545,84,"Apr 8, 2021",9,2
411,-188,Germany,Sa4,873K,155509,/artist?id=427865,107,"Jan 28, 2021",13,2
412,509,United States,Audien,2.4M,155479,/artist?id=3717,412,"Mar 10, 2022",2,2
413,0,Unknown,Beki Mari,66K,155268,/artist?id=1630808,413,"Mar 10, 2022",1,1
414,0,Italy,SHUNE,2.5M,155263,/artist?id=1540325,370,"Jan 27, 2022",6,1
415,-239,United States,Alec Benjamin,16M,154751,/artist?id=405139,40,"Jan 9, 2020",31,2
416,-43,Korea,Apink,906K,154702,/artist?id=188253,159,"Apr 30, 2020",7,3
417,-61,Italy,HIISAK,127K,152446,/artist?id=299633,251,"Feb 24, 2022",3,3
418,-212,United States,The Notorious B.I.G.,22M,152291,/artist?id=813,78,"Feb 24, 2022",36,8
419,0,United States,MICHELLE,1M,151254,/artist?id=1337567,200,"Jul 30, 2020",8,1
420,0,Mexico,Los Inquietos Del Norte,2.8M,150943,/artist?id=58368,420,"Mar 10, 2022",2,1
421,213,Turkey,Derya Uluğ,1.9M,150920,/artist?id=214701,421,"Mar 10, 2022",7,2
422,0,Unknown,Matt Hansen,1.4M,150914,/artist?id=1373045,422,"Mar 10, 2022",1,1
423,0,United Kingdom,Maribou State,3.2M,150636,/artist?id=207430,423,"Mar 10, 2022",9,1
424,-117,United States,Omar Apollo,10M,150599,/artist?id=665527,56,"Mar 4, 2021",24,4
425,0,Jamaica,Major Lazer,22M,149643,/artist?id=3440,1,"Jan 13, 2022",39,1
426,0,Unknown,Duos On Mars,0,149525,/artist?id=6347352,426,"Mar 10, 2022",1,1
427,-138,United States,The Pussycat Dolls,11M,149266,/artist?id=2081,25,"Feb 13, 2020",22,5
428,-245,Unknown,Team Astro,558K,149173,/artist?id=3703304,183,"Mar 3, 2022",9,2
429,9,Korea,Nogymx,756K,148142,/artist?id=1369706,195,"Jan 14, 2021",11,4
430,-76,United States,Black Eyed Peas,40M,147783,/artist?id=728,5,"Jan 7, 2021",43,5
431,422,Unknown,URCHN,264K,147779,/artist?id=1330988,412,"Oct 7, 2021",8,2
432,0,Unknown,Neeka,2.1M,147678,/artist?id=3969300,206,"Nov 26, 2020",12,1
433,-73,United States,Vince Staples,6.6M,147628,/artist?id=4285,58,"Jul 15, 2021",18,3
434,-176,United Kingdom,Arctic Monkeys,42M,147354,/artist?id=2289,94,"Jan 28, 2021",46,9
435,0,India,Sonal Pradhan,4K,147348,/artist?id=3393202,435,"Mar 10, 2022",1,1
436,-32,United States,T.I.,11M,147228,/artist?id=1270,50,"Sep 17, 2020",35,7
437,0,Germany,Leony,6.3M,147191,/artist?id=745211,51,"Jun 18, 2020",40,1
438,98,New Zealand,O.G.,904K,147168,/artist?id=414364,258,"Apr 16, 2020",6,3
439,-262,Unknown,Kausar Munir,6M,146943,/artist?id=4205062,42,"Feb 24, 2022",8,6
440,172,Mexico,Ángela Aguilar,10M,146856,/artist?id=273085,43,"Nov 26, 2020",19,3
441,-219,Spain,Daviles de Novelda,3.6M,146813,/artist?id=818823,103,"Feb 24, 2022",16,3
442,-61,Unknown,Huddy,699K,146676,/artist?id=5549471,172,"Feb 17, 2022",4,4
443,0,Mexico,Mariano Barba,2.1M,146377,/artist?id=36729,443,"Mar 10, 2022",2,1
444,0,United States,Machine Gun Kelly,14M,146117,/artist?id=3991,13,"Aug 20, 2020",43,1
445,0,Brazil,Dj Chris No Beat,4.1M,145863,/artist?id=5310691,445,"Mar 10, 2022",2,1
446,0,United States,Krewella,1.6M,145744,/artist?id=4182,356,"Jul 22, 2021",5,1
447,0,United States,Ava Max,30M,145696,/artist?id=717113,8,"Jan 9, 2020",57,1
448,-224,United States,Ishowsped,27,145607,/artist?id=8385187,127,"Feb 17, 2022",5,5
449,0,United States,Gentrammel,853K,145530,/artist?id=3748132,449,"Mar 10, 2022",1,1
450,-183,Brazil,Breno Ferreira,9.1K,145282,/artist?id=1298779,267,"Mar 3, 2022",3,3
451,-48,Dominican Republic,Chimbala,4.9M,144949,/artist?id=214349,38,"Aug 5, 2021",23,2
452,-297,Barbados,Rihanna,76M,144799,/artist?id=2316,2,"Apr 2, 2020",52,5
453,0,United States,Ralph Castelli,2.8M,144605,/artist?id=738927,453,"Mar 10, 2022",5,1
454,183,United States,Josh Levi,1.9M,144401,/artist?id=442861,454,"Mar 10, 2022",2,2
455,0,Nigeria,BNXN fka Buju,4.2M,143787,/artist?id=1363515,455,"Mar 10, 2022",2,1
456,0,United States,Leon Bridges,9.8M,143451,/artist?id=5124,25,"Apr 16, 2020",39,1
457,0,Sweden,Sandro Cavazza,7.1M,143283,/artist?id=406569,7,"Jan 30, 2020",19,1
458,267,United States,Flo Rida,26M,143022,/artist?id=2967,26,"Jan 6, 2022",58,4
459,-375,Brazil,Simone & Simaria,3.7M,142987,/artist?id=28661,78,"Mar 12, 2020",30,6
460,0,United Kingdom,Paul Woolford,2.4M,142763,/artist?id=216691,42,"Oct 7, 2021",28,1
461,11,Unknown,Jamie Muscato,390K,142739,/artist?id=717763,187,"Feb 17, 2022",4,4
462,-205,Turkey,Tarkan,3.7M,142564,/artist?id=830,65,"Feb 24, 2022",3,3
463,-41,United States,MacKenzie Porter,2.5M,142169,/artist?id=505520,160,"May 20, 2021",16,4
464,0,Indonesia,Rizky Febian,3.7M,141875,/artist?id=139373,285,"Aug 27, 2020",12,1
465,-238,Brazil,Djay W,1.9M,141802,/artist?id=227714,227,"Mar 3, 2022",2,2
466,41,Unknown,Alojz Pavic,0,141481,/artist?id=8183964,254,"Feb 24, 2022",3,3
467,412,United States,Ethan Bortnick,1.1M,141258,/artist?id=28326,467,"Mar 10, 2022",2,2
468,0,Unknown,Bogomolove,268K,140760,/artist?id=5438896,468,"Mar 10, 2022",1,1
469,0,United States,Morray,4.9M,140718,/artist?id=4013321,1,"May 20, 2021",16,1
470,-332,United States,Lauri Garcia,1.4M,140343,/artist?id=7626180,92,"Feb 24, 2022",6,6
471,0,United States,RAC,3.7M,140202,/artist?id=207310,357,"Feb 20, 2020",11,1
472,-231,United Kingdom,Tears For Fears,16M,140013,/artist?id=438,241,"Mar 3, 2022",23,2
473,273,Sweden,Kasbo,1M,139954,/artist?id=4992,259,"Feb 24, 2022",5,3
474,20,United States,Usher,26M,139493,/artist?id=757,11,"Oct 29, 2020",44,5
475,-246,Puerto Rico,Ankhal,882K,139477,/artist?id=1693064,39,"May 7, 2020",11,2
476,-106,United States,Matthew Clanton,1.1M,139151,/artist?id=900663,370,"Mar 3, 2022",3,3
477,-133,Sweden,Moonshine,2.3M,139057,/artist?id=3558064,344,"Mar 3, 2022",10,3
478,0,Unknown,Luan Pereira,8M,138632,/artist?id=5181854,478,"Mar 10, 2022",1,1
479,-92,Chile,El BAI,1.4M,138296,/artist?id=1744155,387,"Mar 3, 2022",3,3
480,110,United States,Nelly,17M,137858,/artist?id=526,65,"Oct 29, 2020",54,5
481,-335,Germany,GINI,114K,137828,/artist?id=3372064,146,"Mar 3, 2022",2,2
482,0,Italy,Bresh,2.6M,137707,/artist?id=726105,202,"Jun 11, 2020",6,1
483,0,United Kingdom,Nilüfer Yanya,706K,137703,/artist?id=15751,483,"Mar 10, 2022",1,1
484,0,United Kingdom,A1 x J1,3.5M,137418,/artist?id=4226786,102,"Mar 18, 2021",17,1
485,75,United States,NEZ,133K,137300,/artist?id=1402899,108,"Jul 8, 2021",7,2
486,-269,Mexico,Dulce María,6.2M,137131,/artist?id=3745,5,"Sep 10, 2020",17,3
487,291,United States,Cody Johnson,6.2M,136739,/artist?id=212193,152,"Oct 14, 2021",13,2
488,0,United States,Tee Grizzley,4M,136734,/artist?id=217728,77,"Jul 2, 2020",21,1
489,0,Unknown,Don Raimundo,119K,136684,/artist?id=6730643,482,"Jan 20, 2022",2,1
490,0,United Kingdom,Russ Millions,6.2M,136552,/artist?id=3597850,4,"May 13, 2021",16,1
491,0,Canada,PANTōNE VU,90K,136188,/artist?id=7415202,491,"Mar 10, 2022",1,1
492,-134,Unknown,Original West End Cast of Heathers,497K,136095,/artist?id=1410756,253,"Feb 17, 2022",4,4
493,74,United States,Eazy-E,4.1M,135683,/artist?id=206701,331,"Feb 24, 2022",6,3
494,-251,United States,JELEEL!,2.4M,135315,/artist?id=1037162,243,"Mar 3, 2022",3,3
495,0,United States,Morgan Wallen,24M,135314,/artist?id=212715,32,"Jan 14, 2021",37,1
496,-88,Mexico,Banda MS de Sergio Lizárraga,14M,135280,/artist?id=143281,20,"May 14, 2020",33,4
497,0,United Kingdom,Elijah the Alchemist,333K,135143,/artist?id=3836808,497,"Mar 10, 2022",1,1
498,0,United States,Channel Tres,2.3M,134558,/artist?id=772147,63,"Aug 20, 2020",20,1
499,-398,United States,Saucy Santana,1.5M,134427,/artist?id=1702237,101,"Mar 3, 2022",10,2
500,0,Mexico,Los Socios Del Ritmo,3.3M,134309,/artist?id=210085,500,"Mar 10, 2022",3,1
501,-225,Brazil,Luísa Sonza,9M,134247,/artist?id=647232,35,"Jul 29, 2021",40,2
502,0,Unknown,Gxldxn Fxnch,76K,133982,/artist?id=7646115,502,"Mar 10, 2022",1,1
503,0,Unknown,Drxnk,934K,133949,/artist?id=1595792,100,"May 6, 2021",7,1
504,-184,Puerto Rico,Wisin & Yandel,23M,133784,/artist?id=1982,50,"Jan 21, 2021",27,5
505,-344,Canada,MARK,623K,133486,/artist?id=710601,114,"Feb 17, 2022",5,5
506,0,Unknown,Sleepy Sine,0,133389,/artist?id=3982544,506,"Mar 10, 2022",1,1
507,0,Japan,Nigo,2.3M,133375,/artist?id=184858,27,"Feb 3, 2022",5,1
508,0,Unknown,Kalen Elmsley,355K,133155,/artist?id=6810779,508,"Mar 10, 2022",1,1
509,-200,United States,Jean Deaux,1.6M,132896,/artist?id=211206,309,"Mar 3, 2022",3,2
510,0,Sweden,LIAMOO,827K,132866,/artist?id=601658,510,"Mar 10, 2022",2,1
511,-345,Brazil,Rebecca,480K,132766,/artist?id=1130236,161,"Mar 25, 2021",17,3
512,207,United States,Jordan Fisher,2.6M,132753,/artist?id=208539,512,"Mar 10, 2022",3,2
513,-287,Brazil,MC PR,1.7M,132538,/artist?id=38320,98,"Aug 19, 2021",14,2
514,-248,Unknown,Linton,1.9M,132501,/artist?id=5745613,180,"Feb 24, 2022",5,5
515,-265,United States,Sabrina Carpenter,24M,132321,/artist?id=4550,5,"Feb 4, 2021",31,3
516,0,United States,Band of Horses,2.7M,132253,/artist?id=2389,204,"Oct 21, 2021",3,1
517,0,United Kingdom,Kupla,1.2M,132060,/artist?id=505655,181,"Mar 19, 2020",17,1
518,-78,Unknown,M24,1.1M,131992,/artist?id=858539,332,"Jul 16, 2020",6,3
519,0,United States,TOOL,3.8M,131880,/artist?id=191933,519,"Mar 10, 2022",5,1
520,-132,Brazil,Gustavo Moura & Rafael,1.8M,131605,/artist?id=151904,388,"Mar 3, 2022",3,3
521,0,United States,The 502s,1.4M,131251,/artist?id=338349,152,"Jan 13, 2022",8,1
522,-468,France,Miss Kittin,385K,131015,/artist?id=216091,54,"Mar 3, 2022",2,2
523,0,United States,Kevin Gates,6.1M,130728,/artist?id=3342,65,"Mar 18, 2021",29,1
524,0,Italy,Fatb,355K,130556,/artist?id=802026,176,"Jun 25, 2020",10,1
525,0,Unknown,Elior,744K,130361,/artist?id=727544,131,"Aug 20, 2020",14,1
526,134,France,Krono,6.3M,130274,/artist?id=76417,461,"Jun 18, 2020",9,3
527,253,Chile,El Jordan 23,4M,130027,/artist?id=3448032,527,"Mar 10, 2022",5,2
528,0,United States,B-Lovee,1.3M,129616,/artist?id=3874533,459,"Dec 2, 2021",4,1
529,-356,Brazil,Mc Don Juan,11M,129182,/artist?id=298917,32,"Apr 22, 2021",45,2
530,75,Unknown,Lukas Rossi,257K,129049,/artist?id=8244840,214,"Feb 24, 2022",3,3
531,0,Unknown,Mia Bovind,268K,129047,/artist?id=3932309,531,"Mar 10, 2022",1,1
532,0,Sweden,Sabaton,3.2M,128588,/artist?id=210472,532,"Mar 10, 2022",8,1
533,376,Unknown,Nel Swerts,273K,128472,/artist?id=5832966,533,"Mar 10, 2022",2,2
534,0,Netherlands,Louk,1.1M,128342,/artist?id=1369084,269,"Apr 22, 2021",16,1
535,-253,Unknown,Gatton,1.2M,128317,/artist?id=1363947,219,"Feb 24, 2022",4,4
536,0,Argentina,LIT killah,7.4M,128195,/artist?id=857406,19,"Aug 5, 2021",34,1
537,0,United Kingdom,The Heavy,1.9M,128091,/artist?id=3062,537,"Mar 10, 2022",1,1
538,0,Unknown,number2toilet,36K,127736,/artist?id=8204307,538,"Mar 10, 2022",1,1
539,0,Switzerland,Merlin Szy,4.7K,127597,/artist?id=3862239,539,"Mar 10, 2022",1,1
540,0,Unknown,Chris Donner,230K,127532,/artist?id=3874703,148,"Sep 17, 2020",2,1
541,0,Unknown,Stay Might,5,127472,/artist?id=1112162,541,"Mar 10, 2022",1,1
542,-129,Unknown,Benson Boone,11M,127151,/artist?id=7623714,8,"Nov 11, 2021",9,3
543,0,Unknown,Saint Maud,525,127088,/artist?id=4508507,543,"Mar 10, 2022",1,1
544,0,Nigeria,Skiibii,1.2M,126450,/artist?id=680380,544,"Mar 10, 2022",3,1
545,-78,Unknown,Manan Bhardwaj,3.7M,126118,/artist?id=1650458,87,"Oct 21, 2021",13,2
546,0,Jamaica,Sean Paul,30M,125999,/artist?id=1207,29,"Apr 29, 2021",55,1
547,18,United States,Joshua Bassett,2.6M,125897,/artist?id=1654851,17,"Jan 21, 2021",27,2
548,-60,India,Pritam,28M,125491,/artist?id=127583,115,"Oct 1, 2020",52,3
549,359,Unknown,kashh,9,125299,/artist?id=8391581,549,"Mar 10, 2022",2,2
550,-172,United States,Ben Kessler,1.4M,124952,/artist?id=1196672,378,"Mar 3, 2022",5,2
551,-112,Unknown,Adithya RK,2.5M,124908,/artist?id=3756052,223,"Feb 24, 2022",5,5
552,-145,United States,Coolio,13M,124712,/artist?id=167,187,"Feb 24, 2022",27,5
553,0,Unknown,совы не спят,7.8K,124659,/artist?id=5091855,553,"Mar 10, 2022",1,1
554,92,Unknown,Moleno,111K,124581,/artist?id=8455108,554,"Mar 10, 2022",2,2
555,0,United States,Billy Joel,21M,124501,/artist?id=42,94,"Jan 7, 2021",45,1
556,-165,Venezuela,Beauty Brain,992K,124433,/artist?id=279241,391,"Mar 3, 2022",2,2
557,0,United Kingdom,Travis,2.6M,124431,/artist?id=267,410,"Jun 11, 2020",3,1
558,0,United States,Swae Lee,25M,124372,/artist?id=426751,14,"Jul 22, 2021",36,1
559,14,Unknown,Alcine Sala,468K,124243,/artist?id=8400687,559,"Mar 10, 2022",2,2
560,-332,Brazil,João Bosco e Gabriel,2.3M,124116,/artist?id=3343629,89,"Oct 29, 2020",20,3
561,-149,United Kingdom,Cavetown,6.9M,123821,/artist?id=813672,136,"Aug 12, 2021",38,2
562,-70,France,Tayc,5.9M,123287,/artist?id=718668,190,"Mar 25, 2021",22,3
563,0,United Kingdom,Radiohead,21M,123284,/artist?id=22,67,"Sep 16, 2021",29,1
