Rank,Change,Country,Artist,Monthly Listeners,Weekly Listeners Change,Internal Link,Peak Position,Peak Date,Weeks on Chart,Current Weekly Streak
96,0,United States,Bas,5.6M,397292,/artist?id=4892,3,"May 20, 2021",14,1
97,-44,United Kingdom,Bring Me The Horizon,12M,394927,/artist?id=2366,23,"Feb 24, 2022",40,11
98,0,Korea,BIGBANG,3.1M,394833,/artist?id=3165,98,"Apr 7, 2022",2,1
99,0,Chile,Ak4:20,3.8M,384911,/artist?id=1496834,99,"Apr 7, 2022",11,1
100,0,United States,OneRepublic,48M,384393,/artist?id=2796,3,"May 28, 2020",44,1
101,0,United States,Lute,3.3M,382395,/artist?id=731170,76,"Jan 23, 2020",7,1
102,-73,Japan,Nigo,2.3M,377604,/artist?id=184858,27,"Feb 3, 2022",9,5
103,0,United States,EARTHGANG,3.6M,375942,/artist?id=197672,59,"Jul 9, 2020",24,1
104,0,United States,ELENA ROSE,1.7M,365949,/artist?id=3660820,104,"Apr 7, 2022",1,1
105,0,Brazil,Luísa Sonza,9M,364453,/artist?id=647232,35,"Jul 29, 2021",43,1
106,14,Chad,High School Musical Cast,5M,363685,/artist?id=174087,106,"Apr 7, 2022",7,2
107,-17,Unknown,Kx5,2.9M,361748,/artist?id=8658108,69,"Mar 24, 2022",3,3
108,2,Nigeria,Pheelz,3.1M,360344,/artist?id=406946,108,"Apr 7, 2022",5,5
109,4,Unknown,Taurose,35K,355118,/artist?id=8435997,109,"Apr 7, 2022",2,2
110,385,India,Kala Bhairava,3.8M,352469,/artist?id=864775,110,"Apr 7, 2022",6,2
111,0,Brazil,WIU,9.4M,351984,/artist?id=1649435,111,"Apr 7, 2022",5,1
112,0,Canada,Faouzia,3M,350551,/artist?id=411196,71,"Nov 12, 2020",21,1
113,0,United States,Katy Perry,53M,350093,/artist?id=2482,5,"May 21, 2020",58,1
114,0,Australia,Masked Wolf,8.3M,349421,/artist?id=794053,3,"Feb 18, 2021",29,1
115,381,Mexico,Efecto Elegante,1.9M,347540,/artist?id=3559341,115,"Apr 7, 2022",3,3
116,-33,Korea,(G)I-DLE,8.5M,344712,/artist?id=1019577,48,"Nov 12, 2020",22,3
117,483,United States,Yeat,11M,344601,/artist?id=1022448,47,"Feb 24, 2022",17,2
118,108,Spain,Quevedo,0,343664,/artist?id=4004432,21,"Feb 24, 2022",11,11
119,638,United Kingdom,The Wanted,6.8M,341379,/artist?id=3710,119,"Apr 7, 2022",16,2
120,-96,Cuba,Pitbull,33M,339357,/artist?id=1896,24,"Mar 31, 2022",59,9
121,-30,India,Thalapathy Vijay,3.5M,336492,/artist?id=1710082,91,"Mar 31, 2022",4,3
122,0,United States,Bruno Mars,59M,336029,/artist?id=3501,2,"Mar 11, 2021",50,1
123,0,Sweden,Maher Zain,6.7M,333993,/artist?id=3720,123,"Apr 7, 2022",5,1
124,0,United States,REASON,1.4M,327950,/artist?id=875181,53,"Oct 15, 2020",8,1
125,-57,Brazil,Mousik,2.9M,326951,/artist?id=8113052,68,"Mar 31, 2022",2,2
126,842,Germany,Hannah V,194K,319212,/artist?id=68132,126,"Apr 7, 2022",2,2
127,92,Unknown,Silent Aim,4,318273,/artist?id=8324602,127,"Apr 7, 2022",6,3
128,0,United States,Ari Lennox,4.4M,317039,/artist?id=126793,63,"Nov 11, 2021",23,1
129,0,Unknown,orhanyigit,240K,311185,/artist?id=8429940,129,"Apr 7, 2022",1,1
130,-76,Korea,Stray Kids,7.7M,310532,/artist?id=852306,54,"Mar 31, 2022",24,3
131,0,Unknown,Soulfly7730,2,306988,/artist?id=8319851,131,"Apr 7, 2022",1,1
132,0,Unknown,Maragathamani,0,306296,/artist?id=1158274,132,"Apr 7, 2022",1,1
133,0,Australia,Dean Lewis,18M,304977,/artist?id=210947,118,"Oct 28, 2021",14,1
134,0,United States,City Girls,4.7M,303427,/artist?id=240399,134,"Apr 7, 2022",1,1
135,-37,Brazil,Öwnboss,7.1M,302781,/artist?id=651922,98,"Mar 31, 2022",17,17
136,0,United States,DJ Khaled,26M,300902,/artist?id=2602,2,"May 6, 2021",31,1
137,-82,United States,Summer Walker,20M,297762,/artist?id=924777,15,"Feb 20, 2020",35,2
138,-63,Unknown,e11ander,26,297333,/artist?id=8724216,75,"Mar 31, 2022",3,3
139,107,United Kingdom,YV,1.5M,293425,/artist?id=377122,126,"Mar 10, 2022",8,8
140,309,Unknown,Joe Rodwell,157K,293133,/artist?id=635336,140,"Apr 7, 2022",2,2
141,-32,United States,Kaskade,6.5M,292284,/artist?id=1447,83,"Mar 17, 2022",17,4
142,0,United Kingdom,Ella Mai,7.8M,290502,/artist?id=5490,40,"Oct 8, 2020",9,1
143,-56,Chile,Polimá Westcoast,0,290175,/artist?id=1015422,87,"Mar 31, 2022",12,4
144,0,United States,070 Shake,27M,289004,/artist?id=71390,104,"Jan 23, 2020",12,1
145,-22,Unknown,Aditya A,6.4M,287921,/artist?id=3824190,70,"Mar 17, 2022",7,7
146,0,Netherlands,Jonasu,1.4M,287813,/artist?id=1135946,116,"Jul 29, 2021",19,1
147,106,Spain,Enrique Iglesias,22M,287681,/artist?id=531,11,"Jun 18, 2020",52,3
148,339,United Kingdom,One Direction,38M,287395,/artist?id=3747,15,"Jul 30, 2020",58,3
149,-1,Unknown,BYOR,9.4M,286499,/artist?id=37180,148,"Mar 31, 2022",9,7
150,44,France,Disiz,1.4M,286388,/artist?id=217415,150,"Apr 7, 2022",3,3
151,0,United States,Billy Ray Cyrus,6.9M,285909,/artist?id=208510,45,"Jan 2, 2020",15,1
152,0,Mexico,Banda Sinaloense MS de Sergio Lizárraga,2.3M,283974,/artist?id=3708926,152,"Apr 7, 2022",3,1
153,-45,Unknown,Robinson,1.4M,281760,/artist?id=6273385,36,"Mar 24, 2022",3,3
154,119,Netherlands,Deepend,4.7M,280673,/artist?id=62949,154,"Apr 7, 2022",12,5
155,0,United States,A$AP Ferg,11M,280064,/artist?id=4016,11,"Aug 13, 2020",33,1
156,-82,Unknown,TAYA,4.7M,278242,/artist?id=3661100,43,"Mar 17, 2022",6,5
157,-39,Canada,deadmau5,6.5M,275739,/artist?id=2975,75,"Mar 17, 2022",20,4
158,269,Unknown,nezexous,456K,273913,/artist?id=8231135,158,"Apr 7, 2022",2,2
159,0,United Kingdom,Mr Eazi,4.3M,273427,/artist?id=211382,15,"Mar 26, 2020",18,1
160,-133,United States,Lil Jon,6.2M,272350,/artist?id=2067,27,"Mar 31, 2022",13,2
161,-120,Germany,Zedd,16M,271333,/artist?id=3777,30,"Jul 30, 2020",26,2
162,51,United States,Elle King,7M,266624,/artist?id=4374,67,"Mar 25, 2021",27,4
163,93,Unknown,Harika Narayan,731K,266273,/artist?id=3817531,163,"Apr 7, 2022",3,3
164,-95,Netherlands,Martin Garrix,23M,265733,/artist?id=4516,18,"Feb 11, 2021",34,2
165,720,Unknown,Cummrs,672K,264511,/artist?id=6478317,165,"Apr 7, 2022",7,3
166,0,Unknown,Maitchhh,263K,263235,/artist?id=8941273,166,"Apr 7, 2022",1,1
167,-97,United States,Coi Leray,27M,262781,/artist?id=925078,32,"Mar 24, 2022",28,3
168,0,Unknown,Dimension 32,982K,261144,/artist?id=3835496,168,"Apr 7, 2022",11,1
169,-2,United States,Boyce Avenue,4.4M,259861,/artist?id=3367,137,"Sep 9, 2021",20,4
170,0,United States,Maejor,2.9M,259294,/artist?id=208805,48,"Sep 2, 2021",10,1
171,-126,United States,Imagine Dragons,60M,258305,/artist?id=4132,6,"Mar 18, 2021",61,4
172,49,United Kingdom,Queen,46M,256672,/artist?id=72,6,"Jan 2, 2020",49,3
173,117,United Kingdom,Miggy Dela Rosa,11M,254479,/artist?id=802564,173,"Apr 7, 2022",3,3
174,329,United States,Trinidad Cardona,3.9M,252787,/artist?id=531335,4,"Jun 24, 2021",10,3
175,-95,United Kingdom,Jax Jones,16M,251942,/artist?id=4810,18,"Aug 19, 2021",47,3
176,0,Brazil,Xand Avião,7.9M,250784,/artist?id=607025,40,"Oct 29, 2020",24,1
177,-25,India,Sachin Basrur,1.3M,250344,/artist?id=838835,152,"Mar 31, 2022",3,3
178,74,France,Willy William,8.9M,249735,/artist?id=210819,48,"Feb 11, 2021",22,2
179,0,United States,Freddie Gibbs,3.4M,249456,/artist?id=3552,38,"Jul 8, 2021",28,1
180,0,United States,Jimmie Allen,3.3M,247799,/artist?id=620277,56,"Feb 27, 2020",21,1
181,51,India,Ravi Basrur,4.9M,246928,/artist?id=629000,181,"Apr 7, 2022",3,2
182,0,France,Ibeyi,348K,246854,/artist?id=209007,182,"Apr 7, 2022",1,1
183,-105,United States,Sentinel,479K,246709,/artist?id=433333,78,"Mar 31, 2022",2,2
184,0,India,Yazin Nizar,2.7M,246522,/artist?id=258571,46,"Oct 28, 2021",4,1
185,161,Peru,Faraón Love Shady,465K,245198,/artist?id=3402277,185,"Apr 7, 2022",6,3
186,23,United States,Miranda Lambert,8.7M,244806,/artist?id=2004,148,"Mar 18, 2021",38,4
187,-91,Colombia,Ryan Castro,13M,244132,/artist?id=1045417,28,"Feb 3, 2022",34,26
188,-57,Unknown,Santhosh Venky,1.8M,241943,/artist?id=614140,131,"Mar 31, 2022",2,2
189,48,Unknown,sinnr,393K,239844,/artist?id=1587293,189,"Apr 7, 2022",6,2
190,87,United States,The Crickets,1.3M,239293,/artist?id=208188,139,"Mar 24, 2022",3,3
191,0,Unknown,71 Digits,3M,238373,/artist?id=3639766,191,"Apr 7, 2022",11,1
192,-42,Unknown,Original Quality,1.5M,237423,/artist?id=3894420,71,"Mar 24, 2022",3,3
193,0,United States,Japanese Breakfast,2M,236898,/artist?id=211017,193,"Apr 7, 2022",9,1
194,-49,Germany,Sátyr,1.8M,236696,/artist?id=3558706,145,"Mar 31, 2022",17,3
195,0,United States,A R I Z O N A,2.2M,236446,/artist?id=206606,133,"May 6, 2021",6,1
196,-24,Unknown,Elli Eli,43K,232538,/artist?id=8111017,143,"Mar 17, 2022",7,7
197,0,Unknown,Kallicho,3,232284,/artist?id=8066571,190,"Mar 24, 2022",2,1
198,-68,United Kingdom,Sophie and the Giants,3.9M,231539,/artist?id=1010192,92,"Aug 20, 2020",30,4
199,0,United States,Joyner Lucas,7M,230186,/artist?id=208966,39,"Sep 30, 2021",36,1
200,193,Korea,NCT DREAM,5.2M,227741,/artist?id=111452,85,"May 20, 2021",13,2
201,0,Italy,Fred De Palma,3M,227037,/artist?id=33183,201,"Apr 7, 2022",19,1
202,0,Netherlands,Hardwell,6.5M,226011,/artist?id=3958,202,"Apr 7, 2022",6,1
203,-38,United Kingdom,MNEK,13M,225658,/artist?id=4313,5,"Aug 20, 2020",34,4
204,-38,India,Mohan Krishna,1.5M,224738,/artist?id=1416604,166,"Mar 31, 2022",2,2
205,-84,India,Puneeth Rudranag,1.3M,224362,/artist?id=1424963,121,"Mar 31, 2022",2,2
206,97,United Kingdom,Alonestar,1.2M,224001,/artist?id=116188,31,"Oct 1, 2020",27,2
207,270,Brazil,Mc J Mito,1.6M,223834,/artist?id=4808317,207,"Apr 7, 2022",2,2
208,119,Colombia,Totoy El Frio,2.5M,223048,/artist?id=558724,23,"May 20, 2021",15,3
209,-21,Canada,Leith Ross,1.4M,222914,/artist?id=3858723,188,"Mar 31, 2022",2,2
210,0,United States,John Summit,6.9M,218042,/artist?id=921693,127,"Sep 9, 2021",27,1
211,0,United States,Avila Brothers,29K,216924,/artist?id=60023,211,"Apr 7, 2022",1,1
212,-25,Brazil,César Menotti & Fabiano,2.7M,214038,/artist?id=14953,187,"Mar 31, 2022",8,2
213,0,Australia,Luke Hemmings,933K,213476,/artist?id=6257310,108,"Jul 15, 2021",5,1
214,-44,Canada,Michael Bublé,12M,213127,/artist?id=1607,1,"Dec 3, 2020",48,2
215,51,United States,Fly By Midnight,3.1M,213021,/artist?id=209474,215,"Apr 7, 2022",10,5
216,114,Chile,Standly,13M,212340,/artist?id=3744643,112,"Mar 17, 2022",16,14
217,0,Germany,Kraftklub,1.6M,211944,/artist?id=28918,217,"Apr 7, 2022",1,1
218,0,Australia,Flume,10M,211778,/artist?id=4006,57,"Mar 19, 2020",20,1
219,0,Germany,Veysel,1.7M,211124,/artist?id=329399,219,"Apr 7, 2022",11,1
220,-37,Brazil,Dj Chris No Beat,4.1M,209934,/artist?id=5310691,183,"Mar 31, 2022",6,5
221,560,Brazil,Dj Tg Da Inestan,807K,209730,/artist?id=1022866,221,"Apr 7, 2022",4,2
222,343,Mexico,Banda Renovacion,2.2M,208535,/artist?id=565129,222,"Apr 7, 2022",2,2
223,165,Brazil,Paulo e Nathan,3.2M,208507,/artist?id=1088462,223,"Apr 7, 2022",3,3
224,0,Unknown,Leyre Bacque,348K,208218,/artist?id=7608679,224,"Apr 7, 2022",1,1
225,-78,Mexico,Ingratax,5.4M,207877,/artist?id=6356161,5,"Aug 12, 2021",12,3
226,404,Unknown,BoyWithUke,8.9M,205866,/artist?id=4214303,11,"Nov 11, 2021",22,2
227,88,United Kingdom,Chineke! Orchestra,365K,204279,/artist?id=668109,227,"Apr 7, 2022",2,2
228,59,United States,Takeoff,9.7M,203248,/artist?id=491984,64,"Sep 10, 2020",10,4
229,0,Belgium,MATTN,1.2M,202670,/artist?id=96522,229,"Apr 7, 2022",13,1
230,405,Unknown,DJ JOAO DA INESTAN,1.6M,202496,/artist?id=4283621,230,"Apr 7, 2022",2,2
231,330,United Kingdom,SL,2.6M,202161,/artist?id=65323,231,"Apr 7, 2022",11,3
232,0,Italy,Luchè,2.6M,200201,/artist?id=210179,232,"Apr 7, 2022",11,1
233,51,India,Sahithi Chaganti,1.8M,198979,/artist?id=838833,233,"Apr 7, 2022",5,3
234,-16,Brazil,Ana Castela,13M,198079,/artist?id=4266400,218,"Mar 31, 2022",9,5
235,464,Germany,LIZOT,4.8M,197790,/artist?id=70984,134,"Jan 9, 2020",23,2
236,-151,Indonesia,Tulus,8.2M,197408,/artist?id=175814,31,"Mar 17, 2022",13,5
237,-17,Germany,Chapo102,2.2M,195313,/artist?id=745717,220,"Mar 31, 2022",6,2
238,0,Poland,Grzegorz Turnau,351K,194660,/artist?id=543464,238,"Apr 7, 2022",1,1
239,-4,United States,Suzanne Vega,2M,194412,/artist?id=207457,235,"Mar 31, 2022",7,4
240,-156,Unknown,Dream Widow,98K,193328,/artist?id=8461487,84,"Mar 31, 2022",2,2
241,9,United Kingdom,Potter Payper,947K,192789,/artist?id=481738,241,"Apr 7, 2022",5,2
242,191,Unknown,Can Koç,1.9M,191582,/artist?id=4073682,242,"Apr 7, 2022",2,2
243,0,United States,ROLE MODEL,2.8M,191416,/artist?id=716980,114,"Oct 15, 2020",18,1
244,0,Unknown,Misha K,165K,191094,/artist?id=212953,175,"Sep 9, 2021",3,1
245,0,Brazil,DJ Biel do Furduncinho,3.3M,191040,/artist?id=1432219,245,"Apr 7, 2022",1,1
246,183,United States,JVKE,28M,191029,/artist?id=3891033,23,"Jan 14, 2021",32,11
247,0,United States,Rick Ross,12M,190385,/artist?id=2600,11,"Sep 9, 2021",32,1
248,364,United States,Travie McCoy,4.2M,189807,/artist?id=3621,248,"Apr 7, 2022",9,4
249,-19,Mexico,Ha*Ash,7.6M,189434,/artist?id=1995,153,"Mar 24, 2022",12,3
250,-55,Unknown,Luan Pereira,8M,189290,/artist?id=5181854,195,"Mar 31, 2022",5,5
251,66,Unknown,HAECHAN,400K,187752,/artist?id=8239810,209,"Mar 24, 2022",5,5
252,-136,Unknown,lil Shordie Scott,796K,186662,/artist?id=8390897,48,"Mar 17, 2022",6,6
253,-54,Unknown,Sean Altar,678K,185992,/artist?id=6916975,199,"Mar 31, 2022",3,3
254,-76,Unknown,Solar,603K,184958,/artist?id=410414,178,"Mar 31, 2022",3,3
255,737,United States,R5,721K,184547,/artist?id=211263,255,"Apr 7, 2022",3,3
256,0,Australia,Troye Sivan,18M,184131,/artist?id=3880,9,"Apr 29, 2021",31,1
257,0,Unknown,unsterblich,205,183219,/artist?id=8925482,257,"Apr 7, 2022",1,1
258,-200,United Kingdom,RAYE,32M,182492,/artist?id=407402,7,"Jun 18, 2020",47,2
259,-124,United States,Weezer,13M,182109,/artist?id=151,66,"Feb 4, 2021",23,3
260,0,Unknown,Mtsg,410K,181529,/artist?id=8775841,260,"Apr 7, 2022",1,1
261,0,United States,Georgia Ku,3.1M,181083,/artist?id=432836,21,"Sep 2, 2021",17,1
262,27,Brazil,Sevek,6.2M,180689,/artist?id=745255,140,"Feb 24, 2022",16,14
263,-59,United Kingdom,Tiggs Da Author,1.4M,180199,/artist?id=34360,204,"Mar 31, 2022",5,3
264,-130,Dominican Republic,Luny Tunes,7M,179560,/artist?id=2327,134,"Mar 31, 2022",12,3
265,232,United States,Billie Eilish,52M,179355,/artist?id=5596,1,"May 6, 2021",37,2
266,0,Puerto Rico,KEVVO,3.1M,179095,/artist?id=1423810,74,"Oct 29, 2020",33,1
267,0,United States,2 Chainz,9.7M,177966,/artist?id=4031,31,"Jan 23, 2020",30,1
268,172,United States,Leah Kate,3.3M,177208,/artist?id=1049816,214,"Jan 27, 2022",17,2
269,0,United States,Surfaces,7.4M,175719,/artist?id=517404,11,"Mar 26, 2020",36,1
270,-159,Unknown,ARDA ERDEM,365K,175561,/artist?id=8157559,111,"Mar 31, 2022",3,2
271,0,United States,Kid Bloom,1.6M,174577,/artist?id=324500,271,"Apr 7, 2022",2,1
272,-196,United Kingdom,Disclosure,14M,173980,/artist?id=4081,1,"Feb 13, 2020",30,2
273,0,United States,Megadeth,5.2M,173697,/artist?id=276,273,"Apr 7, 2022",3,1
274,198,Jordan,Jordan Rys,1.4M,172987,/artist?id=4076516,224,"May 27, 2021",13,3
275,16,Unknown,Turning Red - Cast,72K,172831,/artist?id=8686758,275,"Apr 7, 2022",2,2
276,386,Norway,Djerv,466K,172582,/artist?id=5716,276,"Apr 7, 2022",2,2
277,0,Unknown,Tito Flow,267K,172105,/artist?id=8788954,277,"Apr 7, 2022",1,1
278,0,Unknown,Hiral Viradia,137K,171855,/artist?id=4222271,278,"Apr 7, 2022",2,1
279,0,United States,Alex & Sierra,2.9M,171640,/artist?id=4667,279,"Apr 7, 2022",7,1
280,-8,United Kingdom,Aitch,8.3M,171381,/artist?id=828207,139,"Mar 12, 2020",29,4
