Rank,Change,Country,Artist,Monthly Listeners,Weekly Listeners Change,Internal Link,Peak Position,Peak Date,Weeks on Chart,Current Weekly Streak
282,-72,United Kingdom,Passenger,12M,204739,/artist?id=4457,49,"Jan 14, 2021",29,4
283,0,United States,Noah Cyrus,12M,203714,/artist?id=213898,82,"Mar 26, 2020",30,1
284,177,Brazil,Henry Freitas,2.7M,203297,/artist?id=819460,208,"May 20, 2021",11,4
285,-9,Chile,Young Cister,3.2M,202087,/artist?id=657693,156,"Jul 14, 2022",12,2
286,-72,Unknown,ANDONIS,1.4M,201590,/artist?id=9290134,214,"Aug 25, 2022",4,2
287,333,United Kingdom,Waywell,432K,201102,/artist?id=894606,177,"Sep 30, 2021",10,2
288,0,France,Doums,888K,200419,/artist?id=435524,160,"Jun 16, 2022",4,1
289,171,Unknown,KUTE,4.3M,198474,/artist?id=6736178,289,"Sep 1, 2022",13,6
290,179,Unknown,J.J. Abel,194K,198415,/artist?id=9114080,290,"Sep 1, 2022",3,3
291,83,Turkey,Simge,4.3M,198074,/artist?id=214107,291,"Sep 1, 2022",7,2
292,-26,Unknown,thelonelyboy,3,195911,/artist?id=8857045,103,"Jul 21, 2022",4,2
293,0,Unknown,44musicla,0,195897,/artist?id=4505224,293,"Sep 1, 2022",1,1
294,0,United States,anees,2.1M,195672,/artist?id=3637775,25,"Apr 28, 2022",8,1
295,193,Unknown,MC ORSEN,4.3M,195506,/artist?id=4005968,295,"Sep 1, 2022",11,3
296,-16,United States,Sadfriendd,5.9M,195173,/artist?id=3300624,115,"Jun 30, 2022",13,13
297,-42,India,Yuvan Shankar Raja,9.3M,193703,/artist?id=13586,9,"Jan 7, 2021",29,4
298,0,Unknown,NETO DJ,0,193617,/artist?id=4395978,298,"Sep 1, 2022",1,1
299,-60,United States,Genevieve Stokes,1.7M,193277,/artist?id=1584209,214,"Aug 18, 2022",3,3
300,-5,Puerto Rico,Ozuna,48M,193065,/artist?id=113381,5,"Jun 4, 2020",45,3
301,-130,United States,Bazzi,13M,192819,/artist?id=213807,18,"Aug 5, 2021",34,2
302,412,India,Prem Hardeep,2.8K,192039,/artist?id=1423078,292,"Jun 23, 2022",6,3
303,522,Unknown,Hxtta,68K,191553,/artist?id=8339703,303,"Sep 1, 2022",2,2
304,302,Unknown,Sx1nxwy,3.3M,190852,/artist?id=9438288,304,"Sep 1, 2022",2,2
305,-42,Netherlands,Horizon Blue,2.1M,190399,/artist?id=1693890,179,"Aug 27, 2020",4,3
306,0,United Kingdom,Ed Sheeran,83M,190301,/artist?id=3648,2,"Jul 8, 2021",53,1
307,0,Brazil,Tá Na Mente,909K,190212,/artist?id=128247,307,"Sep 1, 2022",1,1
308,-197,United States,The Neighbourhood,32M,189448,/artist?id=4298,10,"Jan 14, 2021",68,5
309,-57,Puerto Rico,Ñengo Flow,21M,189430,/artist?id=71733,6,"Mar 26, 2020",47,2
310,-115,Nigeria,Burna Boy,16M,189090,/artist?id=212614,4,"Aug 20, 2020",42,11
311,47,United States,Jelly Roll,4.8M,189036,/artist?id=78737,311,"Sep 1, 2022",9,2
312,0,Brazil,João Gustavo e Murilo,2.2M,188929,/artist?id=712735,227,"Sep 9, 2021",13,1
313,0,Indonesia,T.R.I.A.D,960K,188898,/artist?id=261296,313,"Sep 1, 2022",1,1
314,-37,Unknown,MUPP,5.6M,188843,/artist?id=4071156,138,"Jun 30, 2022",13,13
315,0,Unknown,Bruce Willmington & Co,236K,188096,/artist?id=6917283,315,"Sep 1, 2022",1,1
316,-117,Puerto Rico,Plan B,15M,186915,/artist?id=177018,89,"Jul 14, 2022",41,12
317,-94,United States,Mario Winans,1.8M,186581,/artist?id=212639,205,"Aug 18, 2022",4,3
318,0,Brazil,Diego & Victor Hugo,6.9M,184894,/artist?id=254562,196,"Jan 7, 2021",28,1
319,-137,Unknown,KATNUF,794K,184486,/artist?id=4346152,182,"Aug 25, 2022",3,2
320,412,Puerto Rico,Jhay Cortez,1M,183918,/artist?id=731962,1,"Nov 19, 2020",43,4
321,0,Puerto Rico,Anuel AA,34M,183207,/artist?id=158474,13,"Feb 18, 2021",55,1
322,0,Brazil,DomLaike,1.5M,183092,/artist?id=3493817,84,"Sep 2, 2021",11,1
323,0,Brazil,Henrique & Diego,1.6M,182931,/artist?id=82122,260,"Jan 9, 2020",15,1
324,0,United States,Ingrid Andress,3.9M,182880,/artist?id=519633,30,"Aug 12, 2021",28,1
325,0,Brazil,Matheus & Kauan,11M,182589,/artist?id=5075,104,"Mar 12, 2020",29,1
326,0,Unknown,Amandine Moulin,227K,180995,/artist?id=4484520,326,"Sep 1, 2022",4,1
327,214,United States,Laufey,3.2M,180650,/artist?id=3625552,180,"Dec 30, 2021",10,3
328,0,United States,Linkin Park,35M,180454,/artist?id=748,37,"Oct 15, 2020",49,1
329,-180,United States,Eminem,67M,180269,/artist?id=236,2,"Jan 30, 2020",60,4
330,296,Pakistan,Rahat Fateh Ali Khan,11M,179894,/artist?id=107330,239,"May 12, 2022",8,2
331,0,Unknown,Three Four Trio,394K,178200,/artist?id=3682863,331,"Sep 1, 2022",2,1
332,0,Unknown,Mustafa Aktas,5K,178014,/artist?id=5197604,332,"Sep 1, 2022",1,1
333,92,Brazil,MC Cabelinho,8.1M,177964,/artist?id=420362,45,"Jul 8, 2021",22,4
334,-140,United Kingdom,PinkPantheress,39M,177327,/artist?id=4241112,11,"Aug 19, 2021",35,3
335,0,Unknown,sad songs,3.3M,177280,/artist?id=8315906,335,"Sep 1, 2022",9,1
336,20,Mexico,Edicion Especial,3.7M,177182,/artist?id=559056,336,"Sep 1, 2022",14,11
337,0,United States,JID,20M,176908,/artist?id=197670,12,"Nov 25, 2021",39,1
338,0,Germany,twocolors,4.8M,176158,/artist?id=209140,60,"Mar 18, 2021",39,1
339,12,Indonesia,Paul Partohap,3.3M,175727,/artist?id=921905,142,"Jul 21, 2022",10,2
340,439,India,Anuv Jain,4.2M,175609,/artist?id=1432884,340,"Sep 1, 2022",2,2
341,-123,Australia,Ruel,7M,175395,/artist?id=711400,97,"Sep 17, 2020",28,2
342,0,United States,Kareen Lomax,1.1M,175034,/artist?id=389151,29,"Oct 7, 2021",27,1
343,-35,Unknown,A. R. Reihana,1.2M,175004,/artist?id=427361,94,"Aug 18, 2022",3,3
344,0,Unknown,slowed + reverb tazzy,3.3M,174808,/artist?id=8315905,344,"Sep 1, 2022",8,1
345,-5,Philippines,IV Of Spades,4.2M,173997,/artist?id=396930,232,"Aug 11, 2022",9,9
346,-20,United Kingdom,Radiohead,21M,173859,/artist?id=22,67,"Sep 16, 2021",42,7
347,0,United States,Kenny Chesney,7.5M,173803,/artist?id=926,63,"May 7, 2020",41,1
348,102,Puerto Rico,Bad Bunny,65M,173290,/artist?id=214945,3,"Mar 12, 2020",65,2
349,-57,Unknown,La petite culotte,331K,172777,/artist?id=4500054,292,"Aug 25, 2022",4,4
350,417,India,Akhil,6.2M,172676,/artist?id=597114,350,"Sep 1, 2022",11,2
351,-27,Ireland,Ryan Mack,4.4M,171252,/artist?id=784076,156,"Jun 2, 2022",19,2
352,0,Unknown,XXKATUSJINSUX,2.7M,170666,/artist?id=6569376,284,"Mar 3, 2022",13,1
353,-144,Unknown,southstar,6.1M,169727,/artist?id=8330728,156,"Aug 18, 2022",6,6
354,250,Venezuela,Danny Ocean,19M,169268,/artist?id=214292,15,"Apr 14, 2022",45,2
355,0,Brazil,Gabby Moura,354K,169153,/artist?id=508874,355,"Sep 1, 2022",1,1
356,128,United Kingdom,The Smiths,11M,168672,/artist?id=289,292,"Jun 16, 2022",16,4
357,607,United States,Ice Spice,38M,167746,/artist?id=4355840,357,"Sep 1, 2022",2,2
358,0,Unknown,Schmiddunsk,211K,167222,/artist?id=3527845,341,"Jul 9, 2020",3,1
359,399,Argentina,Cazzu,9.1M,167144,/artist?id=572412,60,"Jun 16, 2022",11,2
360,0,United States,Royal & the Serpent,3M,166480,/artist?id=732175,72,"Aug 5, 2021",27,1
361,71,Ukraine,Hensonn,5.6M,165867,/artist?id=3916275,315,"Jan 20, 2022",12,5
362,0,Unknown,yatashigang,1.4M,165512,/artist?id=9470831,362,"Sep 1, 2022",1,1
363,0,Brazil,Xand Avião,7.9M,165491,/artist?id=607025,40,"Oct 29, 2020",35,1
364,0,Unknown,Tovino Thomas,97K,165262,/artist?id=5326024,364,"Sep 1, 2022",1,1
365,0,United States,David Solomon,495K,164597,/artist?id=1085746,46,"Aug 6, 2020",10,1
366,93,Unknown,DVRST,9M,164152,/artist?id=4502898,104,"Oct 21, 2021",33,7
367,91,United States,The Killers,21M,163173,/artist?id=1939,21,"Aug 27, 2020",54,4
368,29,United States,Elle King,7M,162799,/artist?id=4374,67,"Mar 25, 2021",35,4
369,467,India,Amar Arshi,344K,162188,/artist?id=274803,369,"Sep 1, 2022",2,2
370,162,India,Anurag Kulkarni,3.7M,162030,/artist?id=601862,296,"Aug 12, 2021",13,3
371,0,United States,Dro Kenji,1.6M,161934,/artist?id=3363436,371,"Sep 1, 2022",8,1
372,-268,Mexico,Junior H,20M,161871,/artist?id=1407665,96,"Aug 11, 2022",48,6
373,0,Brazil,Luan Santana,9.6M,161663,/artist?id=3679,41,"Jul 1, 2021",36,1
374,0,Unknown,Astro.Not,0,161373,/artist?id=7015498,374,"Sep 1, 2022",4,1
375,417,India,Vishal-Shekhar,20M,161313,/artist?id=211724,85,"Jun 9, 2022",50,3
376,0,Brazil,Clayton & Romário,6.1M,161236,/artist?id=124542,145,"Oct 28, 2021",24,1
377,33,Unknown,Bamba Bakya,1.3M,161045,/artist?id=1335216,243,"Aug 18, 2022",3,3
378,144,United States,Kali,1.6M,160492,/artist?id=1714526,203,"Jul 15, 2021",21,2
379,-76,United States,Lil Mabu,3M,160395,/artist?id=1708516,303,"Aug 25, 2022",6,3
380,0,India,Zahrah S Khan,4.6M,160258,/artist?id=3531080,85,"Aug 26, 2021",16,1
381,-51,United States,Los Temerarios,4.5M,159139,/artist?id=207600,13,"Mar 19, 2020",5,4
382,0,Sweden,Ricky Rich,2.9M,158990,/artist?id=111996,160,"Jul 7, 2022",24,1
383,-62,Mexico,Ingratax,5.4M,158718,/artist?id=6356161,5,"Aug 12, 2021",18,3
384,0,Unknown,Berri-Tiga,138K,158438,/artist?id=6237401,384,"Sep 1, 2022",1,1
385,-158,United States,Black V Neck,931K,158405,/artist?id=1116684,139,"Aug 18, 2022",7,3
386,-234,Unknown,HStikkytokky,295K,158185,/artist?id=9539549,152,"Aug 25, 2022",2,2
387,0,Unknown,lofi.remixes,399K,158134,/artist?id=9551587,387,"Sep 1, 2022",1,1
388,-71,Unknown,Thierry Von Der Warth,1.7M,157924,/artist?id=3570604,317,"Aug 25, 2022",3,3
389,0,Italy,Cuban Deejays,1.5M,157862,/artist?id=168207,310,"Aug 11, 2022",8,1
390,0,United Kingdom,Intense,6.8M,157584,/artist?id=30751,85,"Jan 9, 2020",27,1
391,0,Argentina,Rei,5.7M,157245,/artist?id=3589710,45,"Jul 15, 2021",30,1
392,-139,India,Vishnu Vijay,1.3M,156955,/artist?id=1680130,253,"Aug 25, 2022",3,3
393,8,India,Shakthisree Gopalan,5.1M,156644,/artist?id=68775,393,"Sep 1, 2022",5,2
394,13,Unknown,Tenma,35K,156525,/artist?id=3524094,390,"Aug 18, 2022",3,3
395,570,Unknown,Thamarai,327K,156080,/artist?id=4475012,395,"Sep 1, 2022",2,2
396,0,Spain,El Guincho,1M,156077,/artist?id=119536,199,"Mar 11, 2021",10,1
397,530,Unknown,reidenshi,5.1M,155889,/artist?id=6133179,397,"Sep 1, 2022",8,7
398,0,Germany,Nico Santos,3.2M,155863,/artist?id=276354,32,"Feb 3, 2022",16,1
399,0,France,ØDYSSEE,707K,155425,/artist?id=728735,333,"May 5, 2022",11,1
400,-129,United States,Tyler Hubbard,4.8M,155271,/artist?id=1151451,24,"Jan 28, 2021",20,2
401,0,Sweden,RedOne,1.6M,155160,/artist?id=3210,401,"Sep 1, 2022",1,1
402,0,Brazil,Alok,23M,154820,/artist?id=29578,34,"Oct 21, 2021",63,1
403,-8,India,Shilpa Rao,12M,153932,/artist?id=78306,120,"Jun 9, 2022",18,4
404,144,France,Bob Sinclar,8.7M,153930,/artist?id=418,191,"Aug 19, 2021",38,8
405,0,Germany,LESKY,803K,153730,/artist?id=1202204,166,"Sep 30, 2021",15,1
406,65,Germany,SAIM x CAN,353K,153682,/artist?id=1531038,406,"Sep 1, 2022",2,2
407,0,Unknown,Sai Vignesh,1.4M,153644,/artist?id=1100142,407,"Sep 1, 2022",1,1
408,0,Venezuela,Micro TDH,7.6M,152876,/artist?id=658940,408,"Sep 1, 2022",2,1
409,0,Brazil,Mr. Dan,800K,152616,/artist?id=61923,409,"Sep 1, 2022",1,1
410,-249,Sweden,Zara Larsson,23M,152403,/artist?id=4441,4,"Apr 2, 2020",31,5
411,-177,Korea,JENNIE,4.3M,152277,/artist?id=1356103,234,"Aug 25, 2022",12,2
412,0,Mexico,Leon Leiden,2.4M,152067,/artist?id=112310,220,"Aug 20, 2020",21,1
413,-94,India,Tanishk Bagchi,19M,151855,/artist?id=388884,59,"Aug 26, 2021",57,5
414,106,Germany,Cheriimoya,3.6M,151715,/artist?id=1344882,284,"Apr 21, 2022",9,2
415,230,Unknown,Kisswe Music,128,151455,/artist?id=9192539,250,"Jul 21, 2022",3,2
416,145,Brazil,Fernando & Sorocaba,3.2M,151280,/artist?id=119640,92,"Nov 12, 2020",24,2
417,-62,Sweden,Alesso,20M,150994,/artist?id=3894,12,"Jan 6, 2022",38,2
418,122,United States,Brando,6.6M,150579,/artist?id=801759,14,"Dec 16, 2021",26,4
419,0,Netherlands,Goldband,2.2M,150498,/artist?id=1495065,419,"Sep 1, 2022",1,1
420,-84,United States,STARSET,2.7M,150311,/artist?id=4747,336,"Aug 25, 2022",2,2
421,-28,Unknown,Vincent Boral,74K,149811,/artist?id=4754965,393,"Aug 25, 2022",3,3
422,53,Mexico,Blnko,181K,149807,/artist?id=3652930,422,"Sep 1, 2022",3,3
423,-52,United States,Edgardo Nuñez,8.9M,149509,/artist?id=1271111,191,"Feb 3, 2022",12,4
424,128,Canada,EKKSTACY,4.5M,149298,/artist?id=3884810,424,"Sep 1, 2022",13,3
425,0,Netherlands,Inf,283K,149018,/artist?id=198360,389,"Apr 21, 2022",4,1
426,0,United States,Chris Malinchak,1.3M,148976,/artist?id=207368,426,"Sep 1, 2022",3,1
427,-7,Unknown,MADAX,3.9M,148648,/artist?id=3662078,378,"Aug 18, 2022",7,5
428,81,Spain,Cyril Kamer,1.4M,147928,/artist?id=3973791,428,"Sep 1, 2022",4,2
429,99,Mexico,Los Ángeles Azules,14M,147910,/artist?id=41672,127,"Jan 6, 2022",38,3
430,0,United States,demxntia,2.5M,147616,/artist?id=836287,334,"Jun 23, 2022",6,1
431,-63,Unknown,Aditya A,6.4M,147462,/artist?id=3824190,70,"Mar 17, 2022",16,3
432,81,Argentina,Callejero Fino,8.1M,147432,/artist?id=3531526,251,"Nov 25, 2021",17,6
433,0,Brazil,Mc Livinho,4.4M,147300,/artist?id=206999,154,"May 13, 2021",21,1
434,60,United States,Korn,9.7M,147088,/artist?id=116,203,"Sep 3, 2020",21,4
435,0,Puerto Rico,Chris Jedi,9M,145682,/artist?id=59143,14,"Jun 9, 2022",32,15
436,0,Finland,Lawrence Walther,911K,145534,/artist?id=3743346,182,"Sep 30, 2021",15,1
437,17,Canada,Loud Luxury,9.8M,144959,/artist?id=217510,116,"Apr 15, 2021",37,2
438,0,Germany,Sierra Kidd,4M,144671,/artist?id=36463,265,"May 12, 2022",20,1
439,407,Indonesia,Andra & The Backbone,4.2M,143812,/artist?id=303788,439,"Sep 1, 2022",4,3
440,-197,Turkey,Zeynep Bastık,3.1M,143731,/artist?id=118047,123,"Aug 11, 2022",15,5
441,-279,Unknown,J Fado,485K,143243,/artist?id=1610523,162,"Aug 25, 2022",4,4
442,0,United States,The Used,3.1M,142605,/artist?id=1417,46,"Oct 8, 2020",18,1
443,37,Unknown,PJ HOUDINI,1.6M,142449,/artist?id=4382362,355,"Aug 11, 2022",3,2
444,296,United States,Imagine Dragons,60M,142174,/artist?id=4132,6,"Mar 18, 2021",66,2
445,0,Unknown,CODE X,0,141968,/artist?id=6193444,445,"Sep 1, 2022",1,1
446,214,Unknown,Can Koç,1.9M,141925,/artist?id=4073682,183,"Apr 14, 2022",9,3
447,-277,Colombia,Ovy On The Drums,19M,141854,/artist?id=1366884,20,"Mar 24, 2022",50,6
448,-29,India,Diljit Dosanjh,8.7M,141761,/artist?id=146544,165,"May 5, 2022",37,2
449,4,India,Geetha Madhuri,1.4M,141647,/artist?id=414768,449,"Sep 1, 2022",3,2
450,238,India,Sukhwinder Singh,8M,140653,/artist?id=78334,157,"Mar 24, 2022",15,3
451,0,United States,Lil Jon,6.2M,140572,/artist?id=2067,27,"Mar 31, 2022",21,1
452,252,India,Krynoze,1.3M,140108,/artist?id=3894852,174,"Oct 21, 2021",15,2
453,-378,Unknown,ShaSings,23K,139285,/artist?id=9391687,75,"Aug 25, 2022",3,2
454,-155,United States,Bailey Zimmerman,8.6M,138696,/artist?id=4218486,134,"Jul 28, 2022",18,18
455,0,Unknown,Monma,403K,138682,/artist?id=538190,29,"May 7, 2020",9,1
456,-163,Unknown,Muni Long,3.7M,138663,/artist?id=3969677,26,"Feb 3, 2022",16,3
457,0,Italy,Eros Ramazzotti,6.7M,138420,/artist?id=207,171,"Apr 23, 2020",10,1
458,-80,Morocco,Luclover,410K,138177,/artist?id=1708908,153,"Aug 11, 2022",6,6
459,-304,United States,Frank Ocean,24M,138076,/artist?id=3849,32,"Jan 27, 2022",44,5
460,0,Puerto Rico,LA INDIA,2.1M,138045,/artist?id=208109,460,"Sep 1, 2022",1,1
461,-172,United States,Thundercat,12M,137825,/artist?id=209117,16,"Jun 30, 2022",35,4
462,0,Argentina,Dread Mar I,8M,137785,/artist?id=106214,107,"Dec 24, 2020",13,1
463,-135,United States,Destroy Lonely,3.8M,137670,/artist?id=3412234,328,"Aug 25, 2022",3,3
464,531,India,Shankar Mahadevan,15M,137527,/artist?id=97405,181,"Sep 16, 2021",30,3
465,-99,Germany,Bierkapitän,647K,137410,/artist?id=1024490,366,"Aug 25, 2022",3,3
466,-116,Canada,KAYTRANADA,6.3M,137301,/artist?id=4563,20,"Apr 28, 2022",28,4
467,241,United States,Tony Dize,12M,137248,/artist?id=211998,2,"May 12, 2022",24,2
468,244,Unknown,Micky,2.3M,137026,/artist?id=3991366,468,"Sep 1, 2022",4,4
469,0,Puerto Rico,Tego Calderon,8.5M,136801,/artist?id=204064,45,"Jun 18, 2020",25,1
470,0,Brazil,Rodriguinho,1M,136454,/artist?id=128455,470,"Sep 1, 2022",1,1
471,-207,Puerto Rico,Adalberto Santiago,2.1M,136418,/artist?id=481638,184,"Aug 4, 2022",10,6
472,404,United States,vaultboy,5.3M,136299,/artist?id=5207000,69,"Jun 24, 2021",23,2
473,238,India,Akhil Sachdeva,4.5M,136213,/artist?id=1232218,473,"Sep 1, 2022",3,3
474,-199,Colombia,Carlos Vives,15M,135931,/artist?id=1334,45,"Jan 13, 2022",41,3
475,-106,Brazil,Ícaro e Gilmar,1.9M,135771,/artist?id=1357920,369,"Aug 25, 2022",3,3
476,112,India,Faridkot,3.3M,135660,/artist?id=763554,476,"Sep 1, 2022",2,2
477,-327,United States,Ryan Lewis,20M,135517,/artist?id=425360,13,"Jan 20, 2022",31,5
478,0,India,Nikhil D'Souza,4.1M,135448,/artist?id=205500,478,"Sep 1, 2022",4,1
479,0,Brazil,Diego & Arnaldo,1.7M,135436,/artist?id=18963,156,"Aug 12, 2021",28,1
480,85,United Kingdom,Keane,15M,135356,/artist?id=1807,189,"Jul 28, 2022",24,8
481,-60,United Kingdom,Jessie J,16M,135247,/artist?id=3746,77,"Dec 24, 2020",47,4
482,435,Unknown,fr4me Archive,1.3M,135109,/artist?id=8997585,364,"Aug 4, 2022",5,2
483,-167,Unknown,SA,736K,134524,/artist?id=4401376,316,"Aug 25, 2022",3,3
484,-164,United States,B.o.B,16M,134136,/artist?id=3368,185,"Jan 9, 2020",43,3
485,-364,United States,Macklemore & Ryan Lewis,20M,133982,/artist?id=4828,16,"Jan 6, 2022",45,5
486,0,Unknown,Levis Della,419K,133693,/artist?id=3966792,486,"Sep 1, 2022",1,1
487,333,Russian Federation,Guti,1.3M,133531,/artist?id=3575768,399,"May 5, 2022",5,2
488,0,Brazil,LUDMILLA,8.5M,133496,/artist?id=5011,49,"Mar 3, 2022",38,1
489,-84,Dominican Republic,Yiyo Sarante,4.1M,133387,/artist?id=185609,301,"Aug 11, 2022",6,6
490,0,Mexico,Juan Gabriel,9.2M,133264,/artist?id=153773,1,"Jan 16, 2020",21,1
491,173,United States,lovelytheband,4.5M,132843,/artist?id=566773,209,"Aug 12, 2021",17,2
492,-247,United States,Cigarettes After Sex,17M,132790,/artist?id=4483,96,"Jul 14, 2022",43,13
493,338,Philippines,Eyedress,9.4M,132668,/artist?id=297481,245,"Jan 20, 2022",32,2
494,-48,Turkey,Lvbel C5,4.6M,132551,/artist?id=3355665,446,"Aug 25, 2022",12,2
495,-164,United States,Los Dorados,1M,132431,/artist?id=4502234,182,"Aug 18, 2022",4,3
496,-267,United States,Ronald Isley,268K,132381,/artist?id=428459,118,"Aug 18, 2022",3,3
497,0,Australia,Julia Jacklin,1.2M,132065,/artist?id=5681,497,"Sep 1, 2022",2,1
498,0,India,Dhvani Bhanushali,9.5M,132007,/artist?id=874442,131,"Oct 8, 2020",28,1
499,0,Pakistan,Atif Aslam,15M,131798,/artist?id=182016,189,"Oct 7, 2021",29,1
500,0,Romania,INNA,7.5M,131690,/artist?id=3295,37,"May 13, 2021",32,1
501,299,Unknown,Miksu / Macloud,5.8M,131199,/artist?id=1721538,45,"Jul 2, 2020",37,4
502,0,Unknown,Ghostface Playa,4.6M,131014,/artist?id=3559719,502,"Sep 1, 2022",5,1
503,-168,Unknown,M.S Krsna,27K,130845,/artist?id=5972277,335,"Aug 25, 2022",2,2
504,0,Mexico,Luis Miguel,16M,130261,/artist?id=303,50,"Apr 29, 2021",38,1
505,-111,Philippines,Lola Amour,2.4M,130166,/artist?id=631660,394,"Aug 25, 2022",4,4
506,49,United Kingdom,The 1975,15M,130071,/artist?id=4312,22,"Apr 30, 2020",30,8
507,0,Unknown,Bleuskyz,2,129654,/artist?id=9503734,507,"Sep 1, 2022",1,1
508,-31,United States,Breaking Benjamin,6.4M,129541,/artist?id=1409,223,"Jan 30, 2020",5,2
509,150,Unknown,Nothingtosay,447K,129522,/artist?id=1481030,334,"Aug 11, 2022",7,5
510,0,Mexico,The Warning,429K,129518,/artist?id=160221,90,"Sep 16, 2021",3,1
511,0,India,Ajay-Atul,5.5M,129400,/artist?id=211720,245,"Sep 16, 2021",9,1
512,0,United States,Birds Of The West,685K,129125,/artist?id=3686732,428,"Feb 3, 2022",6,1
513,-251,Indonesia,Brisia Jodie,1.7M,129051,/artist?id=1085187,151,"Aug 11, 2022",8,5
514,139,Brazil,Dallass,6.4M,128924,/artist?id=882497,160,"Jun 23, 2022",24,4
515,0,Germany,Sid Similar,7.1K,128868,/artist?id=3750542,515,"Sep 1, 2022",1,1
516,-183,United States,Limp Bizkit,12M,128807,/artist?id=92,114,"Oct 7, 2021",23,4
517,0,Italy,Razihel,0,128769,/artist?id=208302,517,"Sep 1, 2022",2,1
518,-39,Unknown,Ivan Cornejo,6.6M,128635,/artist?id=4006437,22,"Oct 21, 2021",9,2
519,-111,India,Prem Dhillon,2.7M,128505,/artist?id=1748551,104,"Apr 2, 2020",8,2
520,388,Canada,Crash Adams,1.5M,128369,/artist?id=1469309,388,"Aug 11, 2022",5,5
521,0,India,Amaal Mallik,11M,128342,/artist?id=211731,135,"Mar 24, 2022",27,1
522,0,Mexico,Santa Fe Klan,10M,128317,/artist?id=313013,112,"Aug 5, 2021",38,1
523,0,Puerto Rico,Chencho Corleone,29M,128272,/artist?id=469886,7,"May 12, 2022",61,1
524,-23,Mexico,La Adictiva,10M,128108,/artist?id=207633,237,"May 12, 2022",27,3
525,-89,Macedonia,Caleb Calloway,2.8M,128044,/artist?id=274889,103,"Sep 9, 2021",11,3
526,-52,Australia,Abroad,481K,127592,/artist?id=362792,474,"Aug 25, 2022",3,3
527,-260,Jordan,Jordan Shaw,2M,127559,/artist?id=1653675,65,"May 20, 2021",12,7
528,-147,Unknown,Aditi Shankar,267K,127539,/artist?id=8468409,142,"Aug 18, 2022",4,4
529,-272,United Kingdom,Lewis Capaldi,33M,127296,/artist?id=550208,42,"Jan 9, 2020",20,4
530,0,Brazil,Mc Lucy,679K,127180,/artist?id=1409761,530,"Sep 1, 2022",1,1
531,-131,United States,LUCKI,4.3M,126982,/artist?id=650307,393,"Aug 18, 2022",8,3
532,0,United States,Zach Bryan,14M,126822,/artist?id=1705209,38,"May 26, 2022",19,1
533,-215,Puerto Rico,Wisin & Yandel,23M,126676,/artist?id=1982,50,"Jan 21, 2021",43,14
534,-3,India,Divya Kumar,4M,126448,/artist?id=29559,355,"Mar 25, 2021",13,3
535,0,United Kingdom,Anne-Marie,25M,126434,/artist?id=5256,12,"Feb 13, 2020",33,1
536,0,Korea,SEVENTEEN,5.9M,126252,/artist?id=4787,118,"Jul 2, 2020",31,1
537,0,Germany,Liquit Walker,37K,126250,/artist?id=40829,537,"Sep 1, 2022",1,1
538,-132,Sweden,JJ,752K,125752,/artist?id=106441,369,"Aug 18, 2022",4,3
539,0,Philippines,Ben&Ben,4.8M,125741,/artist?id=396014,473,"May 13, 2021",10,1
540,0,Spain,Alejandro Sanz,14M,125551,/artist?id=700,84,"May 28, 2020",38,1
541,-63,Germany,CRISPIE,568K,125276,/artist?id=3757059,71,"Aug 20, 2020",11,3
542,-100,Unknown,Kapil Kapilan,3.5M,124953,/artist?id=1328770,275,"Jan 13, 2022",10,2
543,136,Ireland,Hozier,30M,124758,/artist?id=4732,18,"Nov 4, 2021",45,5
544,-197,France,Matt Sassari,8.4M,124488,/artist?id=132809,347,"Aug 25, 2022",18,5
545,0,United States,Kendell Marvel,109K,124462,/artist?id=717489,545,"Sep 1, 2022",1,1
546,-415,Unknown,Dj Tk,3M,124403,/artist?id=3963106,37,"Aug 11, 2022",11,6
547,0,Germany,Jamule,3.3M,124393,/artist?id=1346713,103,"Aug 27, 2020",18,1
548,0,Unknown,GLWKMOD,1.4M,124236,/artist?id=6291320,261,"Jul 14, 2022",3,1
549,-245,Turkey,ALIZADE,1.5M,124068,/artist?id=3419750,157,"Aug 4, 2022",5,5
550,0,Germany,Samra,3.7M,124062,/artist?id=1004445,174,"Jul 23, 2020",12,1
551,-319,United States,Black Thought,1.2M,124007,/artist?id=424627,82,"Aug 18, 2022",11,4
552,0,Unknown,Nello Taver,135K,123594,/artist?id=4112697,500,"Oct 14, 2021",2,1
553,-304,United States,Kehlani,14M,123216,/artist?id=4817,6,"Apr 7, 2022",53,4
554,0,United States,J. Worra,2M,122877,/artist?id=393774,554,"Sep 1, 2022",3,1
555,0,United States,Tai Verdes,6.6M,122699,/artist?id=3719824,23,"Aug 26, 2021",43,1
556,0,Japan,CHIAKI SATO,156K,122231,/artist?id=1036503,556,"Sep 1, 2022",1,1
557,0,Unknown,Tuzzo,39K,122186,/artist?id=3726529,557,"Sep 1, 2022",1,1
558,0,Unknown,Soham,0,121275,/artist?id=5431476,558,"Sep 1, 2022",1,1
559,177,United States,Sid Sriram,10M,121171,/artist?id=433774,165,"Jan 20, 2022",31,7
560,0,United States,Tre Oh Fie,286K,121130,/artist?id=738613,560,"Sep 1, 2022",1,1
561,-197,United States,Dayglow,6.2M,121087,/artist?id=879287,97,"Jun 30, 2022",46,2
