Rank,Change,Country,Artist,Monthly Listeners,Weekly Listeners Change,Internal Link,Peak Position,Peak Date,Weeks on Chart,Current Weekly Streak
286,75,United States,EMELINE,3.2M,215673,/artist?id=563639,269,"Jun 17, 2021",11,6
287,0,Mexico,Denise De Kalafe,145K,215570,/artist?id=473037,187,"Dec 30, 2021",14,1
288,0,Unknown,Richter Gravitas,654K,213802,/artist?id=6809859,288,"May 12, 2022",2,1
289,0,India,Alka Yagnik,15M,213355,/artist?id=267405,247,"Nov 11, 2021",30,1
290,-194,Australia,Troye Sivan,18M,213314,/artist?id=3880,9,"Apr 29, 2021",36,6
291,0,Puerto Rico,ELYSANIJ,241K,212974,/artist?id=1032250,291,"May 12, 2022",1,1
292,0,Brazil,Dj Nattan,1M,212860,/artist?id=3676621,292,"May 12, 2022",2,1
293,-111,France,Willy William,8.9M,212801,/artist?id=210819,48,"Feb 11, 2021",27,7
294,0,United Kingdom,LD,556K,212696,/artist?id=311501,294,"May 12, 2022",1,1
295,0,Canada,Connor Price,8.4M,212145,/artist?id=3439494,295,"May 12, 2022",1,1
296,-168,Unknown,Symon Dice,956K,211292,/artist?id=7270584,86,"Apr 28, 2022",3,3
297,0,Unknown,Cast - Liv and Maddie,1.2M,211142,/artist?id=613881,297,"May 12, 2022",6,1
298,0,India,Asees Kaur,12M,210856,/artist?id=123686,39,"Aug 26, 2021",31,1
299,484,India,KK,14M,210479,/artist?id=254515,2,"Aug 5, 2021",13,2
300,0,Italy,Dalmata,1.6M,210000,/artist?id=214873,300,"May 12, 2022",1,1
301,658,India,Darshan Raval,11M,209925,/artist?id=148105,97,"Aug 26, 2021",29,2
302,0,United States,WESTSIDE BOOGIE,1.9M,209720,/artist?id=213463,99,"May 13, 2021",4,1
303,-119,Chile,El Jordan 23,4M,208773,/artist?id=3448032,114,"Apr 28, 2022",14,11
304,380,Unknown,Treyce,7.2M,207930,/artist?id=8221714,304,"May 12, 2022",4,4
305,-164,Indonesia,Ziva Magnolya,5.9M,207890,/artist?id=3434222,126,"Apr 21, 2022",14,5
306,-175,Sweden,Roxette,10M,205231,/artist?id=387,99,"Apr 28, 2022",22,3
307,-105,United States,Jennel Garcia,563K,204929,/artist?id=84715,129,"Apr 21, 2022",4,4
308,32,Argentina,Julián Mercado,1.5M,204411,/artist?id=317127,271,"Apr 28, 2022",4,3
309,0,Unknown,bo:,29K,204076,/artist?id=8918608,309,"May 12, 2022",1,1
310,0,Unknown,DJ Breno,511K,203740,/artist?id=7477777,233,"Jan 27, 2022",5,1
311,0,India,Sonu Nigam,14M,203218,/artist?id=108808,311,"May 12, 2022",24,1
312,-258,Canada,Justin Bieber,74M,202566,/artist?id=3479,4,"Apr 8, 2021",59,2
313,0,India,Mithoon,11M,202395,/artist?id=15512,258,"Oct 7, 2021",25,1
314,-176,United States,JAY-Z,35M,201723,/artist?id=58,1,"Dec 24, 2020",58,3
315,-143,Germany,Purple Disco Machine,9.4M,201653,/artist?id=163590,42,"Jul 30, 2020",47,2
316,200,Germany,Cheriimoya,3.6M,201346,/artist?id=1344882,284,"Apr 21, 2022",3,2
317,213,United Kingdom,Sonny Fodera,3.9M,201206,/artist?id=205014,117,"Nov 26, 2020",29,2
318,76,United Kingdom,The Rolling Stones,24M,201181,/artist?id=216,19,"Apr 30, 2020",56,7
319,0,United States,MadeinTYO,3.6M,200760,/artist?id=5362,7,"Aug 6, 2020",11,1
320,0,Brazil,João Bosco e Gabriel,2.3M,200545,/artist?id=3343629,89,"Oct 29, 2020",26,1
321,428,India,Sachet Tandon,11M,200441,/artist?id=1206884,187,"Nov 11, 2021",22,4
322,0,Unknown,Bizay,25K,199037,/artist?id=4362445,322,"May 12, 2022",1,1
323,37,Brazil,Paulo e Nathan,3.2M,197852,/artist?id=1088462,143,"Apr 14, 2022",8,8
324,149,United States,2Pac,22M,197351,/artist?id=55,16,"Jun 11, 2020",43,2
325,-105,Spain,Alvaro Soler,6M,196466,/artist?id=5247,117,"Apr 16, 2020",33,4
326,-19,United Kingdom,AMARIA BB,967K,196222,/artist?id=3360367,307,"May 5, 2022",5,4
327,163,India,Amit Trivedi,12M,196221,/artist?id=211727,165,"Oct 1, 2020",29,3
328,85,Unknown,Oh The Larceny,1.5M,196113,/artist?id=400654,237,"Jan 20, 2022",7,2
329,-104,United States,Mario Winans,0,195625,/artist?id=470109,158,"Apr 28, 2022",3,3
330,118,India,Silambarasan TR,4.8M,195571,/artist?id=171640,62,"Aug 12, 2021",8,3
331,0,Panama,Sech,23M,195464,/artist?id=299477,2,"Jan 23, 2020",47,1
332,0,United States,SEB,2.1M,194809,/artist?id=1455565,22,"Jun 10, 2021",12,1
333,117,United States,Trinidad Cardona,3.9M,193659,/artist?id=531335,4,"Jun 24, 2021",15,8
334,0,Unknown,shottazz,0,193358,/artist?id=9100622,334,"May 12, 2022",1,1
335,595,Unknown,Yokai,51,192712,/artist?id=7021642,182,"Apr 21, 2022",4,4
336,-140,Dominican Republic,Chris Lebron,3.7M,192642,/artist?id=1733426,109,"Apr 28, 2022",9,4
337,-23,Germany,Malik Harris,1.3M,191557,/artist?id=1141744,314,"May 5, 2022",4,3
338,0,Unknown,MYKKA,2.3M,191231,/artist?id=527724,97,"Mar 25, 2021",5,1
339,0,Unknown,Tazzy,10M,191015,/artist?id=8006667,339,"May 12, 2022",2,1
340,585,India,Amaal Mallik,11M,190939,/artist?id=211731,135,"Mar 24, 2022",25,2
341,0,United States,ABRA,1.9M,190802,/artist?id=262285,16,"Dec 3, 2020",10,1
342,-327,United Kingdom,Ella Henderson,16M,190796,/artist?id=207284,11,"Apr 14, 2022",44,5
343,229,Mexico,Armada,2.7M,190320,/artist?id=484828,343,"May 12, 2022",3,3
344,0,Brazil,Conrado & Aleksandro,405K,189055,/artist?id=92191,344,"May 12, 2022",1,1
345,0,Unknown,LIT UP,533K,188460,/artist?id=5232888,345,"May 12, 2022",1,1
346,0,India,Udit Narayan,16M,187845,/artist?id=211735,153,"Oct 1, 2020",29,1
347,0,Unknown,Finleigh,372K,187625,/artist?id=7488308,347,"May 12, 2022",2,1
348,-108,United States,Luke Combs,18M,187550,/artist?id=207759,18,"Nov 12, 2020",42,5
349,0,Mexico,Christian Nodal,20M,186569,/artist?id=40359,11,"Apr 29, 2021",47,1
350,-26,Unknown,E.C.V,482K,186563,/artist?id=4258226,324,"May 5, 2022",4,4
351,436,Unknown,Legion RG,2M,186082,/artist?id=3448613,351,"May 12, 2022",5,5
352,589,Unknown,Atlus,2.3M,185804,/artist?id=1362985,352,"May 12, 2022",6,5
353,-185,Brazil,Yasmin Santos,2M,185721,/artist?id=782712,132,"Apr 28, 2022",17,3
354,-153,Canada,Jayda G,1.6M,185686,/artist?id=286922,67,"Jun 18, 2020",14,2
355,-79,France,Ofenbach,10M,185237,/artist?id=208703,17,"Jan 14, 2021",55,4
356,0,United States,Somni,84K,184936,/artist?id=871739,356,"May 12, 2022",2,1
357,0,Canada,Michael Bublé,12M,184713,/artist?id=1607,1,"Dec 3, 2020",49,1
358,-131,United States,Ellise,1.9M,183728,/artist?id=1135962,181,"Feb 3, 2022",15,3
359,0,India,Dhvani Bhanushali,9.5M,183455,/artist?id=874442,131,"Oct 8, 2020",24,1
360,0,United States,Berner,1.8M,183083,/artist?id=179422,263,"Nov 18, 2021",9,1
361,0,United States,Sugarland,2.1M,183029,/artist?id=1710,361,"May 12, 2022",1,1
362,-72,Puerto Rico,Zion & Lennox,20M,182675,/artist?id=1983,38,"Mar 10, 2022",47,2
363,0,India,Shankar-Ehsaan-Loy,12M,182256,/artist?id=27479,214,"Nov 11, 2021",28,1
364,4,United Kingdom,The Beatles,29M,181588,/artist?id=102,68,"Apr 16, 2020",50,7
365,476,United States,Nic D,4.8M,181531,/artist?id=1373029,183,"Feb 3, 2022",10,2
366,-132,United States,Guns N' Roses,26M,181425,/artist?id=206527,96,"Sep 30, 2021",44,7
367,0,Unknown,dream tax,0,181233,/artist?id=3975474,367,"May 12, 2022",1,1
368,0,India,Jubin Nautiyal,18M,181223,/artist?id=785271,51,"Aug 26, 2021",38,1
369,0,United States,Meryl Streep,4.2M,181012,/artist?id=1812,369,"May 12, 2022",11,1
370,319,India,Yasser Desai,5.2M,180983,/artist?id=952408,142,"Aug 26, 2021",21,2
371,-184,Turkey,Funda Arar,2.2M,180915,/artist?id=434942,163,"Apr 28, 2022",5,4
372,-281,Australia,KUČKA,344K,180836,/artist?id=210878,91,"May 5, 2022",3,2
373,133,Unknown,Sakiler,2.1M,180740,/artist?id=4146263,202,"Jan 14, 2021",10,2
374,-89,Argentina,Emilia,10M,180214,/artist?id=1417101,44,"Jul 29, 2021",28,4
375,-176,Germany,Philipp Poisel,770K,180196,/artist?id=207406,79,"Apr 28, 2022",4,3
376,-196,Brazil,NATTAN,8M,180151,/artist?id=1580072,175,"Apr 29, 2021",28,5
377,57,Sweden,Oliver Nelson,1.7M,180046,/artist?id=307195,226,"Feb 4, 2021",8,2
378,212,Nigeria,DTG,1.9M,179900,/artist?id=1381516,5,"May 28, 2020",12,2
379,0,United Kingdom,S-X,488K,179377,/artist?id=25845,105,"Jan 20, 2022",6,1
380,541,United States,Pop Evil,2M,179003,/artist?id=3235,380,"May 12, 2022",6,2
381,0,United States,Kane Brown,12M,178933,/artist?id=5408,33,"Jul 15, 2021",35,1
382,-281,United States,QUIET BISON,131K,178534,/artist?id=1134990,101,"May 5, 2022",3,2
383,8,United States,Armin van Buuren ASOT Radio,2.7M,178380,/artist?id=136991,383,"May 12, 2022",2,2
384,0,India,Himesh Reshammiya,11M,178299,/artist?id=61153,384,"May 12, 2022",18,1
385,0,United States,Charlotte Lawrence,3.4M,177206,/artist?id=299113,99,"Feb 13, 2020",18,1
386,105,Unknown,Mark Ambor,908K,177195,/artist?id=1525212,375,"Apr 28, 2022",4,4
387,156,Unknown,ZANA,887K,176808,/artist?id=5822005,316,"Apr 28, 2022",6,4
388,0,United States,Piff Marti,976K,176705,/artist?id=823285,388,"May 12, 2022",1,1
389,0,Unknown,ELEWAKA,0,176421,/artist?id=4469396,389,"May 12, 2022",2,1
390,115,Italy,Raffa Fl,1.9M,176003,/artist?id=51629,390,"May 12, 2022",4,4
391,0,United Kingdom,D.O.D,4.6M,175899,/artist?id=18975,391,"May 12, 2022",4,1
392,0,United States,Shiah Maisel,2.2M,175657,/artist?id=1143418,392,"May 12, 2022",12,1
393,-75,United Kingdom,Moss Kena,1.7M,175337,/artist?id=187816,35,"Feb 25, 2021",18,4
394,50,Mexico,Eden Muñoz,10M,174731,/artist?id=3905187,24,"Mar 17, 2022",13,13
395,0,Unknown,Elk,0,174350,/artist?id=4524264,395,"May 12, 2022",1,1
396,-59,United States,MK,7.8M,173713,/artist?id=1751,21,"Feb 13, 2020",27,2
397,157,United States,Sunflower Bean,318K,173494,/artist?id=128644,397,"May 12, 2022",2,2
398,0,Japan,Stephen Oaks,316K,172855,/artist?id=277319,216,"Feb 4, 2021",5,1
399,391,United States,Alex G,4.5M,172490,/artist?id=433364,346,"Apr 28, 2022",4,4
400,-205,United States,Fly By Midnight,3.1M,172450,/artist?id=209474,195,"May 5, 2022",15,10
401,0,Norway,Kygo,28M,171507,/artist?id=4761,10,"May 28, 2020",43,1
402,-199,Unknown,K y B,2.1M,169600,/artist?id=8968378,122,"Apr 28, 2022",5,5
403,0,Germany,Seyed,117K,169574,/artist?id=5559,219,"Sep 24, 2020",7,1
404,-124,Unknown,Hiko,7.5M,169423,/artist?id=3618255,280,"May 5, 2022",9,9
405,0,Unknown,Braão,828K,169064,/artist?id=4406035,405,"May 12, 2022",1,1
406,-293,Argentina,WOS,5.8M,168527,/artist?id=811163,77,"Apr 21, 2022",22,5
407,-303,United Kingdom,Calvin Harris,64M,168169,/artist?id=2134,6,"Jun 10, 2021",56,5
408,461,India,Shaan,7.7M,168134,/artist?id=423146,333,"Mar 24, 2022",8,2
409,-4,United States,Creedence Clearwater Revival,25M,168083,/artist?id=403,103,"May 28, 2020",49,4
410,0,India,Armaan Malik,14M,167921,/artist?id=318145,176,"May 27, 2021",32,1
411,0,United States,Two Friends,1.7M,167719,/artist?id=206467,411,"May 12, 2022",1,1
412,514,Unknown,julion y su banda,3,167716,/artist?id=8942044,412,"May 12, 2022",5,5
413,143,Mexico,Yuridia,11M,167400,/artist?id=2385,413,"May 12, 2022",4,2
414,0,Unknown,Old Town Trio,227K,167047,/artist?id=9026304,414,"May 12, 2022",2,1
415,0,Finland,Ellinoora,249K,166732,/artist?id=4654,415,"May 12, 2022",1,1
416,0,United States,NoMBe,2.3M,166633,/artist?id=5420,337,"Jan 30, 2020",3,1
417,0,Unknown,Rashmi Virag,7.7M,166237,/artist?id=5564704,69,"Nov 25, 2021",9,1
418,0,United States,Lo ki,1.3M,166067,/artist?id=1090885,418,"May 12, 2022",1,1
419,0,United Kingdom,The Saturdays,964K,165892,/artist?id=74741,419,"May 12, 2022",3,1
420,-202,Korea,Dreamcatcher,1.2M,165616,/artist?id=600674,218,"May 5, 2022",16,4
421,150,Argentina,Mauri Mansilla,401K,165577,/artist?id=3924540,421,"May 12, 2022",2,2
422,0,India,Palak Muchhal,6.5M,165474,/artist?id=354203,374,"Oct 21, 2021",15,1
423,-314,Sweden,Neneh Cherry,611K,165079,/artist?id=801,109,"May 5, 2022",3,2
424,-268,United Kingdom,beabadoobee,15M,164970,/artist?id=794643,4,"Mar 26, 2020",25,2
425,0,Unknown,Ryugan,11,164657,/artist?id=8559508,46,"Mar 10, 2022",4,1
426,0,India,Mohit Chauhan,14M,164573,/artist?id=403374,344,"Apr 16, 2020",22,1
427,0,Unknown,Terra,101K,164423,/artist?id=5063078,427,"May 12, 2022",1,1
428,214,United Kingdom,Nonô,2.3M,164307,/artist?id=1124595,265,"Jul 2, 2020",22,3
429,-278,United States,Jorge,974K,164145,/artist?id=210445,151,"May 5, 2022",27,5
430,0,India,Yo Yo Honey Singh,9M,163964,/artist?id=442692,210,"Oct 7, 2021",27,1
431,0,Unknown,Fred & Fabrício,2.3M,163879,/artist?id=8291918,431,"May 12, 2022",1,1
432,-246,United States,Tom Petty and the Heartbreakers,7.1M,163842,/artist?id=212517,153,"Dec 30, 2021",33,4
433,0,Germany,Farid Bang,2.2M,163722,/artist?id=151274,160,"Jun 4, 2020",21,1
434,0,United States,Bedroom,2.2M,163265,/artist?id=555668,434,"May 12, 2022",1,1
435,-38,Unknown,O Tubarão,1.2M,163175,/artist?id=8182223,397,"May 5, 2022",3,3
436,0,India,Srikrishna,0,163109,/artist?id=1608215,324,"Apr 21, 2022",6,1
437,-1,United States,Keri Hilson,3.2M,162969,/artist?id=2970,436,"May 5, 2022",6,3
438,0,Australia,Chase Atlantic,12M,162756,/artist?id=299288,69,"Feb 3, 2022",37,1
439,-120,Italy,Slings,969K,162324,/artist?id=1377007,319,"May 5, 2022",8,3
440,-9,United Kingdom,Paul Woolford,2.4M,162258,/artist?id=216691,42,"Oct 7, 2021",31,2
441,0,India,Madhwesh Bharadwaj,308K,162124,/artist?id=1416608,441,"May 12, 2022",3,1
442,-78,Unknown,Ayesha Erotica,190,161974,/artist?id=8214513,116,"Mar 10, 2022",6,2
443,31,Korea,TAEYONG,1.5M,161894,/artist?id=612165,146,"Jan 20, 2022",9,3
444,-230,Sweden,Tobtok,1M,161766,/artist?id=4251,214,"May 5, 2022",11,3
445,-73,India,Arjun Kanungo,4.8M,161203,/artist?id=218920,372,"May 5, 2022",5,2
446,0,Brazil,Diego & Victor Hugo,6.9M,161045,/artist?id=254562,196,"Jan 7, 2021",24,1
447,0,United States,late night drive home,1M,160544,/artist?id=3454859,447,"May 12, 2022",5,1
448,0,Unknown,Montiego,919K,160088,/artist?id=1527814,272,"Mar 3, 2022",6,1
449,-287,United Kingdom,Raphaella,1.5M,159922,/artist?id=215778,162,"May 5, 2022",6,2
450,0,Germany,Sa4,873K,159896,/artist?id=427865,107,"Jan 28, 2021",15,1
451,0,Colombia,Morat,16M,159841,/artist?id=207058,134,"Jun 18, 2020",32,1
452,-203,Brazil,Guilherme & Benuto,9.8M,159721,/artist?id=1423874,101,"Apr 28, 2022",32,4
453,0,United States,Lil Jon,6.2M,158954,/artist?id=2067,27,"Mar 31, 2022",16,1
454,-232,Korea,SEVENTEEN,5.9M,158657,/artist?id=4787,118,"Jul 2, 2020",22,4
455,-413,Venezuela,Danny Ocean,19M,158462,/artist?id=214292,15,"Apr 14, 2022",43,13
456,0,United States,Joseline Hernandez,674K,158459,/artist?id=156927,326,"Apr 7, 2022",4,1
457,0,France,Mau,207K,158353,/artist?id=3513575,457,"May 12, 2022",3,1
458,-306,United States,Maroon 5,56M,157929,/artist?id=1546,7,"Jul 30, 2020",50,8
459,418,Spain,Alejandro Sanz,14M,157555,/artist?id=700,84,"May 28, 2020",30,3
460,0,Canada,ELIO,3.7M,156988,/artist?id=3597822,251,"Feb 25, 2021",10,1
461,94,Netherlands,Dash Berlin,2.2M,156879,/artist?id=2997,367,"Jan 28, 2021",8,3
462,-25,Unknown,Haripriya,1.8M,156796,/artist?id=1435847,437,"May 5, 2022",3,3
463,0,United States,Ross Lynch,2.7M,156779,/artist?id=4116,363,"May 7, 2020",11,1
464,-147,Brazil,Luan Santana,9.6M,156407,/artist?id=3679,41,"Jul 1, 2021",33,4
465,0,Guatemala,Ricardo Arjona,8.8M,156362,/artist?id=307,228,"Feb 20, 2020",17,1
466,0,United Kingdom,NSG,1.5M,156267,/artist?id=195710,305,"Jun 25, 2020",8,1
467,0,Spain,Rocío Dúrcal,6.9M,156236,/artist?id=188735,223,"Sep 23, 2021",9,1
468,0,Unknown,Jaypee,17K,156135,/artist?id=3995336,468,"May 12, 2022",1,1
469,0,India,Rajat Nagpal,7.3M,155994,/artist?id=1349325,153,"Aug 26, 2021",17,1
470,409,Colombia,Pipe Calderón,601K,155800,/artist?id=208162,470,"May 12, 2022",7,2
471,-173,United States,The Beach Boys,11M,155792,/artist?id=285,51,"Dec 30, 2021",48,5
472,-299,Spain,C. Tangana,9.8M,155545,/artist?id=214141,16,"Nov 19, 2020",46,13
473,-120,United States,Carter Faith,438K,155296,/artist?id=3497995,174,"Jan 13, 2022",6,3
474,-152,Brazil,Henrique & Juliano,11M,155095,/artist?id=4612,84,"Sep 9, 2021",41,4
475,-104,Germany,FAST BOY,11M,155009,/artist?id=4262925,149,"Apr 15, 2021",13,3
476,404,Puerto Rico,Brray,13M,154752,/artist?id=219440,52,"Aug 5, 2021",33,3
477,0,United States,Jereena Montemayor,849K,154619,/artist?id=1012734,477,"May 12, 2022",1,1
478,-266,United Kingdom,Jax Jones,16M,154335,/artist?id=4810,18,"Aug 19, 2021",50,2
479,-128,Australia,Reuben Morgan,1.4M,154126,/artist?id=473909,123,"Apr 21, 2022",6,4
480,-123,Puerto Rico,Don Omar,27M,153866,/artist?id=1806,9,"May 14, 2020",50,3
481,-195,United States,88rising,7.4M,153356,/artist?id=1090815,36,"Sep 9, 2021",24,3
482,-78,United Kingdom,Giggs,1.4M,153326,/artist?id=206750,31,"Apr 9, 2020",14,2
483,0,United States,Selena,8.2M,153126,/artist?id=957,95,"May 13, 2021",21,1
484,0,India,Rochak Kohli,11M,153112,/artist?id=789056,3,"Oct 15, 2020",30,1
485,-67,Colombia,Farina,2.2M,153052,/artist?id=514689,49,"Apr 29, 2021",25,4
486,27,United States,Lee Brice,7.3M,152987,/artist?id=3208,201,"May 21, 2020",29,5
487,0,Argentina,Seven Kayne,1.7M,152958,/artist?id=802816,232,"Sep 10, 2020",9,1
488,308,Mexico,Los Ángeles Azules,14M,152932,/artist?id=41672,127,"Jan 6, 2022",34,3
489,-397,Unknown,Rupali Moghe,529K,152719,/artist?id=3821016,84,"Apr 21, 2022",4,4
490,0,United States,John K,4M,152696,/artist?id=505715,77,"Feb 27, 2020",31,1
491,-280,Argentina,Duki,23M,152689,/artist?id=550716,26,"Mar 5, 2020",47,5
492,-300,Poland,Abel de Jong,875K,152579,/artist?id=654008,191,"Apr 14, 2022",5,5
493,-108,Colombia,Juanes,17M,152338,/artist?id=1341,259,"Feb 6, 2020",23,3
494,0,Unknown,After Milo,104K,152253,/artist?id=9056029,494,"May 12, 2022",1,1
495,0,India,Shashaa Tirupati,7.5M,152248,/artist?id=420693,243,"Jan 6, 2022",19,1
496,0,United States,Emmit Fenn,3.3M,151958,/artist?id=209703,217,"Sep 16, 2021",7,1
497,0,United States,Adam Jensen,1.6M,151686,/artist?id=206456,497,"May 12, 2022",1,1
498,0,Unknown,Amadea,210K,151567,/artist?id=3720054,498,"May 12, 2022",1,1
499,-171,United States,Bailey Zimmerman,8.6M,151288,/artist?id=4218486,328,"May 5, 2022",2,2
500,0,Unknown,Ravi G,1.3M,151149,/artist?id=568301,321,"Feb 3, 2022",6,1
501,0,India,Shekhar Ravjiani,13M,151007,/artist?id=200805,474,"Feb 27, 2020",13,1
502,0,United States,iyla,954K,150888,/artist?id=1342365,502,"May 12, 2022",2,1
503,0,Brazil,Luã Freitas,1.3M,150446,/artist?id=1004838,503,"May 12, 2022",1,1
504,233,United States,Harriette,752K,150342,/artist?id=4516980,235,"Apr 28, 2022",10,10
505,0,India,Madhur Sharma,7.6M,150336,/artist?id=4373889,505,"May 12, 2022",2,1
506,0,United States,R5,721K,150285,/artist?id=211263,255,"Apr 7, 2022",4,1
507,0,Mexico,Los Bukis,5.8M,150187,/artist?id=75661,284,"Dec 30, 2021",7,1
508,0,Unknown,Oatmello,978K,149914,/artist?id=522223,176,"Jul 30, 2020",15,1
509,-225,Cyprus,GOKO!,783K,149914,/artist?id=3566891,284,"May 5, 2022",6,5
510,0,Puerto Rico,Jay Wheeler,15M,149628,/artist?id=1405996,15,"Jul 16, 2020",53,1
511,341,United Kingdom,JBee,2.8M,148731,/artist?id=3642690,511,"May 12, 2022",6,6
512,216,United States,Los Gemelos De Sinaloa,5.4M,147933,/artist?id=839090,182,"Mar 10, 2022",10,4
513,-309,United States,Becky G,29M,147831,/artist?id=4236,2,"Mar 3, 2022",54,2
514,180,India,Dikshant,2.1M,147769,/artist?id=3657538,514,"May 12, 2022",2,2
515,-253,United Kingdom,Sophie and the Giants,3.9M,147714,/artist?id=1010192,92,"Aug 20, 2020",35,9
516,0,Netherlands,Zoë Tauran,1.6M,147339,/artist?id=758736,516,"May 12, 2022",1,1
517,111,Unknown,Solo San,293K,147103,/artist?id=6286199,517,"May 12, 2022",3,3
518,-198,Brazil,Anderson & Vei da Pisadinha,773K,146988,/artist?id=1572044,186,"Jan 7, 2021",12,4
519,-216,United Kingdom,Peace,254K,146865,/artist?id=155568,303,"May 5, 2022",3,3
520,0,Unknown,B. BC Music,472K,146733,/artist?id=8166833,520,"May 12, 2022",2,1
521,0,United States,Poo Bear,2M,146608,/artist?id=218515,53,"Nov 25, 2021",21,1
522,0,United Kingdom,Mixtape Madness,3.2M,146434,/artist?id=802153,522,"May 12, 2022",3,1
523,0,Australia,Alison Wonderland,1.6M,146022,/artist?id=4716,343,"Nov 19, 2020",9,1
524,0,Ghana,Stonebwoy,719K,145985,/artist?id=168480,524,"May 12, 2022",3,1
525,-55,United States,Darius Rucker,6.4M,145976,/artist?id=1684,233,"Jul 8, 2021",22,3
526,-273,Unknown,prodby668,1.9M,145962,/artist?id=8652455,253,"May 5, 2022",8,8
527,305,Unknown,FiltraKing,3,145646,/artist?id=8338530,527,"May 12, 2022",2,2
528,0,Unknown,Jaideep Sahni,5.9M,145642,/artist?id=4205032,166,"Mar 11, 2021",7,1
529,0,Spain,Kaydy Cain,1.9M,145385,/artist?id=392791,529,"May 12, 2022",4,1
530,-361,United States,Marvin Gaye,16M,145295,/artist?id=240,45,"Jan 9, 2020",33,4
531,0,India,Meet Bros.,5.7M,145108,/artist?id=59519,157,"Oct 21, 2021",19,1
532,-274,Mexico,Banda Renovacion,2.2M,144949,/artist?id=565129,142,"Apr 21, 2022",7,7
533,0,United States,Ab-Soul,1.5M,144607,/artist?id=48667,327,"Apr 30, 2020",3,1
534,-213,Canada,Neil Young,3.7M,144563,/artist?id=241,272,"May 21, 2020",18,3
535,0,India,Jeet Gannguli,7.3M,144352,/artist?id=178284,476,"Oct 21, 2021",7,1
536,0,Chile,Standly,13M,144329,/artist?id=3744643,112,"Mar 17, 2022",19,1
537,423,United States,Aluna,3.2M,144142,/artist?id=3659941,42,"Jan 20, 2022",24,2
538,256,United States,Dolly Parton,13M,144087,/artist?id=342,31,"Mar 26, 2020",32,2
539,0,Colombia,Alkilados,1.8M,144030,/artist?id=144620,539,"May 12, 2022",1,1
540,-15,United States,Ari Abdul,4.6M,143888,/artist?id=8515075,319,"Apr 7, 2022",9,6
541,0,India,Nikhil D'Souza,4.1M,143753,/artist?id=205500,541,"May 12, 2022",1,1
542,0,Unknown,11:11 Music Group,7.1M,143743,/artist?id=5764679,204,"Mar 24, 2022",10,1
543,0,India,Salim–Sulaiman,8.8M,143703,/artist?id=310793,543,"May 12, 2022",3,1
544,-384,Spain,KG970,631K,143628,/artist?id=4103451,160,"May 5, 2022",8,4
545,0,United States,Dane Amar,1.1M,143206,/artist?id=917730,482,"Aug 27, 2020",2,1
546,0,United States,Jordan Davis,8.8M,142950,/artist?id=643783,184,"Jul 15, 2021",32,1
547,338,United Kingdom,Spice Girls,10M,142949,/artist?id=808,103,"Jan 6, 2022",24,2
548,0,Canada,88GLAM,1.1M,142814,/artist?id=772390,287,"Mar 12, 2020",7,1
549,0,United States,Black Label Society,1.4M,142698,/artist?id=68505,549,"May 12, 2022",3,1
550,-424,United States,KISS,13M,142293,/artist?id=537,96,"Apr 28, 2022",32,4
551,0,Unknown,Viktoria Vane,0,142200,/artist?id=6510158,551,"May 12, 2022",1,1
552,-306,India,Anirudh Ravichander,13M,142118,/artist?id=148042,133,"Mar 17, 2022",27,12
553,280,India,Sidhu Moose Wala,8.4M,142111,/artist?id=713421,329,"Jun 3, 2021",10,2
554,0,Canada,Lindsay Ell,876K,141824,/artist?id=210603,100,"Aug 20, 2020",17,1
555,-317,Unknown,cakal,3.6M,141810,/artist?id=3981563,200,"Apr 28, 2022",13,4
556,0,United States,Jewel,1.7M,141536,/artist?id=204,508,"Feb 20, 2020",4,1
557,0,Sweden,Benjamin Ingrosso,3M,141516,/artist?id=477277,58,"Dec 2, 2021",17,1
558,135,United States,Walker Hayes,5.7M,141083,/artist?id=299293,40,"Jul 29, 2021",23,3
559,-81,France,Vegedream,4.8M,141073,/artist?id=729467,22,"Jun 24, 2021",22,2
560,0,Argentina,RYH,424K,140754,/artist?id=3895903,560,"May 12, 2022",1,1
561,-231,Spain,Antonio Orozco,3.2M,140610,/artist?id=79226,330,"May 5, 2022",5,2
562,0,Mexico,Luis Miguel,16M,140587,/artist?id=303,50,"Apr 29, 2021",33,1
563,0,France,Tayc,5.9M,140324,/artist?id=718668,190,"Mar 25, 2021",25,1
564,-287,France,Kalash,2.4M,140254,/artist?id=208625,277,"May 5, 2022",4,2
565,0,United States,Sharon Van Etten,1.7M,140060,/artist?id=3467,288,"Feb 13, 2020",9,1
566,-128,United Kingdom,Fleetwood Mac,28M,139988,/artist?id=100,2,"Oct 22, 2020",52,4
567,-56,Norway,Alan Walker,25M,139719,/artist?id=5451,13,"Jan 9, 2020",48,2
568,0,India,Anu Malik,10M,139648,/artist?id=442281,275,"Aug 5, 2021",15,1
569,-46,Netherlands,Marc Benjamin,3.2M,139560,/artist?id=11272,275,"Feb 4, 2021",15,2
570,-422,Unknown,Mc Gabzin,3.3M,139553,/artist?id=4711046,43,"Apr 14, 2022",11,8
571,-54,Brazil,DJ JR Oficial,475K,139011,/artist?id=1786051,517,"May 5, 2022",5,5
572,411,United States,Sure Sure,1.1M,138970,/artist?id=106065,572,"May 12, 2022",2,2
