Rank,Change,Country,Artist,Monthly Listeners,Weekly Listeners Change,Internal Link,Peak Position,Peak Date,Weeks on Chart,Current Weekly Streak
281,-60,United Kingdom,Hudson Mohawke,402K,184282,/artist?id=2904,81,"Sep 15, 2022",8,4
282,0,India,Rochak Kohli,11M,184156,/artist?id=789056,3,"Oct 15, 2020",39,3
283,0,Unknown,Komachi,430K,184039,/artist?id=6757180,283,"Sep 29, 2022",1,1
284,-174,Unknown,Jessie Murph,4.5M,183990,/artist?id=4184989,106,"Oct 7, 2021",21,3
285,176,Japan,ONE OK ROCK,3.1M,183172,/artist?id=5658,108,"Apr 22, 2021",14,4
286,386,Unknown,Lewis Thompson,1.5M,182759,/artist?id=9486497,87,"Aug 11, 2022",7,4
287,409,United States,Lord Huron,13M,182392,/artist?id=3765,177,"May 6, 2021",39,6
288,0,Mali,Vieux Farka Touré,592K,182269,/artist?id=309590,130,"Aug 4, 2022",4,1
289,234,India,Haricharan,6.6M,182044,/artist?id=95994,289,"Sep 29, 2022",12,6
290,-87,India,Mohit Chauhan,14M,181906,/artist?id=403374,203,"Sep 22, 2022",35,3
291,0,United Kingdom,FLO,4.1M,181899,/artist?id=8858928,291,"Sep 29, 2022",5,1
292,-70,France,Lomepal,3.2M,181807,/artist?id=103920,222,"Sep 22, 2022",3,2
293,-92,Puerto Rico,Yandel,27M,181358,/artist?id=1929,33,"Aug 13, 2020",41,2
294,0,Germany,FAST BOY,11M,179792,/artist?id=4262925,14,"Aug 4, 2022",22,1
295,294,Australia,The Paper Kites,6.6M,179374,/artist?id=4467,166,"Oct 15, 2020",27,7
296,-226,Spain,Quevedo,0,179344,/artist?id=4004432,2,"Aug 4, 2022",27,12
297,129,India,Asees Kaur,12M,178860,/artist?id=123686,39,"Aug 26, 2021",38,2
298,-177,Nigeria,Wizkid,9M,178762,/artist?id=4390,19,"Aug 26, 2021",29,2
299,0,United States,Destroy Lonely,3.8M,177828,/artist?id=3412234,299,"Sep 29, 2022",5,1
300,-132,Unknown,Baby Racks,139K,177263,/artist?id=4494561,77,"Sep 8, 2022",4,4
301,-65,United States,Lana Del Rey,43M,177168,/artist?id=3986,12,"Oct 22, 2020",62,10
302,12,India,Alka Yagnik,15M,176788,/artist?id=267405,247,"Nov 11, 2021",40,7
303,155,United States,Zach Hood,2.2M,176324,/artist?id=3750416,150,"Sep 30, 2021",18,3
304,0,India,Chiranjeevi,441K,175864,/artist?id=595442,304,"Sep 29, 2022",1,1
305,-150,Unknown,Kx5,2.9M,175569,/artist?id=8658108,69,"Mar 24, 2022",6,2
306,0,United States,Dr. Dundiff,953K,174190,/artist?id=468850,46,"Feb 25, 2021",14,1
307,-11,Unknown,GYM HARDSTYLE,1.6M,173966,/artist?id=9439821,92,"Aug 11, 2022",5,4
308,39,Unknown,Alawee,541K,173958,/artist?id=3371440,308,"Sep 29, 2022",2,2
309,242,Unknown,J€AN-MARC,457K,173884,/artist?id=9115890,309,"Sep 29, 2022",2,2
310,-18,Sweden,Supermode,3.9M,173548,/artist?id=478588,275,"Sep 15, 2022",3,3
311,466,India,Ravi Basrur,4.9M,173351,/artist?id=629000,21,"Apr 28, 2022",18,8
312,-19,Russian Federation,Kaito Shoma,2.5M,173136,/artist?id=4162612,293,"Sep 22, 2022",7,2
313,-133,Unknown,Aidan Bissett,1.6M,173090,/artist?id=3775209,180,"Sep 22, 2022",4,3
314,-95,United States,1nonly,6.1M,173060,/artist?id=1786997,107,"Sep 15, 2022",26,4
315,621,India,Suzanne D'Mello,5.4M,172700,/artist?id=462677,315,"Sep 29, 2022",2,2
316,-55,United States,DUSTY LOCANE,3.3M,172313,/artist?id=3911779,52,"Feb 25, 2021",25,4
317,278,India,Palak Muchhal,6.5M,172157,/artist?id=354203,317,"Sep 29, 2022",20,3
318,-6,Unknown,Tempoe,2.5M,171687,/artist?id=9190388,312,"Sep 22, 2022",2,2
319,-30,Unknown,MC BN,789K,170974,/artist?id=4097740,289,"Sep 22, 2022",4,4
320,-10,Unknown,staplegun,1.2M,170972,/artist?id=8912249,310,"Sep 22, 2022",2,2
321,172,Unknown,squirl beats,1.9M,170968,/artist?id=9365825,321,"Sep 29, 2022",4,4
322,-96,India,Amit Trivedi,12M,170850,/artist?id=211727,165,"Oct 1, 2020",37,3
323,-89,India,Anuv Jain,4.2M,170210,/artist?id=1432884,234,"Sep 22, 2022",6,6
324,-82,Spain,Daviles de Novelda,3.6M,170121,/artist?id=818823,103,"Feb 24, 2022",22,2
325,-117,Korea,BIBI,6M,170044,/artist?id=1408573,185,"Sep 15, 2022",16,3
326,0,United Kingdom,Jamie xx,2.6M,169401,/artist?id=3833,70,"Apr 21, 2022",10,1
327,18,United States,Edgardo Nuñez,8.9M,169372,/artist?id=1271111,191,"Feb 3, 2022",16,8
328,506,France,Woodkid,2.7M,169303,/artist?id=3854,157,"Apr 30, 2020",15,2
329,-222,United States,Sleepy Hallow,8.7M,169261,/artist?id=737131,9,"Jun 11, 2020",42,3
330,-86,United States,Kanye West,53M,168908,/artist?id=1845,1,"Sep 2, 2021",67,4
331,0,United States,Khalid,53M,168897,/artist?id=209693,10,"Apr 1, 2021",50,1
332,-57,India,AP Dhillon,9.8M,168872,/artist?id=3373846,125,"Feb 3, 2022",29,4
333,-142,United Kingdom,French The Kid,2.1M,168084,/artist?id=3359704,87,"Sep 15, 2022",6,3
334,0,United States,Aligns,140K,168069,/artist?id=1065378,334,"Sep 29, 2022",1,1
335,122,United States,Cigarettes After Sex,17M,167805,/artist?id=4483,96,"Jul 14, 2022",47,17
336,-288,Spain,ROSALÍA,43M,167303,/artist?id=612801,1,"Aug 18, 2022",45,10
337,24,United Kingdom,The Smiths,11M,167266,/artist?id=289,90,"Sep 15, 2022",20,8
338,198,Unknown,Cummrs,672K,166282,/artist?id=6478317,126,"Apr 14, 2022",12,2
339,0,Australia,Simon Superti,394K,166118,/artist?id=478982,339,"Sep 29, 2022",1,1
340,103,United States,mehro,3.2M,164705,/artist?id=3570741,338,"Jul 7, 2022",18,2
341,-94,India,KK,14M,164504,/artist?id=254515,2,"Aug 5, 2021",23,3
342,-55,India,Dhvani Bhanushali,9.5M,164438,/artist?id=874442,131,"Oct 8, 2020",31,3
343,-80,Unknown,Chill Fruits Music,2.1M,164139,/artist?id=4393765,154,"Apr 15, 2021",15,3
344,-66,India,Amaal Mallik,11M,163350,/artist?id=211731,135,"Mar 24, 2022",30,3
345,-178,Unknown,Isolate.exe,3.8M,161882,/artist?id=7948403,126,"Sep 15, 2022",4,4
346,180,Unknown,southstar,6.1M,161517,/artist?id=8330728,156,"Aug 18, 2022",10,10
347,0,United States,Julia Michaels,17M,160892,/artist?id=473044,21,"Mar 26, 2020",41,1
348,-11,Colombia,Piso 21,16M,160798,/artist?id=207061,97,"Aug 25, 2022",36,11
349,0,Canada,Shania Twain,14M,160640,/artist?id=244,110,"May 5, 2022",42,1
350,0,Brazil,Mari Fernandez,12M,160156,/artist?id=4647984,23,"Jun 24, 2021",26,1
351,0,United States,The Crypt-Kickers,154K,160064,/artist?id=333356,8,"Nov 4, 2021",13,1
352,84,Mexico,Rod Contreras,809K,159596,/artist?id=4984533,352,"Sep 29, 2022",2,2
353,0,Belgium,Tamino,1.1M,158827,/artist?id=493784,353,"Sep 29, 2022",1,1
354,-255,United States,FLETCHER,5.4M,158491,/artist?id=209405,80,"Aug 18, 2022",40,2
355,490,United States,Clairo,13M,157807,/artist?id=601559,6,"Oct 29, 2020",31,2
356,169,Mexico,Pitt Blanco,877K,157708,/artist?id=3327437,356,"Sep 29, 2022",2,2
357,0,Germany,Mia Morgan,125K,157063,/artist?id=1152726,357,"Sep 29, 2022",1,1
358,0,United States,Chris Stapleton,15M,156822,/artist?id=4408,8,"Nov 18, 2021",36,1
359,87,United States,Pity Party (Girls Club),3.2M,156224,/artist?id=651157,359,"Sep 29, 2022",3,3
360,-53,Germany,Tonion,512K,155862,/artist?id=3416523,295,"Mar 17, 2022",7,2
361,0,Unknown,Fazendinha Sessions,1.3M,153902,/artist?id=9072655,361,"Sep 29, 2022",1,1
362,219,United States,SYML,13M,153574,/artist?id=207436,104,"Mar 10, 2022",33,2
363,121,India,Hariharan,10M,153440,/artist?id=155211,306,"Aug 18, 2022",18,2
364,36,India,Shankar Mahadevan,15M,153132,/artist?id=97405,83,"Sep 8, 2022",33,2
365,0,United States,Normani,12M,153009,/artist?id=879584,6,"Jul 22, 2021",22,1
366,358,Poland,Dawid Podsiadło,2.8M,152752,/artist?id=211912,366,"Sep 29, 2022",7,2
367,65,India,Kumar Sanu,7.8M,152559,/artist?id=309305,367,"Sep 29, 2022",17,2
368,-9,Brazil,Bruno & Denner,3.8M,152310,/artist?id=4073693,196,"Dec 17, 2020",19,3
369,214,Unknown,Dj Shuriken666,64K,152257,/artist?id=8270354,369,"Sep 29, 2022",2,2
370,0,Jamaica,Protoje,1.5M,152177,/artist?id=3987,370,"Sep 29, 2022",3,1
371,0,Unknown,OFFL1NX,811K,151889,/artist?id=6985415,371,"Sep 29, 2022",1,1
372,-8,United States,Alan Silvestri,2.5M,151827,/artist?id=927,364,"Sep 22, 2022",3,3
373,385,Canada,Luca Fogale,726K,151686,/artist?id=291610,373,"Sep 29, 2022",6,2
374,0,United States,"Bobby ""Boris"" Pickett",209K,151332,/artist?id=312049,4,"Nov 5, 2020",16,1
375,446,Unknown,Umair,1.5M,151048,/artist?id=4261721,375,"Sep 29, 2022",2,2
376,-166,Spain,Cruz Cafuné,1.6M,150803,/artist?id=215544,127,"Sep 15, 2022",4,4
377,433,Unknown,aleemrk,802K,150775,/artist?id=5532669,377,"Sep 29, 2022",2,2
378,215,India,Javed Ali,12M,150562,/artist?id=310266,84,"Feb 3, 2022",25,2
379,-151,United States,Juju,2.5M,150269,/artist?id=305380,68,"Jan 23, 2020",23,2
380,0,Norway,El Papi,564K,150162,/artist?id=741890,380,"Sep 29, 2022",4,1
381,0,Switzerland,Eno,1M,150097,/artist?id=225885,209,"Jun 18, 2020",11,1
382,267,United States,Meghan Trainor,35M,149748,/artist?id=4913,32,"Feb 6, 2020",46,3
383,-29,Unknown,SAOTOMAMORE,336K,149612,/artist?id=7857995,144,"Sep 15, 2022",3,3
384,-59,Unknown,MC Guto VGS,1.1M,149030,/artist?id=6268068,325,"Sep 22, 2022",4,3
385,120,India,Gourov Dasgupta,200K,148713,/artist?id=1012576,385,"Sep 29, 2022",5,2
386,66,United States,Bryson Tiller,17M,148534,/artist?id=5315,9,"Mar 24, 2022",36,3
387,0,Unknown,Ber,1.4M,147453,/artist?id=5970740,267,"Oct 28, 2021",12,1
388,5,United States,Vansire,7.2M,146688,/artist?id=488416,103,"Aug 25, 2022",11,9
389,-89,United Kingdom,Sam Ryder,2.6M,146565,/artist?id=123112,18,"Sep 8, 2022",19,4
390,141,Unknown,Sam MacPherson,1.4M,146100,/artist?id=3733969,390,"Sep 29, 2022",9,4
391,272,Denmark,Aqua,5.1M,145532,/artist?id=152,271,"Jan 6, 2022",11,3
392,311,India,Kailash Kher,7.1M,145457,/artist?id=312483,392,"Sep 29, 2022",8,2
393,485,Colombia,Dejota2021,382K,145088,/artist?id=1400748,393,"Sep 29, 2022",3,3
394,193,Austria,Mr. Käfer,1.1M,144976,/artist?id=734943,151,"Jul 16, 2020",18,2
395,0,India,Anuradha Paudwal,5.2M,144474,/artist?id=311858,294,"Sep 8, 2022",7,1
396,0,Russian Federation,Timothy Infinite,716K,144305,/artist?id=1408150,337,"Apr 28, 2022",7,1
397,0,France,Kerchak,2.3M,144153,/artist?id=6181234,397,"Sep 29, 2022",1,1
398,8,India,Mithoon,11M,143940,/artist?id=15512,143,"Jun 9, 2022",39,2
399,300,United States,Stephen Dawes,3.8M,143582,/artist?id=3361061,279,"Sep 1, 2022",6,6
400,37,India,Sachet Tandon,11M,143199,/artist?id=1206884,187,"Nov 11, 2021",28,3
401,0,Ireland,Hozier,30M,141907,/artist?id=4732,18,"Nov 4, 2021",46,1
402,6,United Kingdom,Cynthia Erivo,1.8M,141868,/artist?id=4797,244,"Mar 25, 2021",8,3
403,0,Spain,Ill Pekeño,350K,141840,/artist?id=1612901,403,"Sep 29, 2022",1,1
404,0,United Kingdom,Alexis Ffrench,2.1M,141393,/artist?id=3655,271,"Feb 6, 2020",10,1
405,-200,Italy,Pyrex,700K,141132,/artist?id=519509,75,"May 14, 2020",11,4
406,-107,United States,Mariah Carey,23M,141127,/artist?id=33,1,"Dec 30, 2021",63,2
407,281,United States,Brenda Lee,1.6M,141046,/artist?id=201788,3,"Dec 30, 2021",36,4
408,-325,United States,Skylar Grey,6.9M,140420,/artist?id=3826,5,"Oct 7, 2021",11,2
409,-161,United States,Tee Grizzley,4M,140148,/artist?id=217728,77,"Jul 2, 2020",24,2
410,71,India,Neeraj Shridhar,8.2M,140061,/artist?id=306217,55,"Jun 2, 2022",11,2
411,-67,Unknown,KUTE,4.3M,140027,/artist?id=6736178,278,"Sep 15, 2022",17,10
412,230,India,Osman Mir,492K,139568,/artist?id=481376,412,"Sep 29, 2022",2,2
413,97,India,Anu Malik,10M,139472,/artist?id=442281,275,"Aug 5, 2021",23,2
414,400,Unknown,Golden Ticket Tapes,860K,139145,/artist?id=1148733,414,"Sep 29, 2022",8,2
415,-69,Pakistan,Rahat Fateh Ali Khan,11M,139088,/artist?id=107330,239,"May 12, 2022",12,6
416,0,Netherlands,Yung Felix,875K,139034,/artist?id=217467,416,"Sep 29, 2022",4,1
417,56,India,Yazin Nizar,2.7M,138956,/artist?id=258571,46,"Oct 28, 2021",8,2
418,47,Mexico,Grupo 3030,1.4M,138925,/artist?id=7633475,174,"Sep 8, 2022",4,4
419,128,India,Salim–Sulaiman,8.8M,138766,/artist?id=310793,419,"Sep 29, 2022",8,2
420,192,United States,Lizzy McAlpine,18M,138721,/artist?id=1596718,110,"Apr 14, 2022",15,2
421,0,Unknown,Edición Especiall,10,138392,/artist?id=9615682,421,"Sep 29, 2022",1,1
422,178,India,Vishal Dadlani,16M,138026,/artist?id=211729,146,"Mar 24, 2022",32,2
423,0,United States,Tonny Tun Tun,2.9M,137871,/artist?id=307685,227,"Mar 31, 2022",6,1
424,0,United States,Imagine Dragons,60M,137641,/artist?id=4132,6,"Mar 18, 2021",69,1
425,-11,Unknown,loafers,2M,137522,/artist?id=3408142,326,"Jun 25, 2020",11,3
426,0,Unknown,Scythermane,617K,137130,/artist?id=4601618,426,"Sep 29, 2022",1,1
427,-242,Unknown,Mc Paiva ZS,8.3M,137106,/artist?id=4167660,64,"Aug 18, 2022",18,16
428,0,India,Ananya Bhat,3.8M,136492,/artist?id=629004,14,"Apr 28, 2022",10,1
429,-362,Unknown,Marcus Mumford,1.4M,136065,/artist?id=222447,17,"Apr 2, 2020",11,2
430,-203,Turkey,Carlita,507K,135935,/artist?id=1353682,227,"Sep 22, 2022",4,4
431,0,United States,Blind Melon,4M,135632,/artist?id=103,431,"Sep 29, 2022",7,1
432,132,Thailand,YEW,996K,135437,/artist?id=1356723,432,"Sep 29, 2022",2,2
433,310,Turkey,Şanışer,1.6M,135288,/artist?id=214781,433,"Sep 29, 2022",4,3
434,-352,Italy,Drast,623K,134577,/artist?id=1113933,82,"Sep 22, 2022",7,2
435,-55,United Kingdom,Louisa Johnson,1.2M,134554,/artist?id=206677,88,"Sep 8, 2022",5,4
436,0,Unknown,SHADXWBXRN,3.6M,134548,/artist?id=7362426,423,"Aug 25, 2022",14,1
437,-67,Germany,RIN,3.2M,133984,/artist?id=310292,145,"Jul 21, 2022",24,3
438,51,Unknown,Ghostface Playa,4.6M,133838,/artist?id=3559719,386,"Sep 15, 2022",9,5
439,0,India,Falguni Pathak,1.4M,133633,/artist?id=595212,439,"Sep 29, 2022",1,1
440,187,Unknown,Amandine Moulin,227K,132933,/artist?id=4484520,165,"Sep 8, 2022",8,5
441,-42,China,Lang Lang,4.4M,132811,/artist?id=103829,265,"Sep 15, 2022",23,5
442,-86,Argentina,Duki,23M,132393,/artist?id=550716,26,"Mar 5, 2020",60,2
443,0,Unknown,Werenoi,2.8M,132092,/artist?id=4228402,443,"Sep 29, 2022",1,1
444,-9,India,Javed-Mohsin,5M,131977,/artist?id=1330346,43,"Aug 26, 2021",12,2
445,0,India,Kunaal Vermaa,2.2M,130978,/artist?id=3555483,63,"Jul 28, 2022",10,1
446,78,Thailand,PROXIE,808K,130607,/artist?id=9132408,446,"Sep 29, 2022",3,3
447,51,India,Jatin-Lalit,9.1M,130411,/artist?id=310590,351,"May 26, 2022",13,2
448,7,India,Sachet-Parampara,5.4M,130326,/artist?id=1206885,11,"Apr 30, 2020",26,3
449,0,Germany,Tundra Beats,333K,130249,/artist?id=1119137,449,"Sep 29, 2022",2,1
450,-347,United Kingdom,Gorillaz,35M,130133,/artist?id=947,16,"Sep 8, 2022",58,4
451,-295,Unknown,Andi Rianto,3.5M,130061,/artist?id=525670,49,"Aug 25, 2022",12,7
452,0,United States,Kid Cudi,23M,130059,/artist?id=3213,1,"Apr 30, 2020",32,1
453,0,Brazil,Bruno & Barretto,1.5M,129953,/artist?id=207527,438,"Apr 28, 2022",9,1
454,241,Argentina,Rei,5.7M,129841,/artist?id=3589710,45,"Jul 15, 2021",33,2
455,0,Spain,Ergo Pro,314K,129809,/artist?id=1121719,455,"Sep 29, 2022",1,1
456,0,Norway,Astrid S,7.7M,129592,/artist?id=5216,33,"May 21, 2020",30,1
457,0,Indonesia,Reality Club,2.7M,128973,/artist?id=612552,457,"Sep 29, 2022",3,1
458,-163,India,Jyotica Tangri,1.5M,128880,/artist?id=668234,295,"Sep 22, 2022",11,5
459,0,United Kingdom,Rhys Lewis,2.7M,128405,/artist?id=210948,298,"Jun 25, 2020",9,1
460,0,Unknown,Thamarai,327K,127769,/artist?id=4475012,395,"Sep 8, 2022",5,1
461,480,France,Mig,1.1M,126744,/artist?id=3484619,461,"Sep 29, 2022",4,2
462,60,India,Karan Aujla,6.4M,126620,/artist?id=506362,339,"May 19, 2022",18,4
463,346,India,Badshah,13M,126604,/artist?id=66843,27,"Apr 28, 2022",51,2
464,399,India,Yuvan Shankar Raja,9.3M,125930,/artist?id=13586,9,"Jan 7, 2021",33,8
465,48,India,Shashaa Tirupati,7.5M,125826,/artist?id=420693,243,"Jan 6, 2022",25,3
466,-164,Unknown,INDRAGERSN,521K,125710,/artist?id=3583620,302,"Sep 22, 2022",3,3
467,92,Unknown,zecki,1.4M,125442,/artist?id=7356764,141,"Sep 15, 2022",4,4
468,0,United States,ASTN,3.4M,125420,/artist?id=782782,109,"Nov 18, 2021",10,1
469,415,United States,Duelo,4.7M,125125,/artist?id=1994,452,"Aug 25, 2022",6,2
470,-31,Korea,Billlie,1.1M,125002,/artist?id=7930611,206,"Sep 15, 2022",5,3
471,0,United States,SiR,3.6M,124471,/artist?id=206732,51,"Jun 11, 2020",14,1
472,-182,Italy,Paky,2.8M,124213,/artist?id=1730670,223,"Jul 2, 2020",18,3
473,236,India,Himesh Reshammiya,11M,124188,/artist?id=61153,294,"May 26, 2022",30,3
474,128,Unknown,crypvolk,1.3M,123881,/artist?id=9516564,474,"Sep 29, 2022",2,2
475,100,United States,Lucys,1.6M,123803,/artist?id=744875,362,"Sep 15, 2022",4,4
476,9,Norway,AURORA,12M,123636,/artist?id=5172,3,"Apr 29, 2021",35,4
477,0,Sweden,Blond,203K,123425,/artist?id=721109,477,"Sep 29, 2022",1,1
478,0,United States,Charlotte Lawrence,3.4M,123374,/artist?id=299113,99,"Feb 13, 2020",19,1
479,0,United Kingdom,Adele,51M,123332,/artist?id=3079,1,"Nov 4, 2021",48,1
480,6,United States,Bobby Helms,355K,123264,/artist?id=203875,1,"Dec 10, 2020",35,4
481,-274,Venezuela,Micro TDH,7.6M,123252,/artist?id=658940,178,"Sep 15, 2022",6,5
482,0,Brazil,IZA,4.6M,123016,/artist?id=299295,107,"Jun 10, 2021",21,2
483,0,Unknown,Yerachmiel Begun & The Miami Boys Choir,190K,122977,/artist?id=823913,483,"Sep 29, 2022",1,1
484,0,India,Antara Nandy,178K,122924,/artist?id=1542295,480,"Sep 15, 2022",2,1
485,0,United States,Cardi B,31M,122781,/artist?id=200408,1,"Sep 3, 2020",44,1
486,-119,Turkey,Kozmos,1.6M,122466,/artist?id=430866,183,"Sep 15, 2022",8,4
487,187,India,Lata Mangeshkar,11M,122445,/artist?id=215747,147,"Feb 10, 2022",23,2
488,113,Germany,Nora Van Elken,3.8M,122352,/artist?id=779887,179,"May 26, 2022",17,2
489,-66,Unknown,Micky,2.3M,121985,/artist?id=3991366,423,"Sep 22, 2022",8,8
490,-252,Germany,Nina Chuba,5.5M,121849,/artist?id=1341586,41,"Aug 25, 2022",16,7
491,0,India,Raghav Chaitanya,2.5M,121432,/artist?id=3550348,83,"Jul 21, 2022",7,1
492,-179,Unknown,Raimu,986K,121319,/artist?id=3580693,119,"Apr 29, 2021",15,3
493,-128,India,Dhanush,7.2M,121186,/artist?id=146268,128,"Aug 25, 2022",13,9
494,-45,India,Shankar-Ehsaan-Loy,12M,121106,/artist?id=27479,135,"May 26, 2022",37,2
495,-209,Unknown,Mahesh Vinayakram,459K,121082,/artist?id=576614,192,"Sep 15, 2022",3,3
496,-19,India,Neeti Mohan,12M,120934,/artist?id=227413,168,"Nov 11, 2021",39,2
497,350,Unknown,Harvi,1.8M,119995,/artist?id=4390733,429,"Sep 8, 2022",4,4
498,0,United States,Joshua Bassett,2.6M,119732,/artist?id=1654851,17,"Jan 21, 2021",32,1
499,-115,Unknown,azayaka,409K,119612,/artist?id=3882979,264,"Apr 28, 2022",9,2
500,1,India,Shaan,7.7M,119307,/artist?id=423146,282,"Jun 9, 2022",16,3
501,-141,Germany,Gzuz,3.8M,118807,/artist?id=208746,122,"Sep 8, 2022",25,4
502,335,Unknown,SPED UP SICK CVNT,204K,118777,/artist?id=9454523,502,"Sep 29, 2022",2,2
503,0,United States,Stephen Sanchez,34M,118690,/artist?id=3763237,5,"Jun 16, 2022",30,1
504,0,Unknown,Sound Of Legend,2.6M,118370,/artist?id=208268,219,"Jun 2, 2022",11,1
505,-34,France,Erik Satie,4.9M,118337,/artist?id=920,230,"Jan 14, 2021",29,6
506,-377,United States,Noah Cyrus,12M,118177,/artist?id=213898,82,"Mar 26, 2020",32,2
507,49,United Kingdom,Knucks,3.1M,118110,/artist?id=572071,245,"May 12, 2022",13,3
508,-68,Mexico,Carin Leon,19M,117967,/artist?id=1011054,57,"Sep 23, 2021",50,2
509,-263,Italy,Noyz Narcos,1.4M,117961,/artist?id=303174,171,"Jan 20, 2022",12,2
510,-229,United States,Kaash Paige,4.8M,117707,/artist?id=1376005,41,"Mar 19, 2020",21,2
511,0,Unknown,Monocule,374K,117394,/artist?id=3918384,511,"Sep 29, 2022",6,1
512,0,Unknown,Tesk,279K,117259,/artist?id=513955,444,"Jun 4, 2020",8,1
513,356,Puerto Rico,Jory Boy,6.7M,116736,/artist?id=207763,197,"Feb 27, 2020",15,2
514,156,Germany,M-22,1.1M,116616,/artist?id=209373,416,"Sep 15, 2022",6,3
515,0,Unknown,softy,2.1M,116220,/artist?id=3443040,37,"Jul 9, 2020",25,1
516,44,Unknown,Phonkha,1.5M,116072,/artist?id=8436007,323,"Sep 15, 2022",8,4
517,0,Unknown,Saaj Bhatt,1.9M,115792,/artist?id=6804262,517,"Sep 29, 2022",6,1
518,0,Argentina,El negro tecla,1.6M,115741,/artist?id=4987342,518,"Sep 29, 2022",1,1
519,324,United States,Nusrat Fateh Ali Khan,4.9M,115705,/artist?id=8081,519,"Sep 29, 2022",3,2
520,480,India,Kavita Krishnamurthy,7.1M,115410,/artist?id=211736,520,"Sep 29, 2022",9,2
521,0,Puerto Rico,Los Legendarios,4.5M,115389,/artist?id=3958611,5,"Nov 19, 2020",26,1
522,0,United States,Los Dorados,1M,115255,/artist?id=4502234,182,"Aug 18, 2022",6,1
523,-56,Ukraine,Khutko,436K,114668,/artist?id=3922509,425,"Jul 14, 2022",14,2
524,0,Brazil,Paula Fernandes,1.8M,114635,/artist?id=118816,524,"Sep 29, 2022",5,1
525,-84,Canada,elijah woods,3.4M,114587,/artist?id=1700120,190,"Sep 15, 2022",5,4
526,105,Japan,ZUTOMAYO,1.8M,114524,/artist?id=1204238,168,"Jul 1, 2021",12,2
527,0,United States,Genevieve Stokes,1.7M,114399,/artist?id=1584209,214,"Aug 18, 2022",5,1
528,432,Indonesia,Mahalini,8.9M,114060,/artist?id=3578222,325,"Jun 3, 2021",22,4
529,168,Unknown,Midan,298K,114056,/artist?id=3826031,529,"Sep 29, 2022",3,2
530,346,United States,Many Malon,844K,113687,/artist?id=298940,530,"Sep 29, 2022",2,2
531,0,Unknown,Dosi,1.1M,113667,/artist?id=4071886,297,"Sep 23, 2021",7,1
532,0,Colombia,DJ Maff,245K,113468,/artist?id=1141667,532,"Sep 29, 2022",1,1
533,0,Germany,Zoe Wees,7M,113413,/artist?id=1679272,11,"Jun 25, 2020",43,1
534,92,United Kingdom,Max Richter,5M,113350,/artist?id=1958,400,"Jan 23, 2020",18,4
535,0,Brazil,Ricardo Schneider,445K,113275,/artist?id=1341782,478,"Oct 1, 2020",4,1
536,-378,United States,Global Dan,293K,113227,/artist?id=652764,56,"Mar 12, 2020",5,2
537,390,Mexico,Grupo Firme,15M,113109,/artist?id=808782,124,"Dec 16, 2021",61,6
538,0,Unknown,ditro,110K,112796,/artist?id=6197771,538,"Sep 29, 2022",1,1
539,299,Unknown,The Late Night Project,467K,112709,/artist?id=5674250,539,"Sep 29, 2022",5,2
540,0,Canada,Alessia Cara,16M,112554,/artist?id=5239,25,"Oct 29, 2020",42,1
541,312,Pakistan,Asim Azhar,3.1M,112486,/artist?id=104468,252,"Feb 11, 2021",12,2
542,-139,Puerto Rico,Tego Calderon,8.5M,112435,/artist?id=204064,45,"Jun 18, 2020",29,5
543,348,United States,Devin Kennedy,2.8M,112079,/artist?id=824075,543,"Sep 29, 2022",3,2
544,-218,Argentina,Los Palmeras,2.4M,111983,/artist?id=149137,110,"Sep 8, 2022",9,4
545,0,Unknown,Ziak,2M,111903,/artist?id=3603053,151,"Nov 18, 2021",9,1
546,0,United States,Nate Smith,5.1M,111793,/artist?id=3640044,67,"Aug 20, 2020",23,1
547,50,Unknown,Khlaws,120K,111751,/artist?id=3437050,103,"Jan 13, 2022",6,2
548,342,Poland,Miszel,1.1M,111467,/artist?id=3451617,548,"Sep 29, 2022",2,2
549,3,Sweden,Discrete,524K,111389,/artist?id=1085359,339,"Jun 25, 2020",11,3
550,41,India,Sunidhi Chauhan,14M,111289,/artist?id=246975,172,"May 12, 2022",14,2
551,307,United States,Phoebe Bridgers,8.9M,110725,/artist?id=122237,109,"Mar 5, 2020",37,3
552,0,Unknown,Ken Carson,3.9M,110649,/artist?id=1364091,281,"Jul 14, 2022",3,1
553,-93,United Kingdom,Griff,4M,110641,/artist?id=1643836,18,"Oct 29, 2020",44,4
554,0,Brazil,L7NNON,10M,110568,/artist?id=1027434,23,"Apr 28, 2022",16,1
555,167,United States,St. Vincent,3.8M,110112,/artist?id=209750,126,"Oct 29, 2020",21,3
556,0,Unknown,Kick a Dope Verse!,73K,110108,/artist?id=1328367,556,"Sep 29, 2022",1,1
557,0,United States,Fletcher Reed,341K,110020,/artist?id=1479093,150,"Mar 11, 2021",10,1
558,0,United States,Andrew Gold,975K,109771,/artist?id=548281,11,"Nov 4, 2021",10,1
559,0,Unknown,venbee,3.6M,109743,/artist?id=9031766,166,"May 5, 2022",6,1
560,-231,Turkey,Simge,4.3M,109735,/artist?id=214107,146,"Sep 15, 2022",11,6
561,-441,United States,Mitchell Tenpenny,4.5M,109734,/artist?id=120290,120,"Sep 22, 2022",34,2
562,66,India,Benny Dayal,9.4M,109375,/artist?id=87597,232,"Sep 1, 2022",26,6
