Rank,Change,Country,Artist,Monthly Listeners,Weekly Listeners Change,Internal Link,Peak Position,Peak Date,Weeks on Chart,Current Weekly Streak
281,-40,Nigeria,1da Banton,2.6M,196762,/artist?id=873626,241,"Mar 10, 2022",6,4
282,-31,United Kingdom,Felix Samuel,2.6M,196591,/artist?id=1376882,192,"Aug 20, 2020",12,2
283,-33,Brazil,MC Reino,281K,196366,/artist?id=1375643,216,"Mar 3, 2022",6,3
284,0,United Kingdom,Ms Banks,647K,196262,/artist?id=335458,284,"Mar 17, 2022",6,1
285,-237,Netherlands,Afrojack,8.1M,196237,/artist?id=3229,48,"Mar 10, 2022",38,2
286,-110,United States,Zach Bryan,14M,195880,/artist?id=1705209,176,"Mar 10, 2022",5,3
287,0,United States,Girl Talk,385K,195662,/artist?id=469601,287,"Mar 17, 2022",1,1
288,0,United States,Watchhouse,2.9M,195001,/artist?id=207484,288,"Mar 17, 2022",1,1
289,-154,Puerto Rico,Calle 13,7.4M,194825,/artist?id=2467,135,"Mar 10, 2022",8,2
290,367,Sweden,Faith Kakembo,18K,194586,/artist?id=1645209,290,"Mar 17, 2022",2,2
291,0,Unknown,Dj 113,113K,194252,/artist?id=3786971,94,"Aug 27, 2020",8,1
292,0,Brazil,VINNE,1M,193095,/artist?id=84280,292,"Mar 17, 2022",1,1
293,-85,United Kingdom,Elderbrook,7.5M,192544,/artist?id=189461,57,"Sep 10, 2020",32,2
294,214,Unknown,Kalen Elmsley,355K,191614,/artist?id=6810779,294,"Mar 17, 2022",2,2
295,0,Germany,Tonion,512K,191524,/artist?id=3416523,295,"Mar 17, 2022",3,1
296,24,United States,Jay Som,655K,191311,/artist?id=127909,50,"Feb 24, 2022",7,4
297,0,Mexico,Moderatto,3M,190934,/artist?id=206514,297,"Mar 17, 2022",3,1
298,-109,France,David Guetta,70M,190648,/artist?id=1006,10,"Feb 18, 2021",60,5
299,0,Turkey,Gülşen,2.5M,190495,/artist?id=84069,153,"Sep 3, 2020",5,1
300,-93,United States,DDG,4.2M,190302,/artist?id=38708,28,"Nov 12, 2020",29,4
301,475,Unknown,Charlie Oriain,1.1M,190100,/artist?id=4240846,173,"Oct 21, 2021",6,2
302,0,Germany,Gustav,2.8M,189832,/artist?id=4133394,274,"May 20, 2021",15,1
303,-68,Germany,Schmyt,1.2M,189394,/artist?id=3565842,112,"Apr 8, 2021",7,2
304,20,Brazil,Dan Lellis,361K,188571,/artist?id=550749,175,"Mar 3, 2022",9,3
305,-144,United States,CLAY,461K,188348,/artist?id=131673,161,"Mar 10, 2022",2,2
306,79,United States,Tessa Violet,1.4M,187912,/artist?id=199087,293,"Feb 24, 2022",8,4
307,105,United States,Audien,2.4M,187508,/artist?id=3717,307,"Mar 17, 2022",3,3
308,-110,United States,Twista,4.1M,187196,/artist?id=1379,98,"Mar 3, 2022",9,4
309,54,United Kingdom,Calvin Harris,64M,187139,/artist?id=2134,6,"Jun 10, 2021",49,2
310,359,Chile,Marcianeke,6.5M,186860,/artist?id=1496831,173,"Aug 19, 2021",18,3
311,-146,Korea,STAYC,3.7M,186611,/artist?id=4073115,136,"Sep 16, 2021",15,3
312,0,Italy,Paky,2.8M,185721,/artist?id=1730670,223,"Jul 2, 2020",12,1
313,0,Poland,Igor Herbut,402K,185339,/artist?id=407550,313,"Mar 17, 2022",1,1
314,46,Unknown,HAECHAN,400K,185198,/artist?id=8239810,314,"Mar 17, 2022",2,2
315,-81,United States,OneRepublic,48M,185141,/artist?id=2796,3,"May 28, 2020",43,4
316,-166,United States,Zacari,758K,184875,/artist?id=219658,150,"Mar 10, 2022",5,2
317,0,Unknown,Nova,2M,184799,/artist?id=1117971,68,"Aug 12, 2021",8,1
318,451,Sweden,Robin Bengtsson,277K,184130,/artist?id=81416,237,"Mar 12, 2020",6,2
319,191,Sweden,LIAMOO,827K,183981,/artist?id=601658,319,"Mar 17, 2022",3,2
320,207,Chile,El Jordan 23,4M,183788,/artist?id=3448032,320,"Mar 17, 2022",6,3
321,-151,United States,Marc Anthony,13M,183688,/artist?id=367,130,"Jan 7, 2021",22,2
322,311,Nigeria,Fireboy DML,8.1M,183014,/artist?id=1359817,9,"Jan 6, 2022",20,2
323,0,Unknown,Silent Aim,0,182384,/artist?id=8554746,323,"Mar 17, 2022",1,1
324,-104,Argentina,Emilia,10M,182158,/artist?id=1417101,44,"Jul 29, 2021",24,4
325,0,United Kingdom,Sophie and the Giants,3.9M,181578,/artist?id=1010192,92,"Aug 20, 2020",27,1
326,0,Unknown,zandrsun,420,181019,/artist?id=8301917,326,"Mar 17, 2022",1,1
327,0,Lebanon,Anthony Keyrouz,3.9M,179319,/artist?id=66833,324,"May 21, 2020",16,1
328,0,Dominican Republic,21 Savage,61M,179093,/artist?id=5730,2,"Oct 15, 2020",37,1
329,577,United States,Manchester Orchestra,2.9M,177742,/artist?id=206529,329,"Mar 17, 2022",6,2
330,0,United Kingdom,AJ Tracey,5.2M,177692,/artist?id=206748,69,"Aug 27, 2020",34,1
331,0,United States,Lucky Daye,7.6M,176924,/artist?id=1331649,65,"May 14, 2020",30,1
332,-25,Sweden,A7S,11M,176636,/artist?id=1391388,6,"Jun 18, 2020",45,4
333,112,Brazil,Dj Chris No Beat,4.1M,176494,/artist?id=5310691,333,"Mar 17, 2022",3,2
334,363,United States,ERNEST,5.4M,176238,/artist?id=1783398,79,"Jan 13, 2022",6,2
335,0,United States,The Chainsmokers,34M,174553,/artist?id=4796,13,"Feb 3, 2022",23,1
336,-127,Brazil,Mc Babu,191K,174079,/artist?id=3430450,201,"Mar 3, 2022",4,4
337,0,Unknown,TAMBALA,293K,173619,/artist?id=1596288,337,"Mar 17, 2022",1,1
338,0,Brazil,Ian Girão,0,172804,/artist?id=1146617,338,"Mar 17, 2022",1,1
339,-168,United States,Jamie Foxx,5.1M,172706,/artist?id=1377,100,"Mar 3, 2022",7,4
340,0,Brazil,Naiara Azevedo,5.6M,172665,/artist?id=51763,124,"Mar 25, 2021",14,1
341,352,Sweden,John Lundvik,201K,172503,/artist?id=70215,341,"Mar 17, 2022",2,2
342,-151,Unknown,Hylan Starr,163K,171906,/artist?id=889442,191,"Mar 10, 2022",2,2
343,0,Unknown,11:11 Music Group,7.1M,171828,/artist?id=5764679,343,"Mar 17, 2022",5,1
344,384,Unknown,Jourdy Pranata,404K,171650,/artist?id=6356347,344,"Mar 17, 2022",2,2
345,0,Korea,Weeekly,1.3M,171207,/artist?id=3754415,77,"Apr 22, 2021",12,1
346,22,Mexico,Gera MX,8.3M,170904,/artist?id=175253,1,"Apr 29, 2021",21,4
347,289,Colombia,Morat,16M,170758,/artist?id=207058,134,"Jun 18, 2020",26,5
348,232,Germany,01099,2.7M,169563,/artist?id=1576233,282,"May 20, 2021",19,2
349,0,India,A.R. Rahman,26M,169269,/artist?id=117789,96,"Jul 30, 2020",52,1
350,0,Unknown,t3nzunabeat,14K,168252,/artist?id=8463692,350,"Mar 17, 2022",1,1
351,0,United States,Poo Bear,2M,167909,/artist?id=218515,53,"Nov 25, 2021",17,1
352,0,India,Nikhita Gandhi,7.9M,167500,/artist?id=443472,9,"Jun 25, 2020",22,1
353,0,South Africa,SUSHI,208K,167009,/artist?id=4230987,353,"Mar 17, 2022",1,1
354,-87,United States,Alala,446K,166902,/artist?id=1011536,267,"Mar 10, 2022",2,2
355,0,India,Darshan Raval,11M,166408,/artist?id=148105,97,"Aug 26, 2021",26,1
356,0,Unknown,Showmusik,325K,166200,/artist?id=8544843,356,"Mar 17, 2022",1,1
357,0,United States,Summer Walker,20M,165822,/artist?id=924777,15,"Feb 20, 2020",33,1
358,0,Belgium,Akīn,657K,165792,/artist?id=4244056,358,"Mar 17, 2022",3,1
359,-110,United Kingdom,Brendan Mills,3.6M,165234,/artist?id=1355099,249,"Mar 10, 2022",16,6
360,-132,Mexico,Raul Vega,5M,164740,/artist?id=4380328,180,"Mar 3, 2022",4,4
361,0,Malaysia,Yuna,1.6M,164557,/artist?id=3576,85,"Apr 1, 2021",13,1
362,-270,Brazil,LUDMILLA,8.5M,164412,/artist?id=5011,49,"Mar 3, 2022",33,6
363,0,Mexico,Los 2 de la S,4.5M,164177,/artist?id=1143427,363,"Mar 17, 2022",14,1
364,387,Unknown,Pailita,10M,163428,/artist?id=3765579,187,"Aug 26, 2021",12,2
365,311,Sweden,Tone Sekelius,397K,163242,/artist?id=8463333,365,"Mar 17, 2022",2,2
366,-272,United Kingdom,Central Cee,23M,163113,/artist?id=403699,61,"Sep 23, 2021",31,3
367,0,United States,vaultboy,5.3M,162181,/artist?id=5207000,69,"Jun 24, 2021",15,1
368,-153,Mexico,Los Cadetes De Linares,4.5M,162004,/artist?id=113546,215,"Mar 10, 2022",4,2
369,0,Sweden,Avicii,35M,161992,/artist?id=3401,20,"Feb 6, 2020",42,1
370,136,Unknown,Sleepy Sine,0,161682,/artist?id=3982544,370,"Mar 17, 2022",2,2
371,-62,Unknown,Shae Gill,4.8M,161433,/artist?id=8435107,309,"Mar 10, 2022",4,4
372,508,Germany,Purple Disco Machine,9.4M,161059,/artist?id=163590,42,"Jul 30, 2020",40,2
373,0,France,Julien Marchal,5.3M,160797,/artist?id=210880,373,"Mar 17, 2022",1,1
374,120,United States,JELEEL!,2.4M,160652,/artist?id=1037162,243,"Mar 3, 2022",4,4
375,-151,Unknown,Paquin,6,160414,/artist?id=3973300,224,"Mar 10, 2022",2,2
376,0,Unknown,San Benito,4,159832,/artist?id=8631543,376,"Mar 17, 2022",1,1
377,-27,Pakistan,Ali Sethi,5M,159158,/artist?id=296934,350,"Mar 10, 2022",4,3
378,194,United States,Scene Queen,945K,159129,/artist?id=3931953,378,"Mar 17, 2022",2,2
379,0,Unknown,Lil Jaico,9.3K,158901,/artist?id=8047501,379,"Mar 17, 2022",1,1
380,0,Unknown,Jadu Jadu,901K,158824,/artist?id=1351181,380,"Mar 17, 2022",3,1
381,76,Sweden,Sandro Cavazza,7.1M,158511,/artist?id=406569,7,"Jan 30, 2020",20,2
382,0,Japan,Shin-Ski,146K,157742,/artist?id=150202,382,"Mar 17, 2022",1,1
383,0,United States,FINNEAS,7.6M,157736,/artist?id=202811,71,"Sep 10, 2020",41,1
384,-262,Sweden,Icona Pop,8.7M,157579,/artist?id=3778,61,"Jul 15, 2021",31,2
385,155,Unknown,Chris Donner,230K,157546,/artist?id=3874703,148,"Sep 17, 2020",3,2
386,553,United States,LP Giobbi,3.1M,157416,/artist?id=1011070,386,"Mar 17, 2022",10,2
387,-127,Mexico,Kim Loaiza,5M,157302,/artist?id=1106326,6,"Feb 17, 2022",5,5
388,-170,Unknown,CIVO,1.2M,157260,/artist?id=3913212,169,"Feb 24, 2022",6,6
389,-14,Germany,Felix Jaehn,20M,156822,/artist?id=4770,26,"Jul 2, 2020",49,3
390,0,Romania,Alexandra Stan,4.7M,156640,/artist?id=17916,342,"Jun 4, 2020",9,1
391,-229,United Kingdom,Wet Leg,2.9M,156627,/artist?id=6053157,162,"Mar 10, 2022",7,2
392,0,France,Matt Sassari,8.4M,155620,/artist?id=132809,392,"Mar 17, 2022",1,1
393,-197,United Kingdom,Buni,3M,155386,/artist?id=912721,6,"May 13, 2021",10,2
394,552,Sweden,PRETTY YOUNG,634K,154906,/artist?id=1684181,394,"Mar 17, 2022",2,2
395,-41,Canada,Ocie Elliott,3.3M,154862,/artist?id=784086,354,"Mar 10, 2022",2,2
396,-101,United States,Baby Tate,9.4M,154535,/artist?id=749151,43,"Jan 28, 2021",10,4
397,0,Mexico,Calibre 50,13M,154265,/artist?id=206350,102,"Sep 30, 2021",34,1
398,-302,Brazil,MC Teteu,1.6M,153836,/artist?id=1378914,41,"Mar 3, 2022",19,8
399,0,United Kingdom,Naughty Boy,4M,153735,/artist?id=2515,399,"Mar 17, 2022",5,1
400,10,United States,Big Scarr,2.3M,153687,/artist?id=3571545,84,"Apr 8, 2021",10,3
401,-182,Colombia,Big Yamo,2.5M,152738,/artist?id=105283,219,"Mar 10, 2022",8,2
402,0,Unknown,Hurricana Life,0,152568,/artist?id=8439534,402,"Mar 17, 2022",1,1
403,-231,Unknown,Pragati,0,151976,/artist?id=5852555,172,"Mar 10, 2022",4,4
404,122,France,Krono,6.3M,151306,/artist?id=76417,404,"Mar 17, 2022",10,4
405,-114,Unknown,ALTÉGO,1.2M,150470,/artist?id=8333584,31,"Feb 3, 2022",7,7
406,-175,Unknown,The Stickmen Project,2.6M,150428,/artist?id=3424124,140,"Nov 25, 2021",11,3
407,-133,Germany,SDP,2.9M,150331,/artist?id=2812,254,"Mar 3, 2022",6,4
408,0,Unknown,Joehdah,74K,149927,/artist?id=4861012,408,"Mar 17, 2022",1,1
409,535,Unknown,Nahir,420K,149801,/artist?id=1088558,409,"Mar 17, 2022",4,2
410,-41,Mexico,El Komander,4.9M,149244,/artist?id=189971,369,"Mar 10, 2022",3,2
411,0,United States,Brent Morgan,2.3M,149235,/artist?id=1454713,411,"Mar 17, 2022",5,1
412,261,Germany,Jamule,3.3M,148548,/artist?id=1346713,103,"Aug 27, 2020",16,2
413,65,Unknown,Luan Pereira,8M,148361,/artist?id=5181854,413,"Mar 17, 2022",2,2
414,0,United States,Big K.R.I.T.,1.3M,148300,/artist?id=18489,414,"Mar 17, 2022",4,1
415,0,Unknown,SUPER-Hi,3.1M,147539,/artist?id=3969299,270,"Jun 17, 2021",11,1
416,387,Sweden,Anna Bergendahl,201K,147416,/artist?id=157795,187,"Mar 12, 2020",6,2
417,-253,United States,Ovi,7M,147179,/artist?id=1452881,132,"Apr 8, 2021",30,5
418,0,Sweden,NOTD,6.3M,146982,/artist?id=493676,77,"May 14, 2020",19,1
419,-130,Unknown,MC Gabluca,1.1M,146760,/artist?id=4254382,189,"Mar 3, 2022",6,6
420,0,France,j'san,1.3M,146510,/artist?id=734942,196,"Feb 4, 2021",20,1
421,124,Unknown,Manan Bhardwaj,3.7M,146483,/artist?id=1650458,87,"Oct 21, 2021",14,3
422,33,Nigeria,BNXN fka Buju,4.2M,146218,/artist?id=1363515,422,"Mar 17, 2022",3,2
423,0,United States,Lexi Jayde,1.7M,146177,/artist?id=804284,106,"Jan 13, 2022",8,1
424,0,Chile,Polimá Westcoast,0,145221,/artist?id=1015422,387,"Oct 7, 2021",9,1
425,89,Unknown,Linton,1.9M,145150,/artist?id=5745613,180,"Feb 24, 2022",6,6
426,-45,United States,Corina Smith,1.7M,145054,/artist?id=215465,229,"Jan 16, 2020",9,2
427,-194,Korea,TAEYEON,3.5M,144213,/artist?id=206546,114,"Jul 15, 2021",17,8
428,471,United Kingdom,Melé,298K,144094,/artist?id=141844,428,"Mar 17, 2022",2,2
429,0,Unknown,Christian Peterson-Bergling,648K,143760,/artist?id=8525881,429,"Mar 17, 2022",1,1
430,0,United States,J.J. Cale,3M,143721,/artist?id=12699,430,"Mar 17, 2022",9,1
431,327,Unknown,Cassandra Nestico,0,143642,/artist?id=7254084,204,"Oct 28, 2021",3,2
432,38,United States,Lauri Garcia,1.4M,143623,/artist?id=7626180,92,"Feb 24, 2022",7,7
433,0,Unknown,Zeb Maessen,326K,143525,/artist?id=4769318,433,"Mar 17, 2022",2,1
434,0,India,Harini Ivaturi,919K,143507,/artist?id=1009481,246,"Nov 25, 2021",3,1
435,0,Unknown,Oregel,63K,143076,/artist?id=6850043,435,"Mar 17, 2022",1,1
436,138,Unknown,Block Notice,208K,143069,/artist?id=8449999,436,"Mar 17, 2022",2,2
437,0,Unknown,Brooksie,815K,142995,/artist?id=6391045,169,"Aug 12, 2021",14,1
438,301,United States,Jake Miller,1.7M,142482,/artist?id=4521,438,"Mar 17, 2022",4,2
439,250,United States,Foo Fighters,19M,142415,/artist?id=59,44,"Feb 11, 2021",33,2
440,441,Indonesia,raissa anggiani,5.9M,142398,/artist?id=3728379,227,"Jul 2, 2020",13,2
441,-169,Sweden,Philip Strand,1.7M,142180,/artist?id=112548,272,"Mar 10, 2022",2,2
442,0,Unknown,Teeus,42K,142169,/artist?id=8357780,442,"Mar 17, 2022",2,1
443,0,United Kingdom,Bklava,464K,141579,/artist?id=3299680,282,"Feb 11, 2021",3,1
444,-326,India,Jahnvi Shrimankar,460K,141129,/artist?id=734349,118,"Mar 10, 2022",4,4
445,0,United Kingdom,MNEK,13M,140871,/artist?id=4313,5,"Aug 20, 2020",31,1
446,-416,United States,Diplo,29M,140852,/artist?id=1964,30,"Mar 10, 2022",44,6
447,219,United States,Kali,1.6M,140829,/artist?id=1714526,203,"Jul 15, 2021",17,2
448,0,United States,Phoebe Bridgers,8.9M,140562,/artist?id=122237,109,"Mar 5, 2020",29,1
449,76,Unknown,Elior,744K,140264,/artist?id=727544,131,"Aug 20, 2020",15,2
450,524,Germany,Monet192,1.3M,139912,/artist?id=765934,106,"Mar 26, 2020",16,2
451,268,Unknown,Geek Music,3.6M,139756,/artist?id=526246,451,"Mar 17, 2022",2,2
452,362,United States,Harriette,752K,139724,/artist?id=4516980,452,"Mar 17, 2022",2,2
453,0,United States,Hailey Whitters,1.7M,139676,/artist?id=386401,431,"Mar 5, 2020",5,1
454,-128,Brazil,Luan Santana,9.6M,139598,/artist?id=3679,41,"Jul 1, 2021",29,6
455,-326,Unknown,Rucha,0,139440,/artist?id=3513824,129,"Mar 10, 2022",4,4
456,57,Brazil,MC PR,1.7M,139133,/artist?id=38320,98,"Aug 19, 2021",15,3
457,0,Unknown,Aidan Bissett,1.6M,138921,/artist?id=3775209,457,"Mar 17, 2022",1,1
458,-41,Italy,HIISAK,127K,138862,/artist?id=299633,251,"Feb 24, 2022",4,4
459,0,United States,DECAP,251K,138562,/artist?id=40817,459,"Mar 17, 2022",3,1
460,11,United States,RAC,3.7M,137991,/artist?id=207310,357,"Feb 20, 2020",12,2
461,-188,Australia,Gordi,552K,137971,/artist?id=209364,62,"Mar 3, 2022",8,3
462,-57,Unknown,Nathaniel Rembrandt,0,137145,/artist?id=8457112,405,"Mar 10, 2022",2,2
463,-10,United States,Ralph Castelli,2.8M,136971,/artist?id=738927,453,"Mar 10, 2022",6,2
464,0,Netherlands,CAPSLOCKED,91K,136898,/artist?id=1782492,464,"Mar 17, 2022",1,1
465,-86,Unknown,Regard,11M,136659,/artist?id=522081,9,"Apr 22, 2021",34,4
466,-77,Unknown,Shiloh,955K,136155,/artist?id=443511,208,"Jan 20, 2022",6,2
467,0,Unknown,Slo Loris,267K,135085,/artist?id=3607574,467,"Mar 17, 2022",3,1
468,0,Unknown,Three Four Trio,394K,135003,/artist?id=3682863,468,"Mar 17, 2022",1,1
469,0,Sweden,Theoz,810K,134654,/artist?id=901170,469,"Mar 17, 2022",1,1
470,-106,Dominican Republic,Chris Lebron,3.7M,134574,/artist?id=1733426,364,"Mar 10, 2022",3,2
471,-207,Venezuela,Los Amigos Invisibles,2.7M,134539,/artist?id=1127,264,"Mar 10, 2022",2,2
472,7,Chile,El BAI,1.4M,134475,/artist?id=1744155,387,"Mar 3, 2022",4,4
473,-51,Unknown,Matt Hansen,1.4M,134316,/artist?id=1373045,422,"Mar 10, 2022",2,2
474,-227,United States,Romeo Santos,27M,134092,/artist?id=3973,31,"Feb 25, 2021",24,6
475,0,United States,Jess Bays,1.4M,134059,/artist?id=1644305,475,"Mar 17, 2022",2,1
476,271,United States,Danielle Bradbery,2.3M,134036,/artist?id=431437,435,"Dec 2, 2021",8,2
477,0,Unknown,King Savagge,3.5M,133907,/artist?id=1735433,477,"Mar 17, 2022",1,1
478,346,Netherlands,Deepend,4.7M,133545,/artist?id=62949,375,"Mar 26, 2020",9,2
479,237,Unknown,Luciano Lins,56K,133256,/artist?id=6773879,479,"Mar 17, 2022",2,2
480,-40,Mexico,Ángela Aguilar,10M,132830,/artist?id=273085,43,"Nov 26, 2020",20,4
481,28,United States,Jean Deaux,1.6M,132260,/artist?id=211206,309,"Mar 3, 2022",4,3
482,0,Unknown,daricty,6,132140,/artist?id=8521654,242,"Mar 3, 2022",2,1
483,-132,Unknown,Finesse,2.7M,131959,/artist?id=4394521,351,"Mar 10, 2022",5,4
484,-181,Spain,Rvfv,7.7M,131460,/artist?id=1395386,106,"Jun 24, 2021",17,7
485,189,Australia,Eddie Benjamin,832K,131382,/artist?id=3613965,100,"Apr 8, 2021",7,4
486,-283,United States,Jx.Zero,499K,131281,/artist?id=1592839,107,"Mar 3, 2022",6,6
487,0,Japan,Tokyo Ska Paradise Orchestra,983K,130882,/artist?id=36928,487,"Mar 17, 2022",2,1
488,0,Unknown,Erenity,370,130879,/artist?id=8322567,488,"Mar 17, 2022",3,1
489,0,India,Mithoon,11M,130773,/artist?id=15512,258,"Oct 7, 2021",24,1
490,0,Unknown,Matisse & Sadko,1.8M,130610,/artist?id=157800,57,"Jan 2, 2020",9,1
491,117,United States,Justine Skye,11M,130574,/artist?id=5252,285,"Jul 8, 2021",11,2
492,0,Unknown,Berk Baysal,683K,130516,/artist?id=4191211,492,"Mar 17, 2022",1,1
493,0,United States,Chiiild,792K,129974,/artist?id=815561,146,"Apr 8, 2021",14,1
494,0,Unknown,Rachitha Rayaprolu,93K,129502,/artist?id=4339912,494,"Mar 17, 2022",1,1
495,-134,United States,Timbaland,18M,128925,/artist?id=2058,150,"Aug 27, 2020",31,6
496,0,Unknown,Parnika,0,128917,/artist?id=1443838,496,"Mar 17, 2022",1,1
497,-20,Sweden,Moonshine,2.3M,128889,/artist?id=3558064,344,"Mar 3, 2022",11,4
498,120,Sweden,Lillasyster,167K,128440,/artist?id=199841,498,"Mar 17, 2022",3,2
499,403,Puerto Rico,Plan B,15M,128169,/artist?id=177018,349,"May 7, 2020",27,7
500,487,United States,Gucci Mane,14M,128111,/artist?id=2285,53,"Oct 22, 2020",32,2
501,0,Mexico,Grupo Recluta,5.5M,128074,/artist?id=144971,166,"Sep 23, 2021",14,1
502,-216,United States,Sherwyn,236K,127687,/artist?id=3672957,286,"Mar 10, 2022",2,2
503,276,Germany,Kalazh44,642K,127668,/artist?id=531725,94,"Jul 29, 2021",12,2
504,-227,Korea,BTOB,872K,127308,/artist?id=175218,277,"Mar 10, 2022",3,3
505,0,Unknown,ZODIVK,2.6M,127190,/artist?id=8440427,505,"Mar 17, 2022",1,1
506,-10,Mexico,Banda MS de Sergio Lizárraga,14M,126931,/artist?id=143281,20,"May 14, 2020",34,5
507,0,Spain,MC Lan,1.8M,126729,/artist?id=217350,21,"Feb 27, 2020",6,1
508,0,Spain,PBSR,77K,126691,/artist?id=112865,508,"Mar 17, 2022",1,1
509,-273,Puerto Rico,Revol,2.6M,126603,/artist?id=217498,47,"Feb 25, 2021",10,2
510,0,Unknown,Aria Ohlsson,179K,126511,/artist?id=1478322,510,"Mar 17, 2022",1,1
511,0,India,Justin Prabhakaran,2.7M,126413,/artist?id=224574,345,"Nov 25, 2021",4,1
512,0,India,Alka Yagnik,15M,126140,/artist?id=267405,247,"Nov 11, 2021",28,1
513,-85,Unknown,Team Astro,558K,126070,/artist?id=3703304,183,"Mar 3, 2022",10,3
514,0,Unknown,Dean Demir,166K,125791,/artist?id=3976633,514,"Mar 17, 2022",1,1
515,249,Brazil,Ana Castela,13M,125597,/artist?id=4266400,288,"Sep 30, 2021",6,2
516,-224,United Kingdom,Bring Me The Horizon,12M,125542,/artist?id=2366,23,"Feb 24, 2022",37,8
517,-337,Canada,Avril Lavigne,18M,125412,/artist?id=1316,23,"Jan 20, 2022",42,3
518,0,Unknown,Alberto Droguett,150K,125121,/artist?id=1211097,518,"Mar 17, 2022",1,1
519,-1,Unknown,M24,1.1M,124700,/artist?id=858539,332,"Jul 16, 2020",7,4
520,-297,Brazil,Gloria Groove,4.8M,124697,/artist?id=420567,65,"Oct 28, 2021",22,5
521,426,Unknown,spartans,1,124533,/artist?id=8430860,521,"Mar 17, 2022",4,3
522,181,United States,Jenni Rivera,4.3M,124199,/artist?id=208104,449,"Mar 19, 2020",12,2
523,0,Unknown,IVANN,308K,124057,/artist?id=4349666,523,"Mar 17, 2022",1,1
524,277,Unknown,Phonk,1.7M,124047,/artist?id=6046068,524,"Mar 17, 2022",2,2
525,0,Unknown,Mama Aiuto,369K,123954,/artist?id=1667510,525,"Mar 17, 2022",1,1
526,0,Unknown,Dukewood,263K,123659,/artist?id=8449992,526,"Mar 17, 2022",1,1
527,211,Unknown,Isabel LaRosa,9.5M,123598,/artist?id=7014623,527,"Mar 17, 2022",3,3
528,-195,Unknown,Lilac,540K,123546,/artist?id=1119138,169,"May 7, 2020",10,2
529,-266,United States,Kesha,18M,123375,/artist?id=207242,39,"Nov 4, 2021",47,6
530,0,Unknown,La Decima Banda,1.6M,123244,/artist?id=230709,530,"Mar 17, 2022",1,1
531,-249,United States,Lil Uzi Vert,36M,123191,/artist?id=5732,1,"Mar 12, 2020",41,3
532,231,Puerto Rico,Ñengo Flow,21M,122783,/artist?id=71733,6,"Mar 26, 2020",29,7
533,-65,Unknown,Bogomolove,268K,122731,/artist?id=5438896,468,"Mar 10, 2022",2,2
534,-385,United States,HAIM,5.5M,122634,/artist?id=4203,4,"Dec 17, 2020",22,2
535,351,Unknown,J R,865K,122385,/artist?id=7953550,299,"Dec 23, 2021",4,2
536,0,Indonesia,Mahalini,8.9M,122297,/artist?id=3578222,325,"Jun 3, 2021",13,1
537,0,Nigeria,Rema,39M,121986,/artist?id=1426518,52,"Mar 26, 2020",23,1
538,-124,Italy,SHUNE,2.5M,121971,/artist?id=1540325,370,"Jan 27, 2022",7,2
539,-242,United States,Restless Road,1.6M,121665,/artist?id=3574164,205,"Feb 24, 2022",7,4
540,0,Unknown,Marco Apicella,0,121596,/artist?id=5489483,540,"Mar 17, 2022",1,1
541,0,Unknown,Ambrosiae,403K,121505,/artist?id=8525880,541,"Mar 17, 2022",1,1
542,0,Korea,BLACKPINK,23M,121483,/artist?id=206548,2,"Jun 4, 2020",22,1
543,-120,United Kingdom,Maribou State,3.2M,121351,/artist?id=207430,423,"Mar 10, 2022",10,2
544,0,Japan,Huey Daze,312K,121240,/artist?id=634840,544,"Mar 17, 2022",1,1
545,0,France,HoKø,542K,121071,/artist?id=3732754,545,"Mar 17, 2022",1,1
546,0,United States,Creedence Clearwater Revival,25M,120789,/artist?id=403,103,"May 28, 2020",42,1
547,0,Germany,GAMPER & DADONI,6.5M,120634,/artist?id=4916,132,"Apr 9, 2020",18,1
548,-48,Mexico,Los Socios Del Ritmo,3.3M,120539,/artist?id=210085,500,"Mar 10, 2022",4,2
549,0,Unknown,Hiko,7.5M,120113,/artist?id=3618255,549,"Mar 17, 2022",1,1
550,0,Unknown,JIHYO,323K,120101,/artist?id=1393976,550,"Mar 17, 2022",1,1
551,0,United Kingdom,Superorganism,643K,119938,/artist?id=400244,376,"Jan 23, 2020",6,1
552,92,United States,Tito Torbellino,2.2M,119676,/artist?id=44560,552,"Mar 17, 2022",2,2
553,0,Chile,Galee Galee,759K,119464,/artist?id=3833524,181,"Jul 8, 2021",6,1
554,-113,Spain,Daviles de Novelda,3.6M,119455,/artist?id=818823,103,"Feb 24, 2022",17,4
555,-227,Puerto Rico,Don Omar,27M,119193,/artist?id=1806,9,"May 14, 2020",44,2
556,0,Unknown,El Goldo De Las Conec,241K,119003,/artist?id=8630423,556,"Mar 17, 2022",1,1
557,0,United States,Parker McCollum,4.7M,118971,/artist?id=41613,202,"Oct 22, 2020",12,1
558,0,Germany,BILLA JOE,238K,118915,/artist?id=819767,108,"Oct 7, 2021",6,1
559,0,United States,Corey Kent,2.8M,118834,/artist?id=50161,559,"Mar 17, 2022",1,1
560,0,Australia,Timmy Trumpet,10M,118786,/artist?id=4074,59,"Mar 18, 2021",32,1
561,150,Canada,CRi,519K,118675,/artist?id=206301,561,"Mar 17, 2022",4,2
562,-269,Unknown,flosin,11,118663,/artist?id=8481036,293,"Mar 10, 2022",3,3
